exception_id,customer_id,employee_id,Open_date,"Review_date,doc_status, description, comments",,,
385,27463,28192,2015-06-08,2016-11-05,Exception,CIP Exception,ID has Expired
386,16069,423,2014-01-20,2015-06-06,Missing,Identity,
387,10266,2954,2014-07-14,2015-12-24,Exception,Identity,
388,5688,1937,2019-12-11,2021-06-22,Missing,CIP Exception,ID has Expired
389,24253,26717,2017-03-17,2018-09-22,Exception,CIP Exception,ID has Expired
390,9045,19536,2011-04-30,2012-12-08,Missing,Identity,
391,14936,13854,2019-04-30,2020-09-14,Exception,Identity,
392,15246,8738,2017-03-13,2018-08-02,Exception,Identity,
393,26215,26189,2014-07-28,2016-03-16,Missing,CIP Exception,Please re-sacn ID Verification
394,14051,23652,2019-03-27,2020-09-11,Exception,Identity,
395,19175,22382,2019-12-22,2021-06-14,Missing,Identity,
396,8456,2164,2011-10-02,2013-02-22,Exception,CIP Exception,ID has Expired
397,24826,18450,2016-08-26,2018-03-06,Missing,CIP Exception,Please re-sacn ID Verification
398,17592,14789,2014-11-10,2016-04-12,Exception,CIP Exception,ID has Expired
399,28231,20507,2010-07-16,2012-01-07,Exception,Identity,
400,25382,28983,2019-11-16,2021-06-15,Missing,CIP Exception,ID has Expired
401,15166,21590,2019-07-09,2020-11-29,Exception,CIP Exception,ID has Expired
402,9581,17091,2015-08-25,2017-01-30,Missing,Identity,
403,16194,10357,2011-12-27,2013-07-06,Exception,Identity,
404,21155,13123,2013-03-25,2014-10-08,Missing,Identity,
405,14915,7539,2014-10-13,2016-04-18,Exception,Identity,
406,19400,28374,2020-05-10,2021-11-11,Missing,CIP Exception,ID has Expired
407,2867,10687,2012-11-03,2014-06-08,Exception,CIP Exception,ID has Expired
408,1158,3324,2012-06-07,2014-01-19,Missing,CIP Exception,ID has Expired
409,2796,20678,2010-03-08,2011-10-17,Exception,CIP Exception,ID has Expired
410,2726,13968,2019-04-09,2020-09-12,Exception,Identity,
411,17027,15484,2016-05-30,2017-12-25,Missing,Identity,
412,1183,27510,2016-02-28,2017-07-18,Exception,Identity,
413,13783,4925,2017-03-11,2018-10-01,Exception,Identity,
414,2294,11570,2019-07-07,2021-02-16,Missing,Identity,
415,13640,6883,2018-06-03,2019-10-16,Exception,Identity,
416,4772,21367,2016-04-17,2017-11-01,Exception,Identity,
417,28719,12152,2015-05-22,2016-11-08,Missing,Identity,
418,4256,631,2013-10-09,2015-04-01,Exception,CIP Exception,Please re-sacn ID Verification
419,12778,22399,2011-08-22,2013-04-08,Exception,Identity,
420,28757,22242,2014-03-27,2015-09-09,Exception,Identity,
421,21640,7968,2014-10-28,2016-06-17,Missing,Identity,
422,9642,24729,2010-08-11,2012-02-18,Exception,CIP Exception,Please re-sacn ID Verification
423,22859,27377,2017-02-10,2018-07-20,Missing,CIP Exception,Please re-sacn ID Verification
424,5160,16198,2012-12-14,2014-05-20,Exception,CIP Exception,ID has Expired
425,23290,13327,2016-10-23,2018-05-09,Exception,CIP Exception,Please re-sacn ID Verification
426,7344,23550,2012-11-28,2014-05-27,Missing,CIP Exception,Please re-sacn ID Verification
427,3236,3589,2020-09-05,2022-02-25,Missing,Identity,
428,28346,13103,2014-05-16,2015-11-25,Exception,CIP Exception,ID has Expired
429,7537,1191,2011-06-16,2013-01-13,Exception,Identity,
430,9612,28044,2018-05-18,2019-10-09,Missing,Identity,
431,17635,12358,2011-05-05,2012-10-18,Missing,Identity,
432,22004,19713,2018-05-12,2019-12-07,Missing,CIP Exception,Please re-sacn ID Verification
433,18202,28784,2020-09-18,2022-03-14,Exception,CIP Exception,Please re-sacn ID Verification
434,1540,27675,2013-01-23,2014-08-14,Exception,Identity,
435,24469,14213,2017-08-02,2019-01-26,Exception,Identity,
436,5315,11367,2016-03-28,2017-09-01,Missing,Identity,
437,16688,22566,2010-03-18,2011-10-03,Missing,Identity,
438,1160,23420,2014-10-12,2016-04-25,Exception,Identity,
439,12669,1047,2011-11-23,2013-05-09,Missing,CIP Exception,Please re-sacn ID Verification
440,7555,14177,2012-02-05,2013-08-25,Exception,CIP Exception,Please re-sacn ID Verification
441,27716,27948,2018-12-24,2020-06-25,Missing,Identity,
442,23628,9202,2017-08-02,2019-03-05,Exception,CIP Exception,ID has Expired
443,12869,3556,2019-02-20,2020-07-30,Exception,CIP Exception,ID has Expired
444,21700,4671,2015-01-27,2016-09-03,Missing,Identity,
445,2065,13769,2012-08-12,2014-03-31,Exception,CIP Exception,Please re-sacn ID Verification
446,10210,27773,2018-02-27,2019-08-04,Exception,CIP Exception,Please re-sacn ID Verification
447,14077,5374,2019-02-05,2020-08-09,Exception,CIP Exception,ID has Expired
448,2137,15452,2012-06-12,2013-11-16,Exception,Identity,
449,19290,22795,2016-05-13,2017-10-12,Missing,CIP Exception,ID has Expired
450,15699,430,2019-06-09,2021-01-18,Exception,CIP Exception,ID has Expired
451,22790,4525,2013-05-22,2014-12-14,Exception,Identity,
452,20859,28304,2015-06-29,2017-02-13,Exception,Identity,
453,13550,19204,2016-05-30,2017-12-13,Exception,Identity,
454,23311,207,2017-12-13,2019-06-19,Exception,CIP Exception,Please re-sacn ID Verification
455,14612,7352,2020-07-12,2022-02-24,Exception,CIP Exception,Please re-sacn ID Verification
456,22015,7759,2018-11-30,2020-06-02,Missing,Identity,
457,16651,22609,2014-08-21,2016-02-01,Missing,Identity,
458,27358,15977,2019-04-30,2020-09-28,Missing,CIP Exception,Please re-sacn ID Verification
459,22282,21785,2010-09-13,2012-03-04,Exception,CIP Exception,ID has Expired
460,28877,1338,2019-06-20,2020-12-14,Exception,CIP Exception,Please re-sacn ID Verification
461,6365,26149,2020-08-02,2022-02-01,Missing,CIP Exception,ID has Expired
462,1099,4949,2012-05-24,2014-01-13,Missing,Identity,
463,20091,3888,2011-09-08,2013-04-07,Missing,CIP Exception,Please re-sacn ID Verification
464,10548,14507,2019-02-24,2020-09-23,Exception,Identity,
465,27780,5326,2019-09-23,2021-04-04,Missing,CIP Exception,Please re-sacn ID Verification
466,15195,10791,2018-07-03,2020-01-25,Missing,Identity,
467,11384,24860,2018-06-19,2020-01-20,Missing,Identity,
468,24916,24353,2018-10-16,2020-05-15,Exception,Identity,
469,11020,25513,2014-07-17,2016-02-22,Missing,Identity,
470,23096,16624,2018-08-06,2019-12-25,Missing,CIP Exception,Please re-sacn ID Verification
471,26355,3235,2013-08-09,2015-01-21,Exception,CIP Exception,ID has Expired
472,11353,23029,2009-11-03,2011-04-01,Missing,CIP Exception,ID has Expired
473,16751,26866,2015-03-06,2016-10-05,Exception,CIP Exception,Please re-sacn ID Verification
474,6184,10189,2016-09-09,2018-03-12,Exception,Identity,
475,26087,1325,2020-09-03,2022-03-16,Missing,Identity,
476,15239,6100,2016-07-12,2018-01-21,Exception,Identity,
477,3292,20054,2020-08-20,2022-03-29,Missing,Identity,
478,5161,9628,2018-08-05,2019-12-23,Missing,Identity,
479,2966,15383,2016-01-15,2017-07-28,Exception,Identity,
480,22194,21653,2011-01-25,2012-06-14,Missing,CIP Exception,Please re-sacn ID Verification
481,16582,14785,2011-12-03,2013-05-21,Missing,CIP Exception,ID has Expired
482,25059,28057,2011-03-04,2012-10-08,Exception,Identity,
483,3989,14571,2011-08-12,2013-02-10,Exception,CIP Exception,ID has Expired
484,4734,1485,2013-08-15,2015-03-30,Missing,Identity,
485,13201,5878,2020-07-07,2022-01-12,Exception,CIP Exception,Please re-sacn ID Verification
486,23265,3554,2020-01-03,2021-06-16,Missing,Identity,
487,7813,26547,2015-12-10,2017-05-19,Missing,CIP Exception,Please re-sacn ID Verification
488,14045,5638,2017-07-31,2019-03-19,Missing,CIP Exception,Please re-sacn ID Verification
489,21757,11636,2018-12-11,2020-06-23,Missing,Identity,
490,15377,4320,2017-10-26,2019-05-13,Exception,Identity,
491,23531,26550,2016-07-08,2017-11-28,Exception,CIP Exception,ID has Expired
492,8788,10964,2019-03-14,2020-08-22,Missing,CIP Exception,Please re-sacn ID Verification
493,8691,11906,2018-04-07,2019-08-29,Missing,Identity,
494,15873,11182,2016-07-25,2018-03-16,Missing,Identity,
495,24101,6210,2011-02-22,2012-08-11,Exception,Identity,
496,28790,19008,2017-10-27,2019-04-10,Missing,Identity,
497,24138,3164,2015-04-12,2016-09-28,Exception,CIP Exception,Please re-sacn ID Verification
498,8838,17101,2010-08-19,2012-04-02,Exception,CIP Exception,Please re-sacn ID Verification
499,28231,19527,2013-11-28,2015-06-10,Exception,Identity,
500,14612,28228,2015-03-25,2016-08-20,Missing,CIP Exception,Please re-sacn ID Verification
501,21803,7084,2017-07-08,2019-01-24,Exception,CIP Exception,Please re-sacn ID Verification
502,13914,11671,2011-02-01,2012-07-12,Exception,CIP Exception,ID has Expired
503,16618,23521,2018-01-29,2019-07-31,Exception,Identity,
504,14667,771,2011-10-13,2013-05-24,Missing,Identity,
505,24952,8890,2017-09-17,2019-02-27,Missing,Identity,
506,21293,9484,2011-11-26,2013-07-18,Missing,CIP Exception,ID has Expired
507,10087,4667,2014-07-30,2016-01-23,Missing,CIP Exception,ID has Expired
508,7172,26643,2019-10-26,2021-06-07,Exception,CIP Exception,ID has Expired
509,17286,24557,2019-01-07,2020-08-06,Missing,Identity,
510,19876,23813,2012-05-04,2013-10-13,Exception,CIP Exception,ID has Expired
511,11800,2990,2011-09-06,2013-03-19,Missing,Identity,
512,10821,815,2012-05-03,2013-12-17,Exception,CIP Exception,Please re-sacn ID Verification
513,18326,21974,2015-03-19,2016-08-20,Exception,Identity,
514,17007,19724,2017-09-09,2019-04-11,Exception,Identity,
515,17892,3441,2015-11-04,2017-04-03,Missing,CIP Exception,Please re-sacn ID Verification
516,21619,19338,2017-02-12,2018-08-25,Missing,CIP Exception,Please re-sacn ID Verification
517,7318,23804,2018-01-14,2019-07-23,Missing,CIP Exception,ID has Expired
518,18690,515,2011-03-19,2012-08-22,Exception,CIP Exception,Please re-sacn ID Verification
519,1318,2137,2020-02-10,2021-09-23,Missing,Identity,
520,4877,9069,2018-12-15,2020-05-21,Missing,CIP Exception,Please re-sacn ID Verification
521,21524,15777,2012-07-31,2013-12-27,Exception,Identity,
522,6026,22733,2020-06-04,2022-01-21,Exception,CIP Exception,ID has Expired
523,25643,6260,2011-02-07,2012-09-09,Missing,CIP Exception,Please re-sacn ID Verification
524,15519,11865,2011-09-08,2013-03-10,Exception,CIP Exception,ID has Expired
525,16516,3078,2012-03-11,2013-10-14,Missing,CIP Exception,ID has Expired
526,12059,11380,2019-08-23,2021-02-02,Exception,Identity,
527,10845,6162,2015-03-17,2016-10-02,Missing,CIP Exception,ID has Expired
528,20124,28303,2018-03-06,2019-09-22,Missing,CIP Exception,Please re-sacn ID Verification
529,16638,8424,2014-03-03,2015-07-22,Missing,CIP Exception,Please re-sacn ID Verification
530,10412,27099,2016-08-01,2017-12-29,Missing,Identity,
531,18827,15466,2018-10-19,2020-03-26,Missing,Identity,
532,16288,18560,2011-07-27,2013-03-14,Exception,CIP Exception,ID has Expired
533,12083,5240,2011-02-12,2012-07-07,Missing,Identity,
534,10812,13386,2019-11-11,2021-05-26,Missing,Identity,
535,1893,17396,2015-10-03,2017-02-23,Missing,CIP Exception,Please re-sacn ID Verification
536,23544,22483,2012-07-14,2013-12-25,Missing,CIP Exception,Please re-sacn ID Verification
537,24975,18092,2010-01-10,2011-07-14,Exception,Identity,
538,19670,20072,2017-04-01,2018-09-03,Exception,Identity,
539,5115,19070,2018-06-16,2020-01-27,Exception,Identity,
540,23936,9074,2016-12-07,2018-05-30,Missing,Identity,
541,9371,13002,2017-10-13,2019-04-10,Missing,CIP Exception,Please re-sacn ID Verification
542,4976,12110,2013-07-19,2015-01-03,Missing,CIP Exception,Please re-sacn ID Verification
543,20640,7332,2013-08-27,2015-01-17,Missing,CIP Exception,ID has Expired
544,11572,4590,2015-12-11,2017-06-09,Exception,CIP Exception,ID has Expired
545,18767,17107,2015-08-23,2017-03-30,Exception,CIP Exception,Please re-sacn ID Verification
546,5982,27165,2013-09-26,2015-04-05,Exception,Identity,
547,19121,1813,2020-02-24,2021-07-12,Exception,Identity,
548,8076,10219,2011-02-24,2012-10-10,Missing,CIP Exception,Please re-sacn ID Verification
549,2805,13183,2012-01-06,2013-06-15,Missing,CIP Exception,ID has Expired
550,14667,21662,2014-08-28,2016-04-04,Exception,CIP Exception,Please re-sacn ID Verification
551,23086,23573,2016-06-24,2017-12-04,Missing,CIP Exception,Please re-sacn ID Verification
552,22944,8745,2017-05-24,2019-01-04,Missing,CIP Exception,ID has Expired
553,24072,20285,2020-06-29,2021-12-15,Exception,Identity,
554,27576,8935,2015-10-23,2017-03-27,Missing,Identity,
555,16068,938,2014-04-17,2015-11-24,Exception,CIP Exception,Please re-sacn ID Verification
556,27142,17497,2010-09-04,2012-04-15,Exception,Identity,
557,2386,10897,2020-02-06,2021-06-27,Missing,CIP Exception,Please re-sacn ID Verification
558,12129,23541,2015-03-11,2016-07-28,Missing,Identity,
559,430,6288,2017-04-21,2018-09-23,Missing,CIP Exception,Please re-sacn ID Verification
560,6253,13457,2011-05-18,2012-12-26,Exception,CIP Exception,ID has Expired
561,4478,9168,2013-10-16,2015-05-25,Missing,Identity,
562,4477,24432,2015-11-29,2017-06-05,Exception,CIP Exception,Please re-sacn ID Verification
563,20661,4184,2016-06-13,2018-02-01,Missing,Identity,
564,6288,21747,2020-04-11,2021-10-23,Exception,Identity,
565,22762,4744,2011-01-27,2012-08-27,Exception,Identity,
566,13397,14811,2013-10-10,2015-04-29,Exception,Identity,
567,9621,24937,2011-04-05,2012-09-15,Exception,Identity,
568,9395,4964,2010-02-13,2011-07-06,Missing,Identity,
569,4025,10924,2020-02-25,2021-10-07,Exception,Identity,
570,16659,27896,2012-11-13,2014-04-16,Exception,Identity,
571,19456,11218,2016-12-07,2018-07-23,Exception,Identity,
572,25281,8458,2015-07-30,2017-01-07,Missing,Identity,
573,10420,13175,2013-07-14,2014-12-29,Exception,CIP Exception,Please re-sacn ID Verification
574,18172,23067,2019-01-05,2020-06-02,Missing,Identity,
575,18181,24392,2018-01-09,2019-07-15,Exception,CIP Exception,Please re-sacn ID Verification
576,2204,13990,2015-05-12,2016-11-25,Exception,Identity,
577,1100,16416,2012-10-12,2014-04-30,Missing,CIP Exception,Please re-sacn ID Verification
578,20187,837,2016-12-09,2018-08-01,Exception,Identity,
579,19708,4938,2012-07-06,2013-11-18,Missing,CIP Exception,ID has Expired
580,14845,765,2020-03-21,2021-09-19,Missing,CIP Exception,ID has Expired
581,17045,17110,2018-11-09,2020-05-21,Exception,Identity,
582,692,5642,2019-02-06,2020-07-05,Exception,CIP Exception,ID has Expired
583,14290,8234,2016-06-19,2017-12-18,Exception,CIP Exception,ID has Expired
584,1879,11997,2013-09-04,2015-04-10,Exception,Identity,
585,17135,2867,2011-12-11,2013-06-07,Exception,Identity,
586,3153,14786,2014-07-16,2015-12-27,Exception,CIP Exception,ID has Expired
587,22929,12502,2015-12-14,2017-05-10,Missing,Identity,
588,1561,27245,2010-12-25,2012-05-29,Missing,CIP Exception,ID has Expired
589,19316,26384,2012-04-22,2013-10-15,Missing,CIP Exception,Please re-sacn ID Verification
590,22830,15571,2009-10-13,2011-05-12,Missing,Identity,
591,11885,24555,2011-05-19,2012-10-11,Exception,CIP Exception,Please re-sacn ID Verification
592,6985,23502,2014-01-26,2015-09-01,Exception,Identity,
593,20558,5228,2015-10-03,2017-04-03,Exception,Identity,
594,19248,13511,2013-11-04,2015-05-27,Missing,CIP Exception,Please re-sacn ID Verification
595,9039,17754,2016-03-28,2017-09-04,Exception,CIP Exception,Please re-sacn ID Verification
596,768,27516,2010-03-20,2011-08-15,Missing,CIP Exception,Please re-sacn ID Verification
597,10614,23704,2014-02-10,2015-08-25,Exception,CIP Exception,ID has Expired
598,10247,21406,2014-08-04,2016-03-01,Missing,CIP Exception,Please re-sacn ID Verification
599,5106,2796,2015-11-18,2017-05-30,Exception,Identity,
600,16474,13852,2016-08-26,2018-02-24,Missing,CIP Exception,Please re-sacn ID Verification
601,21408,26759,2014-01-04,2015-06-09,Missing,CIP Exception,Please re-sacn ID Verification
602,28624,16370,2010-01-11,2011-05-27,Missing,Identity,
603,485,18028,2018-11-13,2020-06-09,Exception,Identity,
604,24360,18621,2015-04-02,2016-09-25,Missing,CIP Exception,ID has Expired
605,9779,28043,2009-12-03,2011-04-22,Exception,Identity,
606,20383,27928,2012-12-26,2014-08-18,Missing,CIP Exception,Please re-sacn ID Verification
607,9775,1292,2018-09-06,2020-03-03,Missing,CIP Exception,Please re-sacn ID Verification
608,1900,805,2018-10-28,2020-03-28,Missing,CIP Exception,Please re-sacn ID Verification
609,3949,23711,2020-01-29,2021-09-19,Exception,CIP Exception,Please re-sacn ID Verification
610,20802,28630,2019-08-12,2021-03-09,Missing,CIP Exception,Please re-sacn ID Verification
611,11193,23595,2016-03-16,2017-09-20,Missing,Identity,
612,2292,9533,2009-10-14,2011-05-07,Exception,CIP Exception,Please re-sacn ID Verification
613,1267,5197,2013-10-06,2015-03-17,Missing,CIP Exception,ID has Expired
614,27036,18277,2019-01-04,2020-08-12,Exception,Identity,
615,5688,25711,2018-03-06,2019-09-27,Exception,CIP Exception,Please re-sacn ID Verification
616,18113,8286,2020-01-13,2021-08-15,Missing,Identity,
617,27680,18659,2014-06-03,2015-11-01,Missing,CIP Exception,ID has Expired
618,14931,9073,2020-04-26,2021-12-14,Missing,Identity,
619,2915,782,2020-04-10,2021-10-04,Exception,CIP Exception,Please re-sacn ID Verification
620,20127,12059,2014-05-06,2015-11-01,Exception,Identity,
621,16497,19957,2010-03-16,2011-09-22,Missing,Identity,
622,28685,13319,2013-02-10,2014-08-19,Exception,CIP Exception,Please re-sacn ID Verification
623,24017,6025,2015-05-30,2016-11-26,Missing,Identity,
624,1482,13235,2019-11-16,2021-05-07,Exception,CIP Exception,ID has Expired
625,26403,16529,2010-07-19,2012-02-27,Missing,CIP Exception,ID has Expired
626,25616,3927,2012-07-22,2014-01-03,Missing,Identity,
627,20497,11525,2018-01-27,2019-06-21,Exception,CIP Exception,Please re-sacn ID Verification
628,10938,28422,2017-05-22,2018-11-14,Missing,Identity,
629,11378,5335,2012-06-24,2013-11-12,Exception,Identity,
630,11134,27641,2018-12-22,2020-07-04,Exception,CIP Exception,ID has Expired
631,21036,2476,2017-12-31,2019-07-17,Exception,Identity,
632,18836,5283,2019-01-27,2020-09-14,Missing,Identity,
633,7381,9755,2020-09-08,2022-03-30,Exception,Identity,
634,12973,7179,2013-06-17,2014-12-14,Missing,CIP Exception,ID has Expired
635,27814,24758,2012-12-23,2014-05-22,Exception,Identity,
636,13289,19778,2010-06-21,2011-11-11,Missing,CIP Exception,Please re-sacn ID Verification
637,15616,16009,2013-09-26,2015-03-06,Exception,Identity,
638,22508,510,2015-03-25,2016-10-14,Missing,Identity,
639,15620,25229,2013-11-05,2015-04-20,Missing,CIP Exception,ID has Expired
640,1390,28717,2016-08-22,2018-02-11,Exception,Identity,
641,20040,4612,2017-06-16,2018-11-11,Missing,Identity,
642,8168,19614,2013-03-31,2014-11-05,Missing,CIP Exception,ID has Expired
643,6171,19308,2016-08-10,2018-03-11,Missing,Identity,
644,27793,2037,2020-02-24,2021-07-20,Missing,CIP Exception,Please re-sacn ID Verification
645,10880,2058,2010-12-25,2012-06-10,Missing,CIP Exception,Please re-sacn ID Verification
646,14763,28637,2015-06-21,2016-11-04,Exception,Identity,
647,16023,5966,2012-09-07,2014-01-23,Missing,CIP Exception,Please re-sacn ID Verification
648,15576,28793,2020-04-06,2021-11-11,Exception,CIP Exception,Please re-sacn ID Verification
649,13021,4445,2020-01-12,2021-06-08,Missing,Identity,
650,9621,37,2018-10-06,2020-04-04,Exception,Identity,
651,13798,11203,2011-03-01,2012-09-23,Exception,CIP Exception,ID has Expired
652,5814,28351,2016-10-21,2018-05-28,Missing,CIP Exception,Please re-sacn ID Verification
653,25271,4236,2018-03-06,2019-08-24,Exception,CIP Exception,ID has Expired
654,10505,13822,2012-12-25,2014-07-18,Exception,CIP Exception,Please re-sacn ID Verification
655,10904,23386,2009-12-08,2011-07-06,Exception,Identity,
656,9650,28001,2010-08-25,2012-01-27,Missing,CIP Exception,Please re-sacn ID Verification
657,9368,4865,2016-10-27,2018-05-25,Missing,Identity,
658,13492,11027,2012-06-07,2013-12-16,Exception,CIP Exception,Please re-sacn ID Verification
659,4995,24915,2018-04-09,2019-11-12,Missing,Identity,
660,1070,9260,2017-08-29,2019-03-10,Missing,CIP Exception,ID has Expired
661,10729,2333,2010-09-17,2012-02-20,Exception,CIP Exception,ID has Expired
662,21411,3959,2013-12-16,2015-06-10,Exception,Identity,
663,20262,20529,2013-09-04,2015-01-24,Missing,CIP Exception,ID has Expired
664,2222,11758,2016-06-30,2017-12-14,Exception,CIP Exception,ID has Expired
665,27402,19453,2017-01-26,2018-08-22,Missing,CIP Exception,Please re-sacn ID Verification
666,14207,13078,2018-03-20,2019-09-15,Missing,CIP Exception,Please re-sacn ID Verification
667,3771,2290,2015-11-08,2017-04-20,Missing,CIP Exception,ID has Expired
668,16017,8438,2011-02-20,2012-09-24,Missing,Identity,
669,4637,24367,2018-09-03,2020-03-31,Missing,Identity,
670,12243,17738,2019-07-20,2020-12-24,Exception,Identity,
671,9292,16657,2017-08-30,2019-01-31,Missing,Identity,
672,2399,14671,2018-10-04,2020-02-20,Exception,CIP Exception,ID has Expired
673,26931,27213,2013-08-16,2015-03-12,Exception,CIP Exception,ID has Expired
674,19378,6062,2011-01-20,2012-08-07,Missing,Identity,
675,18203,6453,2010-07-29,2012-02-13,Exception,CIP Exception,Please re-sacn ID Verification
676,8952,12513,2014-06-18,2016-01-31,Missing,Identity,
677,2067,13174,2016-09-04,2018-03-08,Missing,CIP Exception,Please re-sacn ID Verification
678,23842,8204,2014-04-05,2015-09-14,Exception,Identity,
679,20532,7561,2014-10-11,2016-04-02,Missing,Identity,
680,7841,15956,2016-06-26,2017-11-24,Missing,Identity,
681,25372,13321,2018-12-16,2020-07-20,Exception,Identity,
682,8271,13393,2018-01-26,2019-08-19,Exception,Identity,
683,11348,3608,2018-06-19,2020-01-01,Exception,Identity,
684,10366,8810,2011-04-22,2012-10-06,Missing,Identity,
685,26256,16053,2016-05-13,2017-12-01,Missing,Identity,
686,683,6251,2016-10-01,2018-02-17,Exception,Identity,
687,15905,21156,2016-08-12,2018-03-30,Exception,Identity,
688,1765,28428,2016-11-19,2018-05-04,Exception,Identity,
689,6121,816,2017-09-12,2019-05-03,Missing,CIP Exception,ID has Expired
690,3437,3476,2012-04-30,2013-09-17,Missing,Identity,
691,20769,28577,2011-01-18,2012-07-09,Missing,CIP Exception,Please re-sacn ID Verification
692,2692,1373,2011-05-08,2012-10-08,Exception,CIP Exception,Please re-sacn ID Verification
693,8852,24083,2009-10-16,2011-05-01,Exception,CIP Exception,ID has Expired
694,12861,8642,2012-10-20,2014-05-09,Missing,Identity,
695,11233,3113,2012-06-18,2014-01-22,Missing,CIP Exception,Please re-sacn ID Verification
696,25687,11413,2009-10-22,2011-04-09,Missing,Identity,
697,5290,19068,2010-05-04,2011-11-04,Exception,Identity,
698,27335,8146,2020-04-18,2021-11-28,Missing,CIP Exception,ID has Expired
699,17303,26996,2019-10-17,2021-04-18,Missing,CIP Exception,ID has Expired
700,28535,15585,2013-05-21,2015-01-07,Exception,Identity,
701,13639,6161,2013-08-09,2014-12-27,Exception,Identity,
702,5121,18619,2015-04-19,2016-10-20,Missing,Identity,
703,3092,22292,2020-03-29,2021-08-22,Missing,Identity,
704,26210,14736,2010-03-09,2011-10-25,Exception,CIP Exception,Please re-sacn ID Verification
705,23354,24444,2010-08-11,2012-01-04,Missing,CIP Exception,ID has Expired
706,23820,14101,2015-09-28,2017-05-15,Missing,Identity,
707,24703,9614,2020-03-07,2021-07-22,Missing,Identity,
708,44,23928,2013-12-02,2015-06-27,Exception,CIP Exception,Please re-sacn ID Verification
709,3122,2800,2020-05-10,2021-12-06,Exception,Identity,
710,26316,1718,2014-04-15,2015-10-28,Exception,Identity,
711,5020,5266,2013-02-15,2014-07-17,Missing,Identity,
712,12031,26002,2013-09-29,2015-04-06,Missing,CIP Exception,ID has Expired
713,19612,13298,2020-02-13,2021-07-13,Exception,CIP Exception,ID has Expired
714,13092,17413,2019-05-08,2020-10-28,Missing,Identity,
715,1708,20163,2014-03-14,2015-08-02,Missing,Identity,
716,689,28164,2020-07-30,2022-02-11,Exception,CIP Exception,ID has Expired
717,13476,20847,2018-10-04,2020-05-05,Missing,Identity,
718,19579,13077,2018-01-19,2019-07-31,Exception,Identity,
719,19105,15157,2013-04-27,2014-12-11,Missing,CIP Exception,ID has Expired
720,24885,15062,2019-12-19,2021-07-25,Exception,Identity,
721,9076,21585,2017-01-17,2018-06-02,Exception,CIP Exception,ID has Expired
722,9352,3631,2013-07-09,2015-01-07,Missing,Identity,
723,14870,5255,2020-07-25,2022-03-13,Exception,CIP Exception,ID has Expired
724,6735,18358,2018-02-24,2019-07-14,Exception,CIP Exception,ID has Expired
725,22331,4683,2018-05-29,2019-11-21,Exception,CIP Exception,ID has Expired
726,26813,28372,2010-05-10,2011-12-04,Exception,Identity,
727,4531,2676,2010-01-29,2011-06-18,Exception,CIP Exception,Please re-sacn ID Verification
728,14932,3908,2015-02-01,2016-09-06,Missing,CIP Exception,Please re-sacn ID Verification
729,4378,17022,2012-05-22,2013-11-13,Exception,CIP Exception,Please re-sacn ID Verification
730,13066,20642,2014-10-08,2016-04-12,Missing,Identity,
731,25073,27228,2016-03-28,2017-09-28,Missing,Identity,
732,5152,2782,2018-10-28,2020-05-14,Exception,CIP Exception,ID has Expired
733,24815,18745,2018-07-23,2019-12-27,Exception,CIP Exception,Please re-sacn ID Verification
734,22041,27277,2014-01-24,2015-09-15,Exception,Identity,
735,6034,3748,2016-08-30,2018-03-31,Missing,Identity,
736,7716,24105,2010-08-24,2012-02-09,Exception,CIP Exception,Please re-sacn ID Verification
737,16449,19802,2019-11-21,2021-06-19,Exception,CIP Exception,Please re-sacn ID Verification
738,15168,18019,2019-03-30,2020-10-03,Exception,Identity,
739,27127,17640,2017-08-11,2019-01-14,Exception,CIP Exception,ID has Expired
740,24352,25793,2018-01-15,2019-08-31,Exception,CIP Exception,ID has Expired
741,26522,6854,2019-11-08,2021-05-22,Missing,CIP Exception,ID has Expired
742,8429,6980,2011-06-13,2012-12-23,Exception,Identity,
743,16182,1021,2016-04-14,2017-11-04,Exception,CIP Exception,ID has Expired
744,24814,19949,2020-06-27,2022-01-07,Exception,Identity,
745,7764,17722,2015-04-12,2016-10-24,Exception,Identity,
746,1489,18589,2011-01-03,2012-06-25,Missing,Identity,
747,13258,21541,2015-07-05,2017-02-11,Missing,Identity,
748,27899,5220,2019-11-21,2021-05-03,Missing,CIP Exception,ID has Expired
749,23371,18372,2015-07-18,2017-01-28,Missing,CIP Exception,ID has Expired
750,567,5767,2014-09-12,2016-04-11,Exception,Identity,
751,20077,23638,2012-05-10,2013-11-07,Missing,Identity,
752,6814,843,2017-01-11,2018-06-29,Exception,CIP Exception,ID has Expired
753,11331,16762,2012-03-03,2013-09-03,Exception,Identity,
754,9407,7307,2013-04-08,2014-11-15,Exception,Identity,
755,6935,16374,2011-04-17,2012-09-10,Missing,CIP Exception,ID has Expired
756,1044,16508,2014-01-19,2015-07-13,Missing,Identity,
757,17365,1731,2010-04-07,2011-11-26,Missing,Identity,
758,5813,25273,2013-08-29,2015-04-21,Missing,Identity,
759,13964,7134,2010-08-26,2012-02-08,Missing,Identity,
760,5474,6879,2011-03-25,2012-11-01,Missing,Identity,
761,27738,28938,2018-02-08,2019-07-30,Exception,CIP Exception,ID has Expired
762,13097,14600,2018-02-28,2019-10-15,Exception,CIP Exception,Please re-sacn ID Verification
