expenditure_id,asset_id,expenditure_date,expenditure_amount
1012,3281,2020-12-31,731
1013,3025,2021-03-12,122
1014,3822,2021-06-07,657
1015,2847,2019-11-13,421
1016,4355,2023-01-12,355
1017,919,2022-12-20,704
1018,963,2023-02-24,588
1019,1933,2023-04-24,440
1020,6,2022-07-27,307
1021,4203,2022-10-11,710
1022,2259,2022-02-09,396
1023,2443,2022-01-13,228
1024,431,2019-07-08,246
1025,3542,2022-01-30,670
1026,1817,2020-08-03,700
1027,617,2023-04-17,220
1028,1964,2021-09-14,214
1029,2884,2020-06-12,293
1030,2307,2022-06-12,195
1031,161,2019-08-23,491
1032,3442,2019-10-26,535
1033,1059,2019-07-19,476
1034,3385,2022-05-31,477
1035,2067,2023-03-10,693
1036,1696,2020-03-18,750
1037,651,2021-04-08,170
1038,1332,2020-07-12,611
1039,2653,2022-12-21,295
1040,3501,2023-04-20,712
1041,144,2022-10-15,173
1042,744,2019-08-27,315
1043,3378,2020-08-21,422
1044,718,2020-01-08,161
1045,3205,2020-03-09,225
1046,1111,2021-09-08,540
1047,3361,2022-06-12,436
1048,3891,2022-01-14,144
1049,1026,2022-10-03,289
1050,4399,2020-10-20,342
1051,876,2020-12-12,378
1052,1132,2019-10-03,640
1053,2133,2021-09-21,173
1054,3307,2020-02-04,395
1055,1169,2022-10-23,716
1056,762,2022-11-29,503
1057,1532,2021-10-16,598
1058,27,2022-08-31,264
1059,1979,2023-06-19,434
1060,3671,2021-11-11,710
1061,2417,2022-05-25,516
1062,2906,2020-04-01,167
1063,965,2019-12-06,235
1064,97,2021-04-11,492
1065,3754,2021-09-19,248
1066,981,2023-04-22,472
1067,3833,2019-10-23,533
1068,1156,2021-08-03,629
1069,3616,2019-09-09,458
1070,2925,2023-03-19,398
1071,1066,2021-11-27,668
1072,3627,2020-08-08,272
1073,3634,2023-06-20,475
1074,682,2022-12-26,275
1075,3478,2023-06-17,472
1076,726,2021-03-04,386
1077,1130,2022-06-17,611
1078,321,2020-09-12,393
1079,1233,2020-11-26,746
1080,3315,2021-07-24,321
1081,314,2022-09-03,188
1082,2685,2019-10-25,708
1083,3492,2022-07-26,337
1084,3189,2019-12-11,448
1085,4151,2019-09-12,690
1086,3668,2023-05-22,539
1087,3343,2022-05-29,587
1088,1894,2022-09-15,524
1089,4174,2020-02-10,300
1090,1074,2022-10-28,609
1091,584,2023-01-07,587
1092,941,2022-09-09,293
1093,3580,2023-04-04,709
1094,2512,2020-04-15,498
1095,895,2019-12-16,178
1096,3743,2020-05-15,207
1097,3556,2022-03-25,106
1098,1309,2022-09-17,538
1099,1799,2021-08-10,397
1100,2057,2022-11-10,353
1101,1333,2021-04-08,260
1102,3911,2021-02-04,328
1103,3846,2023-01-18,673
1104,3808,2021-08-31,463
1105,3486,2020-08-01,171
1106,2491,2021-09-30,471
1107,3669,2020-08-02,106
1108,1058,2020-11-01,120
1109,3970,2020-02-14,468
1110,1631,2021-02-24,469
1111,270,2020-07-31,749
1112,3329,2021-10-22,131
1113,2166,2023-03-27,717
1114,3962,2022-11-18,505
1115,1446,2022-06-05,565
1116,2354,2020-04-30,351
1117,1058,2021-03-08,371
1118,475,2023-03-28,667
1119,4005,2021-07-04,726
1120,4278,2020-05-11,110
1121,3168,2021-06-06,455
1122,3148,2020-01-21,378
1123,3797,2023-05-11,232
1124,3981,2019-10-16,541
1125,1273,2022-04-22,141
1126,3396,2023-01-05,344
1127,1338,2019-08-01,162
1128,1067,2022-05-29,642
1129,3254,2022-11-05,622
1130,2433,2022-08-27,122
1131,2977,2019-10-08,262
1132,1028,2019-08-22,645
1133,4475,2019-09-15,293
1134,2391,2019-10-11,678
1135,3619,2022-05-05,422
1136,3048,2023-03-07,340
1137,2691,2020-04-17,207
1138,1834,2021-09-26,156
1139,1988,2020-10-25,682
1140,2877,2022-01-29,400
1141,2228,2023-06-22,142
1142,3842,2019-08-30,601
1143,4228,2021-03-21,270
1144,3749,2020-07-07,423
1145,4247,2021-12-20,443
1146,153,2021-11-01,364
1147,3547,2023-03-11,119
1148,2277,2019-11-07,716
1149,146,2021-10-15,372
1150,2363,2022-10-05,332
1151,4239,2020-01-22,602
1152,1780,2021-03-10,520
1153,3572,2022-07-15,369
1154,3541,2021-04-21,656
1155,1865,2020-06-02,241
1156,1475,2023-03-16,541
1157,4149,2020-06-27,518
1158,1637,2021-04-04,239
1159,2285,2023-05-17,141
1160,3964,2021-08-29,272
1161,4228,2023-05-14,382
1162,1410,2022-07-06,253
1163,2456,2022-08-09,429
1164,1126,2022-08-16,448
1165,2003,2023-04-05,325
1166,751,2020-02-26,427
1167,1237,2021-07-21,216
1168,2562,2022-04-15,627
1169,2522,2021-10-03,324
1170,3402,2021-12-03,727
1171,959,2020-01-24,572
1172,4485,2022-08-05,374
1173,708,2020-03-30,423
1174,3820,2021-09-03,427
1175,4432,2021-06-14,278
1176,721,2021-06-28,285
1177,1993,2022-08-16,137
1178,923,2020-01-18,449
1179,2313,2020-01-29,240
1180,85,2021-06-28,258
1181,3592,2023-03-24,376
1182,4114,2023-06-05,482
1183,876,2022-02-25,294
1184,2868,2021-07-09,512
1185,419,2020-03-10,103
1186,2671,2023-05-07,510
1187,1543,2023-03-26,432
1188,3281,2020-09-15,412
1189,2971,2021-11-16,326
1190,2653,2022-06-24,739
1191,4226,2021-06-14,261
1192,476,2021-07-16,414
1193,2644,2021-10-23,340
1194,1927,2021-06-28,538
1195,397,2022-05-08,337
1196,1982,2022-01-22,743
1197,2406,2019-12-13,466
1198,445,2020-07-10,700
1199,557,2019-07-24,661
1200,1983,2022-08-07,235
1201,3789,2022-10-01,397
1202,974,2020-03-18,176
1203,3350,2021-01-12,703
1204,3197,2020-12-20,454
1205,3193,2022-04-12,529
1206,1980,2021-08-22,364
1207,4290,2022-02-16,379
1208,3145,2022-08-04,320
1209,3653,2022-05-02,203
1210,3336,2020-05-29,570
1211,493,2021-02-22,444
1212,316,2022-02-06,445
1213,1588,2022-06-02,394
1214,2999,2022-11-11,717
1215,1134,2020-06-29,511
1216,2878,2019-11-11,346
1217,836,2021-01-20,265
1218,183,2021-05-28,640
1219,608,2021-12-20,301
1220,118,2021-07-09,131
1221,2786,2022-07-11,190
1222,285,2022-02-15,581
1223,466,2020-05-01,208
1224,3957,2020-04-13,255
1225,861,2021-07-11,623
1226,2725,2021-05-17,412
1227,686,2020-12-10,611
1228,1799,2022-01-28,138
1229,1365,2020-02-03,726
1230,2214,2023-03-22,215
1231,2640,2022-03-09,254
1232,885,2021-08-23,654
1233,3268,2021-07-26,744
1234,1294,2021-04-04,655
1235,1258,2020-10-07,131
1236,1643,2022-09-15,270
1237,58,2021-10-12,435
1238,2018,2023-04-18,110
1239,439,2019-08-16,127
1240,2677,2020-05-09,559
1241,236,2020-06-02,402
1242,3262,2020-09-07,554
1243,1965,2020-12-24,579
1244,3184,2023-03-27,358
1245,1696,2023-02-09,253
1246,2772,2020-12-11,327
1247,1504,2020-10-14,652
1248,3188,2022-11-08,598
1249,604,2020-07-16,357
1250,3316,2022-04-06,478
1251,1241,2020-01-22,636
1252,393,2021-10-03,286
1253,3111,2021-04-15,317
1254,2306,2019-09-06,424
1255,138,2022-03-23,638
1256,508,2022-10-22,448
1257,2516,2021-12-31,388
1258,4214,2023-06-01,432
1259,3468,2022-05-27,282
1260,3076,2021-08-21,723
1261,1923,2022-07-12,123
1262,3926,2020-12-27,323
1263,2579,2020-10-17,640
1264,4031,2020-07-15,312
1265,4082,2021-01-30,407
1266,1560,2021-01-02,629
1267,3999,2019-12-07,231
1268,1314,2022-12-07,430
1269,1267,2022-06-15,127
1270,927,2022-05-22,282
1271,1626,2019-09-12,384
1272,2066,2023-06-26,312
1273,3831,2020-09-29,580
1274,4157,2022-01-25,176
1275,2273,2021-03-27,225
1276,106,2021-03-05,424
1277,4066,2020-05-06,480
1278,4400,2023-04-24,330
1279,2445,2022-08-31,421
1280,2164,2022-04-07,508
1281,1667,2023-01-23,748
1282,1084,2020-08-24,743
1283,1405,2020-12-01,590
1284,538,2019-12-25,137
1285,431,2023-05-08,572
1286,2378,2020-01-25,672
1287,328,2020-10-12,675
1288,3601,2022-12-11,425
1289,118,2022-03-06,156
1290,2334,2021-11-28,478
1291,3594,2022-06-14,457
1292,4185,2021-01-15,196
1293,3619,2021-06-24,605
1294,4030,2021-03-20,485
1295,42,2020-12-22,644
1296,1770,2020-08-15,654
1297,3413,2019-09-15,140
1298,1107,2022-09-20,416
1299,2790,2023-03-19,125
1300,636,2021-03-11,471
1301,485,2020-05-27,709
1302,1223,2019-12-27,301
1303,421,2022-04-24,626
1304,3342,2021-02-22,279
1305,302,2022-08-21,289
1306,346,2022-02-26,623
1307,1578,2019-12-26,314
1308,2554,2019-09-18,423
1309,943,2023-03-17,367
1310,1158,2020-01-09,261
1311,2568,2020-02-13,187
1312,3142,2022-03-01,707
1313,683,2020-05-20,177
1314,2035,2020-04-17,687
1315,2560,2020-08-28,643
1316,2721,2022-02-18,723
1317,4333,2021-02-18,616
1318,3176,2020-10-31,202
1319,375,2022-08-10,683
1320,891,2021-06-01,717
1321,4222,2021-10-25,352
1322,798,2019-12-25,327
1323,1074,2023-05-05,386
1324,1462,2020-09-01,289
1325,3934,2019-09-06,570
1326,2046,2021-05-02,405
1327,2074,2023-02-24,366
1328,3000,2021-08-17,479
1329,3925,2022-02-11,679
1330,1478,2021-09-24,712
1331,4224,2019-07-07,682
1332,2111,2021-09-09,322
1333,1744,2019-08-11,546
1334,2441,2022-02-06,349
1335,2363,2019-08-11,739
1336,3141,2021-03-30,711
1337,2572,2020-08-12,117
1338,2161,2019-07-30,494
1339,1388,2022-11-29,249
1340,2060,2020-01-21,521
1341,1705,2022-06-17,330
1342,3453,2020-10-04,432
1343,1984,2021-02-14,263
1344,1516,2023-06-19,226
1345,984,2022-12-11,686
1346,3185,2019-07-27,728
1347,1448,2022-10-07,676
1348,3102,2020-02-01,623
1349,649,2020-06-25,618
1350,4465,2021-04-25,393
1351,3941,2021-11-09,680
1352,1865,2021-01-20,176
1353,2312,2022-02-19,148
1354,2414,2023-07-02,738
1355,3128,2021-04-21,724
1356,832,2022-04-25,501
1357,3456,2019-07-31,599
1358,3985,2023-02-10,661
1359,3809,2022-05-20,526
1360,379,2021-02-03,633
1361,3390,2022-03-24,114
1362,159,2020-06-06,379
1363,1876,2020-07-09,298
1364,2461,2021-01-29,306
1365,1177,2021-09-02,176
1366,940,2019-11-02,734
1367,635,2023-03-03,668
1368,3548,2022-03-04,501
1369,2552,2019-07-11,134
1370,2745,2023-06-09,304
1371,3141,2020-02-12,631
1372,3479,2020-09-19,229
1373,2052,2021-01-16,474
1374,812,2020-06-10,439
1375,3254,2022-09-07,394
1376,2771,2019-08-20,746
1377,62,2022-09-13,153
1378,4437,2020-07-17,183
1379,322,2021-11-17,217
1380,130,2021-03-04,661
1381,2395,2020-08-04,605
1382,251,2023-01-28,613
1383,1037,2022-12-25,455
1384,2449,2020-09-06,135
1385,1474,2020-10-04,245
1386,1689,2020-09-21,555
1387,2493,2020-07-30,330
1388,2318,2022-10-23,375
1389,2837,2020-12-15,252
1390,742,2022-03-15,414
1391,2676,2022-05-21,523
1392,1267,2023-04-08,671
1393,3752,2023-03-18,491
1394,173,2021-06-29,349
1395,3330,2023-03-17,141
1396,2363,2021-12-20,654
1397,647,2019-08-30,727
1398,4218,2022-08-01,123
1399,701,2021-09-11,298
1400,2233,2021-02-04,460
1401,352,2020-09-21,735
1402,98,2022-07-01,103
1403,203,2019-10-24,546
1404,678,2022-07-30,343
1405,1261,2020-11-22,126
1406,1353,2020-01-07,641
1407,536,2021-02-04,591
1408,4209,2022-03-17,548
1409,1089,2019-12-03,637
1410,2547,2020-03-30,520
1411,1620,2020-07-25,234
1412,1199,2020-10-27,569
1413,2307,2021-01-28,432
1414,1677,2021-08-27,516
1415,1856,2023-03-15,628
1416,3397,2022-04-05,490
1417,890,2023-02-13,170
1418,1970,2022-10-09,278
1419,2173,2021-09-11,513
1420,1598,2022-01-23,495
1421,2908,2020-01-10,563
1422,2662,2022-07-15,419
1423,2718,2020-10-28,629
1424,90,2021-09-09,248
1425,2324,2020-04-30,146
1426,154,2020-10-12,289
1427,2262,2021-05-01,424
1428,1504,2019-08-16,583
1429,3131,2023-02-14,234
1430,1949,2022-09-20,454
1431,1285,2022-08-13,594
1432,130,2020-01-02,709
1433,1856,2022-05-30,484
1434,3881,2019-12-21,573
1435,1727,2023-05-26,532
1436,3247,2021-11-10,294
1437,998,2023-01-21,743
1438,1421,2023-05-20,313
1439,4430,2020-06-12,440
1440,4462,2019-12-21,438
1441,3075,2020-09-29,213
1442,3853,2020-09-30,700
1443,2743,2020-07-09,569
1444,4330,2019-09-03,260
1445,2960,2021-06-29,519
1446,978,2021-01-13,697
1447,3457,2020-02-10,610
1448,1098,2021-10-02,655
1449,4069,2019-12-21,192
1450,144,2021-04-30,384
1451,947,2020-07-18,680
1452,984,2022-05-16,418
1453,75,2022-05-22,660
1454,859,2022-09-17,401
1455,1453,2022-12-21,315
1456,3679,2023-01-18,559
1457,1096,2019-11-28,201
1458,580,2021-11-06,699
1459,1320,2020-11-05,709
1460,4168,2022-10-21,461
1461,3697,2020-04-07,607
1462,3489,2022-03-26,517
1463,3493,2022-02-25,272
1464,2981,2022-08-03,237
1465,1656,2019-11-27,396
1466,2853,2022-02-06,364
1467,3555,2021-11-29,419
1468,2469,2021-01-15,690
1469,750,2022-03-18,390
1470,2998,2019-11-11,409
1471,1888,2020-12-25,276
1472,3046,2022-08-08,258
1473,3929,2022-04-11,489
1474,3062,2021-05-28,148
1475,535,2023-01-11,388
1476,1357,2020-02-16,228
1477,3024,2019-09-21,366
1478,935,2019-08-06,384
1479,882,2020-09-28,373
1480,4319,2022-01-02,424
1481,4055,2022-07-03,426
1482,1665,2021-06-08,669
1483,1998,2023-02-03,432
1484,1698,2023-06-16,462
1485,2985,2022-10-18,116
1486,2724,2020-01-05,474
1487,4289,2022-12-12,679
1488,1427,2023-02-05,368
1489,3008,2020-12-16,466
1490,1982,2019-12-16,246
1491,3097,2022-11-12,234
1492,22,2022-01-24,210
1493,385,2020-07-05,728
1494,987,2022-01-20,552
1495,3684,2021-12-16,142
1496,3911,2023-06-11,384
1497,33,2022-02-18,443
1498,731,2022-09-15,359
1499,2907,2020-08-12,275
1500,1423,2020-01-03,212
1501,2033,2021-10-09,334
1502,4336,2020-10-24,200
1503,4336,2021-10-04,296
1504,800,2022-11-16,522
1505,161,2019-09-30,110
1506,1266,2021-02-21,308
1507,269,2019-11-06,321
1508,4049,2021-06-12,425
1509,3308,2020-07-05,582
1510,2565,2023-05-19,174
1511,3383,2023-04-17,420
1512,366,2022-02-12,410
1513,1734,2022-03-18,554
1514,2191,2021-11-10,454
1515,3083,2023-02-25,159
1516,3541,2020-09-17,631
1517,3444,2020-06-05,174
1518,144,2021-12-05,689
1519,4099,2021-05-04,678
1520,1544,2023-02-25,476
1521,1117,2020-10-06,441
1522,4288,2022-07-11,714
1523,2412,2020-09-16,485
1524,1842,2021-01-03,654
1525,4007,2020-01-19,628
1526,1818,2020-06-15,199
1527,3977,2020-12-31,704
1528,3852,2023-02-18,675
1529,4498,2022-11-30,472
1530,2930,2020-08-05,349
1531,955,2022-11-14,462
1532,3871,2021-02-23,712
1533,1560,2020-12-25,362
1534,54,2021-08-15,352
1535,4498,2021-11-04,581
1536,3140,2021-07-30,332
1537,4154,2020-09-20,271
1538,1274,2021-03-18,674
1539,59,2021-02-28,275
1540,4122,2021-05-19,363
1541,1029,2021-06-12,699
1542,2635,2022-03-22,569
1543,3352,2020-02-04,278
1544,2971,2023-06-18,305
1545,2209,2021-12-31,712
1546,3665,2022-11-25,142
1547,3090,2022-12-31,718
1548,3836,2023-06-17,564
1549,4359,2021-01-07,236
1550,1714,2022-08-21,678
1551,1012,2019-07-24,545
1552,3004,2023-01-10,451
1553,3862,2021-08-04,593
1554,4449,2021-05-04,155
1555,3614,2022-04-11,287
1556,3236,2023-05-27,483
1557,1922,2022-11-17,679
1558,657,2020-07-08,479
1559,640,2019-10-13,115
1560,1915,2021-06-23,698
1561,3941,2021-06-28,419
1562,2165,2020-07-18,671
1563,184,2023-02-22,397
1564,1448,2020-06-25,175
1565,3403,2020-08-09,679
1566,3932,2021-02-17,266
1567,1385,2020-12-16,165
1568,3028,2020-02-04,315
1569,1897,2020-02-23,683
1570,3789,2019-08-15,228
1571,2213,2022-12-02,283
1572,2164,2019-09-17,526
1573,1568,2022-09-13,743
1574,721,2020-02-15,595
1575,3256,2023-02-27,413
1576,3479,2022-05-09,325
1577,4073,2022-12-15,348
1578,4300,2021-08-01,390
1579,1810,2021-08-15,201
1580,1659,2021-08-29,165
1581,4277,2020-05-18,465
1582,2518,2023-05-15,475
1583,3742,2020-05-16,322
1584,4478,2022-01-02,213
1585,2834,2020-07-23,652
1586,3089,2021-11-05,734
1587,1269,2022-07-30,146
1588,731,2020-06-19,371
1589,88,2023-04-21,610
1590,3407,2022-10-15,211
1591,3510,2020-11-27,678
1592,2581,2021-08-04,388
1593,4333,2020-09-08,366
1594,1369,2020-07-19,416
1595,1472,2020-06-13,477
1596,1683,2021-08-18,451
1597,1984,2022-04-24,611
1598,3968,2021-09-16,567
1599,3600,2020-06-26,508
1600,112,2020-03-11,564
1601,2231,2023-01-01,442
1602,453,2020-03-29,535
1603,2340,2020-05-25,635
1604,885,2022-05-02,291
1605,248,2021-08-05,201
1606,4093,2021-05-09,707
1607,752,2022-06-24,444
1608,4287,2022-05-22,423
1609,1406,2021-05-03,260
1610,3826,2022-01-22,588
1611,1926,2022-07-09,684
1612,3535,2023-02-13,345
1613,3882,2022-04-26,737
1614,142,2020-02-25,531
1615,4469,2022-09-28,233
1616,3303,2021-12-24,435
1617,286,2021-03-11,363
1618,221,2020-06-29,622
1619,2815,2020-02-28,385
1620,281,2022-07-07,740
1621,3439,2022-03-28,156
1622,3083,2023-02-08,256
1623,583,2020-05-28,324
1624,3487,2020-03-16,698
1625,2024,2021-12-09,534
1626,2209,2022-08-26,167
1627,4306,2022-07-22,281
1628,1983,2021-06-08,368
1629,4303,2021-02-15,278
1630,318,2022-11-18,173
1631,411,2020-07-26,527
1632,1743,2022-09-05,249
1633,1748,2020-08-29,255
1634,1240,2020-08-15,496
1635,632,2022-06-24,189
1636,2650,2021-10-11,218
1637,1807,2022-06-11,548
1638,136,2020-10-20,263
1639,3522,2022-05-21,509
1640,2543,2023-03-18,333
1641,1608,2020-05-31,708
1642,535,2021-11-07,157
1643,824,2021-11-13,706
1644,1449,2023-02-14,571
1645,3365,2022-09-04,151
1646,2949,2020-06-07,258
1647,702,2023-04-13,462
1648,1461,2022-11-26,140
1649,1579,2021-02-02,407
1650,3297,2019-11-04,546
1651,1046,2023-01-20,712
1652,1633,2020-12-21,674
1653,3960,2022-10-28,437
1654,3834,2021-05-17,258
1655,2875,2020-01-28,510
1656,644,2020-03-13,649
1657,3319,2023-03-10,322
1658,4434,2020-10-22,579
1659,4310,2019-09-01,555
1660,4377,2019-11-20,337
1661,2881,2022-08-17,390
1662,1788,2022-10-22,370
1663,3565,2020-10-17,313
1664,70,2022-07-03,109
1665,2995,2021-05-28,630
1666,4385,2019-10-04,231
1667,1830,2022-10-07,452
1668,2732,2019-07-21,466
1669,917,2020-07-22,564
1670,221,2023-01-18,424
1671,1795,2021-02-06,604
1672,208,2020-02-28,147
1673,373,2022-04-24,373
1674,2204,2023-07-05,293
1675,3749,2023-05-09,306
1676,1834,2022-07-09,745
1677,1857,2022-04-05,240
1678,942,2021-10-29,135
1679,461,2019-11-29,543
1680,872,2022-04-23,403
1681,543,2020-07-03,524
1682,1718,2019-11-27,161
1683,3394,2021-01-05,609
1684,1547,2020-06-10,471
1685,1302,2019-08-02,570
1686,1256,2022-01-28,248
1687,392,2022-08-03,203
1688,1355,2019-08-08,538
1689,2939,2022-10-03,410
1690,3462,2020-12-24,112
1691,4280,2021-06-19,351
1692,2347,2021-05-22,606
1693,3471,2021-04-03,579
1694,518,2022-07-19,721
1695,749,2020-07-28,212
1696,4382,2020-06-08,444
1697,419,2019-08-28,464
1698,229,2020-04-12,245
1699,129,2022-03-19,644
1700,2831,2023-04-06,397
1701,3035,2021-10-01,285
1702,4047,2023-01-01,382
1703,1772,2019-08-17,585
1704,1828,2020-11-12,722
1705,3521,2021-03-02,346
1706,3554,2021-06-10,513
1707,3671,2021-08-30,591
1708,3362,2022-07-09,225
1709,76,2023-05-13,202
1710,2414,2021-04-08,475
1711,1537,2022-03-23,678
1712,3917,2022-03-20,469
1713,3048,2020-03-28,471
1714,2404,2021-01-28,685
1715,443,2020-08-29,291
1716,3566,2022-04-05,124
1717,2151,2022-10-05,114
1718,630,2021-03-29,239
1719,1752,2022-01-09,232
1720,328,2020-02-12,482
1721,3144,2020-05-13,461
1722,1715,2020-12-09,212
1723,2747,2019-08-24,121
1724,543,2023-03-07,670
1725,3345,2022-06-29,508
1726,1575,2021-06-20,483
1727,3693,2023-01-12,192
1728,427,2021-04-20,738
1729,3958,2020-04-27,486
1730,394,2020-01-14,168
1731,830,2019-10-01,172
1732,4290,2022-07-10,149
1733,2555,2020-05-31,343
1734,187,2021-09-01,325
1735,1188,2020-12-01,377
1736,226,2023-02-13,479
1737,2312,2023-05-11,134
1738,269,2022-06-29,424
1739,1849,2022-03-20,567
1740,1095,2021-09-29,322
1741,2549,2023-02-25,324
1742,3057,2020-05-23,737
1743,33,2019-08-29,167
1744,2195,2022-12-15,696
1745,2990,2020-11-24,383
1746,3905,2023-01-20,355
1747,2907,2022-03-25,214
1748,3502,2023-04-02,224
1749,239,2020-04-17,259
1750,467,2022-12-07,441
1751,3541,2023-05-17,317
1752,1948,2021-11-28,308
1753,1062,2023-06-02,439
1754,241,2020-02-13,129
1755,1456,2021-07-12,352
1756,2864,2023-03-17,552
1757,2086,2022-08-10,387
1758,1548,2022-10-27,498
1759,2064,2020-11-20,748
1760,3148,2020-01-30,148
1761,4460,2022-12-12,375
1762,3283,2022-03-17,331
1763,983,2019-11-30,564
1764,138,2022-05-10,741
1765,3463,2022-06-06,315
1766,473,2023-05-01,430
1767,3965,2019-08-31,466
1768,795,2023-02-20,450
1769,3688,2021-07-21,440
1770,2713,2020-05-29,257
1771,195,2020-12-02,742
1772,721,2022-02-13,609
1773,2474,2020-12-17,734
1774,2802,2021-10-06,354
1775,3062,2023-03-31,150
1776,2000,2021-11-07,426
1777,1050,2021-02-24,598
1778,2800,2020-11-17,344
1779,2597,2023-03-26,266
1780,158,2022-04-12,650
1781,3069,2019-10-29,498
1782,2059,2021-01-31,524
1783,4167,2022-03-23,421
1784,2069,2022-06-12,268
1785,1945,2021-05-27,562
1786,4453,2022-02-03,514
1787,2077,2020-12-28,211
1788,1778,2022-11-20,617
1789,3490,2021-10-26,566
1790,3286,2021-01-03,327
1791,530,2023-01-31,455
1792,1252,2022-12-12,313
1793,4275,2019-07-27,666
1794,633,2023-02-05,213
1795,2598,2022-11-02,708
1796,1057,2022-05-07,503
1797,4118,2019-07-22,443
1798,2458,2019-10-31,396
1799,2168,2021-08-18,466
1800,3806,2021-01-11,670
1801,593,2019-07-10,559
1802,535,2020-10-29,345
1803,805,2021-05-02,342
1804,584,2020-08-06,193
1805,3745,2019-08-11,100
1806,4358,2019-12-20,153
1807,1246,2023-05-14,716
1808,3313,2019-12-07,372
1809,4304,2022-01-06,275
1810,4120,2022-09-13,573
1811,2849,2020-08-13,495
1812,322,2022-08-30,384
1813,4012,2023-01-20,732
1814,4011,2020-03-01,747
1815,173,2022-05-26,331
1816,3730,2022-01-24,273
1817,2931,2022-05-28,383
1818,153,2019-10-09,322
1819,2670,2021-03-24,319
1820,3498,2022-02-10,738
1821,2449,2021-04-02,538
1822,810,2022-06-25,500
1823,296,2023-04-18,317
1824,2178,2019-12-29,578
1825,1822,2019-12-25,191
1826,973,2022-02-12,635
1827,1058,2020-08-03,679
1828,2654,2019-11-21,383
1829,2075,2020-04-16,703
1830,106,2020-01-07,749
1831,3511,2022-09-08,686
1832,1254,2021-02-16,696
1833,1850,2022-02-02,124
1834,2179,2020-09-23,156
1835,3188,2021-02-25,679
1836,386,2022-02-18,125
1837,424,2020-06-05,574
1838,3787,2021-01-27,199
1839,619,2021-05-12,108
1840,2740,2019-09-16,207
1841,346,2021-04-25,398
1842,3970,2021-07-20,223
1843,797,2022-08-11,385
1844,3930,2021-11-03,496
1845,1882,2023-04-26,569
1846,835,2020-05-23,367
1847,1496,2023-04-26,301
1848,3282,2022-04-08,415
1849,2641,2021-10-30,560
1850,3639,2020-08-11,472
1851,427,2021-06-07,377
1852,1636,2019-07-12,320
1853,54,2020-05-03,142
1854,4193,2021-10-10,350
1855,4168,2020-03-26,674
1856,4374,2021-05-06,165
1857,3929,2022-03-13,128
1858,2729,2021-01-05,302
1859,1546,2019-10-31,629
1860,2800,2021-03-04,123
1861,3929,2021-06-05,116
1862,1225,2020-10-05,277
1863,564,2022-12-12,682
1864,854,2019-09-21,226
1865,3273,2020-04-09,184
1866,2626,2022-01-07,210
1867,3737,2022-03-06,149
1868,3018,2020-12-08,386
1869,313,2023-05-25,608
1870,1672,2022-07-28,145
1871,101,2021-10-03,597
1872,183,2022-08-14,419
1873,763,2020-06-04,135
1874,4344,2021-03-09,657
1875,1700,2020-10-27,338
1876,3780,2020-04-24,263
1877,4480,2020-06-20,417
1878,3212,2023-06-08,262
1879,1812,2019-07-15,490
1880,420,2023-02-13,442
1881,326,2022-08-14,347
1882,2989,2023-05-17,239
1883,2310,2019-09-03,322
1884,1282,2021-09-02,398
1885,3433,2020-01-14,227
1886,2017,2020-08-06,607
1887,4389,2022-06-27,602
1888,3093,2021-12-24,187
1889,1877,2020-11-10,270
1890,3484,2021-01-21,653
1891,2164,2020-05-03,373
1892,92,2023-05-13,174
1893,2754,2019-08-01,300
1894,1080,2021-12-06,177
1895,2845,2022-07-06,381
1896,1177,2022-05-24,424
1897,2352,2022-02-21,587
1898,736,2021-05-27,339
1899,696,2021-12-07,311
1900,2796,2022-10-14,433
1901,767,2019-07-26,427
1902,1078,2023-05-27,337
1903,2110,2020-05-20,689
1904,3727,2020-08-13,301
1905,2462,2021-12-14,600
1906,3733,2022-03-12,526
1907,4167,2023-03-29,311
1908,1342,2022-04-10,543
1909,398,2021-02-28,152
1910,4478,2023-06-23,564
1911,1521,2023-06-20,571
1912,3827,2022-02-03,210
1913,839,2022-10-08,125
1914,1711,2021-07-27,413
1915,4320,2020-07-20,429
1916,1128,2021-08-29,310
1917,4135,2019-09-18,451
1918,3716,2021-11-09,581
1919,1649,2021-06-18,474
1920,241,2022-12-19,431
1921,2557,2022-05-25,678
1922,3285,2022-07-20,353
1923,3972,2023-06-03,700
1924,2495,2023-01-25,569
1925,2821,2022-04-18,495
1926,1067,2020-09-05,585
1927,393,2020-07-17,265
1928,129,2020-03-07,586
1929,4258,2022-07-22,168
1930,4361,2022-09-12,575
1931,3027,2022-02-12,182
1932,2813,2020-02-23,673
1933,2193,2023-01-15,178
1934,1501,2021-03-27,103
1935,3343,2020-09-07,401
1936,1360,2020-05-19,589
1937,3310,2022-04-08,707
1938,3454,2023-06-19,451
1939,4391,2021-05-28,310
1940,1707,2019-10-01,148
1941,204,2021-12-01,604
1942,3898,2019-11-24,341
1943,674,2020-02-13,542
1944,2641,2022-09-20,746
1945,2649,2022-05-02,686
1946,1058,2021-01-12,479
1947,367,2021-08-11,216
1948,4412,2023-04-15,322
1949,1984,2022-08-20,611
1950,4439,2021-01-20,243
1951,1899,2020-09-13,230
1952,326,2019-12-15,465
1953,3613,2021-07-21,114
1954,1923,2023-04-17,659
1955,3272,2020-02-14,335
1956,4329,2019-12-16,216
1957,4463,2020-02-11,208
