exception_id,customer_id,employee_id,open_date,review_date,doc_status,description,comments
2768,18063,8358,2020-05-13,2020-08-07,Exception,CIP Exception,ID has Expired
2769,20442,19807,2023-05-11,2023-05-11,Exception,Identity,
2770,13515,27424,2020-02-16,2020-05-19,Exception,CIP Exception,Please re-scan ID Verification
2771,15106,4415,2023-05-19,2023-05-19,Missing,Identity,
2772,12445,24289,2019-08-16,2019-11-08,Exception,CIP Exception,Please re-scan ID Verification
2773,3900,11223,2020-05-27,2020-09-10,Missing,Identity,
2774,14915,13462,2023-07-01,2023-07-01,Exception,CIP Exception,Please re-scan ID Verification
2775,16709,25340,2021-05-25,2021-07-24,Exception,CIP Exception,ID has Expired
2776,24587,16138,2023-02-25,2023-02-25,Exception,CIP Exception,Please re-scan ID Verification
2777,28686,26816,2023-02-20,2023-02-20,Exception,Identity,
2778,16939,6080,2020-12-05,2021-02-07,Missing,Identity,
2779,1319,15960,2022-04-04,2022-07-04,Missing,CIP Exception,Please re-scan ID Verification
2780,28958,15579,2022-05-25,2022-08-25,Missing,CIP Exception,ID has Expired
2781,10181,25792,2021-08-09,2021-10-10,Exception,CIP Exception,ID has Expired
2782,10612,10336,2019-09-24,2020-01-24,Exception,Identity,
2783,23307,27555,2021-03-16,2021-06-26,Missing,CIP Exception,Please re-scan ID Verification
2784,15988,11993,2023-03-14,2023-03-14,Missing,CIP Exception,Please re-scan ID Verification
2785,18069,16962,2023-01-16,2023-03-07,Missing,CIP Exception,ID has Expired
2786,10997,26814,2022-12-12,2023-03-10,Exception,CIP Exception,Please re-scan ID Verification
2787,27414,21828,2020-09-17,2021-01-20,Exception,Identity,
2788,15222,27074,2020-10-12,2021-01-25,Exception,Identity,
2789,1823,10252,2020-03-12,2020-06-11,Exception,Identity,
2790,6202,3341,2019-10-09,2019-12-28,Missing,Identity,
2791,26807,5231,2022-09-25,2022-11-18,Exception,Identity,
2792,17220,17424,2021-10-31,2021-12-28,Exception,Identity,
2793,1782,9270,2021-11-30,2022-03-19,Missing,CIP Exception,Please re-scan ID Verification
2794,3427,5555,2019-07-22,2019-11-09,Exception,CIP Exception,Please re-scan ID Verification
2795,22361,2363,2022-05-08,2022-09-10,Exception,Identity,
2796,2316,19783,2022-06-23,2022-10-30,Missing,CIP Exception,ID has Expired
2797,3726,28957,2020-07-18,2020-10-12,Missing,Identity,
2798,23143,2272,2022-01-12,2022-03-12,Exception,Identity,
2799,7039,19556,2021-05-09,2021-07-02,Missing,CIP Exception,ID has Expired
2800,14790,9648,2023-03-28,2023-03-28,Missing,CIP Exception,Please re-scan ID Verification
2801,1726,11823,2021-06-10,2021-08-16,Missing,Identity,
2802,15125,10357,2019-08-21,2019-11-25,Exception,CIP Exception,Please re-scan ID Verification
2803,20335,12126,2020-07-09,2020-09-01,Missing,Identity,
2804,22092,25110,2022-12-30,2023-05-09,Exception,CIP Exception,Please re-scan ID Verification
2805,23898,6843,2022-02-07,2022-04-02,Missing,Identity,
2806,14652,8751,2021-05-07,2021-07-11,Exception,CIP Exception,Please re-scan ID Verification
2807,22835,7600,2023-03-24,2023-03-24,Exception,Identity,
2808,5878,23151,2021-11-27,2022-03-21,Exception,Identity,
2809,12583,19849,2023-07-02,2023-07-02,Exception,CIP Exception,ID has Expired
2810,14827,10276,2023-01-05,2023-03-02,Exception,CIP Exception,ID has Expired
2811,7097,3492,2020-11-16,2021-02-03,Missing,Identity,
2812,4324,26189,2022-02-06,2022-04-08,Missing,Identity,
2813,2781,19061,2020-02-14,2020-05-10,Missing,CIP Exception,Please re-scan ID Verification
2814,2898,4883,2020-05-06,2020-07-11,Exception,Identity,
2815,16456,11280,2021-01-01,2021-03-29,Exception,Identity,
2816,8746,24481,2022-09-12,2022-12-14,Missing,CIP Exception,Please re-scan ID Verification
2817,9973,21295,2020-09-03,2020-11-25,Missing,CIP Exception,Please re-scan ID Verification
2818,3202,26662,2022-04-11,2022-07-07,Missing,Identity,
2819,4967,9014,2020-09-18,2020-12-25,Missing,CIP Exception,Please re-scan ID Verification
2820,1685,18056,2021-03-05,2021-05-24,Exception,Identity,
2821,12354,20116,2023-01-13,2023-03-14,Exception,CIP Exception,ID has Expired
2822,15115,1031,2023-05-17,2023-05-17,Exception,CIP Exception,ID has Expired
2823,7640,16442,2020-06-20,2020-10-27,Exception,CIP Exception,ID has Expired
2824,24918,19099,2021-04-22,2021-07-21,Exception,Identity,
2825,24992,27534,2019-10-15,2020-02-15,Missing,Identity,
2826,27610,9229,2022-05-26,2022-08-07,Missing,CIP Exception,ID has Expired
2827,28185,10546,2019-07-30,2019-10-24,Exception,Identity,
2828,27500,17773,2020-04-02,2020-06-22,Missing,CIP Exception,Please re-scan ID Verification
2829,25822,8709,2020-09-11,2021-01-05,Exception,Identity,
2830,15647,19893,2019-08-21,2019-12-15,Missing,Identity,
2831,11868,10188,2020-12-18,2021-04-02,Missing,CIP Exception,Please re-scan ID Verification
2832,17560,21522,2021-01-08,2021-05-02,Exception,CIP Exception,ID has Expired
2833,15762,21234,2021-04-06,2021-06-01,Missing,CIP Exception,Please re-scan ID Verification
2834,16417,25136,2023-03-11,2023-03-11,Exception,CIP Exception,ID has Expired
2835,10937,21631,2022-08-28,2022-12-17,Exception,Identity,
2836,23511,6247,2022-04-19,2022-06-19,Missing,Identity,
2837,27931,5362,2020-02-15,2020-04-14,Exception,Identity,
2838,3103,1118,2020-01-28,2020-03-29,Missing,Identity,
2839,11675,28871,2023-04-16,2023-04-16,Missing,Identity,
2840,28379,6623,2022-02-21,2022-05-11,Missing,CIP Exception,Please re-scan ID Verification
2841,28210,19188,2020-01-12,2020-04-07,Missing,Identity,
2842,16200,4401,2023-06-25,2023-06-25,Exception,Identity,
2843,5507,20077,2021-12-28,2022-03-03,Missing,Identity,
2844,18664,23396,2022-06-03,2022-10-04,Missing,CIP Exception,ID has Expired
2845,25751,7166,2021-11-26,2022-01-20,Exception,Identity,
2846,10046,23599,2022-07-26,2022-11-10,Exception,Identity,
2847,22670,23343,2019-08-14,2019-12-17,Exception,CIP Exception,ID has Expired
2848,326,17957,2019-12-09,2020-02-18,Missing,Identity,
2849,19873,22973,2023-01-23,2023-03-30,Exception,Identity,
2850,3890,10935,2022-07-03,2022-10-28,Missing,CIP Exception,ID has Expired
2851,25390,25473,2022-11-10,2023-01-30,Missing,CIP Exception,ID has Expired
2852,6130,22415,2019-08-13,2019-11-22,Exception,CIP Exception,Please re-scan ID Verification
2853,1909,6851,2019-12-18,2020-04-17,Missing,CIP Exception,ID has Expired
2854,25859,10984,2022-03-31,2022-08-02,Missing,CIP Exception,Please re-scan ID Verification
2855,12382,9952,2021-07-17,2021-09-24,Missing,Identity,
2856,26158,15211,2021-02-16,2021-04-25,Missing,Identity,
2857,8116,8809,2022-05-26,2022-08-11,Exception,Identity,
2858,27427,13196,2021-04-02,2021-06-23,Missing,Identity,
2859,8136,14355,2022-02-03,2022-06-13,Exception,Identity,
2860,1436,19958,2020-02-19,2020-06-18,Missing,Identity,
2861,25997,19819,2020-01-23,2020-03-30,Exception,CIP Exception,Please re-scan ID Verification
2862,2940,2412,2023-03-01,2023-03-01,Exception,Identity,
2863,13410,2046,2020-10-30,2021-02-14,Missing,CIP Exception,ID has Expired
2864,8553,1160,2021-05-28,2021-08-25,Missing,CIP Exception,Please re-scan ID Verification
2865,9873,28352,2022-10-16,2022-12-12,Exception,CIP Exception,Please re-scan ID Verification
2866,26096,16691,2021-09-11,2021-11-17,Exception,Identity,
2867,28849,4277,2021-04-28,2021-08-18,Exception,Identity,
2868,17668,6918,2020-11-13,2021-01-27,Missing,CIP Exception,ID has Expired
2869,13475,23840,2021-07-14,2021-10-07,Missing,CIP Exception,ID has Expired
2870,25012,1515,2020-07-29,2020-10-19,Missing,Identity,
2871,2497,22199,2021-09-03,2021-11-05,Exception,Identity,
2872,3583,23735,2021-04-07,2021-07-31,Missing,CIP Exception,Please re-scan ID Verification
2873,14146,583,2022-12-06,2023-01-27,Missing,Identity,
2874,12126,23748,2023-04-16,2023-04-16,Exception,CIP Exception,Please re-scan ID Verification
2875,15346,14519,2023-03-30,2023-03-30,Exception,Identity,
2876,18670,25668,2020-06-21,2020-09-13,Exception,CIP Exception,Please re-scan ID Verification
2877,23805,9686,2022-03-23,2022-06-21,Missing,CIP Exception,Please re-scan ID Verification
2878,24435,96,2020-04-16,2020-08-13,Exception,CIP Exception,Please re-scan ID Verification
2879,27518,25144,2021-11-17,2022-02-17,Exception,Identity,
2880,28415,3843,2022-07-10,2022-11-08,Exception,Identity,
2881,12289,4840,2022-05-01,2022-08-03,Exception,Identity,
2882,27004,14259,2022-12-19,2023-04-19,Missing,CIP Exception,ID has Expired
2883,3194,5633,2019-11-17,2020-03-04,Exception,CIP Exception,Please re-scan ID Verification
2884,16255,24278,2020-12-04,2021-02-19,Missing,Identity,
2885,4176,18868,2022-04-01,2022-06-22,Exception,Identity,
2886,3851,15919,2020-07-26,2020-10-25,Missing,Identity,
2887,16184,26116,2020-11-27,2021-02-26,Missing,CIP Exception,Please re-scan ID Verification
2888,4671,24969,2021-09-28,2021-12-21,Missing,Identity,
2889,26147,22635,2019-09-24,2020-01-14,Exception,CIP Exception,Please re-scan ID Verification
2890,1797,2730,2020-09-01,2020-11-16,Missing,CIP Exception,Please re-scan ID Verification
2891,26911,23502,2021-03-23,2021-06-10,Missing,CIP Exception,ID has Expired
2892,22794,6929,2019-10-30,2020-02-07,Missing,Identity,
2893,22344,24487,2020-04-11,2020-08-06,Exception,Identity,
2894,19045,12469,2021-09-13,2021-12-27,Missing,CIP Exception,Please re-scan ID Verification
2895,14782,12488,2022-02-02,2022-06-02,Missing,Identity,
2896,12844,4767,2020-06-22,2020-10-13,Exception,Identity,
2897,8293,18493,2022-05-21,2022-08-11,Exception,Identity,
2898,4337,6094,2020-09-24,2020-12-19,Exception,CIP Exception,ID has Expired
2899,1416,1196,2021-02-24,2021-06-05,Missing,Identity,
2900,16326,10636,2019-11-04,2019-12-28,Missing,CIP Exception,Please re-scan ID Verification
2901,22997,13805,2021-02-07,2021-04-18,Exception,Identity,
2902,19958,16314,2021-10-13,2021-12-07,Exception,Identity,
2903,12868,13831,2021-02-28,2021-07-05,Exception,Identity,
2904,24581,5697,2020-10-19,2021-01-25,Exception,CIP Exception,Please re-scan ID Verification
2905,16983,14153,2020-02-23,2020-04-19,Exception,Identity,
2906,11478,16090,2022-10-06,2023-02-02,Exception,Identity,
2907,19895,25082,2019-10-10,2019-12-16,Missing,Identity,
2908,1283,24853,2020-08-02,2020-09-29,Exception,CIP Exception,Please re-scan ID Verification
2909,3363,23498,2020-12-18,2021-02-15,Exception,Identity,
2910,826,20044,2020-04-14,2020-06-24,Exception,CIP Exception,Please re-scan ID Verification
2911,1546,11178,2021-02-03,2021-06-12,Exception,Identity,
2912,19422,4359,2021-06-05,2021-10-10,Exception,Identity,
2913,24907,18766,2023-02-02,2023-05-01,Missing,CIP Exception,Please re-scan ID Verification
2914,4842,17932,2021-05-25,2021-10-02,Missing,Identity,
2915,14401,5964,2021-03-03,2021-07-10,Missing,CIP Exception,Please re-scan ID Verification
2916,15216,7307,2019-10-30,2020-02-07,Missing,Identity,
2917,463,25938,2022-08-03,2022-10-05,Missing,CIP Exception,ID has Expired
2918,7957,28035,2020-11-06,2021-02-23,Exception,Identity,
2919,6571,24925,2021-09-26,2021-12-21,Missing,CIP Exception,ID has Expired
2920,4061,8112,2022-08-10,2022-10-02,Missing,Identity,
2921,17504,20698,2020-12-11,2021-02-15,Missing,Identity,
2922,8106,27047,2020-09-24,2020-12-26,Missing,CIP Exception,ID has Expired
2923,7426,11127,2019-08-03,2019-10-07,Exception,CIP Exception,Please re-scan ID Verification
2924,18878,13185,2021-07-31,2021-10-27,Missing,Identity,
2925,24133,20791,2020-03-03,2020-07-10,Exception,Identity,
2926,3848,4764,2020-08-28,2020-11-10,Missing,Identity,
2927,8862,4711,2022-08-18,2022-11-27,Missing,CIP Exception,ID has Expired
2928,24842,24227,2021-11-07,2022-03-15,Missing,CIP Exception,ID has Expired
2929,27672,12108,2023-01-29,2023-04-16,Exception,Identity,
2930,7118,22478,2020-09-20,2020-12-13,Missing,Identity,
2931,13881,14113,2022-02-12,2022-06-11,Exception,Identity,
2932,17474,25553,2023-02-14,2023-02-14,Missing,Identity,
2933,6125,24358,2023-01-16,2023-03-15,Missing,CIP Exception,Please re-scan ID Verification
2934,24269,21621,2021-07-13,2021-11-10,Missing,CIP Exception,Please re-scan ID Verification
2935,6261,9979,2019-07-18,2019-11-13,Missing,Identity,
2936,28086,15857,2019-07-22,2019-09-29,Exception,Identity,
2937,7544,7353,2020-12-05,2021-04-01,Exception,Identity,
2938,16105,15232,2022-09-29,2022-12-18,Missing,Identity,
2939,23083,27121,2022-02-12,2022-05-20,Exception,CIP Exception,ID has Expired
2940,7315,7409,2022-09-04,2022-10-28,Exception,CIP Exception,ID has Expired
2941,10837,14855,2022-04-02,2022-07-17,Exception,CIP Exception,ID has Expired
2942,27970,21751,2020-06-12,2020-09-18,Missing,Identity,
2943,18886,18093,2019-11-16,2020-01-16,Exception,CIP Exception,Please re-scan ID Verification
2944,28990,20413,2022-04-21,2022-06-24,Exception,CIP Exception,Please re-scan ID Verification
2945,19460,8756,2022-05-22,2022-07-24,Missing,CIP Exception,Please re-scan ID Verification
2946,17561,12250,2021-07-28,2021-12-01,Missing,CIP Exception,ID has Expired
2947,17007,20442,2022-04-02,2022-07-14,Exception,Identity,
2948,12977,3073,2020-10-04,2020-12-13,Missing,CIP Exception,Please re-scan ID Verification
2949,956,4399,2020-05-14,2020-08-13,Exception,CIP Exception,ID has Expired
2950,14900,18306,2021-06-21,2021-08-10,Missing,CIP Exception,Please re-scan ID Verification
2951,11558,8968,2020-07-02,2020-10-03,Missing,CIP Exception,ID has Expired
2952,26248,16414,2020-01-02,2020-04-20,Missing,CIP Exception,Please re-scan ID Verification
2953,10328,25134,2021-04-22,2021-08-30,Missing,CIP Exception,ID has Expired
2954,21253,23395,2022-01-04,2022-03-11,Missing,CIP Exception,ID has Expired
2955,18050,24457,2020-03-05,2020-06-03,Missing,CIP Exception,Please re-scan ID Verification
2956,23562,16025,2022-07-08,2022-10-07,Missing,Identity,
2957,3446,8892,2020-04-04,2020-08-02,Missing,CIP Exception,ID has Expired
2958,3867,18081,2023-03-04,2023-03-04,Exception,Identity,
2959,8168,23473,2022-06-13,2022-08-31,Missing,CIP Exception,ID has Expired
2960,21394,2651,2021-06-26,2021-10-31,Exception,Identity,
2961,21867,16386,2022-06-22,2022-08-17,Missing,CIP Exception,ID has Expired
2962,4715,9994,2021-08-03,2021-10-15,Exception,CIP Exception,Please re-scan ID Verification
2963,27200,17624,2019-11-16,2020-01-31,Exception,CIP Exception,Please re-scan ID Verification
2964,27896,14502,2020-02-29,2020-06-06,Missing,Identity,
2965,10839,15182,2022-10-07,2022-12-05,Exception,CIP Exception,Please re-scan ID Verification
2966,132,17257,2020-10-25,2020-12-24,Missing,CIP Exception,Please re-scan ID Verification
2967,24071,11108,2022-02-17,2022-04-22,Exception,Identity,
2968,22941,14126,2021-11-25,2022-04-01,Missing,Identity,
2969,8139,12956,2020-08-31,2020-12-30,Exception,Identity,
2970,3590,13764,2021-01-29,2021-04-17,Missing,CIP Exception,Please re-scan ID Verification
2971,1475,11874,2022-10-26,2023-01-09,Exception,Identity,
2972,23601,24504,2021-05-29,2021-08-25,Exception,CIP Exception,ID has Expired
2973,19636,10556,2021-02-10,2021-04-14,Missing,Identity,
2974,13195,13045,2020-04-07,2020-06-25,Exception,Identity,
2975,27955,21420,2021-11-20,2022-01-19,Exception,Identity,
2976,15731,27862,2020-02-17,2020-04-14,Missing,CIP Exception,ID has Expired
2977,16852,20589,2020-10-13,2021-01-11,Exception,Identity,
2978,17518,27541,2023-04-08,2023-04-08,Missing,CIP Exception,Please re-scan ID Verification
2979,9134,24502,2020-10-05,2021-01-23,Exception,CIP Exception,ID has Expired
2980,19457,319,2021-10-30,2022-01-04,Exception,Identity,
2981,8852,23926,2022-06-19,2022-09-04,Exception,Identity,
2982,12140,558,2019-10-01,2020-01-04,Missing,CIP Exception,Please re-scan ID Verification
2983,11352,15542,2020-12-03,2021-03-18,Exception,Identity,
2984,16786,11239,2022-08-13,2022-12-18,Missing,Identity,
2985,26442,26147,2020-07-12,2020-09-28,Exception,Identity,
2986,4767,23304,2021-06-24,2021-10-01,Missing,CIP Exception,ID has Expired
2987,10297,17600,2020-02-29,2020-04-29,Missing,CIP Exception,Please re-scan ID Verification
2988,15512,18880,2019-07-14,2019-09-04,Missing,Identity,
2989,2656,20825,2020-02-04,2020-05-04,Missing,Identity,
2990,13888,14531,2021-04-05,2021-06-14,Exception,Identity,
2991,12935,22340,2022-03-10,2022-07-10,Missing,Identity,
2992,2474,6673,2022-08-05,2022-10-12,Missing,CIP Exception,Please re-scan ID Verification
2993,27918,20830,2021-03-02,2021-05-07,Exception,CIP Exception,Please re-scan ID Verification
2994,10724,5945,2023-02-11,2023-02-11,Exception,CIP Exception,ID has Expired
2995,10506,3420,2019-07-29,2019-11-11,Missing,CIP Exception,ID has Expired
2996,25586,11812,2022-08-29,2022-12-02,Missing,Identity,
2997,24453,18594,2022-01-26,2022-04-07,Exception,Identity,
2998,5806,3525,2020-03-08,2020-06-17,Exception,CIP Exception,Please re-scan ID Verification
2999,21722,15370,2020-04-03,2020-08-09,Exception,CIP Exception,Please re-scan ID Verification
3000,23057,15235,2020-02-24,2020-04-22,Missing,CIP Exception,Please re-scan ID Verification
3001,27372,5125,2020-03-04,2020-05-18,Missing,Identity,
3002,28814,23887,2021-11-08,2022-03-17,Exception,Identity,
3003,20343,22316,2020-06-26,2020-09-19,Exception,Identity,
3004,6649,6788,2020-12-04,2021-02-15,Exception,Identity,
3005,16817,694,2022-11-19,2023-02-26,Missing,CIP Exception,Please re-scan ID Verification
3006,27966,25957,2021-03-14,2021-05-17,Missing,Identity,
3007,10354,21592,2020-08-26,2020-11-30,Missing,Identity,
3008,24326,16525,2020-10-25,2021-01-19,Missing,Identity,
3009,27651,4796,2023-06-09,2023-06-09,Missing,CIP Exception,Please re-scan ID Verification
3010,2460,726,2022-06-01,2022-09-21,Missing,Identity,
3011,837,21837,2019-11-20,2020-02-16,Exception,CIP Exception,Please re-scan ID Verification
3012,18642,6982,2022-01-22,2022-05-31,Missing,Identity,
3013,16597,20107,2020-06-09,2020-09-10,Exception,Identity,
3014,16695,26149,2019-09-12,2019-12-27,Missing,Identity,
3015,19037,9962,2020-10-29,2020-12-20,Exception,CIP Exception,ID has Expired
3016,28603,6300,2022-02-03,2022-04-16,Exception,CIP Exception,ID has Expired
3017,28256,14802,2021-08-18,2021-11-05,Exception,CIP Exception,Please re-scan ID Verification
3018,9590,19463,2020-02-20,2020-04-27,Exception,Identity,
3019,23622,23345,2021-06-27,2021-09-02,Missing,CIP Exception,ID has Expired
3020,15523,27167,2021-05-09,2021-08-29,Missing,CIP Exception,ID has Expired
3021,1903,7941,2022-12-13,2023-04-10,Missing,CIP Exception,ID has Expired
3022,21880,25706,2020-06-19,2020-09-05,Exception,Identity,
3023,26658,5108,2019-09-29,2019-12-06,Missing,Identity,
3024,2675,4361,2020-06-22,2020-10-17,Exception,CIP Exception,ID has Expired
3025,22586,20593,2020-07-28,2020-10-18,Exception,Identity,
3026,169,24664,2022-03-24,2022-05-20,Exception,CIP Exception,ID has Expired
3027,3057,1439,2023-04-23,2023-04-23,Missing,Identity,
3028,19243,27714,2021-03-09,2021-07-04,Exception,CIP Exception,ID has Expired
3029,1541,15823,2022-07-01,2022-09-13,Exception,CIP Exception,ID has Expired
3030,16869,27654,2023-03-29,2023-03-29,Exception,CIP Exception,Please re-scan ID Verification
3031,13143,13627,2022-05-14,2022-09-03,Missing,Identity,
3032,20668,12635,2023-01-19,2023-05-08,Exception,Identity,
3033,12625,4777,2020-10-26,2021-01-10,Exception,CIP Exception,Please re-scan ID Verification
3034,17663,17913,2020-11-14,2021-02-26,Missing,Identity,
3035,27649,2158,2021-12-08,2022-02-13,Exception,Identity,
3036,19994,7493,2020-07-04,2020-08-27,Missing,CIP Exception,ID has Expired
3037,4557,9655,2020-01-15,2020-04-05,Exception,CIP Exception,Please re-scan ID Verification
3038,9638,7161,2022-09-14,2023-01-11,Exception,CIP Exception,ID has Expired
3039,10815,12254,2021-04-27,2021-07-21,Missing,Identity,
3040,7922,8716,2022-06-30,2022-08-31,Missing,CIP Exception,Please re-scan ID Verification
3041,3315,18369,2023-03-30,2023-03-30,Exception,CIP Exception,ID has Expired
3042,17685,5101,2022-10-26,2023-02-02,Exception,Identity,
3043,14729,7503,2023-05-08,2023-05-08,Exception,Identity,
3044,22342,16871,2020-09-09,2020-12-16,Exception,Identity,
3045,5060,13653,2020-08-22,2020-10-17,Exception,Identity,
3046,16080,11689,2021-05-17,2021-08-29,Missing,Identity,
3047,27617,3846,2022-04-03,2022-06-23,Missing,Identity,
3048,1789,12568,2020-10-14,2021-01-19,Missing,Identity,
3049,7069,26540,2021-10-27,2022-03-03,Missing,CIP Exception,ID has Expired
3050,13564,2644,2019-07-13,2019-11-14,Exception,Identity,
3051,2810,2518,2021-08-25,2021-12-13,Missing,Identity,
3052,8155,3405,2023-04-21,2023-04-21,Exception,Identity,
3053,844,14630,2020-03-25,2020-07-07,Missing,Identity,
3054,27628,12260,2020-09-20,2020-12-08,Missing,Identity,
3055,2108,26082,2022-02-02,2022-05-15,Exception,CIP Exception,Please re-scan ID Verification
3056,28366,11824,2022-01-20,2022-04-08,Exception,Identity,
3057,19860,19663,2022-09-10,2022-12-16,Exception,Identity,
3058,3022,22605,2020-12-15,2021-03-14,Exception,CIP Exception,ID has Expired
3059,19000,8096,2021-11-15,2022-03-17,Missing,Identity,
3060,16383,7801,2021-07-25,2021-12-02,Exception,CIP Exception,Please re-scan ID Verification
3061,10170,17247,2021-02-12,2021-04-25,Missing,Identity,
3062,18760,22105,2020-05-13,2020-08-01,Missing,Identity,
3063,27371,6587,2021-04-27,2021-07-23,Exception,Identity,
3064,12137,8491,2022-01-31,2022-04-20,Exception,CIP Exception,Please re-scan ID Verification
3065,26452,9772,2021-11-08,2022-03-18,Missing,Identity,
3066,19360,5017,2020-01-24,2020-03-26,Exception,Identity,
3067,23746,2455,2022-12-10,2023-02-07,Exception,Identity,
3068,7192,17042,2019-12-25,2020-02-24,Exception,Identity,
3069,2285,16485,2022-09-21,2022-12-19,Exception,CIP Exception,Please re-scan ID Verification
3070,11295,23322,2022-11-17,2023-02-26,Missing,Identity,
3071,3243,786,2021-09-15,2021-11-26,Exception,Identity,
3072,13094,4165,2023-05-25,2023-05-25,Exception,CIP Exception,ID has Expired
3073,4506,20827,2022-07-20,2022-10-03,Exception,CIP Exception,Please re-scan ID Verification
3074,25058,9888,2019-09-16,2019-11-13,Exception,CIP Exception,ID has Expired
3075,23386,10683,2019-12-01,2020-04-06,Missing,Identity,
3076,22255,23670,2019-12-31,2020-04-19,Missing,Identity,
3077,6316,26394,2021-08-05,2021-11-25,Missing,CIP Exception,ID has Expired
3078,14083,20783,2023-02-21,2023-02-21,Missing,Identity,
3079,22986,25006,2023-02-08,2023-02-08,Exception,CIP Exception,ID has Expired
3080,15056,7744,2020-01-07,2020-05-07,Exception,Identity,
3081,25826,12812,2021-07-07,2021-10-20,Missing,CIP Exception,ID has Expired
3082,3855,23294,2021-02-06,2021-04-29,Missing,CIP Exception,ID has Expired
3083,14636,12048,2021-04-25,2021-08-22,Exception,CIP Exception,Please re-scan ID Verification
3084,27781,26062,2021-04-15,2021-06-23,Exception,Identity,
3085,24203,8936,2021-09-13,2021-11-08,Exception,Identity,
3086,20590,3285,2022-12-25,2023-04-02,Missing,Identity,
3087,2493,23977,2021-11-24,2022-04-03,Missing,CIP Exception,Please re-scan ID Verification
3088,7099,15479,2019-11-21,2020-03-20,Missing,Identity,
3089,5768,7305,2022-01-25,2022-03-27,Missing,Identity,
3090,12794,1570,2020-11-28,2021-03-11,Missing,CIP Exception,Please re-scan ID Verification
3091,1919,13790,2021-07-01,2021-10-16,Exception,Identity,
3092,20700,10304,2019-10-05,2020-01-12,Exception,Identity,
3093,5029,10580,2019-10-15,2020-01-23,Exception,CIP Exception,Please re-scan ID Verification
3094,3124,18050,2023-04-19,2023-04-19,Missing,CIP Exception,Please re-scan ID Verification
3095,23717,16132,2021-08-13,2021-11-18,Exception,CIP Exception,ID has Expired
3096,14963,13693,2020-02-18,2020-04-14,Exception,Identity,
3097,2615,28687,2022-01-13,2022-03-15,Exception,Identity,
3098,1442,25053,2023-05-30,2023-05-30,Exception,CIP Exception,Please re-scan ID Verification
3099,12868,23988,2020-12-25,2021-02-20,Exception,Identity,
3100,336,1494,2020-12-22,2021-04-30,Missing,Identity,
3101,8832,1178,2019-10-24,2020-02-05,Missing,CIP Exception,Please re-scan ID Verification
3102,19273,28016,2022-01-21,2022-03-20,Exception,CIP Exception,ID has Expired
3103,15363,1262,2019-10-23,2020-02-14,Exception,Identity,
3104,12152,24155,2021-10-18,2022-01-11,Missing,Identity,
3105,1102,1308,2021-12-22,2022-04-20,Exception,Identity,
3106,9185,984,2021-10-27,2022-02-17,Exception,CIP Exception,ID has Expired
3107,16341,18810,2019-11-06,2020-01-14,Missing,Identity,
3108,28450,11279,2019-11-10,2020-03-10,Missing,Identity,
3109,17657,5503,2022-07-28,2022-10-06,Missing,Identity,
3110,616,23666,2021-01-14,2021-05-01,Missing,CIP Exception,ID has Expired
3111,9770,14274,2022-06-15,2022-10-06,Exception,CIP Exception,ID has Expired
3112,6057,21483,2019-12-08,2020-02-10,Missing,CIP Exception,ID has Expired
3113,26230,328,2021-12-07,2022-02-06,Exception,CIP Exception,Please re-scan ID Verification
3114,12108,5901,2023-06-09,2023-06-09,Missing,Identity,
3115,24091,2788,2022-02-14,2022-06-06,Exception,CIP Exception,Please re-scan ID Verification
3116,17030,9744,2022-01-23,2022-04-13,Exception,CIP Exception,Please re-scan ID Verification
3117,18433,26524,2019-12-01,2020-03-14,Exception,CIP Exception,ID has Expired
3118,27754,18832,2020-11-12,2021-01-06,Missing,CIP Exception,Please re-scan ID Verification
3119,5753,28944,2020-06-21,2020-10-06,Missing,CIP Exception,Please re-scan ID Verification
3120,20524,6178,2019-08-13,2019-11-17,Exception,Identity,
3121,16789,22593,2021-11-14,2022-03-23,Missing,CIP Exception,Please re-scan ID Verification
3122,7248,14325,2022-10-30,2023-02-03,Exception,Identity,
3123,8040,327,2022-08-02,2022-11-21,Missing,Identity,
3124,25854,1645,2019-09-22,2019-12-03,Missing,Identity,
3125,23960,13742,2022-01-10,2022-05-15,Exception,CIP Exception,ID has Expired
3126,15664,15111,2022-03-09,2022-06-29,Missing,CIP Exception,ID has Expired
3127,5964,10382,2020-05-19,2020-08-28,Missing,CIP Exception,Please re-scan ID Verification
3128,11719,18500,2020-02-06,2020-05-20,Exception,CIP Exception,Please re-scan ID Verification
3129,18299,25307,2020-12-15,2021-02-04,Exception,Identity,
3130,12480,17946,2023-01-14,2023-04-21,Exception,CIP Exception,Please re-scan ID Verification
3131,5781,17370,2019-12-24,2020-04-09,Exception,Identity,
3132,24394,19735,2022-11-23,2023-03-25,Missing,CIP Exception,Please re-scan ID Verification
3133,5350,24005,2023-06-14,2023-06-14,Missing,Identity,
3134,10620,440,2022-11-05,2023-01-27,Exception,Identity,
3135,10142,15116,2021-11-24,2022-03-25,Exception,CIP Exception,ID has Expired
3136,28218,14195,2019-08-26,2019-11-01,Exception,Identity,
3137,8280,1720,2021-08-11,2021-12-15,Exception,CIP Exception,Please re-scan ID Verification
3138,4572,7458,2021-11-15,2022-01-26,Missing,Identity,
3139,28027,4815,2019-07-23,2019-09-11,Missing,CIP Exception,Please re-scan ID Verification
