account_id,requested_date,date_issued,ready_date,delivery_date,check_number_from,check_number_to
22697,2022-11-09,2022-11-19,2022-11-21,2022-11-26,101867,101887
24407,2022-11-16,2022-11-26,2022-11-28,2022-12-03,105492,105502
2825,2023-01-31,2023-02-10,2023-02-12,2023-02-17,107484,107534
23636,2022-07-03,2022-07-13,2022-07-15,2022-07-20,106418,106428
18502,2022-04-26,2022-05-06,2022-05-08,2022-05-13,100260,100310
19226,2022-09-29,2022-10-09,2022-10-11,2022-10-16,110812,110832
28524,2022-12-12,2022-12-22,2022-12-24,2022-12-29,107592,107612
4595,2023-02-10,2023-02-20,2023-02-22,2023-02-27,105002,105022
14973,2022-06-21,2022-07-01,2022-07-03,2022-07-08,110191,110241
32277,2022-08-25,2022-09-04,2022-09-06,2022-09-11,107382,107412
8568,2023-05-30,2023-06-09,2023-06-11,2023-06-16,105238,105288
18269,2022-10-11,2022-10-21,2022-10-23,2022-10-28,109126,109156
13416,2022-06-02,2022-06-12,2022-06-14,2022-06-19,109936,109966
15074,2023-05-26,2023-06-05,2023-06-07,2023-06-12,111209,111239
8713,2023-02-10,2023-02-20,2023-02-22,2023-02-27,106122,106142
21828,2023-04-12,2023-04-22,2023-04-24,2023-04-29,104550,104600
28746,2022-07-04,2022-07-14,2022-07-16,2022-07-21,103712,103722
30151,2023-05-25,2023-06-04,2023-06-06,2023-06-11,108857,108887
11486,2022-05-24,2022-06-03,2022-06-05,2022-06-10,108933,108943
23626,2022-11-10,2022-11-20,2022-11-22,2022-11-27,104022,104032
7056,2022-11-27,2022-12-07,2022-12-09,2022-12-14,107152,107162
1184,2022-08-30,2022-09-09,2022-09-11,2022-09-16,106105,106135
30749,2022-12-08,2022-12-18,2022-12-20,2022-12-25,109365,109395
21200,2022-05-10,2022-05-20,2022-05-22,2022-05-27,109339,109359
8366,2022-05-15,2022-05-25,2022-05-27,2022-06-01,105390,105420
2540,2022-08-08,2022-08-18,2022-08-20,2022-08-25,100265,100295
6600,2022-12-27,2023-01-06,2023-01-08,2023-01-13,107697,107727
33316,2023-04-16,2023-04-26,2023-04-28,2023-05-03,109420,109430
31735,2022-04-02,2022-04-12,2022-04-14,2022-04-19,110985,111035
5081,2022-10-07,2022-10-17,2022-10-19,2022-10-24,100325,100335
1369,2022-08-01,2022-08-11,2022-08-13,2022-08-18,102666,102676
30361,2022-03-10,2022-03-20,2022-03-22,2022-03-27,110443,110463
5228,2022-06-07,2022-06-17,2022-06-19,2022-06-24,104948,104978
33232,2022-11-24,2022-12-04,2022-12-06,2022-12-11,103406,103426
2834,2023-05-20,2023-05-30,2023-06-01,2023-06-06,107122,107142
23350,2022-10-07,2022-10-17,2022-10-19,2022-10-24,104164,104184
17699,2022-08-09,2022-08-19,2022-08-21,2022-08-26,104030,104050
5822,2022-11-22,2022-12-02,2022-12-04,2022-12-09,107878,107898
17773,2022-07-21,2022-07-31,2022-08-02,2022-08-07,104047,104077
28435,2022-03-23,2022-04-02,2022-04-04,2022-04-09,102838,102848
3665,2022-11-17,2022-11-27,2022-11-29,2022-12-04,106382,106432
9157,2022-11-21,2022-12-01,2022-12-03,2022-12-08,105445,105495
27421,2023-04-22,2023-05-02,2023-05-04,2023-05-09,103831,103851
14278,2022-12-10,2022-12-20,2022-12-22,2022-12-27,101023,101033
3001,2023-05-25,2023-06-04,2023-06-06,2023-06-11,110572,110602
18525,2022-12-16,2022-12-26,2022-12-28,2023-01-02,107790,107820
29724,2023-01-28,2023-02-07,2023-02-09,2023-02-14,103963,104013
12937,2022-08-17,2022-08-27,2022-08-29,2022-09-03,111160,111210
22878,2022-03-26,2022-04-05,2022-04-07,2022-04-12,105560,105610
15703,2022-05-24,2022-06-03,2022-06-05,2022-06-10,101829,101839
20557,2023-04-17,2023-04-27,2023-04-29,2023-05-04,109308,109358
33171,2023-02-08,2023-02-18,2023-02-20,2023-02-25,102915,102925
18836,2022-06-05,2022-06-15,2022-06-17,2022-06-22,106341,106361
14788,2022-06-07,2022-06-17,2022-06-19,2022-06-24,102533,102563
7556,2022-09-20,2022-09-30,2022-10-02,2022-10-07,100244,100294
9175,2022-10-22,2022-11-01,2022-11-03,2022-11-08,101894,101924
28176,2022-03-19,2022-03-29,2022-03-31,2022-04-05,107763,107813
26861,2022-07-26,2022-08-05,2022-08-07,2022-08-12,108858,108908
4285,2022-12-02,2022-12-12,2022-12-14,2022-12-19,102825,102875
7908,2023-04-01,2023-04-11,2023-04-13,2023-04-18,100301,100331
11410,2022-07-26,2022-08-05,2022-08-07,2022-08-12,100226,100276
19712,2022-10-26,2022-11-05,2022-11-07,2022-11-12,111104,111134
1955,2022-04-22,2022-05-02,2022-05-04,2022-05-09,102307,102317
2937,2022-07-09,2022-07-19,2022-07-21,2022-07-26,110346,110396
5608,2023-05-22,2023-06-01,2023-06-03,2023-06-08,101918,101938
18487,2022-09-30,2022-10-10,2022-10-12,2022-10-17,107321,107341
7321,2022-09-23,2022-10-03,2022-10-05,2022-10-10,104218,104268
2917,2022-05-01,2022-05-11,2022-05-13,2022-05-18,105933,105943
26019,2022-08-19,2022-08-29,2022-08-31,2022-09-05,102702,102722
5155,2022-11-21,2022-12-01,2022-12-03,2022-12-08,104575,104625
10875,2022-08-23,2022-09-02,2022-09-04,2022-09-09,103424,103434
2577,2023-05-05,2023-05-15,2023-05-17,2023-05-22,103774,103824
14298,2022-04-15,2022-04-25,2022-04-27,2022-05-02,100352,100382
24326,2022-08-24,2022-09-03,2022-09-05,2022-09-10,106315,106335
27119,2022-04-18,2022-04-28,2022-04-30,2022-05-05,100957,101007
6847,2023-03-20,2023-03-30,2023-04-01,2023-04-06,100878,100928
12378,2022-04-21,2022-05-01,2022-05-03,2022-05-08,102017,102037
316,2022-12-12,2022-12-22,2022-12-24,2022-12-29,103713,103723
15730,2022-02-26,2022-03-08,2022-03-10,2022-03-15,106367,106387
24016,2023-02-07,2023-02-17,2023-02-19,2023-02-24,100898,100928
2874,2022-04-08,2022-04-18,2022-04-20,2022-04-25,106947,106967
16408,2022-06-23,2022-07-03,2022-07-05,2022-07-10,101394,101404
26924,2022-11-22,2022-12-02,2022-12-04,2022-12-09,108270,108290
32202,2023-03-06,2023-03-16,2023-03-18,2023-03-23,103275,103295
16685,2023-03-23,2023-04-02,2023-04-04,2023-04-09,102048,102068
18744,2023-03-29,2023-04-08,2023-04-10,2023-04-15,109686,109696
19242,2023-03-04,2023-03-14,2023-03-16,2023-03-21,103665,103715
32560,2023-03-13,2023-03-23,2023-03-25,2023-03-30,105537,105567
9957,2023-01-12,2023-01-22,2023-01-24,2023-01-29,106369,106389
30863,2022-12-14,2022-12-24,2022-12-26,2022-12-31,106131,106141
13705,2022-10-17,2022-10-27,2022-10-29,2022-11-03,100316,100336
31926,2023-05-18,2023-05-28,2023-05-30,2023-06-04,109805,109825
17436,2022-06-05,2022-06-15,2022-06-17,2022-06-22,109373,109393
9402,2022-06-14,2022-06-24,2022-06-26,2022-07-01,109008,109038
10202,2022-02-10,2022-02-20,2022-02-22,2022-02-27,104163,104213
24377,2022-05-29,2022-06-08,2022-06-10,2022-06-15,102830,102840
5909,2022-03-17,2022-03-27,2022-03-29,2022-04-03,106074,106104
13215,2022-04-08,2022-04-18,2022-04-20,2022-04-25,106181,106211
33309,2023-01-11,2023-01-21,2023-01-23,2023-01-28,104479,104529
22821,2023-03-14,2023-03-24,2023-03-26,2023-03-31,101015,101025
20926,2022-12-18,2022-12-28,2022-12-30,2023-01-04,106696,106746
13859,2022-03-02,2022-03-12,2022-03-14,2022-03-19,102696,102716
32895,2023-03-07,2023-03-17,2023-03-19,2023-03-24,109912,109932
14530,2022-10-26,2022-11-05,2022-11-07,2022-11-12,108855,108905
21699,2022-10-08,2022-10-18,2022-10-20,2022-10-25,105472,105492
26867,2023-02-18,2023-02-28,2023-03-02,2023-03-07,109566,109616
15335,2023-03-16,2023-03-26,2023-03-28,2023-04-02,103655,103705
6044,2022-03-17,2022-03-27,2022-03-29,2022-04-03,100674,100704
25114,2023-04-16,2023-04-26,2023-04-28,2023-05-03,107659,107689
16585,2022-04-12,2022-04-22,2022-04-24,2022-04-29,102903,102953
28629,2022-02-25,2022-03-07,2022-03-09,2022-03-14,110870,110900
4308,2023-04-27,2023-05-07,2023-05-09,2023-05-14,109590,109600
7177,2022-06-17,2022-06-27,2022-06-29,2022-07-04,104393,104443
6997,2023-02-03,2023-02-13,2023-02-15,2023-02-20,109342,109362
22301,2022-03-06,2022-03-16,2022-03-18,2022-03-23,111259,111279
27323,2022-04-27,2022-05-07,2022-05-09,2022-05-14,108932,108942
31116,2022-02-24,2022-03-06,2022-03-08,2022-03-13,108208,108238
33197,2023-05-18,2023-05-28,2023-05-30,2023-06-04,100278,100288
18687,2022-02-12,2022-02-22,2022-02-24,2022-03-01,102896,102946
4719,2022-05-23,2022-06-02,2022-06-04,2022-06-09,109193,109243
24320,2022-07-31,2022-08-10,2022-08-12,2022-08-17,103606,103626
30386,2022-04-30,2022-05-10,2022-05-12,2022-05-17,103123,103133
13596,2023-03-04,2023-03-14,2023-03-16,2023-03-21,105792,105842
20814,2022-09-11,2022-09-21,2022-09-23,2022-09-28,109882,109902
28576,2022-03-11,2022-03-21,2022-03-23,2022-03-28,100339,100349
8753,2022-07-16,2022-07-26,2022-07-28,2022-08-02,104451,104461
20878,2022-09-02,2022-09-12,2022-09-14,2022-09-19,104911,104931
24992,2022-07-25,2022-08-04,2022-08-06,2022-08-11,103745,103775
5233,2022-12-30,2023-01-09,2023-01-11,2023-01-16,108209,108229
25226,2022-05-08,2022-05-18,2022-05-20,2022-05-25,105084,105094
7451,2022-03-08,2022-03-18,2022-03-20,2022-03-25,110248,110258
9242,2023-02-07,2023-02-17,2023-02-19,2023-02-24,108129,108139
17511,2022-06-02,2022-06-12,2022-06-14,2022-06-19,108194,108214
4911,2023-01-18,2023-01-28,2023-01-30,2023-02-04,106878,106928
3385,2022-10-27,2022-11-06,2022-11-08,2022-11-13,108730,108760
14548,2023-02-09,2023-02-19,2023-02-21,2023-02-26,107496,107546
19615,2022-05-22,2022-06-01,2022-06-03,2022-06-08,107211,107231
6541,2022-05-21,2022-05-31,2022-06-02,2022-06-07,110823,110873
9632,2023-03-11,2023-03-21,2023-03-23,2023-03-28,105640,105660
8315,2022-11-15,2022-11-25,2022-11-27,2022-12-02,109465,109475
32807,2022-11-22,2022-12-02,2022-12-04,2022-12-09,102167,102187
2768,2022-06-02,2022-06-12,2022-06-14,2022-06-19,104241,104251
10400,2023-05-16,2023-05-26,2023-05-28,2023-06-02,109199,109229
20572,2022-09-03,2022-09-13,2022-09-15,2022-09-20,105048,105058
28528,2022-12-13,2022-12-23,2022-12-25,2022-12-30,108779,108829
15610,2023-04-21,2023-05-01,2023-05-03,2023-05-08,108102,108112
12044,2023-05-14,2023-05-24,2023-05-26,2023-05-31,108524,108574
29530,2022-07-30,2022-08-09,2022-08-11,2022-08-16,108816,108866
22613,2023-03-23,2023-04-02,2023-04-04,2023-04-09,104439,104459
14976,2022-03-18,2022-03-28,2022-03-30,2022-04-04,110681,110711
16485,2023-01-17,2023-01-27,2023-01-29,2023-02-03,104097,104107
1745,2022-04-24,2022-05-04,2022-05-06,2022-05-11,109115,109125
792,2023-05-12,2023-05-22,2023-05-24,2023-05-29,111277,111287
11799,2023-05-28,2023-06-07,2023-06-09,2023-06-14,107156,107166
14524,2022-07-02,2022-07-12,2022-07-14,2022-07-19,104230,104240
19707,2022-03-12,2022-03-22,2022-03-24,2022-03-29,103217,103227
24317,2022-12-09,2022-12-19,2022-12-21,2022-12-26,108496,108546
16116,2023-04-13,2023-04-23,2023-04-25,2023-04-30,106406,106426
3099,2022-08-09,2022-08-19,2022-08-21,2022-08-26,100866,100886
26802,2022-11-30,2022-12-10,2022-12-12,2022-12-17,105760,105780
18268,2023-04-28,2023-05-08,2023-05-10,2023-05-15,101239,101249
9332,2022-03-23,2022-04-02,2022-04-04,2022-04-09,110096,110126
25332,2023-04-05,2023-04-15,2023-04-17,2023-04-22,104874,104904
29404,2022-03-17,2022-03-27,2022-03-29,2022-04-03,103503,103523
32702,2022-10-13,2022-10-23,2022-10-25,2022-10-30,104713,104723
15904,2022-12-18,2022-12-28,2022-12-30,2023-01-04,100322,100352
30764,2023-05-06,2023-05-16,2023-05-18,2023-05-23,110719,110739
20107,2022-04-14,2022-04-24,2022-04-26,2022-05-01,108396,108426
4648,2023-04-17,2023-04-27,2023-04-29,2023-05-04,105378,105408
4060,2023-01-16,2023-01-26,2023-01-28,2023-02-02,103880,103900
8871,2023-03-09,2023-03-19,2023-03-21,2023-03-26,103118,103168
28238,2022-10-31,2022-11-10,2022-11-12,2022-11-17,105392,105422
12640,2023-06-01,2023-06-11,2023-06-13,2023-06-18,107374,107394
27746,2022-07-25,2022-08-04,2022-08-06,2022-08-11,100937,100987
25002,2023-02-16,2023-02-26,2023-02-28,2023-03-05,107329,107359
24629,2022-06-11,2022-06-21,2022-06-23,2022-06-28,110403,110413
22654,2022-03-16,2022-03-26,2022-03-28,2022-04-02,105327,105357
29521,2022-11-21,2022-12-01,2022-12-03,2022-12-08,104970,104980
5210,2022-11-06,2022-11-16,2022-11-18,2022-11-23,110003,110053
33077,2023-04-09,2023-04-19,2023-04-21,2023-04-26,104780,104810
30147,2022-11-12,2022-11-22,2022-11-24,2022-11-29,100756,100776
6628,2023-03-27,2023-04-06,2023-04-08,2023-04-13,104913,104923
1265,2022-03-19,2022-03-29,2022-03-31,2022-04-05,103463,103493
18682,2022-12-09,2022-12-19,2022-12-21,2022-12-26,109376,109386
16924,2022-12-12,2022-12-22,2022-12-24,2022-12-29,105766,105776
7951,2022-03-13,2022-03-23,2022-03-25,2022-03-30,106129,106139
16143,2022-08-21,2022-08-31,2022-09-02,2022-09-07,104669,104679
30691,2023-01-19,2023-01-29,2023-01-31,2023-02-05,107832,107862
28299,2022-04-20,2022-04-30,2022-05-02,2022-05-07,105991,106041
7466,2022-09-09,2022-09-19,2022-09-21,2022-09-26,101922,101932
22907,2022-03-15,2022-03-25,2022-03-27,2022-04-01,102891,102941
2079,2022-06-19,2022-06-29,2022-07-01,2022-07-06,102930,102950
26803,2022-06-18,2022-06-28,2022-06-30,2022-07-05,109974,109984
29645,2022-12-24,2023-01-03,2023-01-05,2023-01-10,102426,102436
10616,2022-08-19,2022-08-29,2022-08-31,2022-09-05,102304,102354
13699,2023-05-17,2023-05-27,2023-05-29,2023-06-03,110720,110730
8299,2022-02-19,2022-03-01,2022-03-03,2022-03-08,101893,101923
29449,2022-09-18,2022-09-28,2022-09-30,2022-10-05,106885,106915
19840,2023-02-02,2023-02-12,2023-02-14,2023-02-19,107291,107341
487,2022-11-23,2022-12-03,2022-12-05,2022-12-10,105054,105074
31286,2022-08-30,2022-09-09,2022-09-11,2022-09-16,102268,102278
30532,2022-11-02,2022-11-12,2022-11-14,2022-11-19,109515,109565
5492,2022-05-15,2022-05-25,2022-05-27,2022-06-01,106325,106355
24927,2023-02-12,2023-02-22,2023-02-24,2023-03-01,104630,104650
1301,2022-02-14,2022-02-24,2022-02-26,2022-03-03,102980,103010
18405,2022-12-25,2023-01-04,2023-01-06,2023-01-11,107915,107945
3572,2022-05-26,2022-06-05,2022-06-07,2022-06-12,100235,100285
26414,2022-12-05,2022-12-15,2022-12-17,2022-12-22,102798,102848
25434,2022-05-31,2022-06-10,2022-06-12,2022-06-17,106141,106171
25139,2023-03-25,2023-04-04,2023-04-06,2023-04-11,104721,104771
14329,2022-10-31,2022-11-10,2022-11-12,2022-11-17,110890,110940
28157,2022-07-22,2022-08-01,2022-08-03,2022-08-08,105883,105913
12784,2022-03-02,2022-03-12,2022-03-14,2022-03-19,110804,110824
5026,2022-10-24,2022-11-03,2022-11-05,2022-11-10,107664,107714
23484,2022-12-23,2023-01-02,2023-01-04,2023-01-09,104229,104249
18115,2022-06-08,2022-06-18,2022-06-20,2022-06-25,107065,107075
14135,2023-02-01,2023-02-11,2023-02-13,2023-02-18,104028,104078
16636,2022-03-21,2022-03-31,2022-04-02,2022-04-07,106232,106242
3262,2023-02-19,2023-03-01,2023-03-03,2023-03-08,107587,107597
15030,2022-06-27,2022-07-07,2022-07-09,2022-07-14,104100,104130
19986,2022-06-01,2022-06-11,2022-06-13,2022-06-18,106843,106893
19867,2022-10-13,2022-10-23,2022-10-25,2022-10-30,109700,109710
7245,2023-05-17,2023-05-27,2023-05-29,2023-06-03,109710,109720
7735,2022-06-18,2022-06-28,2022-06-30,2022-07-05,103678,103688
24785,2023-01-10,2023-01-20,2023-01-22,2023-01-27,108213,108233
18165,2022-07-04,2022-07-14,2022-07-16,2022-07-21,107096,107106
6879,2023-05-11,2023-05-21,2023-05-23,2023-05-28,104035,104055
24031,2023-02-27,2023-03-09,2023-03-11,2023-03-16,105609,105659
24762,2022-10-16,2022-10-26,2022-10-28,2022-11-02,105671,105691
6011,2022-03-05,2022-03-15,2022-03-17,2022-03-22,101034,101084
13986,2023-01-01,2023-01-11,2023-01-13,2023-01-18,110503,110553
21304,2023-02-28,2023-03-10,2023-03-12,2023-03-17,110654,110664
9498,2022-02-27,2022-03-09,2022-03-11,2022-03-16,105366,105416
23514,2023-03-14,2023-03-24,2023-03-26,2023-03-31,108754,108784
10035,2022-04-28,2022-05-08,2022-05-10,2022-05-15,102502,102512
15977,2022-03-22,2022-04-01,2022-04-03,2022-04-08,110934,110964
27887,2022-03-19,2022-03-29,2022-03-31,2022-04-05,104991,105001
20788,2023-01-28,2023-02-07,2023-02-09,2023-02-14,110456,110466
3815,2023-04-02,2023-04-12,2023-04-14,2023-04-19,107625,107645
17971,2023-05-28,2023-06-07,2023-06-09,2023-06-14,109257,109287
9290,2022-05-21,2022-05-31,2022-06-02,2022-06-07,102199,102219
9247,2022-05-25,2022-06-04,2022-06-06,2022-06-11,108705,108725
19359,2023-04-03,2023-04-13,2023-04-15,2023-04-20,108542,108592
6404,2022-06-27,2022-07-07,2022-07-09,2022-07-14,106181,106201
21599,2022-12-14,2022-12-24,2022-12-26,2022-12-31,108888,108898
14269,2022-03-10,2022-03-20,2022-03-22,2022-03-27,105966,105976
7786,2022-10-18,2022-10-28,2022-10-30,2022-11-04,105287,105297
21659,2023-03-30,2023-04-09,2023-04-11,2023-04-16,106702,106722
19846,2023-04-16,2023-04-26,2023-04-28,2023-05-03,102967,102987
14478,2023-04-29,2023-05-09,2023-05-11,2023-05-16,103441,103471
5586,2022-06-26,2022-07-06,2022-07-08,2022-07-13,110692,110702
32147,2022-03-20,2022-03-30,2022-04-01,2022-04-06,106146,106196
25300,2022-06-24,2022-07-04,2022-07-06,2022-07-11,108261,108271
23130,2022-12-12,2022-12-22,2022-12-24,2022-12-29,106375,106405
27734,2022-04-28,2022-05-08,2022-05-10,2022-05-15,106976,106986
29925,2022-03-04,2022-03-14,2022-03-16,2022-03-21,103074,103084
9847,2023-03-04,2023-03-14,2023-03-16,2023-03-21,102102,102122
20935,2023-03-12,2023-03-22,2023-03-24,2023-03-29,104532,104542
12557,2022-10-15,2022-10-25,2022-10-27,2022-11-01,101655,101665
8959,2023-01-25,2023-02-04,2023-02-06,2023-02-11,106568,106618
14347,2022-09-18,2022-09-28,2022-09-30,2022-10-05,110346,110396
12757,2022-10-10,2022-10-20,2022-10-22,2022-10-27,105786,105796
19156,2022-11-07,2022-11-17,2022-11-19,2022-11-24,103065,103085
2654,2023-05-21,2023-05-31,2023-06-02,2023-06-07,106349,106369
12782,2022-02-14,2022-02-24,2022-02-26,2022-03-03,108033,108053
18552,2023-03-23,2023-04-02,2023-04-04,2023-04-09,102456,102476
15602,2022-04-14,2022-04-24,2022-04-26,2022-05-01,104484,104534
27704,2023-03-20,2023-03-30,2023-04-01,2023-04-06,100500,100520
9543,2022-12-14,2022-12-24,2022-12-26,2022-12-31,100562,100612
3859,2023-05-13,2023-05-23,2023-05-25,2023-05-30,100699,100729
3713,2023-03-14,2023-03-24,2023-03-26,2023-03-31,110279,110309
11690,2022-07-07,2022-07-17,2022-07-19,2022-07-24,104789,104839
5393,2023-02-09,2023-02-19,2023-02-21,2023-02-26,105016,105046
12437,2023-04-10,2023-04-20,2023-04-22,2023-04-27,106279,106309
24469,2023-03-10,2023-03-20,2023-03-22,2023-03-27,106860,106880
9512,2023-01-23,2023-02-02,2023-02-04,2023-02-09,100424,100454
13442,2023-04-13,2023-04-23,2023-04-25,2023-04-30,107662,107682
32679,2023-01-30,2023-02-09,2023-02-11,2023-02-16,107209,107229
5777,2022-09-08,2022-09-18,2022-09-20,2022-09-25,102633,102643
3193,2023-03-07,2023-03-17,2023-03-19,2023-03-24,109279,109329
13991,2022-04-17,2022-04-27,2022-04-29,2022-05-04,105315,105335
1909,2022-05-06,2022-05-16,2022-05-18,2022-05-23,108973,109023
6757,2023-05-20,2023-05-30,2023-06-01,2023-06-06,106104,106154
21393,2022-04-12,2022-04-22,2022-04-24,2022-04-29,104552,104602
17247,2023-01-25,2023-02-04,2023-02-06,2023-02-11,100611,100621
734,2022-09-10,2022-09-20,2022-09-22,2022-09-27,109383,109433
25686,2022-12-18,2022-12-28,2022-12-30,2023-01-04,105111,105131
18555,2023-05-03,2023-05-13,2023-05-15,2023-05-20,103093,103113
29700,2022-03-25,2022-04-04,2022-04-06,2022-04-11,102964,102974
14552,2022-06-13,2022-06-23,2022-06-25,2022-06-30,108409,108429
22377,2022-02-09,2022-02-19,2022-02-21,2022-02-26,108331,108361
25377,2022-04-06,2022-04-16,2022-04-18,2022-04-23,100602,100632
9807,2022-02-25,2022-03-07,2022-03-09,2022-03-14,106739,106789
1700,2022-05-29,2022-06-08,2022-06-10,2022-06-15,109262,109312
18614,2023-01-29,2023-02-08,2023-02-10,2023-02-15,111251,111271
4169,2023-01-29,2023-02-08,2023-02-10,2023-02-15,111023,111073
13718,2022-03-21,2022-03-31,2022-04-02,2022-04-07,102121,102151
17170,2023-04-25,2023-05-05,2023-05-07,2023-05-12,107048,107078
27039,2022-02-17,2022-02-27,2022-03-01,2022-03-06,104895,104915
18365,2023-04-01,2023-04-11,2023-04-13,2023-04-18,101584,101614
4081,2022-02-21,2022-03-03,2022-03-05,2022-03-10,101102,101132
23757,2023-02-06,2023-02-16,2023-02-18,2023-02-23,109451,109471
23587,2023-05-01,2023-05-11,2023-05-13,2023-05-18,100952,101002
7516,2022-07-20,2022-07-30,2022-08-01,2022-08-06,107405,107455
21078,2022-10-10,2022-10-20,2022-10-22,2022-10-27,102578,102608
2759,2023-02-02,2023-02-12,2023-02-14,2023-02-19,107435,107455
21391,2022-08-22,2022-09-01,2022-09-03,2022-09-08,107956,107976
15433,2022-11-01,2022-11-11,2022-11-13,2022-11-18,106278,106308
18805,2022-02-17,2022-02-27,2022-03-01,2022-03-06,104343,104393
19173,2022-05-04,2022-05-14,2022-05-16,2022-05-21,102819,102829
20797,2022-08-10,2022-08-20,2022-08-22,2022-08-27,105973,105983
31446,2022-06-05,2022-06-15,2022-06-17,2022-06-22,108636,108686
276,2022-04-24,2022-05-04,2022-05-06,2022-05-11,110444,110464
15637,2022-05-07,2022-05-17,2022-05-19,2022-05-24,102811,102831
25245,2022-05-21,2022-05-31,2022-06-02,2022-06-07,109049,109059
19040,2022-12-25,2023-01-04,2023-01-06,2023-01-11,102142,102192
15327,2022-03-04,2022-03-14,2022-03-16,2022-03-21,103385,103395
836,2022-09-24,2022-10-04,2022-10-06,2022-10-11,101597,101647
10046,2022-10-13,2022-10-23,2022-10-25,2022-10-30,101162,101172
7107,2023-01-17,2023-01-27,2023-01-29,2023-02-03,104168,104188
20558,2022-10-01,2022-10-11,2022-10-13,2022-10-18,107708,107728
31865,2022-05-05,2022-05-15,2022-05-17,2022-05-22,103098,103108
3071,2022-11-21,2022-12-01,2022-12-03,2022-12-08,108572,108592
9298,2022-09-21,2022-10-01,2022-10-03,2022-10-08,107317,107337
3544,2022-08-06,2022-08-16,2022-08-18,2022-08-23,108982,108992
10885,2022-09-01,2022-09-11,2022-09-13,2022-09-18,107110,107160
13925,2022-06-16,2022-06-26,2022-06-28,2022-07-03,110692,110742
10858,2022-09-26,2022-10-06,2022-10-08,2022-10-13,109243,109263
28461,2023-04-10,2023-04-20,2023-04-22,2023-04-27,101349,101379
31103,2022-09-28,2022-10-08,2022-10-10,2022-10-15,105722,105742
14134,2022-02-15,2022-02-25,2022-02-27,2022-03-04,105644,105664
25763,2022-10-24,2022-11-03,2022-11-05,2022-11-10,103578,103628
29432,2022-08-20,2022-08-30,2022-09-01,2022-09-06,108785,108835
15231,2022-08-13,2022-08-23,2022-08-25,2022-08-30,103377,103397
1532,2022-12-18,2022-12-28,2022-12-30,2023-01-04,107866,107896
18536,2022-10-10,2022-10-20,2022-10-22,2022-10-27,111163,111183
11375,2023-03-18,2023-03-28,2023-03-30,2023-04-04,108692,108712
8805,2023-05-19,2023-05-29,2023-05-31,2023-06-05,100776,100826
15257,2022-02-19,2022-03-01,2022-03-03,2022-03-08,107049,107059
8535,2022-10-21,2022-10-31,2022-11-02,2022-11-07,105531,105581
16847,2022-10-20,2022-10-30,2022-11-01,2022-11-06,102317,102327
19397,2022-05-27,2022-06-06,2022-06-08,2022-06-13,102795,102805
15751,2023-02-16,2023-02-26,2023-02-28,2023-03-05,102184,102214
26934,2023-01-24,2023-02-03,2023-02-05,2023-02-10,107065,107095
19990,2022-06-21,2022-07-01,2022-07-03,2022-07-08,106122,106132
10065,2022-10-22,2022-11-01,2022-11-03,2022-11-08,106280,106300
18016,2023-05-04,2023-05-14,2023-05-16,2023-05-21,111261,111271
22162,2022-06-23,2022-07-03,2022-07-05,2022-07-10,108997,109007
22744,2022-11-23,2022-12-03,2022-12-05,2022-12-10,103334,103354
28401,2022-05-03,2022-05-13,2022-05-15,2022-05-20,105585,105635
27831,2022-09-24,2022-10-04,2022-10-06,2022-10-11,100875,100925
4473,2023-03-19,2023-03-29,2023-03-31,2023-04-05,109622,109642
8077,2022-08-19,2022-08-29,2022-08-31,2022-09-05,109578,109598
26981,2022-11-09,2022-11-19,2022-11-21,2022-11-26,109152,109162
28842,2023-01-12,2023-01-22,2023-01-24,2023-01-29,108128,108148
23764,2023-05-30,2023-06-09,2023-06-11,2023-06-16,109297,109317
18516,2022-10-30,2022-11-09,2022-11-11,2022-11-16,106953,106963
32625,2022-05-29,2022-06-08,2022-06-10,2022-06-15,107857,107907
6131,2022-12-16,2022-12-26,2022-12-28,2023-01-02,106137,106157
19089,2023-01-21,2023-01-31,2023-02-02,2023-02-07,106577,106597
30333,2022-11-05,2022-11-15,2022-11-17,2022-11-22,100635,100655
2525,2022-09-17,2022-09-27,2022-09-29,2022-10-04,105381,105401
29079,2022-03-26,2022-04-05,2022-04-07,2022-04-12,102089,102109
17151,2022-11-16,2022-11-26,2022-11-28,2022-12-03,101200,101230
5113,2022-09-22,2022-10-02,2022-10-04,2022-10-09,106002,106022
32204,2022-02-27,2022-03-09,2022-03-11,2022-03-16,107618,107638
27621,2022-03-26,2022-04-05,2022-04-07,2022-04-12,107176,107186
848,2022-10-02,2022-10-12,2022-10-14,2022-10-19,105206,105236
33341,2022-11-22,2022-12-02,2022-12-04,2022-12-09,101508,101558
23063,2022-10-17,2022-10-27,2022-10-29,2022-11-03,101791,101811
11544,2022-08-25,2022-09-04,2022-09-06,2022-09-11,105065,105095
28209,2023-01-14,2023-01-24,2023-01-26,2023-01-31,105333,105353
2148,2022-12-31,2023-01-10,2023-01-12,2023-01-17,108289,108309
31243,2023-03-28,2023-04-07,2023-04-09,2023-04-14,101045,101055
8296,2022-09-24,2022-10-04,2022-10-06,2022-10-11,101954,102004
25741,2023-04-27,2023-05-07,2023-05-09,2023-05-14,106103,106113
7130,2022-12-24,2023-01-03,2023-01-05,2023-01-10,105336,105386
