account_exception_id,account_id,employee_id,exception_date,exception_status,exception_type,description
868,28634,883,2019-07-11,Under investigation,Overdrawn account,Account balance dropped below zero
869,1713,2997,2020-07-25,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
870,5730,12734,2022-01-28,Resolved,Overdrawn account,Account balance dropped below zero
871,4926,26104,2020-12-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
872,23661,22824,2020-12-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
873,18774,646,2019-12-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
874,26370,12541,2023-04-25,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
875,22217,24700,2023-05-09,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
876,17496,13958,2022-04-24,In progress,Overdrawn account,Account balance dropped below zero
877,27082,5512,2019-10-24,In progress,Overdrawn account,Account balance dropped below zero
878,25689,7845,2022-02-19,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
879,10564,17289,2023-04-17,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
880,18244,3710,2021-02-08,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
881,24536,23781,2023-05-19,Resolved,Overdrawn account,Account balance dropped below zero
882,21796,17824,2023-04-30,In progress,Unauthorized transaction,Suspicious transaction detected on the account
883,5384,16971,2023-06-30,In progress,Overdrawn account,Account balance dropped below zero
884,24088,14183,2021-10-05,Under investigation,Overdrawn account,Account balance dropped below zero
885,23295,16908,2021-08-10,In progress,Account freeze,Account temporarily frozen due to suspected fraud
886,25953,4419,2023-06-06,Under investigation,Overdrawn account,Account balance dropped below zero
887,22273,18473,2021-04-10,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
888,1337,5637,2020-12-28,Under investigation,Overdrawn account,Account balance dropped below zero
889,26932,26761,2021-03-21,In progress,Overdrawn account,Account balance dropped below zero
890,14402,8837,2019-08-13,Under investigation,Overdrawn account,Account balance dropped below zero
891,28485,13142,2020-06-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
892,18309,7580,2022-05-11,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
893,23112,15285,2023-06-01,In progress,Overdrawn account,Account balance dropped below zero
894,10626,14956,2022-11-20,In progress,Unauthorized transaction,Suspicious transaction detected on the account
895,26777,20449,2021-08-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
896,11264,26050,2020-03-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
897,13038,28114,2023-06-16,In progress,Account freeze,Account temporarily frozen due to suspected fraud
898,16547,16270,2019-08-23,In progress,Overdrawn account,Account balance dropped below zero
899,26916,11111,2019-08-20,In progress,Account freeze,Account temporarily frozen due to suspected fraud
900,23491,24145,2019-07-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
901,28991,13263,2021-01-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
902,28472,27975,2021-04-28,Under investigation,Overdrawn account,Account balance dropped below zero
903,27850,13729,2020-03-12,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
904,18373,6357,2023-02-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
905,9120,6788,2020-01-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
906,9166,14207,2020-08-05,In progress,Account freeze,Account temporarily frozen due to suspected fraud
907,25855,4519,2020-04-02,In progress,Unauthorized transaction,Suspicious transaction detected on the account
908,26376,26558,2021-09-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
909,18379,21042,2022-08-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
910,26595,27520,2022-10-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
911,7744,4081,2019-12-25,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
912,22158,4801,2021-09-24,Under investigation,Overdrawn account,Account balance dropped below zero
913,9504,23465,2019-11-24,In progress,Overdrawn account,Account balance dropped below zero
914,7445,9602,2023-02-06,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
915,3385,6592,2019-08-10,Under investigation,Overdrawn account,Account balance dropped below zero
916,7001,1761,2021-07-21,Resolved,Overdrawn account,Account balance dropped below zero
917,9350,19534,2020-10-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
918,28063,21264,2019-11-13,In progress,Overdrawn account,Account balance dropped below zero
919,8020,1180,2020-04-15,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
920,7879,10905,2021-08-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
921,24279,24630,2023-06-08,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
922,24008,22323,2023-01-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
923,14471,13512,2023-05-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
924,11330,14889,2021-09-04,In progress,Unauthorized transaction,Suspicious transaction detected on the account
925,25815,2484,2020-08-05,Under investigation,Overdrawn account,Account balance dropped below zero
926,2562,22644,2022-03-08,In progress,Overdrawn account,Account balance dropped below zero
927,16977,17551,2019-09-03,Resolved,Overdrawn account,Account balance dropped below zero
928,17581,14906,2020-06-23,Resolved,Overdrawn account,Account balance dropped below zero
929,26919,12578,2020-05-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
930,17447,6916,2020-08-02,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
931,28678,10280,2023-04-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
932,10317,1362,2020-03-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
933,5807,27845,2022-10-09,In progress,Overdrawn account,Account balance dropped below zero
934,19423,21197,2022-08-07,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
935,14570,16930,2023-01-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
936,14847,1834,2021-02-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
937,24107,27816,2021-05-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
938,8410,14318,2020-09-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
939,22241,2456,2021-12-27,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
940,18988,3781,2019-07-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
941,24889,11468,2021-11-02,Under investigation,Overdrawn account,Account balance dropped below zero
942,17355,21491,2019-08-11,In progress,Overdrawn account,Account balance dropped below zero
943,1768,20258,2020-12-18,In progress,Unauthorized transaction,Suspicious transaction detected on the account
944,9211,20592,2022-08-11,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
945,27888,2293,2020-05-08,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
946,12732,28880,2022-01-02,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
947,22929,435,2021-03-17,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
948,3253,10247,2022-12-21,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
949,8670,16240,2019-11-18,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
950,19670,4649,2022-04-01,In progress,Overdrawn account,Account balance dropped below zero
951,10798,19866,2019-09-29,Resolved,Overdrawn account,Account balance dropped below zero
952,2948,10680,2020-09-05,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
953,24519,16908,2022-06-29,Under investigation,Overdrawn account,Account balance dropped below zero
954,21447,403,2022-12-31,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
955,14150,27691,2020-07-19,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
956,16150,22351,2021-05-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
957,21624,19696,2021-09-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
958,10299,27979,2019-09-28,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
959,28095,15946,2021-12-28,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
960,26412,22614,2021-02-08,In progress,Account freeze,Account temporarily frozen due to suspected fraud
961,22305,11528,2020-10-12,In progress,Account freeze,Account temporarily frozen due to suspected fraud
962,1823,26014,2023-03-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
963,13722,24765,2021-02-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
964,10905,28788,2022-03-01,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
965,16048,16601,2022-07-25,Under investigation,Overdrawn account,Account balance dropped below zero
966,9522,10544,2020-05-21,In progress,Account freeze,Account temporarily frozen due to suspected fraud
967,19493,20107,2020-09-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
968,11331,17137,2023-04-13,Under investigation,Overdrawn account,Account balance dropped below zero
969,14453,16358,2023-04-05,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
970,26466,9280,2020-12-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
971,538,2323,2023-01-20,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
972,21716,21528,2022-05-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
973,22241,24317,2022-10-16,In progress,Account freeze,Account temporarily frozen due to suspected fraud
974,9238,21322,2021-06-21,Resolved,Overdrawn account,Account balance dropped below zero
975,24717,28288,2023-03-08,In progress,Account freeze,Account temporarily frozen due to suspected fraud
976,17348,26527,2021-12-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
977,18762,12871,2020-08-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
978,23036,24291,2019-12-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
979,6018,13162,2019-08-08,Resolved,Overdrawn account,Account balance dropped below zero
980,23783,22142,2021-02-01,In progress,Overdrawn account,Account balance dropped below zero
981,4768,26319,2023-03-30,In progress,Unauthorized transaction,Suspicious transaction detected on the account
982,10014,15605,2022-07-10,In progress,Account freeze,Account temporarily frozen due to suspected fraud
983,25811,25240,2019-08-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
984,5997,13140,2020-01-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
985,1400,28686,2021-03-25,In progress,Unauthorized transaction,Suspicious transaction detected on the account
986,26159,8553,2021-01-04,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
987,665,26787,2021-02-17,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
988,978,10397,2021-09-08,In progress,Overdrawn account,Account balance dropped below zero
989,7766,18553,2019-12-02,In progress,Unauthorized transaction,Suspicious transaction detected on the account
990,15696,2048,2021-09-15,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
991,23129,7865,2020-11-09,In progress,Unauthorized transaction,Suspicious transaction detected on the account
992,28999,8751,2022-04-07,Resolved,Overdrawn account,Account balance dropped below zero
993,9381,26719,2019-07-18,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
994,21477,15932,2023-03-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
995,15025,2348,2022-05-04,Resolved,Overdrawn account,Account balance dropped below zero
996,17070,4861,2020-07-30,In progress,Account freeze,Account temporarily frozen due to suspected fraud
997,5257,736,2022-08-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
998,11630,14535,2021-09-03,Under investigation,Overdrawn account,Account balance dropped below zero
999,7447,20527,2020-11-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1000,20420,27714,2021-06-19,Under investigation,Overdrawn account,Account balance dropped below zero
1001,16703,9171,2021-09-09,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1002,12242,10486,2023-06-18,In progress,Overdrawn account,Account balance dropped below zero
1003,16896,10708,2019-09-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1004,18050,13468,2019-08-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1005,21178,8477,2023-01-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1006,4375,28793,2020-03-11,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1007,28828,17896,2022-09-25,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1008,15951,20940,2020-05-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1009,16039,14598,2021-10-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1010,23954,23917,2020-05-10,Under investigation,Overdrawn account,Account balance dropped below zero
1011,26877,10328,2022-02-13,Under investigation,Overdrawn account,Account balance dropped below zero
1012,23476,342,2020-11-24,In progress,Overdrawn account,Account balance dropped below zero
1013,15893,27467,2022-06-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1014,14861,12017,2021-02-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1015,2978,20298,2021-12-16,Under investigation,Overdrawn account,Account balance dropped below zero
1016,9909,693,2019-08-07,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1017,10285,14082,2022-04-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1018,18925,22726,2021-07-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1019,7919,3122,2020-07-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1020,26311,28159,2019-09-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1021,10107,2189,2020-10-03,In progress,Overdrawn account,Account balance dropped below zero
1022,23364,9239,2022-12-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1023,14967,8121,2022-07-09,Resolved,Overdrawn account,Account balance dropped below zero
1024,18807,6690,2023-02-24,In progress,Overdrawn account,Account balance dropped below zero
1025,23804,13729,2020-08-15,Under investigation,Overdrawn account,Account balance dropped below zero
1026,11687,21324,2020-05-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1027,15818,206,2023-01-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1028,273,10031,2019-10-27,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1029,21377,21421,2023-02-14,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1030,7007,5077,2023-05-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1031,16131,7788,2019-12-14,In progress,Overdrawn account,Account balance dropped below zero
1032,3667,20754,2021-07-20,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1033,2208,24436,2020-07-30,In progress,Overdrawn account,Account balance dropped below zero
1034,25887,18793,2021-04-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1035,23917,25217,2019-12-11,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1036,14704,10424,2019-09-02,In progress,Overdrawn account,Account balance dropped below zero
1037,27027,19361,2022-07-18,In progress,Overdrawn account,Account balance dropped below zero
1038,19989,24174,2019-08-18,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1039,26144,1568,2020-06-29,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1040,19066,3342,2021-04-09,Resolved,Overdrawn account,Account balance dropped below zero
1041,21487,16535,2020-12-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1042,7287,918,2023-03-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1043,14949,14231,2021-04-07,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1044,28313,6688,2022-12-04,Resolved,Overdrawn account,Account balance dropped below zero
1045,17027,28858,2023-01-06,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1046,15089,17427,2019-08-02,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1047,21762,2412,2021-08-12,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1048,2717,23772,2022-08-21,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1049,27692,21997,2020-08-25,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1050,17421,15950,2022-09-29,In progress,Overdrawn account,Account balance dropped below zero
1051,13898,21512,2020-06-25,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1052,27028,26344,2023-06-17,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1053,13854,24502,2019-11-11,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1054,17651,8254,2023-06-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1055,22966,8633,2021-07-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1056,21940,1452,2022-06-13,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1057,18967,415,2021-12-31,In progress,Overdrawn account,Account balance dropped below zero
1058,776,13841,2021-09-15,In progress,Overdrawn account,Account balance dropped below zero
1059,20975,11453,2022-02-24,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1060,26658,102,2020-10-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1061,8231,20164,2019-12-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1062,3638,12481,2023-04-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1063,14187,22576,2022-01-24,Under investigation,Overdrawn account,Account balance dropped below zero
1064,25879,27186,2022-04-09,Resolved,Overdrawn account,Account balance dropped below zero
1065,22391,2198,2021-07-19,In progress,Overdrawn account,Account balance dropped below zero
1066,28958,5800,2020-02-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1067,5601,12972,2020-11-14,Under investigation,Overdrawn account,Account balance dropped below zero
1068,4960,14803,2022-09-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1069,22260,5544,2023-03-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1070,26168,5487,2020-09-09,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1071,8816,15075,2020-02-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1072,3053,25372,2023-02-19,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1073,13552,21197,2020-06-10,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1074,590,27108,2022-07-23,Resolved,Overdrawn account,Account balance dropped below zero
1075,25030,9735,2019-08-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1076,11850,3696,2023-02-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1077,5685,23865,2020-02-17,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1078,10403,24911,2022-09-20,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1079,3288,22638,2020-03-24,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1080,11367,1710,2020-04-26,In progress,Overdrawn account,Account balance dropped below zero
1081,28492,316,2020-06-30,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1082,23850,11975,2020-12-08,Resolved,Overdrawn account,Account balance dropped below zero
1083,8939,10815,2020-10-12,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1084,25115,1733,2019-08-02,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1085,6861,181,2020-09-04,In progress,Overdrawn account,Account balance dropped below zero
1086,24653,25192,2021-11-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1087,28101,596,2023-05-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1088,11065,26837,2022-03-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1089,21815,22193,2020-06-13,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1090,8403,18478,2021-10-05,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1091,14993,9017,2022-12-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1092,19618,23946,2023-02-10,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1093,20014,25387,2020-01-17,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1094,23160,6934,2022-01-13,Resolved,Overdrawn account,Account balance dropped below zero
1095,16733,12263,2021-06-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1096,26222,4567,2019-12-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1097,13667,20546,2022-08-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1098,10952,27745,2019-11-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1099,28006,17764,2021-12-23,In progress,Overdrawn account,Account balance dropped below zero
1100,4413,20425,2020-07-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1101,3759,13906,2023-01-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1102,25718,11064,2019-12-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1103,16278,28105,2023-05-26,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1104,15632,24497,2022-12-11,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1105,4642,7093,2021-01-21,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1106,13307,9988,2022-07-07,In progress,Overdrawn account,Account balance dropped below zero
1107,6627,26949,2021-09-20,In progress,Overdrawn account,Account balance dropped below zero
1108,27289,20777,2021-12-19,Under investigation,Overdrawn account,Account balance dropped below zero
1109,1951,22056,2019-08-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1110,14146,24681,2021-03-31,Under investigation,Overdrawn account,Account balance dropped below zero
1111,416,7040,2022-05-30,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1112,27100,21748,2019-07-12,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1113,22404,18897,2020-11-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1114,27057,17943,2022-05-26,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1115,17296,460,2021-08-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1116,25792,9342,2021-10-25,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1117,5305,24760,2022-08-20,In progress,Overdrawn account,Account balance dropped below zero
1118,15210,12790,2019-09-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1119,27977,12653,2023-04-02,Under investigation,Overdrawn account,Account balance dropped below zero
1120,12296,11385,2022-04-27,Resolved,Overdrawn account,Account balance dropped below zero
1121,21622,11704,2022-09-11,Resolved,Overdrawn account,Account balance dropped below zero
1122,17142,12017,2020-07-03,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1123,16713,9651,2021-01-04,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1124,14947,22632,2021-09-06,In progress,Overdrawn account,Account balance dropped below zero
1125,10048,25154,2020-09-18,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1126,26927,13837,2021-06-01,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1127,12353,15207,2022-06-22,Resolved,Overdrawn account,Account balance dropped below zero
1128,25921,21199,2022-07-23,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1129,23727,25504,2022-09-13,Under investigation,Overdrawn account,Account balance dropped below zero
1130,2532,9844,2022-11-13,Under investigation,Overdrawn account,Account balance dropped below zero
1131,21642,2807,2022-05-15,Under investigation,Overdrawn account,Account balance dropped below zero
1132,5547,14889,2022-07-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1133,24519,13327,2019-12-29,Resolved,Overdrawn account,Account balance dropped below zero
1134,169,23427,2022-06-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1135,10866,13446,2021-04-26,Under investigation,Overdrawn account,Account balance dropped below zero
1136,2199,7692,2022-08-17,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1137,28559,8882,2021-08-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1138,6397,16880,2020-09-25,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1139,25306,19854,2023-04-29,In progress,Overdrawn account,Account balance dropped below zero
1140,9943,27428,2023-02-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1141,11,19817,2022-04-20,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1142,6998,28552,2023-05-13,Resolved,Overdrawn account,Account balance dropped below zero
1143,11157,8707,2021-02-13,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1144,20241,7750,2022-02-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1145,12330,19232,2022-06-01,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1146,28106,2485,2022-10-06,In progress,Overdrawn account,Account balance dropped below zero
1147,17316,15154,2023-04-03,Resolved,Overdrawn account,Account balance dropped below zero
1148,24438,25210,2020-07-16,Under investigation,Overdrawn account,Account balance dropped below zero
1149,1574,27257,2021-09-19,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1150,17378,2027,2019-10-11,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1151,22949,22107,2023-01-10,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1152,24551,15787,2022-07-13,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1153,17762,21597,2020-10-16,In progress,Overdrawn account,Account balance dropped below zero
1154,3380,28893,2021-05-20,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1155,22819,13858,2021-08-04,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1156,11646,2371,2022-12-31,Resolved,Overdrawn account,Account balance dropped below zero
1157,2651,5219,2023-03-26,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1158,1431,19178,2021-04-15,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1159,332,27016,2023-05-08,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1160,10575,22578,2021-06-15,Resolved,Overdrawn account,Account balance dropped below zero
1161,24631,19322,2019-11-30,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1162,7395,17439,2022-02-09,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1163,3647,13329,2022-06-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1164,1476,28616,2019-08-04,In progress,Overdrawn account,Account balance dropped below zero
1165,5092,9016,2021-09-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1166,7942,19554,2023-06-27,In progress,Overdrawn account,Account balance dropped below zero
1167,22047,3960,2020-01-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1168,21858,25806,2021-07-02,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1169,14061,5476,2020-02-05,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1170,18003,26310,2020-11-07,Under investigation,Overdrawn account,Account balance dropped below zero
1171,11452,20711,2020-06-22,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1172,13496,5974,2022-07-31,Resolved,Overdrawn account,Account balance dropped below zero
1173,23871,21383,2020-08-08,In progress,Overdrawn account,Account balance dropped below zero
1174,23236,22537,2022-05-31,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1175,13494,25926,2019-08-19,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1176,16960,3656,2021-08-12,Resolved,Overdrawn account,Account balance dropped below zero
1177,25659,7151,2022-06-14,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1178,2121,10420,2020-02-02,In progress,Overdrawn account,Account balance dropped below zero
1179,20692,1162,2021-10-29,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1180,28621,18092,2022-02-04,Under investigation,Overdrawn account,Account balance dropped below zero
1181,25764,5514,2020-05-03,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1182,10317,25365,2021-05-18,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1183,19916,3914,2023-01-19,In progress,Overdrawn account,Account balance dropped below zero
1184,976,21799,2022-01-15,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1185,108,1925,2022-03-05,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1186,24710,16955,2020-06-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1187,15013,25723,2020-11-28,Resolved,Overdrawn account,Account balance dropped below zero
1188,13044,24447,2022-04-05,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1189,3503,23184,2020-12-28,Under investigation,Overdrawn account,Account balance dropped below zero
1190,159,16970,2023-02-11,In progress,Overdrawn account,Account balance dropped below zero
1191,24894,8016,2022-05-06,Resolved,Overdrawn account,Account balance dropped below zero
1192,3546,16783,2022-07-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
