account_application_id,application_status,applied_date,application_type_id,account_application_state
17030,Denied,2021-12-19,1,Washington
17031,Denied,2020-07-07,1,Oregon
17032,Incomplete,2022-08-03,1,Pennsylvania
17033,Denied,2022-10-07,2,Kentucky
17034,Incomplete,2021-05-04,1,Vermont
17035,Denied,2020-12-01,3,Montana
17036,Incomplete,2020-08-06,1,Nevada
17037,Denied,2021-08-29,3,Georgia
17038,Completed,2023-04-24,1,Oregon
17039,Completed,2022-03-25,1,Rhode Island
17040,Denied,2023-03-11,1,Mississippi
17041,Denied,2023-03-30,3,Idaho
17042,Incomplete,2022-12-09,2,Ohio
17043,Incomplete,2022-05-01,1,New Hampshire
17044,Incomplete,2021-08-27,3,Arizona
17045,Denied,2021-03-26,3,Mississippi
17046,Denied,2021-04-11,2,Missouri
17047,Completed,2022-03-27,3,California
17048,Completed,2021-01-03,3,Massachusetts
17049,Incomplete,2022-06-01,1,Rhode Island
17050,Denied,2021-05-30,3,Texas
17051,Incomplete,2023-03-27,2,Arizona
17052,Completed,2022-11-26,3,Mississippi
17053,Completed,2021-11-21,2,Pennsylvania
17054,Completed,2022-11-20,1,Texas
17055,Completed,2021-11-26,1,Alaska
17056,Incomplete,2023-05-29,2,Massachusetts
17057,Incomplete,2022-01-01,1,Tennessee
17058,Completed,2021-09-27,2,California
17059,Incomplete,2020-12-11,2,Texas
17060,Denied,2022-10-29,1,California
17061,Denied,2022-02-14,3,North Dakota
17062,Denied,2022-04-29,3,Minnesota
17063,Denied,2022-08-12,1,Massachusetts
17064,Incomplete,2022-09-19,2,Mississippi
17065,Denied,2021-12-22,1,South Dakota
17066,Incomplete,2021-09-24,2,Arizona
17067,Incomplete,2021-03-18,3,New York
17068,Incomplete,2022-08-29,3,Illinois
17069,Denied,2022-08-19,3,Mississippi
17070,Completed,2021-05-09,2,Michigan
17071,Denied,2020-11-07,3,Alabama
17072,Denied,2021-10-21,1,Minnesota
17073,Completed,2022-12-14,1,Nevada
17074,Incomplete,2022-04-28,1,New Hampshire
17075,Completed,2021-04-06,3,Washington
17076,Incomplete,2021-08-18,2,South Carolina
17077,Completed,2022-03-28,1,Connecticut
17078,Denied,2022-01-24,2,Georgia
17079,Denied,2023-02-14,2,Wyoming
17080,Completed,2020-10-08,3,New Jersey
17081,Completed,2020-07-03,1,New York
17082,Completed,2023-01-13,3,Minnesota
17083,Denied,2023-05-28,2,Nevada
17084,Completed,2022-03-11,1,New York
17085,Completed,2021-01-13,2,South Dakota
17086,Completed,2020-07-16,1,Hawaii
17087,Completed,2022-11-19,1,Alabama
17088,Incomplete,2022-06-26,2,Arizona
17089,Completed,2021-12-01,1,Montana
17090,Incomplete,2022-07-31,3,Alaska
17091,Incomplete,2021-08-06,2,North Carolina
17092,Incomplete,2020-09-19,3,Ohio
17093,Incomplete,2023-01-09,2,Oklahoma
17094,Denied,2022-05-12,1,West Virginia
17095,Completed,2021-05-19,1,Connecticut
17096,Incomplete,2021-02-08,1,Delaware
17097,Denied,2020-11-04,1,Montana
17098,Completed,2020-11-13,1,Idaho
17099,Incomplete,2022-04-11,1,Mississippi
17100,Completed,2022-01-15,1,Tennessee
17101,Incomplete,2022-07-19,2,Arkansas
17102,Incomplete,2022-05-16,2,Wyoming
17103,Denied,2022-01-06,3,North Dakota
17104,Incomplete,2022-04-22,3,Maine
17105,Incomplete,2022-02-24,2,Montana
17106,Incomplete,2022-05-21,1,Missouri
17107,Denied,2021-09-13,3,Minnesota
17108,Incomplete,2022-04-14,2,Kentucky
17109,Denied,2020-07-23,2,Texas
17110,Completed,2020-07-01,1,North Carolina
17111,Incomplete,2020-12-16,1,Virginia
17112,Completed,2021-01-10,3,North Dakota
17113,Incomplete,2020-10-18,3,Wyoming
17114,Denied,2020-07-23,3,Utah
17115,Completed,2020-08-18,2,Florida
17116,Completed,2023-06-15,3,Delaware
17117,Completed,2022-05-05,1,Wyoming
17118,Denied,2022-08-06,3,Iowa
17119,Denied,2023-05-07,2,Nevada
17120,Completed,2021-12-25,2,North Carolina
17121,Completed,2023-01-15,1,Louisiana
17122,Denied,2021-07-04,3,Utah
17123,Incomplete,2023-03-29,2,Washington
17124,Completed,2021-04-04,1,North Dakota
17125,Completed,2020-07-01,1,California
17126,Incomplete,2021-03-11,1,North Carolina
17127,Completed,2021-09-21,3,Kansas
17128,Denied,2022-10-17,3,Arkansas
17129,Incomplete,2021-03-18,1,Maine
17130,Completed,2021-08-26,2,West Virginia
17131,Incomplete,2021-01-28,1,North Dakota
17132,Completed,2022-04-20,1,Arizona
17133,Incomplete,2022-07-27,1,Wyoming
17134,Completed,2023-05-19,2,California
17135,Completed,2020-08-05,2,Delaware
17136,Completed,2023-05-21,2,New Jersey
17137,Denied,2020-12-16,1,Colorado
17138,Completed,2022-07-23,2,North Carolina
17139,Completed,2021-05-27,1,Nebraska
17140,Incomplete,2021-05-23,3,Ohio
17141,Incomplete,2022-12-09,1,New Mexico
17142,Incomplete,2023-01-16,1,West Virginia
17143,Completed,2021-10-19,1,Connecticut
17144,Completed,2021-03-15,2,Colorado
17145,Denied,2022-06-23,2,West Virginia
17146,Completed,2020-08-19,1,Alaska
17147,Denied,2023-04-30,1,Delaware
17148,Incomplete,2021-09-01,2,Ohio
17149,Incomplete,2020-07-01,3,Alaska
17150,Denied,2021-05-01,1,Pennsylvania
17151,Denied,2023-06-21,2,Missouri
17152,Completed,2023-06-05,3,Georgia
17153,Incomplete,2020-09-20,1,Oklahoma
17154,Completed,2021-09-30,3,California
17155,Denied,2022-10-26,3,Virginia
17156,Completed,2020-11-22,2,Idaho
17157,Completed,2022-08-07,2,Pennsylvania
17158,Denied,2020-12-15,1,North Carolina
17159,Completed,2020-09-09,1,Massachusetts
17160,Completed,2021-12-13,2,Nevada
17161,Denied,2021-10-27,3,Pennsylvania
17162,Denied,2022-03-04,2,Ohio
17163,Incomplete,2021-01-21,2,West Virginia
17164,Incomplete,2022-04-21,1,Connecticut
17165,Completed,2022-09-26,3,Minnesota
17166,Denied,2021-05-21,2,South Carolina
17167,Completed,2020-09-04,1,Kansas
17168,Incomplete,2021-09-27,3,Illinois
17169,Completed,2022-10-18,3,New Hampshire
17170,Denied,2020-09-10,1,Utah
17171,Incomplete,2023-04-15,2,Colorado
17172,Denied,2023-04-27,3,South Carolina
17173,Completed,2020-12-31,1,Minnesota
17174,Completed,2021-08-10,1,Florida
17175,Denied,2022-01-02,3,Oklahoma
17176,Incomplete,2022-06-23,3,New Mexico
17177,Denied,2020-06-24,3,North Dakota
17178,Completed,2021-12-11,1,Missouri
17179,Denied,2023-04-14,3,Kansas
17180,Completed,2021-05-10,1,Delaware
17181,Completed,2021-03-30,1,Tennessee
17182,Completed,2023-04-02,2,South Dakota
17183,Completed,2023-04-12,3,Washington
17184,Denied,2021-06-03,3,Iowa
17185,Completed,2022-11-28,3,Missouri
17186,Denied,2023-06-11,3,Montana
17187,Completed,2023-06-20,1,Alaska
17188,Incomplete,2021-10-14,2,Connecticut
17189,Completed,2021-04-18,2,South Carolina
17190,Incomplete,2020-10-06,3,Mississippi
17191,Completed,2021-07-12,2,New Mexico
17192,Incomplete,2022-06-07,1,Oregon
17193,Denied,2022-06-12,3,Delaware
17194,Completed,2022-03-14,2,Louisiana
17195,Denied,2022-12-10,1,California
17196,Denied,2020-11-24,3,Michigan
17197,Incomplete,2023-04-19,2,South Dakota
17198,Incomplete,2022-12-12,2,Oregon
17199,Incomplete,2023-05-13,1,North Dakota
17200,Incomplete,2022-07-27,1,Pennsylvania
17201,Denied,2021-09-29,3,Virginia
17202,Incomplete,2023-05-13,1,Maine
17203,Denied,2023-03-10,2,Nevada
17204,Completed,2021-06-20,2,Indiana
17205,Incomplete,2022-10-10,1,Virginia
17206,Denied,2022-03-11,1,Hawaii
17207,Incomplete,2021-02-22,2,Iowa
17208,Completed,2021-02-27,1,Alabama
17209,Completed,2021-12-18,1,Florida
17210,Denied,2022-10-15,2,Virginia
17211,Denied,2023-02-21,2,South Dakota
17212,Completed,2021-06-04,3,Hawaii
17213,Completed,2022-08-10,1,Idaho
17214,Denied,2021-05-17,1,Nevada
17215,Denied,2020-12-08,2,Tennessee
17216,Incomplete,2021-09-14,1,Rhode Island
17217,Incomplete,2023-06-13,3,Arkansas
17218,Incomplete,2020-09-15,3,Connecticut
17219,Denied,2022-01-05,1,Pennsylvania
17220,Completed,2021-09-21,3,Iowa
17221,Incomplete,2022-09-03,1,Mississippi
17222,Incomplete,2020-10-13,2,Tennessee
17223,Denied,2020-10-14,1,Virginia
17224,Completed,2023-03-05,2,Missouri
17225,Incomplete,2021-02-04,2,Oklahoma
17226,Completed,2021-05-27,2,Mississippi
17227,Incomplete,2023-03-10,2,Connecticut
17228,Incomplete,2023-06-09,1,Alaska
17229,Completed,2021-05-13,3,Arizona
17230,Completed,2022-05-29,3,Kentucky
17231,Denied,2023-05-18,1,Ohio
17232,Completed,2022-03-02,3,Arizona
17233,Incomplete,2022-06-07,1,Nevada
17234,Completed,2021-10-24,1,Mississippi
17235,Completed,2020-07-01,3,Arizona
17236,Incomplete,2022-02-27,3,Rhode Island
17237,Denied,2021-01-13,1,Florida
17238,Denied,2022-09-23,1,Virginia
17239,Incomplete,2022-07-08,3,Maryland
17240,Completed,2021-01-24,2,Louisiana
17241,Incomplete,2022-05-18,2,Pennsylvania
17242,Denied,2022-06-22,3,Kentucky
17243,Incomplete,2021-10-09,3,Vermont
17244,Incomplete,2022-09-08,2,Hawaii
17245,Denied,2023-03-22,1,Virginia
17246,Incomplete,2021-05-08,2,Arkansas
17247,Completed,2023-04-01,3,Kentucky
17248,Completed,2022-03-17,1,Nebraska
17249,Completed,2021-12-22,3,Nevada
17250,Incomplete,2021-09-11,1,Virginia
17251,Completed,2020-08-30,1,Kentucky
17252,Incomplete,2020-11-10,3,Arizona
17253,Completed,2021-12-29,3,Massachusetts
17254,Completed,2020-11-22,3,Oklahoma
17255,Completed,2022-11-09,2,Florida
17256,Incomplete,2023-01-28,2,Utah
17257,Incomplete,2022-09-19,1,Rhode Island
17258,Completed,2022-12-24,3,Montana
17259,Incomplete,2023-04-07,2,Pennsylvania
17260,Completed,2020-11-06,2,New Mexico
17261,Completed,2021-04-01,1,Michigan
17262,Denied,2023-06-04,3,Ohio
17263,Denied,2021-11-02,2,Massachusetts
17264,Incomplete,2020-12-07,3,California
17265,Denied,2023-04-15,1,Georgia
17266,Incomplete,2022-06-17,1,Kentucky
17267,Incomplete,2021-09-13,3,Delaware
17268,Incomplete,2022-10-05,2,Massachusetts
17269,Denied,2021-05-17,1,Mississippi
17270,Denied,2020-09-26,3,Virginia
17271,Denied,2020-06-30,3,Indiana
17272,Incomplete,2021-02-13,1,Minnesota
17273,Denied,2022-01-06,3,Florida
17274,Incomplete,2021-07-11,1,Illinois
17275,Incomplete,2022-09-10,3,South Dakota
17276,Completed,2021-12-12,1,Arkansas
17277,Denied,2023-02-03,3,Ohio
17278,Denied,2022-11-14,2,West Virginia
17279,Completed,2022-01-20,3,South Carolina
17280,Incomplete,2023-03-04,1,Utah
17281,Completed,2020-11-08,2,Washington
17282,Incomplete,2020-07-13,3,Rhode Island
17283,Completed,2021-11-02,2,Tennessee
17284,Completed,2022-03-18,1,South Carolina
17285,Denied,2021-02-08,2,Maryland
17286,Completed,2022-01-30,1,Iowa
17287,Completed,2021-10-04,2,Minnesota
17288,Incomplete,2021-05-22,2,New Mexico
17289,Incomplete,2023-01-03,2,West Virginia
17290,Incomplete,2022-08-25,2,Arizona
17291,Denied,2020-08-16,2,Kansas
17292,Completed,2022-06-28,1,Alabama
17293,Completed,2022-07-18,1,West Virginia
17294,Incomplete,2022-09-13,3,Mississippi
17295,Incomplete,2021-12-10,3,Vermont
17296,Completed,2020-11-07,1,Nevada
17297,Incomplete,2022-05-29,2,Mississippi
17298,Incomplete,2023-04-23,2,New York
17299,Denied,2022-08-09,2,North Dakota
17300,Incomplete,2022-04-17,3,Arizona
17301,Denied,2021-04-12,3,Pennsylvania
17302,Completed,2022-03-06,1,Michigan
17303,Completed,2022-02-03,3,Louisiana
17304,Incomplete,2020-08-20,1,South Carolina
17305,Denied,2020-07-17,1,Utah
17306,Completed,2022-07-13,1,Minnesota
17307,Denied,2022-08-31,3,Arizona
17308,Completed,2021-08-15,3,Tennessee
17309,Incomplete,2022-11-17,2,Indiana
17310,Completed,2020-11-09,3,South Carolina
17311,Denied,2022-12-02,2,Vermont
17312,Incomplete,2021-11-29,3,Maryland
17313,Incomplete,2023-02-07,2,Montana
17314,Denied,2021-11-02,3,Louisiana
17315,Incomplete,2022-10-05,1,Nebraska
17316,Denied,2023-01-11,3,New Jersey
17317,Denied,2022-04-17,1,Mississippi
17318,Completed,2023-02-11,1,New York
17319,Denied,2023-01-04,1,Hawaii
17320,Denied,2021-04-22,2,Tennessee
17321,Denied,2022-07-18,3,New Jersey
17322,Incomplete,2020-06-28,1,Kansas
17323,Incomplete,2021-01-08,1,South Carolina
17324,Completed,2022-07-05,1,New Mexico
17325,Denied,2022-04-21,3,Nevada
17326,Completed,2020-08-27,1,Kansas
17327,Denied,2020-12-04,1,Oklahoma
17328,Denied,2021-12-31,3,Florida
17329,Denied,2020-08-23,2,West Virginia
17330,Completed,2022-09-21,2,North Carolina
17331,Denied,2022-09-26,1,West Virginia
17332,Denied,2022-07-03,2,Kentucky
17333,Incomplete,2023-06-05,2,Virginia
17334,Completed,2020-10-21,3,Delaware
17335,Completed,2021-10-22,3,Alabama
17336,Completed,2021-05-16,2,Virginia
17337,Completed,2022-10-03,1,Mississippi
17338,Denied,2021-05-06,1,Wisconsin
17339,Completed,2021-02-04,1,Massachusetts
17340,Completed,2022-05-10,1,Maryland
17341,Denied,2022-08-14,1,Virginia
17342,Denied,2021-01-10,1,New Jersey
17343,Completed,2022-12-16,2,Florida
17344,Denied,2021-01-01,1,New York
17345,Denied,2022-12-20,3,Virginia
17346,Incomplete,2023-03-26,2,California
17347,Denied,2021-05-08,3,North Dakota
17348,Incomplete,2023-04-01,1,Nebraska
17349,Denied,2022-06-12,2,North Carolina
17350,Completed,2021-05-19,3,Florida
17351,Denied,2021-03-25,2,Utah
17352,Incomplete,2020-10-23,3,New York
17353,Completed,2023-01-27,1,New Mexico
17354,Incomplete,2021-06-16,1,Minnesota
17355,Incomplete,2022-11-12,3,Arkansas
17356,Denied,2020-08-24,2,Missouri
17357,Completed,2020-12-23,3,Arizona
17358,Denied,2022-02-28,1,Maryland
17359,Incomplete,2020-11-18,3,Arizona
17360,Incomplete,2021-03-30,2,Delaware
17361,Completed,2022-03-22,3,New York
17362,Completed,2023-04-09,2,Nebraska
17363,Denied,2021-04-17,1,Ohio
17364,Denied,2022-01-19,3,Delaware
17365,Incomplete,2022-11-11,1,Oregon
17366,Incomplete,2022-12-01,3,Texas
17367,Completed,2022-07-27,3,Louisiana
17368,Incomplete,2022-08-15,2,Massachusetts
17369,Incomplete,2021-06-18,1,Washington
17370,Denied,2022-06-04,2,Arizona
17371,Denied,2022-06-16,1,South Carolina
17372,Completed,2020-09-24,3,Delaware
17373,Denied,2021-04-13,3,Virginia
17374,Denied,2021-07-05,3,Ohio
17375,Completed,2020-07-04,2,Rhode Island
17376,Incomplete,2020-11-18,3,Oregon
17377,Denied,2020-12-27,2,Massachusetts
17378,Completed,2022-01-03,3,Wyoming
17379,Completed,2020-12-23,2,Michigan
17380,Completed,2022-09-24,1,Massachusetts
17381,Incomplete,2022-09-23,3,Vermont
17382,Incomplete,2022-01-15,2,Louisiana
17383,Denied,2023-04-26,3,Montana
17384,Completed,2022-01-29,2,Hawaii
17385,Denied,2023-02-25,3,Michigan
17386,Denied,2021-02-07,3,Indiana
17387,Completed,2022-12-17,1,Maryland
17388,Completed,2021-05-06,1,Mississippi
17389,Incomplete,2022-05-29,2,Massachusetts
17390,Denied,2021-09-09,3,Ohio
17391,Denied,2021-08-27,3,Oregon
17392,Completed,2022-03-29,2,Montana
17393,Completed,2021-12-18,1,Delaware
17394,Incomplete,2022-05-27,3,Colorado
17395,Incomplete,2021-10-12,1,Illinois
17396,Completed,2021-03-30,1,West Virginia
17397,Incomplete,2020-11-07,2,South Dakota
17398,Completed,2022-11-14,1,Colorado
17399,Denied,2021-02-06,1,Hawaii
17400,Completed,2021-11-24,3,Oklahoma
17401,Incomplete,2020-07-15,3,Arkansas
17402,Completed,2021-08-11,2,Arizona
17403,Completed,2022-06-26,2,Illinois
17404,Incomplete,2021-02-15,3,Maine
17405,Completed,2020-06-27,2,Maryland
17406,Completed,2023-04-02,2,South Dakota
17407,Completed,2021-12-27,1,Louisiana
17408,Denied,2020-09-10,2,Alabama
17409,Denied,2022-11-19,1,Louisiana
17410,Denied,2022-10-05,3,Hawaii
17411,Completed,2020-11-14,1,Iowa
17412,Incomplete,2022-08-04,3,Colorado
17413,Denied,2020-10-10,2,Hawaii
17414,Denied,2023-03-20,2,Virginia
17415,Denied,2021-08-07,1,Michigan
17416,Completed,2022-01-16,3,Illinois
17417,Incomplete,2022-10-19,3,South Carolina
17418,Completed,2021-01-22,3,Texas
17419,Incomplete,2021-08-22,2,Iowa
17420,Denied,2022-08-08,1,South Dakota
17421,Incomplete,2022-06-08,2,Arkansas
17422,Denied,2023-06-08,1,Alabama
17423,Incomplete,2022-11-02,3,California
17424,Incomplete,2021-03-20,1,Utah
17425,Completed,2021-09-17,1,Michigan
17426,Denied,2021-01-27,1,Washington
17427,Completed,2020-09-24,1,Maryland
17428,Completed,2022-07-13,1,Montana
17429,Denied,2020-10-28,3,Nebraska
17430,Completed,2020-07-12,2,Missouri
17431,Denied,2022-03-24,2,Connecticut
17432,Incomplete,2021-07-04,2,New Jersey
17433,Incomplete,2021-10-13,3,North Carolina
17434,Denied,2021-03-16,1,Delaware
17435,Completed,2022-07-03,2,South Dakota
17436,Completed,2022-08-08,2,Indiana
17437,Incomplete,2022-01-13,3,Florida
17438,Denied,2022-04-14,1,California
17439,Denied,2022-11-19,2,California
17440,Incomplete,2021-06-15,1,Oklahoma
17441,Completed,2020-11-22,2,Ohio
17442,Denied,2021-02-11,2,New York
17443,Completed,2020-11-16,1,Kentucky
17444,Incomplete,2022-02-11,1,Texas
17445,Completed,2021-02-15,2,Louisiana
17446,Denied,2021-03-28,3,New Hampshire
17447,Denied,2021-04-07,2,Connecticut
17448,Incomplete,2023-06-05,2,South Dakota
17449,Denied,2022-09-28,3,New York
17450,Denied,2021-11-17,1,Alaska
17451,Denied,2023-06-05,3,Nevada
17452,Incomplete,2020-09-25,1,Kansas
17453,Completed,2022-04-24,2,Georgia
17454,Completed,2022-06-26,2,Wisconsin
17455,Denied,2022-08-06,3,New Jersey
17456,Incomplete,2022-01-25,3,Indiana
17457,Denied,2020-12-14,1,Maine
17458,Denied,2022-02-06,2,Maine
17459,Denied,2021-07-21,1,Delaware
17460,Completed,2021-08-14,3,Louisiana
17461,Incomplete,2022-12-10,2,South Carolina
17462,Completed,2021-08-16,1,New Hampshire
17463,Completed,2022-04-26,2,Hawaii
17464,Completed,2020-09-26,2,Utah
17465,Completed,2022-08-16,2,Georgia
17466,Incomplete,2023-02-18,3,Pennsylvania
17467,Denied,2022-09-17,1,Michigan
17468,Denied,2021-10-16,1,Georgia
17469,Denied,2021-03-08,3,Mississippi
17470,Denied,2021-03-11,2,Michigan
17471,Completed,2022-07-24,2,Vermont
17472,Denied,2021-07-29,3,Indiana
17473,Incomplete,2021-06-20,3,Connecticut
17474,Completed,2021-08-24,2,Rhode Island
17475,Completed,2020-10-15,3,Wisconsin
17476,Incomplete,2020-09-27,1,Texas
17477,Completed,2021-01-17,3,Texas
17478,Incomplete,2022-09-14,2,Connecticut
17479,Incomplete,2021-08-25,3,Missouri
17480,Denied,2022-08-02,3,Louisiana
17481,Completed,2020-09-27,3,Wyoming
17482,Incomplete,2020-09-12,2,California
17483,Incomplete,2023-02-25,2,Pennsylvania
17484,Denied,2021-07-04,3,Kansas
17485,Denied,2022-08-08,1,Maine
17486,Incomplete,2023-05-01,1,Missouri
17487,Completed,2022-10-19,1,Rhode Island
17488,Denied,2023-02-08,1,Massachusetts
17489,Denied,2020-12-17,1,South Carolina
17490,Incomplete,2023-03-27,3,Ohio
17491,Completed,2022-02-04,1,California
17492,Incomplete,2022-10-21,3,Wisconsin
17493,Incomplete,2021-10-02,3,Alabama
17494,Incomplete,2023-05-26,1,North Carolina
17495,Completed,2022-09-15,2,Kansas
17496,Incomplete,2023-06-10,1,Louisiana
17497,Completed,2022-07-17,1,Colorado
17498,Denied,2020-12-04,3,Iowa
17499,Incomplete,2022-05-23,2,Maine
17500,Incomplete,2020-11-29,1,Maine
17501,Denied,2023-01-25,2,Tennessee
17502,Incomplete,2021-08-04,1,Virginia
17503,Completed,2022-09-16,2,Mississippi
17504,Denied,2023-04-18,1,Wisconsin
17505,Completed,2020-10-15,1,Massachusetts
17506,Denied,2021-11-22,2,Massachusetts
17507,Incomplete,2021-10-17,3,Virginia
17508,Denied,2021-04-04,3,Arkansas
17509,Completed,2020-10-19,3,Louisiana
17510,Denied,2020-09-11,3,South Dakota
17511,Incomplete,2022-01-16,1,Colorado
17512,Completed,2021-07-05,1,North Carolina
17513,Incomplete,2023-06-06,3,Texas
17514,Completed,2022-06-15,3,Rhode Island
17515,Incomplete,2021-08-05,3,Nebraska
17516,Completed,2021-11-10,2,New Jersey
17517,Incomplete,2021-09-11,1,Delaware
17518,Incomplete,2023-03-15,3,Colorado
17519,Denied,2021-04-26,1,Vermont
17520,Incomplete,2023-04-02,1,Kentucky
17521,Completed,2022-10-20,1,California
17522,Incomplete,2022-01-31,2,Nebraska
17523,Completed,2023-02-17,2,Alabama
17524,Completed,2022-02-23,1,Florida
17525,Completed,2023-06-04,1,Virginia
17526,Incomplete,2021-10-18,1,California
17527,Denied,2021-05-24,1,Maryland
17528,Incomplete,2020-08-30,2,Maine
17529,Completed,2023-06-08,3,Nebraska
17530,Denied,2022-01-25,1,Florida
17531,Completed,2021-04-18,2,Maine
17532,Completed,2022-01-26,3,Arkansas
17533,Denied,2021-09-08,3,Pennsylvania
17534,Incomplete,2022-03-31,3,New Mexico
17535,Denied,2022-10-05,3,Hawaii
17536,Incomplete,2022-01-23,2,Illinois
17537,Incomplete,2022-08-18,3,Nevada
17538,Completed,2023-05-07,1,South Dakota
17539,Denied,2022-09-20,2,Iowa
17540,Completed,2021-10-12,2,Rhode Island
17541,Denied,2022-05-20,1,Maine
17542,Completed,2022-11-06,3,Tennessee
17543,Completed,2022-07-16,1,Wisconsin
17544,Completed,2023-05-06,2,Missouri
17545,Denied,2022-06-16,2,South Carolina
17546,Completed,2022-12-30,1,Oregon
17547,Denied,2020-12-10,1,California
17548,Completed,2022-03-25,2,Colorado
17549,Incomplete,2022-04-21,1,New York
17550,Completed,2022-09-05,2,Texas
17551,Completed,2023-01-11,3,Wisconsin
17552,Completed,2020-08-16,1,Tennessee
17553,Incomplete,2022-08-05,1,Utah
17554,Denied,2020-07-23,3,North Carolina
17555,Incomplete,2022-06-16,1,Iowa
17556,Denied,2021-10-22,1,New York
17557,Incomplete,2023-03-06,2,Massachusetts
17558,Denied,2022-07-11,1,Alaska
17559,Incomplete,2022-12-06,2,Kansas
17560,Incomplete,2021-07-19,2,Ohio
17561,Completed,2023-06-16,2,Alabama
17562,Incomplete,2021-03-24,3,New Hampshire
17563,Completed,2021-04-22,1,New Hampshire
17564,Completed,2021-01-18,2,Utah
17565,Completed,2020-12-01,2,Delaware
17566,Incomplete,2020-12-19,1,Iowa
17567,Denied,2021-01-24,1,North Dakota
17568,Completed,2023-04-14,3,Kentucky
17569,Incomplete,2021-04-29,3,Montana
17570,Completed,2023-02-12,1,Wyoming
17571,Incomplete,2022-05-07,3,Minnesota
17572,Incomplete,2021-09-23,2,Kentucky
17573,Denied,2023-02-18,1,Texas
17574,Incomplete,2023-03-18,3,Texas
17575,Incomplete,2022-06-07,1,Delaware
17576,Incomplete,2022-01-23,1,New Mexico
17577,Completed,2021-04-01,2,Alaska
17578,Denied,2021-08-03,1,Pennsylvania
17579,Completed,2021-11-05,2,New York
17580,Incomplete,2023-05-16,2,Utah
17581,Denied,2023-03-09,1,Louisiana
17582,Completed,2020-08-06,3,Michigan
17583,Incomplete,2023-06-07,2,Hawaii
17584,Completed,2023-06-10,2,Kansas
17585,Completed,2021-06-26,1,New Mexico
17586,Denied,2021-09-27,1,Alabama
17587,Completed,2021-02-10,2,Washington
17588,Completed,2023-04-06,2,Indiana
17589,Denied,2021-06-06,3,Nevada
17590,Incomplete,2020-09-13,3,Maine
17591,Denied,2023-02-04,3,Georgia
17592,Denied,2020-06-22,2,Minnesota
17593,Completed,2023-05-11,2,Alaska
17594,Completed,2023-01-16,3,Delaware
17595,Denied,2020-06-26,1,New York
17596,Denied,2020-08-18,1,New Jersey
17597,Completed,2020-07-19,3,Ohio
17598,Incomplete,2022-04-11,1,New York
17599,Incomplete,2021-10-04,2,Nebraska
17600,Incomplete,2022-02-02,2,Massachusetts
17601,Completed,2020-07-20,3,New Jersey
17602,Denied,2022-10-16,3,Wisconsin
17603,Denied,2021-01-22,2,Nebraska
17604,Incomplete,2021-07-31,2,Wisconsin
17605,Incomplete,2021-02-23,3,New Hampshire
17606,Completed,2021-04-13,1,Iowa
17607,Incomplete,2021-12-09,2,Virginia
17608,Denied,2022-01-28,2,Michigan
17609,Completed,2022-11-09,2,Michigan
17610,Completed,2020-11-22,1,Illinois
17611,Completed,2020-12-02,1,Nebraska
17612,Denied,2023-03-03,2,Hawaii
17613,Completed,2021-10-09,1,Hawaii
17614,Completed,2023-04-18,2,Colorado
17615,Denied,2020-06-30,1,Mississippi
17616,Incomplete,2021-10-23,3,Wisconsin
17617,Completed,2020-11-16,2,Maine
17618,Denied,2022-08-01,2,North Carolina
17619,Incomplete,2023-05-28,2,Vermont
17620,Completed,2020-11-05,3,North Carolina
17621,Completed,2023-01-30,3,Rhode Island
17622,Denied,2020-10-06,1,Maine
17623,Denied,2021-10-08,3,Virginia
17624,Completed,2022-02-17,2,Ohio
17625,Incomplete,2021-02-23,1,West Virginia
17626,Incomplete,2022-01-09,2,Nebraska
17627,Denied,2023-05-16,2,New Hampshire
17628,Completed,2022-05-24,2,New Jersey
17629,Completed,2022-08-01,3,West Virginia
17630,Incomplete,2022-03-21,2,Ohio
17631,Incomplete,2023-02-10,3,Alabama
17632,Incomplete,2021-07-03,3,Connecticut
17633,Completed,2021-02-04,1,Nevada
17634,Incomplete,2022-05-22,2,Delaware
17635,Incomplete,2020-12-31,3,Massachusetts
17636,Denied,2023-02-06,3,Texas
17637,Completed,2021-12-28,2,Connecticut
17638,Incomplete,2021-12-04,3,Michigan
17639,Completed,2022-01-12,3,Tennessee
17640,Completed,2021-09-03,3,Hawaii
17641,Denied,2023-06-02,2,Nevada
17642,Incomplete,2020-09-29,1,South Carolina
17643,Denied,2021-10-30,1,Hawaii
17644,Incomplete,2023-04-27,3,Pennsylvania
17645,Denied,2020-07-17,1,Virginia
17646,Completed,2021-08-17,1,Kentucky
17647,Completed,2021-07-08,2,Ohio
17648,Incomplete,2023-05-25,1,Arizona
17649,Completed,2021-08-11,3,South Dakota
17650,Completed,2022-09-24,1,West Virginia
17651,Incomplete,2021-02-11,2,Vermont
17652,Denied,2023-02-22,1,Oklahoma
17653,Incomplete,2022-06-05,2,West Virginia
17654,Denied,2023-03-10,2,South Carolina
17655,Completed,2021-08-03,1,West Virginia
17656,Denied,2022-06-07,2,Nebraska
17657,Incomplete,2021-06-22,3,North Carolina
17658,Denied,2022-02-09,1,Wisconsin
17659,Incomplete,2021-02-15,1,Florida
17660,Incomplete,2021-12-22,3,Pennsylvania
17661,Denied,2021-03-25,3,Nebraska
17662,Denied,2022-05-06,1,Montana
17663,Incomplete,2023-03-24,2,Iowa
