expense_id,expense_date,expense_amount,description,department_id
2676,2023-05-28,6685,expense related to market research,9
2677,2023-01-15,7138,expense related to compliance monitoring,6
2678,2023-02-26,4655,expense related to checking account,1
2679,2022-05-17,5226,expense related to mergers and acquisitions,3
2680,2022-06-20,2915,expense related to performance management,8
2681,2023-03-23,8338,expense related to marketing campaigns,9
2682,2023-05-06,3179,expense related to cybersecurity measures,5
2683,2023-02-08,1625,expense related to savings account,1
2684,2019-09-25,3576,expense related to investment management,4
2685,2022-10-24,5683,expense related to employee recruitment,8
2686,2021-05-25,2004,expense related to personalized advisory services for affluent customers,4
2687,2022-01-28,5941,expense related to customer acquisition strategies,9
2688,2019-10-02,2278,expense related to checking account,1
2689,2020-05-03,1711,expense related to financial planning,4
2690,2023-04-17,4625,expense related to cash management for businesses,2
2691,2022-05-31,6910,expense related to internal controls,6
2692,2023-02-14,4115,expense related to savings account,1
2693,2020-06-04,8325,expense related to cash management for businesses,2
2694,2023-02-15,6606,expense related to employee recruitment,8
2695,2022-12-16,9942,expense related to cybersecurity measures,5
2696,2023-03-06,7841,expense related to customer acquisition strategies,9
2697,2019-12-18,8669,expense related to cash management for businesses,2
2698,2019-08-16,7199,expense related to personalized advisory services for affluent customers,4
2699,2022-10-11,4330,expense related to trading operations,7
2700,2022-06-08,2772,expense related to technology upgrades,5
2701,2021-06-01,1079,expense related to training and development,8
2702,2022-11-01,1515,expense related to checking account,1
2703,2021-06-15,3853,expense related to customer acquisition strategies,9
2704,2020-05-23,1617,expense related to mergers and acquisitions,3
2705,2020-03-09,1164,expense related to savings account,1
2706,2022-04-23,3915,expense related to mergers and acquisitions,3
2707,2020-04-03,1852,expense related to training and development,8
2708,2020-11-07,7147,expense related to treasury activities,7
2709,2021-11-23,4400,expense related to customer acquisition strategies,9
2710,2022-02-08,1571,expense related to compliance monitoring,6
2711,2022-04-18,3473,expense related to treasury activities,7
2712,2023-01-22,9865,expense related to financial planning,4
2713,2021-10-17,5440,expense related to technology upgrades,5
2714,2023-02-18,2095,expense related to checking account,1
2715,2023-01-20,2131,expense related to cash management for businesses,2
2716,2022-08-11,9980,expense related to marketing campaigns,9
2717,2020-05-20,7404,expense related to trade finance,2
2718,2021-08-29,3793,expense related to training and development,8
2719,2021-01-13,9954,expense related to performance management,8
2720,2020-02-04,9387,expense related to technology upgrades,5
2721,2022-02-02,2930,expense related to personalized advisory services for affluent customers,4
2722,2021-10-20,6827,expense related to commercial loans,2
2723,2019-08-11,8603,expense related to performance management,8
2724,2020-06-12,1542,expense related to trading operations,7
2725,2022-02-17,2527,expense related to cybersecurity measures,5
2726,2023-02-23,3754,expense related to personalized advisory services for affluent customers,4
2727,2021-08-02,4626,expense related to trade finance,2
2728,2023-01-13,7638,expense related to internal controls,6
2729,2020-06-18,3572,expense related to savings account,1
2730,2021-09-04,7298,expense related to technology upgrades,5
2731,2020-07-18,3637,expense related to mergers and acquisitions,3
2732,2021-01-29,5828,expense related to market research,9
2733,2022-12-24,7739,expense related to cybersecurity measures,5
2734,2020-06-09,7238,expense related to capital market operations,3
2735,2021-10-19,2150,expense related to cash management for businesses,2
2736,2021-10-09,8662,expense related to trade finance,2
2737,2021-06-23,2342,expense related to capital market operations,3
2738,2020-09-05,7527,expense related to cybersecurity measures,5
2739,2023-04-13,5878,expense related to internal controls,6
2740,2020-11-03,2106,expense related to cash management for businesses,2
2741,2023-02-14,6508,expense related to marketing campaigns,9
2742,2021-02-11,5201,expense related to treasury activities,7
2743,2019-07-05,4354,expense related to internal controls,6
2744,2023-04-14,5853,expense related to mergers and acquisitions,3
2745,2021-04-02,5494,expense related to training and development,8
2746,2021-02-11,1177,expense related to checking account,1
2747,2019-08-29,2887,expense related to technology upgrades,5
2748,2020-04-14,9300,expense related to compliance monitoring,6
2749,2022-02-26,6204,expense related to technology upgrades,5
2750,2020-01-17,9671,expense related to trade finance,2
2751,2022-12-01,8023,expense related to mergers and acquisitions,3
2752,2021-12-03,6486,expense related to trade finance,2
2753,2020-12-10,4304,expense related to back-office operations,5
2754,2020-07-27,3637,expense related to credit cards,1
2755,2020-10-02,4208,expense related to trading operations,7
2756,2020-04-20,3060,expense related to training and development,8
2757,2023-06-10,8026,expense related to market research,9
2758,2023-01-25,1445,expense related to cybersecurity measures,5
2759,2020-08-01,2207,expense related to liquidity management,7
2760,2023-04-01,3584,expense related to risk assessment,6
2761,2021-01-02,7111,expense related to marketing campaigns,9
2762,2020-12-25,7199,expense related to performance management,8
2763,2021-12-02,5026,expense related to checking account,1
2764,2022-09-29,7789,expense related to savings account,1
2765,2019-10-15,8029,expense related to risk assessment,6
2766,2022-07-08,3636,expense related to technology upgrades,5
2767,2020-10-06,4734,expense related to internal controls,6
2768,2021-01-16,2255,expense related to internal controls,6
2769,2019-12-20,2241,expense related to cash management for businesses,2
2770,2022-08-04,1990,expense related to treasury activities,7
2771,2022-12-20,9974,expense related to trade finance,2
2772,2023-04-03,1303,expense related to savings account,1
2773,2023-01-27,6338,expense related to training and development,8
2774,2021-04-05,7934,expense related to mergers and acquisitions,3
2775,2020-04-24,8274,expense related to internal controls,6
2776,2021-02-18,2795,expense related to back-office operations,5
2777,2020-10-28,5345,expense related to treasury activities,7
2778,2021-07-12,6513,expense related to customer acquisition strategies,9
2779,2023-01-29,8980,expense related to back-office operations,5
2780,2021-03-24,9100,expense related to investment management,4
2781,2019-09-09,9635,expense related to credit cards,1
2782,2023-05-18,9696,expense related to training and development,8
2783,2022-06-19,1123,expense related to trade finance,2
2784,2020-08-15,3282,expense related to cybersecurity measures,5
2785,2020-11-12,4012,expense related to liquidity management,7
2786,2023-02-09,5143,expense related to internal controls,6
2787,2021-09-13,4145,expense related to back-office operations,5
2788,2023-06-15,7785,expense related to commercial loans,2
2789,2022-02-03,1523,expense related to training and development,8
2790,2020-03-22,9047,expense related to investment management,4
2791,2023-04-19,3348,expense related to risk assessment,6
2792,2020-02-27,6251,expense related to risk assessment,6
2793,2019-10-14,8048,expense related to trading operations,7
2794,2021-05-23,8369,expense related to liquidity management,7
2795,2022-12-09,7616,expense related to technology upgrades,5
2796,2022-12-05,1756,expense related to savings account,1
2797,2021-05-05,3092,expense related to mergers and acquisitions,3
2798,2023-06-28,6813,expense related to mergers and acquisitions,3
2799,2020-11-13,1081,expense related to credit cards,1
2800,2019-10-09,6935,expense related to employee recruitment,8
2801,2019-09-02,6484,expense related to personalized advisory services for affluent customers,4
2802,2021-02-08,3395,expense related to back-office operations,5
2803,2023-02-24,1082,expense related to liquidity management,7
2804,2020-02-11,5636,expense related to cybersecurity measures,5
2805,2021-06-26,8379,expense related to savings account,1
2806,2020-08-10,4036,expense related to performance management,8
2807,2020-09-04,4523,expense related to commercial loans,2
2808,2020-07-17,6585,expense related to capital market operations,3
2809,2020-02-18,6563,expense related to mergers and acquisitions,3
2810,2022-08-18,9921,expense related to employee recruitment,8
2811,2023-04-15,6649,expense related to cybersecurity measures,5
2812,2023-04-05,9021,expense related to compliance monitoring,6
2813,2021-08-09,5218,expense related to technology upgrades,5
2814,2021-01-18,6299,expense related to internal controls,6
2815,2021-03-16,2344,expense related to investment management,4
2816,2023-02-03,7733,expense related to liquidity management,7
2817,2023-06-09,2785,expense related to employee recruitment,8
2818,2023-05-25,2733,expense related to trade finance,2
2819,2023-03-18,2052,expense related to compliance monitoring,6
2820,2020-01-04,9804,expense related to marketing campaigns,9
2821,2022-12-12,3316,expense related to liquidity management,7
2822,2020-01-27,4159,expense related to compliance monitoring,6
2823,2022-04-18,1955,expense related to compliance monitoring,6
2824,2021-08-13,5741,expense related to compliance monitoring,6
2825,2023-06-12,4672,expense related to compliance monitoring,6
2826,2021-01-27,5802,expense related to internal controls,6
2827,2021-01-30,2977,expense related to mergers and acquisitions,3
2828,2021-10-09,2199,expense related to marketing campaigns,9
2829,2020-08-04,2493,expense related to personalized advisory services for affluent customers,4
2830,2020-10-01,1430,expense related to savings account,1
2831,2021-08-25,5391,expense related to training and development,8
2832,2022-04-11,1266,expense related to internal controls,6
2833,2021-12-06,5334,expense related to capital market operations,3
2834,2023-04-22,4010,expense related to technology upgrades,5
2835,2022-04-21,7673,expense related to internal controls,6
2836,2022-06-18,2626,expense related to compliance monitoring,6
2837,2022-01-10,9027,expense related to back-office operations,5
2838,2023-06-06,3348,expense related to employee recruitment,8
2839,2023-02-16,2317,expense related to personalized advisory services for affluent customers,4
2840,2020-08-06,3300,expense related to investment management,4
2841,2022-06-13,9063,expense related to liquidity management,7
2842,2020-09-27,2828,expense related to cash management for businesses,2
2843,2020-01-20,8809,expense related to compliance monitoring,6
2844,2022-01-22,7591,expense related to internal controls,6
2845,2023-05-20,1025,expense related to credit cards,1
2846,2019-11-19,4676,expense related to trade finance,2
2847,2020-05-21,5554,expense related to capital market operations,3
2848,2022-08-07,5301,expense related to investment management,4
2849,2022-06-12,3152,expense related to performance management,8
2850,2019-12-09,1653,expense related to employee recruitment,8
2851,2020-12-21,6303,expense related to financial planning,4
2852,2022-02-02,2517,expense related to checking account,1
2853,2023-05-30,3771,expense related to customer acquisition strategies,9
2854,2020-01-20,4183,expense related to technology upgrades,5
2855,2021-01-20,7068,expense related to savings account,1
2856,2022-03-06,4557,expense related to financial planning,4
2857,2022-07-16,3782,expense related to risk assessment,6
2858,2021-12-01,7594,expense related to liquidity management,7
2859,2022-04-10,1070,expense related to investment management,4
2860,2021-11-20,8761,expense related to cash management for businesses,2
2861,2020-04-18,8814,expense related to cybersecurity measures,5
2862,2022-01-31,3839,expense related to customer acquisition strategies,9
2863,2020-04-01,2100,expense related to liquidity management,7
2864,2023-01-18,8637,expense related to trading operations,7
2865,2021-06-12,8941,expense related to compliance monitoring,6
2866,2020-06-06,7164,expense related to liquidity management,7
2867,2023-01-10,5599,expense related to training and development,8
2868,2021-10-24,6109,expense related to personalized advisory services for affluent customers,4
2869,2021-08-03,2471,expense related to customer acquisition strategies,9
2870,2022-03-17,8844,expense related to compliance monitoring,6
2871,2021-05-18,6696,expense related to cash management for businesses,2
2872,2019-12-23,3317,expense related to mergers and acquisitions,3
2873,2023-05-15,1730,expense related to back-office operations,5
2874,2019-07-08,9693,expense related to employee recruitment,8
2875,2023-01-28,4625,expense related to cybersecurity measures,5
2876,2021-02-11,3141,expense related to risk assessment,6
2877,2021-06-09,2691,expense related to mergers and acquisitions,3
2878,2019-07-22,7123,expense related to mergers and acquisitions,3
2879,2021-02-13,2713,expense related to training and development,8
2880,2021-11-20,1376,expense related to cybersecurity measures,5
2881,2020-01-13,8014,expense related to technology upgrades,5
2882,2021-09-03,2386,expense related to technology upgrades,5
2883,2022-03-16,4602,expense related to treasury activities,7
2884,2019-08-03,7581,expense related to risk assessment,6
2885,2021-04-15,8978,expense related to capital market operations,3
2886,2023-02-24,8536,expense related to employee recruitment,8
2887,2022-06-03,3045,expense related to savings account,1
2888,2022-08-03,2118,expense related to liquidity management,7
2889,2022-01-06,9411,expense related to financial planning,4
2890,2019-11-10,3935,expense related to commercial loans,2
2891,2021-04-14,4549,expense related to credit cards,1
2892,2021-08-22,7863,expense related to cybersecurity measures,5
2893,2023-04-17,2366,expense related to technology upgrades,5
2894,2022-03-20,9193,expense related to customer acquisition strategies,9
2895,2022-01-22,1896,expense related to employee recruitment,8
2896,2019-09-08,8688,expense related to employee recruitment,8
2897,2022-04-03,4241,expense related to cybersecurity measures,5
2898,2020-12-03,3906,expense related to performance management,8
2899,2019-11-29,4435,expense related to investment management,4
2900,2021-08-24,1105,expense related to treasury activities,7
2901,2022-05-16,4597,expense related to internal controls,6
2902,2022-04-18,4517,expense related to commercial loans,2
2903,2019-07-23,1820,expense related to mergers and acquisitions,3
2904,2020-12-21,6440,expense related to checking account,1
2905,2022-09-21,9889,expense related to market research,9
2906,2021-08-22,1774,expense related to marketing campaigns,9
2907,2020-11-09,8995,expense related to trading operations,7
2908,2019-12-16,5107,expense related to risk assessment,6
2909,2023-02-21,5488,expense related to trading operations,7
2910,2020-06-05,5414,expense related to credit cards,1
2911,2021-12-29,5817,expense related to risk assessment,6
2912,2019-08-04,1050,expense related to liquidity management,7
2913,2020-07-09,5870,expense related to savings account,1
2914,2023-01-04,4682,expense related to risk assessment,6
2915,2020-05-24,6138,expense related to capital market operations,3
2916,2020-12-07,7261,expense related to technology upgrades,5
2917,2020-04-15,7120,expense related to commercial loans,2
2918,2022-04-10,8279,expense related to capital market operations,3
2919,2023-06-17,5421,expense related to customer acquisition strategies,9
2920,2020-10-14,6912,expense related to personalized advisory services for affluent customers,4
2921,2019-09-12,9974,expense related to financial planning,4
2922,2020-03-21,3143,expense related to liquidity management,7
2923,2022-06-04,3026,expense related to market research,9
2924,2022-03-24,2930,expense related to personalized advisory services for affluent customers,4
2925,2021-05-16,2226,expense related to market research,9
2926,2021-04-20,7037,expense related to market research,9
2927,2020-04-18,9293,expense related to cash management for businesses,2
2928,2023-03-02,1700,expense related to marketing campaigns,9
2929,2022-05-09,2271,expense related to credit cards,1
2930,2022-03-03,2915,expense related to savings account,1
2931,2020-09-25,7383,expense related to technology upgrades,5
2932,2022-03-19,6048,expense related to checking account,1
2933,2021-05-15,5549,expense related to training and development,8
2934,2021-04-07,2571,expense related to trade finance,2
2935,2022-10-18,5244,expense related to performance management,8
2936,2019-10-15,7505,expense related to risk assessment,6
2937,2020-09-08,1229,expense related to treasury activities,7
2938,2020-02-27,9122,expense related to capital market operations,3
2939,2020-10-17,3503,expense related to cybersecurity measures,5
2940,2022-11-25,4775,expense related to trade finance,2
2941,2019-09-30,7829,expense related to back-office operations,5
2942,2020-10-19,5894,expense related to treasury activities,7
2943,2020-01-22,4652,expense related to investment management,4
2944,2019-10-24,9320,expense related to technology upgrades,5
2945,2020-06-04,8339,expense related to checking account,1
2946,2021-07-08,6374,expense related to back-office operations,5
2947,2022-07-26,5463,expense related to checking account,1
2948,2023-02-19,2242,expense related to risk assessment,6
2949,2022-09-23,9048,expense related to back-office operations,5
2950,2021-04-07,2993,expense related to cash management for businesses,2
2951,2021-06-13,7928,expense related to treasury activities,7
2952,2022-11-15,5800,expense related to commercial loans,2
2953,2021-03-05,6062,expense related to back-office operations,5
2954,2023-01-06,1818,expense related to compliance monitoring,6
2955,2023-04-26,8707,expense related to internal controls,6
2956,2021-12-23,9293,expense related to checking account,1
2957,2022-05-04,1297,expense related to employee recruitment,8
2958,2023-03-03,7941,expense related to internal controls,6
2959,2020-08-20,9446,expense related to customer acquisition strategies,9
2960,2023-03-16,1488,expense related to customer acquisition strategies,9
2961,2021-03-15,1289,expense related to employee recruitment,8
2962,2022-07-20,2963,expense related to risk assessment,6
2963,2021-05-21,1042,expense related to financial planning,4
2964,2023-05-29,7988,expense related to checking account,1
2965,2022-01-23,1299,expense related to cybersecurity measures,5
2966,2021-11-30,6987,expense related to liquidity management,7
2967,2019-07-18,4290,expense related to performance management,8
2968,2020-12-23,5003,expense related to investment management,4
2969,2021-10-27,4680,expense related to performance management,8
2970,2023-06-10,8542,expense related to investment management,4
2971,2020-09-14,5834,expense related to liquidity management,7
2972,2020-04-28,7070,expense related to employee recruitment,8
2973,2022-10-02,7060,expense related to compliance monitoring,6
2974,2021-10-26,5813,expense related to employee recruitment,8
2975,2022-10-10,4409,expense related to liquidity management,7
2976,2021-11-28,2535,expense related to cash management for businesses,2
2977,2019-12-11,3771,expense related to customer acquisition strategies,9
2978,2022-02-04,5822,expense related to credit cards,1
2979,2020-02-11,6510,expense related to customer acquisition strategies,9
2980,2020-03-19,8282,expense related to mergers and acquisitions,3
2981,2022-12-11,8569,expense related to trading operations,7
2982,2019-07-05,8242,expense related to customer acquisition strategies,9
2983,2021-03-10,1616,expense related to financial planning,4
2984,2022-07-09,2930,expense related to cash management for businesses,2
2985,2023-03-10,8023,expense related to market research,9
2986,2023-02-23,1020,expense related to trading operations,7
2987,2021-11-30,7118,expense related to trade finance,2
2988,2022-05-23,6390,expense related to compliance monitoring,6
2989,2023-04-29,7762,expense related to capital market operations,3
2990,2023-04-19,8166,expense related to customer acquisition strategies,9
2991,2022-01-08,1896,expense related to checking account,1
2992,2020-04-25,7001,expense related to investment management,4
2993,2021-11-05,6307,expense related to checking account,1
2994,2020-06-03,2990,expense related to commercial loans,2
2995,2021-01-24,6648,expense related to risk assessment,6
2996,2021-12-29,6145,expense related to marketing campaigns,9
2997,2022-12-08,7661,expense related to capital market operations,3
2998,2020-05-24,9920,expense related to cash management for businesses,2
2999,2020-05-17,8542,expense related to investment management,4
3000,2021-04-21,3038,expense related to savings account,1
3001,2023-05-23,4331,expense related to credit cards,1
3002,2022-06-21,5025,expense related to investment management,4
3003,2022-11-20,2947,expense related to treasury activities,7
3004,2020-08-28,8534,expense related to personalized advisory services for affluent customers,4
3005,2023-04-08,2951,expense related to checking account,1
3006,2023-03-15,8125,expense related to technology upgrades,5
3007,2022-10-21,8935,expense related to market research,9
3008,2019-12-01,1404,expense related to treasury activities,7
3009,2020-04-17,3720,expense related to compliance monitoring,6
3010,2022-06-05,3844,expense related to treasury activities,7
3011,2021-12-11,6662,expense related to market research,9
3012,2023-04-09,9329,expense related to credit cards,1
3013,2022-08-09,1290,expense related to investment management,4
3014,2022-09-08,4432,expense related to mergers and acquisitions,3
3015,2020-05-03,9499,expense related to trading operations,7
3016,2022-03-11,3701,expense related to liquidity management,7
3017,2021-01-16,5976,expense related to technology upgrades,5
3018,2020-03-26,4299,expense related to customer acquisition strategies,9
3019,2020-02-22,5961,expense related to technology upgrades,5
3020,2019-11-09,9255,expense related to cybersecurity measures,5
3021,2019-10-22,6098,expense related to compliance monitoring,6
3022,2019-09-04,8075,expense related to training and development,8
3023,2020-05-19,1480,expense related to cybersecurity measures,5
3024,2020-05-31,5551,expense related to mergers and acquisitions,3
3025,2022-11-03,4990,expense related to checking account,1
3026,2021-10-01,3974,expense related to capital market operations,3
3027,2023-05-30,1144,expense related to internal controls,6
3028,2020-05-28,7644,expense related to marketing campaigns,9
3029,2020-10-06,9450,expense related to cash management for businesses,2
3030,2020-03-08,4839,expense related to commercial loans,2
3031,2020-03-10,9772,expense related to savings account,1
3032,2022-01-24,8230,expense related to training and development,8
3033,2022-05-04,2246,expense related to cash management for businesses,2
3034,2022-03-02,5314,expense related to investment management,4
3035,2021-01-20,2363,expense related to treasury activities,7
3036,2021-04-12,7731,expense related to capital market operations,3
3037,2023-04-25,9803,expense related to back-office operations,5
3038,2019-12-28,4387,expense related to risk assessment,6
3039,2022-11-26,8415,expense related to capital market operations,3
3040,2019-08-30,2658,expense related to financial planning,4
3041,2021-04-25,4427,expense related to checking account,1
3042,2023-03-16,5296,expense related to mergers and acquisitions,3
3043,2023-02-14,3662,expense related to internal controls,6
3044,2021-03-14,4403,expense related to commercial loans,2
3045,2020-11-02,1916,expense related to performance management,8
3046,2021-12-19,5413,expense related to technology upgrades,5
3047,2021-06-02,4407,expense related to trading operations,7
3048,2023-03-08,4046,expense related to marketing campaigns,9
3049,2019-09-06,7070,expense related to financial planning,4
3050,2019-12-04,8734,expense related to checking account,1
3051,2021-04-21,5646,expense related to credit cards,1
3052,2021-09-07,8028,expense related to liquidity management,7
3053,2019-09-02,7847,expense related to performance management,8
3054,2020-10-17,9736,expense related to trade finance,2
3055,2021-04-05,6963,expense related to credit cards,1
3056,2020-06-03,3324,expense related to financial planning,4
3057,2020-10-17,3890,expense related to liquidity management,7
3058,2023-02-18,2286,expense related to customer acquisition strategies,9
3059,2022-08-21,4006,expense related to mergers and acquisitions,3
3060,2022-03-11,9907,expense related to savings account,1
3061,2022-12-25,5201,expense related to back-office operations,5
3062,2021-12-28,5211,expense related to cybersecurity measures,5
3063,2021-10-13,7006,expense related to trading operations,7
3064,2021-05-22,4267,expense related to cybersecurity measures,5
3065,2022-01-09,5803,expense related to savings account,1
3066,2021-11-06,9632,expense related to personalized advisory services for affluent customers,4
3067,2019-08-13,6199,expense related to compliance monitoring,6
3068,2020-06-27,9655,expense related to internal controls,6
3069,2022-01-23,8825,expense related to capital market operations,3
3070,2019-09-19,4904,expense related to treasury activities,7
3071,2021-09-03,9477,expense related to performance management,8
3072,2021-07-27,7909,expense related to cash management for businesses,2
3073,2019-07-20,4710,expense related to mergers and acquisitions,3
3074,2022-01-05,4306,expense related to technology upgrades,5
3075,2022-05-24,2272,expense related to marketing campaigns,9
3076,2020-11-21,6382,expense related to employee recruitment,8
3077,2021-10-03,1213,expense related to market research,9
3078,2022-12-02,4267,expense related to checking account,1
3079,2022-05-24,4688,expense related to treasury activities,7
3080,2021-08-04,4045,expense related to trade finance,2
3081,2021-09-06,6412,expense related to risk assessment,6
3082,2022-10-22,7474,expense related to financial planning,4
3083,2020-05-22,3257,expense related to technology upgrades,5
3084,2022-05-09,3205,expense related to credit cards,1
3085,2022-03-29,3801,expense related to technology upgrades,5
3086,2019-07-30,6946,expense related to financial planning,4
3087,2022-08-10,3913,expense related to technology upgrades,5
3088,2022-12-10,4683,expense related to cash management for businesses,2
3089,2022-03-21,9601,expense related to risk assessment,6
3090,2022-06-28,7136,expense related to cybersecurity measures,5
3091,2020-09-12,7576,expense related to cash management for businesses,2
3092,2022-07-19,2226,expense related to liquidity management,7
3093,2022-04-25,4499,expense related to investment management,4
3094,2022-05-31,9633,expense related to cybersecurity measures,5
3095,2021-04-27,7293,expense related to internal controls,6
3096,2021-07-31,9415,expense related to treasury activities,7
3097,2021-12-09,8347,expense related to cash management for businesses,2
3098,2022-07-26,7991,expense related to commercial loans,2
3099,2019-12-14,8428,expense related to mergers and acquisitions,3
3100,2019-12-20,6033,expense related to internal controls,6
3101,2020-07-24,7345,expense related to training and development,8
3102,2020-01-07,3358,expense related to treasury activities,7
3103,2022-04-24,8772,expense related to compliance monitoring,6
3104,2021-01-24,5438,expense related to capital market operations,3
3105,2022-12-27,3707,expense related to investment management,4
3106,2023-04-01,4365,expense related to risk assessment,6
3107,2020-05-01,3616,expense related to cash management for businesses,2
3108,2021-01-27,5484,expense related to checking account,1
3109,2021-07-07,9368,expense related to compliance monitoring,6
3110,2022-07-02,1421,expense related to performance management,8
3111,2022-04-25,7606,expense related to employee recruitment,8
3112,2021-03-14,6491,expense related to cybersecurity measures,5
3113,2020-09-27,8879,expense related to technology upgrades,5
3114,2020-10-28,3651,expense related to compliance monitoring,6
3115,2021-01-25,3933,expense related to credit cards,1
3116,2022-11-21,1344,expense related to checking account,1
3117,2021-08-02,7238,expense related to cash management for businesses,2
3118,2022-10-04,5276,expense related to treasury activities,7
3119,2023-04-07,8068,expense related to investment management,4
3120,2021-07-01,7129,expense related to trading operations,7
3121,2020-08-02,1679,expense related to market research,9
3122,2022-05-16,5986,expense related to commercial loans,2
3123,2019-10-25,3489,expense related to trading operations,7
3124,2020-06-16,6279,expense related to trade finance,2
3125,2021-10-22,3508,expense related to trading operations,7
3126,2021-09-09,1983,expense related to back-office operations,5
3127,2021-01-06,8233,expense related to training and development,8
3128,2019-11-05,1280,expense related to treasury activities,7
3129,2021-05-29,6188,expense related to employee recruitment,8
3130,2021-12-06,5233,expense related to mergers and acquisitions,3
3131,2022-04-14,9368,expense related to cybersecurity measures,5
3132,2020-02-03,2520,expense related to marketing campaigns,9
3133,2021-04-24,4272,expense related to savings account,1
3134,2021-11-21,2960,expense related to internal controls,6
3135,2020-06-18,1539,expense related to capital market operations,3
3136,2021-07-09,6152,expense related to investment management,4
3137,2020-08-29,2053,expense related to trading operations,7
3138,2022-10-10,6843,expense related to cybersecurity measures,5
3139,2021-04-29,2300,expense related to personalized advisory services for affluent customers,4
3140,2019-10-28,3316,expense related to trade finance,2
3141,2019-09-14,5499,expense related to financial planning,4
3142,2022-12-25,2592,expense related to financial planning,4
3143,2023-02-01,9656,expense related to treasury activities,7
3144,2021-10-16,6862,expense related to customer acquisition strategies,9
3145,2022-07-15,3218,expense related to cybersecurity measures,5
3146,2022-08-28,5636,expense related to trading operations,7
3147,2021-06-10,6652,expense related to trade finance,2
3148,2023-05-05,7205,expense related to trade finance,2
3149,2023-05-24,4016,expense related to cash management for businesses,2
3150,2021-07-05,7917,expense related to cash management for businesses,2
3151,2023-01-24,5032,expense related to compliance monitoring,6
3152,2019-08-19,5173,expense related to risk assessment,6
3153,2023-05-01,5224,expense related to market research,9
3154,2020-06-22,4965,expense related to performance management,8
3155,2023-04-24,3654,expense related to savings account,1
3156,2019-09-05,3207,expense related to personalized advisory services for affluent customers,4
3157,2022-04-02,2854,expense related to credit cards,1
3158,2022-02-09,3751,expense related to technology upgrades,5
3159,2020-05-12,5744,expense related to credit cards,1
3160,2022-05-06,9477,expense related to performance management,8
3161,2020-10-18,9987,expense related to customer acquisition strategies,9
3162,2021-08-14,5525,expense related to training and development,8
3163,2022-02-12,1775,expense related to checking account,1
3164,2019-11-16,9972,expense related to marketing campaigns,9
3165,2022-05-01,1189,expense related to financial planning,4
3166,2022-12-21,8307,expense related to training and development,8
3167,2022-01-13,2316,expense related to cybersecurity measures,5
3168,2020-04-26,3502,expense related to commercial loans,2
3169,2021-03-23,2868,expense related to marketing campaigns,9
3170,2021-02-23,8833,expense related to financial planning,4
3171,2022-11-06,4068,expense related to performance management,8
3172,2019-12-13,9078,expense related to trade finance,2
3173,2022-05-24,7341,expense related to credit cards,1
3174,2022-12-16,7801,expense related to checking account,1
3175,2022-10-13,9891,expense related to treasury activities,7
3176,2020-05-09,9108,expense related to investment management,4
3177,2020-08-12,9761,expense related to cybersecurity measures,5
3178,2021-10-31,2349,expense related to treasury activities,7
3179,2021-12-15,3300,expense related to trading operations,7
3180,2021-02-19,4741,expense related to mergers and acquisitions,3
3181,2020-07-31,6803,expense related to employee recruitment,8
3182,2021-10-29,6965,expense related to marketing campaigns,9
3183,2021-11-01,4261,expense related to back-office operations,5
3184,2021-11-20,9832,expense related to trading operations,7
3185,2022-01-02,9934,expense related to risk assessment,6
3186,2021-04-29,6596,expense related to marketing campaigns,9
3187,2022-02-24,4814,expense related to commercial loans,2
3188,2021-10-11,3281,expense related to cybersecurity measures,5
3189,2021-10-12,3977,expense related to liquidity management,7
3190,2023-06-25,3071,expense related to investment management,4
3191,2021-05-12,8311,expense related to cybersecurity measures,5
3192,2019-11-04,6610,expense related to financial planning,4
3193,2021-04-23,6823,expense related to mergers and acquisitions,3
3194,2020-02-14,9117,expense related to liquidity management,7
3195,2022-08-15,6050,expense related to compliance monitoring,6
3196,2022-05-18,2595,expense related to checking account,1
3197,2019-10-11,2451,expense related to employee recruitment,8
3198,2023-03-31,9585,expense related to personalized advisory services for affluent customers,4
3199,2020-03-02,7596,expense related to back-office operations,5
3200,2019-12-17,5671,expense related to treasury activities,7
3201,2022-09-21,4857,expense related to customer acquisition strategies,9
3202,2021-08-18,8741,expense related to internal controls,6
3203,2022-09-18,7799,expense related to customer acquisition strategies,9
3204,2022-07-26,5330,expense related to cybersecurity measures,5
3205,2019-10-26,7077,expense related to checking account,1
3206,2020-01-07,7276,expense related to trading operations,7
3207,2022-08-12,8494,expense related to personalized advisory services for affluent customers,4
3208,2019-10-13,9043,expense related to risk assessment,6
3209,2021-01-25,7628,expense related to performance management,8
3210,2021-08-24,7042,expense related to trade finance,2
3211,2021-12-20,9818,expense related to capital market operations,3
3212,2022-12-02,9029,expense related to liquidity management,7
3213,2022-04-28,7728,expense related to internal controls,6
3214,2020-04-01,2118,expense related to cybersecurity measures,5
3215,2019-11-10,6429,expense related to cybersecurity measures,5
3216,2020-07-16,8763,expense related to treasury activities,7
3217,2019-08-20,6013,expense related to employee recruitment,8
3218,2021-06-20,5657,expense related to internal controls,6
3219,2022-02-22,6646,expense related to back-office operations,5
3220,2022-02-04,3098,expense related to checking account,1
3221,2020-09-28,7412,expense related to financial planning,4
3222,2020-12-25,7139,expense related to back-office operations,5
3223,2020-02-25,6807,expense related to trade finance,2
3224,2020-03-03,8136,expense related to capital market operations,3
