application,property_id,loan_type_id,loan_amount,customer_id,account_id,applied_date,employee_id
16104,4201,26,98922.15,81254,11488,2022-01-24,26657
16105,63144,33,45946.63,48563,26962,2011-12-31,33462
16106,27068,19,21033.85,20227,24134,2020-12-15,1528
16107,31288,4,95149.5,34172,20245,2009-10-17,36357
16108,39122,33,50450.57,35385,9833,2007-12-10,15372
16109,22156,36,99881.4,87042,13857,2016-12-07,22643
16110,77837,29,48362.61,86521,15266,2017-07-09,25825
16111,31402,33,48817.2,79725,8818,2005-03-25,15843
16112,2551,13,67438.62,43609,6179,2013-04-24,22491
16113,41686,36,32373.33,5600,24040,2004-06-12,23584
16114,19340,21,82262.55,14846,7917,2008-09-29,9483
16115,43553,11,5934.86,47651,18414,2011-12-09,20524
16116,8200,12,59631.72,78974,14600,2016-02-14,16424
16117,13033,32,58952.26,33930,11597,2006-12-23,38629
16118,67857,31,49455.55,34263,3085,2021-09-23,19556
16119,26216,13,38114.51,54530,17263,2005-07-14,20587
16120,36090,18,88110.6,59935,8963,2006-12-15,30582
16121,51733,15,77029.1,96300,12932,2005-03-09,15182
16122,92450,10,8596.53,8112,4564,2021-12-14,22493
16123,15087,33,80039.5,90414,2644,2017-06-27,9063
16124,34437,5,15593.96,80475,18088,2020-08-06,34163
16125,44864,31,26490.41,19832,32883,2018-01-04,24592
16126,40314,8,14073.29,41068,616,2009-06-26,31662
16127,62984,16,47561.59,13329,22889,2005-06-13,6535
16128,85425,28,40907.38,94317,32818,2015-09-10,482
16129,29514,6,46533.99,44615,4892,2021-02-04,31246
16130,9334,35,47925.38,81644,32165,2021-08-02,18884
16131,27951,16,80004.54,1751,11936,2009-01-04,1682
16132,58787,13,20661.31,80107,18477,2013-01-02,279
16133,37568,37,7172.48,92045,15674,2020-01-21,29185
16134,66072,18,99010.59,18220,8758,2004-12-06,37841
16135,3973,7,10595.15,41969,16564,2016-07-26,33057
16136,68784,14,89447.44,33174,23172,2017-08-17,4520
16137,92520,2,58357.34,61608,12650,2023-03-17,31257
16138,41303,26,97585.99,61938,12426,2010-07-04,26424
16139,37433,16,92431.68,91178,32145,2021-11-26,5619
16140,20425,13,51471.99,84838,23559,2017-05-18,32906
16141,63961,4,694.18,83707,4919,2018-11-25,10949
16142,63502,2,49280.16,41664,24116,2020-05-29,36192
16143,86979,6,616.65,9785,4191,2021-06-30,36560
16144,16657,19,49785.82,50881,5468,2018-09-10,10345
16145,43953,35,34984.5,10929,8222,2006-10-03,8335
16146,76514,22,38019.14,21008,26919,2020-10-18,22733
16147,24537,40,34001.5,33701,25430,2017-12-06,10715
16148,74378,7,61206.83,31203,8183,2019-10-14,39643
16149,14728,30,56612.74,91475,26943,2006-10-15,35472
16150,71499,11,4016.57,89941,19854,2006-02-21,24865
16151,37441,39,39910.82,98603,15350,2011-09-13,19369
16152,26179,25,79113.26,62524,31791,2004-07-19,34804
16153,98887,32,56123.84,1027,21665,2010-01-01,34207
16154,26286,18,82686.57,13022,28877,2019-03-04,14385
16155,48079,27,17593.14,5287,3820,2015-06-22,6450
16156,44319,32,4533.52,52857,21851,2014-05-20,8834
16157,74834,18,47569.31,22341,10099,2014-01-09,767
16158,73861,35,52302.14,7917,10769,2011-11-04,11218
16159,52348,40,9090.8,81443,817,2010-08-07,19998
16160,79515,28,6242.75,72815,6761,2017-02-02,27499
16161,50248,39,52264.39,96579,11564,2021-11-07,449
16162,57071,17,56944.15,74853,5696,2022-12-02,39936
16163,10746,9,44317.31,57148,22937,2016-06-04,23166
16164,3361,31,87637.94,12497,2160,2020-04-21,9099
16165,73671,37,30372.11,53127,5847,2019-03-23,7936
16166,90975,14,86376.92,97122,17628,2018-01-03,25003
16167,53049,34,36274.81,8568,12692,2012-09-28,19946
16168,73798,27,67579.64,42375,24407,2006-03-10,13235
16169,71181,18,82928.8,9303,31107,2009-02-14,31645
16170,90382,20,86995.99,51946,3439,2023-02-04,12745
16171,52325,37,67170.8,91801,32070,2014-09-19,39740
16172,47241,31,79664.91,92459,28901,2019-03-14,30673
16173,78380,14,85648.73,45060,9929,2013-06-11,2507
16174,60912,2,92302.68,59911,2883,2005-08-30,23085
16175,3890,38,75363.93,60143,20317,2011-08-25,38336
16176,43806,12,4954.8,8491,4873,2013-07-21,23127
16177,29502,26,69685.95,39064,25668,2005-07-30,8652
16178,3330,7,5350.81,20460,149,2017-01-05,35362
16179,61115,19,79711.63,55967,22578,2020-06-11,24766
16180,74178,1,65426.16,84393,9147,2021-04-02,24597
16181,17439,39,17835.5,75079,23428,2009-04-02,21813
16182,52742,1,65610.26,43085,6977,2013-08-04,33846
16183,11086,36,29655.98,66601,15128,2005-09-14,37091
16184,72063,1,93994.51,6427,6504,2011-03-18,4238
16185,43358,12,26288.23,8359,15373,2008-02-19,12922
16186,25711,23,9014.58,44342,16731,2012-10-14,19433
16187,84764,15,11767.88,62704,25824,2012-05-21,37012
16188,53588,18,16316.53,14087,28170,2022-03-21,17900
16189,94263,33,86179.9,37570,8723,2006-06-11,5538
16190,73306,4,2708.76,48579,19595,2012-12-28,3842
16191,92714,3,70896.53,97713,1488,2016-10-24,20143
16192,58880,25,83420.3,68398,8114,2014-09-20,16609
16193,32807,1,3453.71,86715,17760,2021-07-18,13591
16194,24390,6,8311.72,37083,21854,2009-08-19,23976
16195,6428,19,20293.7,5541,7851,2016-01-24,17940
16196,81001,27,96227.7,7841,10964,2016-03-14,4396
16197,94225,12,38026.32,16724,5604,2013-01-10,13920
16198,82924,32,63278.75,50209,7876,2006-06-29,39136
16199,76640,16,59974.93,59265,13138,2015-06-16,1793
16200,21100,27,67809.73,48940,28647,2021-09-19,12051
16201,90528,9,12446.34,45676,4076,2021-01-04,9120
16202,97823,10,38071.84,70555,21871,2004-04-09,15875
16203,65139,37,81208.4,69582,11669,2004-02-03,15490
16204,77739,29,36538.5,72221,14264,2005-08-23,14435
16205,54055,35,84638.18,80747,23468,2015-10-14,37730
16206,60005,29,71365.17,94097,32669,2022-01-13,7130
16207,29894,26,58220.24,93700,20850,2013-10-10,38358
16208,78942,27,61985.41,8116,4724,2004-06-26,16921
16209,47968,21,8528.65,91861,12798,2011-08-07,23446
16210,48949,34,36988.32,7020,18434,2003-09-17,27262
16211,72739,10,68849.7,11257,2181,2019-04-28,3014
16212,1862,4,66709.36,60719,11897,2011-08-24,16823
16213,19151,11,67924.81,89507,15819,2007-04-08,3433
16214,87675,37,37150.4,41239,6612,2006-09-08,21829
16215,81205,18,86614.25,29222,33268,2016-03-19,14480
16216,6439,7,82847.96,63328,31832,2011-10-20,11999
16217,96607,28,43683.1,4249,23993,2021-03-23,37384
16218,7688,9,9179.52,87964,25664,2018-08-06,30399
16219,51877,10,31056.13,56685,10555,2013-04-05,22019
16220,83509,1,77748.16,95277,22887,2007-07-22,24100
16221,52031,15,19699.1,58807,26908,2014-04-26,37995
16222,25457,19,63893.96,68189,10754,2007-02-22,32244
16223,75805,35,89252.79,96164,2393,2004-11-07,17623
16224,96963,16,38905.28,133,13398,2008-08-30,19001
16225,89859,15,54658.62,13204,6816,2021-06-24,2748
16226,26472,32,17339.27,41513,4818,2021-12-20,38812
16227,75826,37,91492.65,83048,19056,2022-06-10,30827
16228,52942,34,10296.26,31073,1972,2017-11-02,35353
16229,1264,40,99601.36,8743,24887,2011-09-10,31475
16230,11201,16,67672.8,8591,25101,2018-09-11,18272
16231,84971,20,62123.28,78229,15757,2011-04-25,28695
16232,76607,39,12799.7,77980,22892,2006-07-12,4540
16233,16777,2,18715.22,64763,10883,2019-11-28,14694
16234,90274,15,1063.73,52920,23246,2023-04-09,27509
16235,38891,37,44198.18,84753,13444,2015-08-18,1380
16236,35075,9,35954.37,62458,28894,2003-09-04,33215
16237,12495,7,16499.67,77478,17863,2009-04-25,1184
16238,32917,29,18716.86,60948,30471,2005-05-11,12044
16239,32736,6,5965.47,6893,1409,2014-02-04,30218
16240,35773,14,29869.1,16090,13452,2004-12-28,30594
16241,95827,35,15443.76,42902,14695,2021-10-03,9345
16242,33656,17,37632.82,18790,16976,2008-02-07,7766
16243,22386,4,80102.27,32644,8401,2005-12-03,324
16244,84439,34,16455.4,30510,21537,2010-06-26,2479
16245,66246,34,43137.3,76015,27865,2005-04-26,31158
16246,73029,6,81485.3,74532,19772,2010-07-22,19062
16247,38390,8,11147.78,43575,32581,2005-10-22,8777
16248,62961,25,44257.58,27771,9644,2004-02-27,10759
16249,41095,33,69076.88,95196,10575,2021-12-12,37978
16250,14557,12,74813.4,88201,12867,2013-07-20,17354
16251,93840,25,46381.23,8654,30776,2013-11-22,6939
16252,86304,25,75403.69,35899,20032,2020-03-07,32134
16253,5929,16,86176.24,65729,28774,2022-01-10,15498
16254,96084,8,75106.29,81259,6341,2003-11-13,33651
16255,76958,26,9806.93,96766,5572,2018-06-12,37991
16256,75216,25,51377.92,90878,28798,2022-08-10,12451
16257,79424,36,91275.46,34326,3045,2020-07-22,31672
16258,74032,39,51028.9,16044,12049,2020-06-18,8337
16259,12719,36,36953.95,68204,8531,2006-10-06,9339
16260,57216,12,48890.8,26984,33077,2007-08-10,22140
16261,26936,3,38735.75,50131,28579,2010-04-26,4263
16262,15736,36,33373.53,13172,5490,2020-10-09,16811
16263,17922,9,24454.22,18591,31904,2006-07-18,21773
16264,71551,28,71583.45,18700,22288,2011-09-14,15253
16265,98722,32,62759.58,77804,30600,2018-05-26,28795
16266,557,17,26798.6,55152,23139,2020-07-16,19948
16267,18188,7,45477.83,44064,875,2016-05-07,20115
16268,87755,6,89314.34,98196,26360,2020-06-06,9112
16269,32130,5,60859.91,23442,46,2016-04-17,8115
16270,47740,19,56651.35,15240,5358,2004-11-29,19867
16271,67201,7,9556.5,26189,271,2007-01-28,33182
16272,7044,37,24628.61,31199,18856,2013-12-27,8363
16273,17566,21,85776.61,9007,23644,2014-04-26,21435
16274,65815,10,5914.26,45990,26973,2005-07-07,35947
16275,32949,2,95634.25,54915,27114,2022-12-30,31185
16276,26500,29,72821.35,29807,18361,2003-06-28,23740
16277,76229,20,22042.65,64332,14364,2007-12-30,31839
16278,95764,31,92691.65,64067,16037,2012-06-25,13227
16279,62892,20,29246.89,37130,23869,2012-10-01,14407
16280,70687,10,8008.88,69467,4920,2017-01-08,17985
16281,46178,4,1697.79,62645,14766,2003-07-03,17125
16282,38528,12,53878.87,24260,3658,2015-08-21,6956
16283,6165,40,75991.39,90799,17325,2008-07-01,7921
16284,65510,22,793.12,36501,991,2023-03-23,11548
16285,96275,6,1981.39,44545,21593,2014-03-21,35191
16286,98306,17,16594.53,91235,30585,2014-11-14,16602
16287,15208,17,3751.44,29554,30712,2014-04-28,18303
16288,28650,20,75523.97,81162,24426,2015-07-20,1111
16289,82786,36,91497.29,12310,25062,2006-03-09,33035
16290,62702,38,48633.61,59545,27637,2005-12-19,24278
16291,74241,10,56936.62,86095,13282,2015-02-02,32101
16292,15835,21,6085.48,25183,1752,2007-08-25,9344
16293,25000,11,12427.26,4887,17530,2003-12-13,21581
16294,29589,25,62037.2,71786,23128,2018-03-06,27488
16295,18432,1,62595.18,98121,11388,2022-01-10,38910
16296,88514,27,7547.82,89017,4972,2023-05-04,14170
16297,77107,39,18129.91,82683,24166,2010-09-03,28126
16298,89886,9,92666.25,71066,30636,2009-12-11,21484
16299,51092,3,95003.44,60679,8991,2012-05-03,9427
16300,60863,27,45277.1,25118,26647,2005-12-27,25571
16301,91143,27,58883.24,85700,3954,2014-03-14,6956
16302,917,20,88884.38,17503,29582,2004-01-25,12798
16303,30558,14,22373.37,86991,27049,2017-04-07,33443
16304,33344,27,1006.52,15270,16642,2009-02-19,23105
16305,91646,38,58666.94,5989,12272,2019-03-06,16087
16306,25102,19,70462.34,6822,15281,2014-05-16,38354
16307,2670,24,333.9,85007,22610,2022-09-29,7341
16308,7141,8,27115.75,58558,2756,2022-05-16,22765
16309,97262,10,14762.42,83935,9867,2005-07-16,30593
16310,30469,9,31609.54,85384,11924,2013-05-08,39805
16311,81423,19,66724.89,11348,28617,2014-07-30,21541
16312,65392,24,94628.14,72958,32137,2015-08-24,37526
16313,79921,39,23464.31,59993,23948,2022-11-20,29751
16314,62093,5,58001.9,92506,22261,2012-04-15,16572
16315,15145,19,32255.16,59367,20413,2020-04-19,39625
16316,72460,18,67106.79,43239,11510,2005-10-14,35612
16317,8242,15,82154.97,15368,31037,2016-04-16,35555
16318,81230,25,8458.65,3014,6090,2013-10-10,6976
16319,70351,29,76865.97,58559,30224,2023-02-04,7534
16320,81240,12,8687.46,90064,19915,2012-02-23,22885
16321,5700,33,94514.71,90459,29975,2007-02-25,20135
16322,79938,36,74088.5,62300,845,2005-04-04,29180
16323,40639,21,81349.26,42189,12315,2013-11-20,19644
16324,73421,4,71239.23,32477,24180,2014-06-28,26509
16325,89758,30,66355.55,60056,17554,2021-12-08,22661
16326,57940,32,32735.22,21289,22163,2017-02-02,37765
16327,94841,2,28695.9,16910,28106,2020-04-25,11081
16328,84408,33,91873.8,47501,15612,2010-10-06,27067
16329,22998,22,42101.33,23928,5382,2015-12-01,29496
16330,54990,36,19955.78,19983,4103,2019-08-19,22694
16331,622,39,93722.24,51890,8678,2004-08-11,36679
16332,88768,15,94270.31,17396,26762,2006-07-25,30787
16333,3792,14,52748.7,95045,12645,2021-01-09,11330
16334,47258,22,90120.3,65661,25093,2006-09-19,35768
16335,83687,28,15263.1,3214,32444,2020-08-23,7678
16336,51228,25,27304.4,25649,18070,2012-11-07,31524
16337,14964,8,84964.42,63820,5990,2009-10-28,28758
16338,45497,21,61612.47,32544,22158,2007-04-25,30242
16339,69048,2,94455.84,60510,26295,2009-08-15,5169
16340,36490,6,57340.16,61048,22885,2012-06-22,29270
16341,83389,9,96546.5,86178,16393,2012-04-09,26128
16342,1346,33,195.86,89017,25127,2019-04-11,29276
16343,60101,27,31681.1,90627,8320,2012-04-23,19799
16344,1873,7,78161.14,59149,19383,2014-07-12,21555
16345,22106,19,71082.77,90447,1342,2013-04-04,2834
16346,32684,11,14559.71,34885,27686,2008-06-13,18594
16347,79104,32,36692.37,12666,4134,2011-12-21,34212
16348,11127,7,26231.67,92194,14135,2014-05-20,34325
16349,93853,14,62538.77,37713,30025,2004-07-06,7262
16350,88071,39,11232.65,12626,27947,2008-08-23,4016
16351,40397,32,67651.46,17482,7783,2014-12-05,32642
16352,75179,39,9864.85,18847,30673,2016-02-21,9987
16353,98216,1,86320.55,56522,479,2008-04-29,29085
16354,20767,17,99430.91,38152,22551,2022-08-17,15878
16355,94227,32,44266.3,29813,28937,2016-12-29,20766
16356,1703,11,20432.77,90808,18094,2017-07-01,27632
16357,65907,24,97834.3,5735,29837,2022-01-01,25509
16358,33915,11,1695.83,33202,15368,2022-12-18,20286
16359,78548,3,47887.84,19061,20727,2010-12-27,15274
16360,10929,13,36782.3,84124,6758,2017-03-11,23886
16361,28713,37,82470.88,20339,7504,2018-05-12,32030
16362,24352,18,83740.5,54744,5540,2023-05-18,39099
16363,83448,34,86797.96,67803,13770,2016-10-22,17314
16364,2841,10,26526.66,70996,27850,2019-08-01,31391
16365,73912,1,42033.58,10619,4733,2010-01-06,33474
16366,97171,24,85169.37,93790,13798,2003-08-29,33252
16367,66317,1,24156.53,3475,701,2011-04-23,13424
16368,39904,40,3386.29,30879,32146,2007-05-29,11086
16369,93494,16,35506.3,95449,17161,2019-01-28,5203
16370,59476,30,84320.27,49837,10806,2011-01-28,30950
16371,95320,11,60050.46,23313,20751,2007-12-28,5911
16372,92436,3,85150.78,85448,18676,2017-04-13,10296
16373,68078,27,83328.92,59935,29640,2012-08-19,35364
16374,86723,2,30707.1,37597,9643,2016-07-29,9270
16375,57732,10,42816.59,16809,17700,2015-11-05,24369
16376,14123,31,34060.79,38898,31023,2022-05-24,7252
16377,79126,2,70677.77,33645,4508,2008-10-26,655
16378,60501,34,76521.66,29106,24431,2019-07-28,1997
16379,25092,13,78451.96,64205,1436,2012-06-18,6058
16380,82113,10,43794.8,7203,2639,2009-11-10,9950
16381,52079,5,97219.52,38720,13384,2005-10-27,21678
16382,88612,25,940.8,83611,11300,2005-04-01,11746
16383,14761,33,43992.43,90673,11414,2021-11-25,38510
16384,43165,15,61628.97,5648,30450,2016-06-25,28430
16385,92650,1,66479.42,70274,10338,2013-10-01,21490
16386,10340,35,76108.91,66825,31438,2019-12-05,22789
16387,71514,3,44835.26,39573,27318,2021-09-11,27502
16388,30433,9,95611.44,82246,2338,2012-11-08,33979
16389,19620,32,94672.8,69035,28522,2013-12-15,21092
16390,92681,4,59800.83,73817,1292,2021-10-01,24628
16391,10524,40,48831.3,86698,10328,2021-05-31,34353
16392,33928,35,23593.62,91599,31350,2004-07-24,35139
16393,86048,27,15121.28,59525,22875,2005-02-22,32402
16394,93053,33,39005.75,54774,4969,2020-12-05,32053
16395,60168,18,12692.5,37974,3178,2017-12-21,28505
16396,23474,20,1999.83,54451,8309,2010-11-08,33765
16397,36427,13,84488.84,39819,11890,2009-06-20,8593
16398,96368,30,31647.81,68408,23272,2014-12-16,13666
16399,19188,26,44990.7,71469,1733,2004-05-12,16397
16400,88226,25,78704.3,6246,5286,2012-01-06,369
16401,3217,40,33136.31,91798,1155,2005-07-25,38036
16402,39359,13,90076.87,43391,8038,2019-03-26,34111
16403,23214,6,33657.6,16886,26426,2017-01-16,20604
16404,14428,15,30954.88,19830,21117,2012-01-08,2949
16405,17051,31,26798.25,97937,608,2019-12-31,7229
16406,14143,36,44409.57,55782,22096,2017-01-19,22698
16407,58069,1,37134.42,98725,15296,2008-06-07,39361
16408,29404,28,79937.41,63670,22146,2011-09-05,12081
16409,60837,9,24316.5,86274,15662,2004-01-24,38589
16410,50697,25,73118.4,40313,16304,2007-06-29,29781
16411,20960,16,65921.43,20567,5052,2020-04-05,4839
16412,52428,37,76596.2,27956,33042,2020-03-07,17224
16413,62251,34,57195.64,61343,2731,2015-08-24,17022
16414,90485,32,37342.54,98806,29662,2016-04-09,30647
16415,61068,18,86401.59,94427,18384,2016-01-09,25933
16416,82063,38,83036.63,41383,5244,2009-12-17,24531
16417,83595,1,73521.12,64493,28424,2016-05-13,29192
16418,10146,36,83729.49,65129,7710,2022-10-12,29822
16419,84215,6,11281.67,86378,13700,2016-08-31,15154
16420,2372,15,32803.28,21659,14213,2021-03-04,34861
16421,56880,7,18485.75,17877,23140,2004-12-05,33499
16422,56049,19,91306.34,8974,9733,2015-03-06,24434
16423,40032,21,37196.14,77100,32205,2008-01-06,12912
16424,51841,35,72231.1,51527,368,2022-12-08,5667
16425,36455,5,63250.58,55426,10481,2006-06-08,24355
16426,69182,13,11021.58,42460,19790,2013-11-20,33843
16427,30274,39,42240.21,56090,10832,2009-08-02,854
16428,53745,23,54536.5,28429,26076,2006-05-17,8708
16429,82055,39,5177.4,47627,24715,2019-03-26,15786
16430,28792,14,24698.75,42805,15207,2009-12-01,30335
16431,22790,34,65617.93,61156,9869,2018-03-04,1669
16432,23943,1,82958.5,92662,16162,2020-05-11,4982
16433,73351,35,26456.71,62586,1231,2007-01-20,15549
16434,83557,40,17181.74,93612,5949,2018-06-24,31321
16435,94236,16,93988.73,69461,12770,2004-02-02,34422
16436,65158,13,85077.44,69060,27566,2010-11-08,13473
16437,12060,7,54199.24,80499,3662,2004-01-14,36223
16438,12548,8,60113.57,17791,31183,2008-06-13,12659
16439,32321,18,3867.53,88139,27218,2004-06-02,24692
16440,77224,33,15166.42,62137,28248,2017-07-03,2034
16441,7072,38,26680.9,61417,30820,2008-02-29,24575
16442,46024,31,65319.85,36008,5700,2021-07-30,20600
16443,41727,32,60484.31,34683,28239,2006-11-26,10057
16444,80608,25,31590.6,42562,6691,2022-01-30,4370
16445,95206,5,78192.17,90135,23112,2004-06-22,16019
16446,13363,17,17887.9,4280,26717,2021-08-28,13789
16447,61052,26,80987.63,61564,19993,2022-01-05,15265
16448,94258,22,17901.43,36066,32544,2016-08-11,22426
16449,12523,5,66424.83,56476,13035,2016-03-25,29013
16450,17783,5,94371.9,64768,17609,2003-09-17,23179
16451,57972,8,38081.16,49103,4688,2006-06-11,38168
16452,83378,23,86049.34,79376,10037,2018-02-05,16055
16453,39119,16,58817.75,71645,9405,2017-10-27,25336
16454,35697,5,84987.42,86909,20029,2004-08-29,19794
16455,31202,22,70045.57,23692,8900,2016-01-30,29336
16456,1506,33,10523.21,69262,6998,2019-05-27,30270
16457,35650,25,70007.54,99777,9164,2011-10-15,5996
16458,75087,10,71230.17,20267,33136,2021-09-03,1166
16459,73229,39,51098.7,76180,25719,2006-02-20,5148
16460,43406,12,47431.99,27974,4682,2011-06-30,34557
16461,41070,1,29415.56,2745,5179,2006-11-11,17942
16462,73333,6,53297.77,60719,29700,2022-12-11,3573
16463,80917,4,55163.84,36003,21581,2020-09-12,36139
16464,68254,36,51305.93,92093,33122,2017-04-14,8159
16465,29556,5,24249.2,64187,25472,2018-07-02,23065
16466,52860,18,30683.65,56061,29776,2003-11-01,18269
16467,69068,19,38291.42,57659,21294,2020-10-14,29144
16468,7299,26,73101.1,45825,2734,2011-08-13,15497
16469,95675,14,69017.66,53272,24318,2010-07-26,14332
16470,53572,30,88754.38,22125,23415,2017-11-14,1533
16471,44705,38,115.3,76914,460,2021-09-23,21135
16472,45260,17,25069.31,20451,14679,2019-10-31,22939
16473,37758,38,71900.88,69652,8543,2022-01-10,36959
16474,69548,39,73177.9,34848,9814,2022-02-18,28882
16475,66099,15,2526.68,87324,17385,2021-01-26,26480
16476,86507,23,72717.37,73049,9476,2012-05-25,31891
16477,40357,3,39595.18,49199,13151,2015-10-20,11414
16478,66168,37,29527.55,24260,8990,2019-01-04,30215
16479,96768,17,47833.16,98717,24150,2018-10-31,8829
16480,62760,35,75250.2,46650,15036,2022-06-08,63
16481,85488,38,39072.71,27359,19444,2018-04-02,7214
16482,70996,39,33075.5,127,5855,2011-12-25,20563
16483,68941,20,98328.9,63894,25537,2007-09-22,21394
16484,11685,27,83485.35,9033,24493,2022-01-23,1295
16485,23016,7,38504.51,82075,9266,2007-05-28,1277
16486,85662,9,4031.98,47208,5349,2005-02-17,38790
16487,59356,3,59526.71,64377,12859,2011-12-09,29961
16488,76713,21,91749.5,2924,10774,2012-02-08,5026
16489,20888,36,20892.22,1133,6259,2020-07-26,10591
16490,57783,27,66307.78,59318,7672,2016-11-06,22136
16491,95358,17,41549.9,65481,8175,2005-12-12,9362
16492,22390,25,59649.64,98225,18983,2018-11-22,18607
16493,60421,30,14279.25,83753,14891,2006-05-25,22540
16494,84035,37,2956.2,10926,5477,2008-02-14,17368
16495,66313,34,84455.65,61377,23186,2004-07-23,11831
16496,43731,22,12401.29,5982,581,2014-07-04,38426
16497,77059,39,77027.93,58609,25533,2019-02-07,21313
16498,36830,40,74528.88,20912,9227,2018-08-20,12789
16499,20820,5,59189.18,18633,28260,2014-07-08,26922
16500,4633,23,30997.98,70873,26731,2015-05-27,13893
16501,29946,40,44735.53,57059,1550,2017-10-08,16858
16502,87818,9,16468.2,13187,26014,2007-07-31,17233
16503,39263,34,56617.11,38692,17912,2007-12-12,34031
16504,30540,5,47778.55,49088,19365,2023-01-12,20504
16505,7408,10,29065.6,1087,17443,2018-03-28,32414
16506,29413,20,51355.66,27983,8895,2013-08-15,5027
16507,61118,31,54141.37,55474,30696,2008-06-09,10250
16508,98851,25,15885.29,75588,19869,2023-03-03,17843
16509,44854,16,30675.96,40375,11083,2019-08-15,32496
16510,23841,27,69342.1,77503,22351,2014-02-28,26788
16511,90816,16,89048.2,91056,31203,2011-01-13,31963
16512,33191,11,44276.47,88013,11394,2012-04-14,22091
16513,80917,26,25096.3,57599,30670,2011-10-22,18324
16514,8161,7,45490.4,4008,18099,2020-03-22,3153
16515,46046,9,18110.86,83556,12602,2019-06-13,27084
16516,94288,9,69193.12,48822,8091,2016-12-06,3149
16517,66143,17,39838.69,21184,14424,2008-01-03,30398
16518,15057,25,77946.44,66141,30242,2009-05-18,32514
16519,28422,14,79396.62,81644,4026,2014-06-14,15133
16520,58414,38,58818.2,86674,3346,2004-01-13,38753
16521,68651,24,89464.31,4483,26595,2015-07-19,13839
16522,30097,10,23840.63,94145,24329,2013-08-30,25952
16523,32422,14,25083.67,56983,25823,2010-10-10,16834
16524,76135,16,22879.55,52739,11622,2020-11-04,26491
16525,93872,25,77468.51,57856,14479,2006-03-15,398
16526,49058,23,20977.89,84253,555,2021-06-04,23940
16527,41605,12,1629.79,25929,23105,2010-02-11,22283
16528,32161,31,92174.63,98301,5359,2012-06-06,20819
16529,58487,22,37597.75,33144,30612,2009-06-28,24408
16530,46431,32,93957.4,83194,25207,2008-02-05,28956
16531,26950,16,1530.73,28057,30748,2003-12-30,4773
16532,51609,8,24204.9,82259,21296,2004-08-04,272
16533,63902,23,57959.3,48689,14791,2004-10-02,24987
16534,4410,28,26934.13,79410,12304,2007-05-02,24256
16535,72114,17,501.4,22167,20504,2004-04-18,7672
16536,75980,36,77597,68437,15243,2009-06-08,2510
16537,69950,2,9551.21,11073,15109,2009-06-26,806
16538,6749,20,95356.26,13215,12982,2017-10-19,8190
16539,2291,6,95018.83,57318,22709,2013-10-22,26986
16540,37306,4,74644.16,28087,2686,2009-12-07,451
16541,49124,32,27458.7,70402,13802,2012-07-26,23333
16542,93576,25,40062.6,71215,31271,2006-05-18,34572
16543,43176,7,87393.26,93368,12501,2012-08-14,9124
16544,61561,37,21642.23,667,27342,2005-12-15,14010
16545,2762,38,78906.35,5395,8862,2008-10-15,34645
16546,60639,39,48531.57,45794,27843,2014-03-10,2783
16547,2809,30,29132.35,44879,4619,2003-09-26,33449
16548,47533,26,61489.15,31437,4752,2019-10-09,37034
16549,30097,11,79812.61,71474,4688,2019-04-23,9904
16550,30973,38,43798.6,52512,119,2017-12-16,5234
16551,97856,40,72362.17,45048,4668,2008-09-23,19405
16552,55039,1,66463.33,6263,3942,2023-02-22,39552
16553,31259,13,43119.83,96265,26951,2019-05-24,28031
16554,73504,5,55239.21,49233,6940,2011-01-30,32495
16555,10640,21,56235.85,47081,5263,2010-07-12,27621
16556,95493,32,43698.5,71352,11748,2020-05-03,38240
16557,9966,19,79134.7,37974,30774,2005-10-22,19850
16558,43146,22,5949.2,54611,1304,2021-09-27,10201
16559,34885,25,21239.5,43265,1231,2010-07-09,5056
16560,67486,39,73302.4,32957,11262,2021-10-24,25602
16561,72730,6,64205.58,10014,3775,2013-08-16,23921
16562,66048,29,59530.98,18675,19545,2008-05-12,16952
16563,68920,21,25029.4,57165,26451,2016-03-24,21540
16564,38823,37,88350.21,83734,23366,2006-02-09,17271
16565,89616,24,35063.41,21619,22146,2015-02-24,36607
16566,34399,34,27814.7,80385,11778,2013-12-15,27742
16567,62455,40,60177.18,13739,3064,2020-03-10,25560
16568,88381,28,76529.99,77337,20926,2012-08-09,2142
16569,93575,4,68440.9,69572,31991,2021-07-06,19133
16570,45113,20,26993.91,13784,6022,2013-05-11,34595
16571,19297,15,47377.1,28110,21066,2016-09-10,27961
16572,47981,39,43482.31,47318,14352,2006-02-21,14498
16573,61151,29,34909.16,34845,23290,2016-07-08,34676
16574,72528,10,23663.55,96703,25266,2017-06-29,28723
16575,81760,39,33926.36,28496,11421,2015-04-13,1694
16576,13679,18,98707.38,88928,2455,2023-04-06,26567
16577,47410,27,85880.99,20196,14214,2018-10-20,36530
16578,88219,7,80363.59,33427,18049,2011-12-05,27748
16579,34344,17,12480.99,72532,28955,2023-04-10,17222
16580,94250,40,30545.89,56428,19554,2009-10-30,6218
16581,61094,2,36104.5,27571,27292,2007-08-16,23431
16582,19737,25,38797.45,55818,29436,2021-10-12,33661
16583,40884,8,42628.18,38119,10934,2009-08-21,315
16584,69684,18,43719.73,79075,1219,2014-11-03,13477
16585,84648,11,53849.83,67572,5458,2021-11-14,39088
16586,48687,5,28629.86,16969,30047,2006-11-30,27672
