ACCOUNT_APPLICATION_ID,APPLICATION_STATUS,APPLIED_DATE,APPLICATION_TYPE_ID,ACCOUNT_APPLICATION_STATE
17983,Approved,2008-02-17,,Georgia
17984,Approved,2009-05-21,,Indiana
17985,Approved,2006-01-07,,Arizona
17986,Approved,2019-09-11,,Montana
17987,Approved,2019-05-18,,South Carolina
17988,Approved,2013-03-30,,South Dakota
17989,Approved,2014-01-11,,North Carolina
17990,Approved,2003-09-24,,Colorado
17991,Approved,2022-10-02,,Washington
17992,Approved,2016-05-12,,New Jersey
17993,Approved,2010-05-04,,Ohio
17994,Approved,2004-09-14,,Pennsylvania
17995,Approved,2006-10-21,,Louisiana
17996,Approved,2022-02-15,,Arizona
17997,Approved,2008-01-25,,South Carolina
17998,Approved,2016-04-06,,Alabama
17999,Approved,2011-07-08,,Illinois
18000,Approved,2010-12-11,,Oklahoma
18001,Approved,2006-01-24,,Kentucky
18002,Approved,2005-09-05,,Nevada
18003,Approved,2006-05-05,,Rhode Island
18004,Approved,2015-02-10,,Rhode Island
18005,Approved,2007-01-02,,Kansas
18006,Approved,2019-08-27,,Oklahoma
18007,Approved,2021-07-19,,Delaware
18008,Approved,2016-06-21,,Montana
18009,Approved,2012-07-05,,New Jersey
18010,Approved,2008-12-11,,Louisiana
18011,Approved,2006-02-14,,Minnesota
18012,Approved,2019-01-20,,Maine
18013,Approved,2016-11-15,,Connecticut
18014,Approved,2012-08-18,,Michigan
18015,Approved,2020-09-30,,Maryland
18016,Approved,2003-12-24,,Montana
18017,Approved,2003-07-23,,Louisiana
18018,Approved,2010-11-09,,Kentucky
18019,Approved,2009-11-25,,Maine
18020,Approved,2022-03-16,,New Jersey
18021,Approved,2014-10-22,,Texas
18022,Approved,2004-07-13,,Florida
18023,Approved,2014-04-29,,Tennessee
18024,Approved,2019-05-27,,Nevada
18025,Approved,2010-07-21,,Hawaii
18026,Approved,2007-05-16,,Arizona
18027,Approved,2009-01-30,,Arizona
18028,Approved,2010-02-19,,Kentucky
18029,Approved,2019-07-03,,Missouri
18030,Approved,2010-01-22,,North Carolina
18031,Approved,2012-03-16,,Maryland
18032,Approved,2007-03-23,,Florida
18033,Approved,2006-04-21,,Florida
18034,Approved,2005-12-28,,Alaska
18035,Approved,2005-01-23,,California
18036,Approved,2009-06-15,,South Carolina
18037,Approved,2020-09-01,,New Mexico
18038,Approved,2010-04-26,,Iowa
18039,Approved,2016-06-21,,Utah
18040,Approved,2010-04-25,,Georgia
18041,Approved,2022-11-18,,Georgia
18042,Approved,2007-03-08,,Delaware
18043,Approved,2007-08-28,,Wyoming
18044,Approved,2006-06-05,,West Virginia
18045,Approved,2021-08-24,,California
18046,Approved,2013-09-07,,Missouri
18047,Approved,2016-10-27,,Nevada
18048,Approved,2008-04-13,,New Jersey
18049,Approved,2006-11-02,,North Carolina
18050,Approved,2011-05-18,,Kansas
18051,Approved,2015-06-20,,Georgia
18052,Approved,2021-12-10,,Arizona
18053,Approved,2015-04-26,,Nebraska
18054,Approved,2016-05-09,,West Virginia
18055,Approved,2021-09-02,,Colorado
18056,Approved,2016-09-11,,Idaho
18057,Approved,2004-01-09,,Louisiana
18058,Approved,2005-08-27,,Kansas
18059,Approved,2009-09-21,,New Hampshire
18060,Approved,2016-07-07,,Oregon
18061,Approved,2005-02-25,,Louisiana
18062,Approved,2009-05-20,,Nevada
18063,Approved,2018-06-05,,Maryland
18064,Approved,2020-02-10,,New Jersey
18065,Approved,2006-10-14,,Hawaii
18066,Approved,2014-05-27,,Alabama
18067,Approved,2008-07-16,,Oklahoma
18068,Approved,2007-08-01,,California
18069,Approved,2015-11-02,,Maine
18070,Approved,2010-02-27,,Missouri
18071,Approved,2013-02-25,,Kentucky
18072,Approved,2013-07-18,,Delaware
18073,Approved,2007-04-15,,Louisiana
18074,Approved,2011-01-01,,New Mexico
18075,Approved,2006-08-14,,Nevada
18076,Approved,2013-08-17,,Washington
18077,Approved,2020-11-25,,Arizona
18078,Approved,2004-01-07,,New York
18079,Approved,2019-12-21,,Montana
18080,Approved,2015-05-27,,Nevada
18081,Approved,2011-07-20,,Oklahoma
18082,Approved,2003-08-25,,New Jersey
18083,Approved,2008-12-17,,Missouri
18084,Approved,2017-10-16,,Wisconsin
18085,Approved,2010-05-29,,Arkansas
18086,Approved,2015-04-20,,Idaho
18087,Approved,2009-09-29,,Maryland
18088,Approved,2015-02-23,,Arkansas
18089,Approved,2019-05-21,,Arkansas
18090,Approved,2023-03-30,,Minnesota
18091,Approved,2018-05-11,,Oklahoma
18092,Approved,2005-06-11,,Iowa
18093,Approved,2011-10-08,,Georgia
18094,Approved,2015-04-20,,Utah
18095,Approved,2005-10-14,,Virginia
18096,Approved,2009-09-03,,New Hampshire
18097,Approved,2006-05-04,,Maryland
18098,Approved,2017-10-13,,Rhode Island
18099,Approved,2004-01-19,,Illinois
18100,Approved,2014-07-03,,Idaho
18101,Approved,2011-06-10,,Massachusetts
18102,Approved,2014-05-16,,New York
18103,Approved,2011-09-10,,South Carolina
18104,Approved,2004-01-09,,Montana
18105,Approved,2019-04-01,,Ohio
18106,Approved,2020-08-26,,Maryland
18107,Approved,2012-08-20,,Iowa
18108,Approved,2019-10-27,,Pennsylvania
18109,Approved,2022-05-28,,Pennsylvania
18110,Approved,2013-06-22,,Washington
18111,Approved,2014-02-09,,Texas
18112,Approved,2004-07-17,,Pennsylvania
18113,Approved,2004-12-25,,Colorado
18114,Approved,2022-03-22,,Massachusetts
18115,Approved,2009-12-24,,Hawaii
18116,Approved,2012-09-22,,Indiana
18117,Approved,2012-08-17,,Ohio
18118,Approved,2014-02-06,,Florida
18119,Approved,2014-11-30,,Ohio
18120,Approved,2005-10-02,,Georgia
18121,Approved,2010-04-24,,South Carolina
18122,Approved,2003-08-12,,Alaska
18123,Approved,2014-08-11,,Massachusetts
18124,Approved,2010-04-11,,Idaho
18125,Approved,2022-12-22,,Nevada
18126,Approved,2005-03-09,,Maine
18127,Approved,2015-06-30,,Idaho
18128,Approved,2003-08-01,,Oregon
18129,Approved,2018-03-14,,New Jersey
18130,Approved,2014-05-30,,New Mexico
18131,Approved,2020-01-25,,Rhode Island
18132,Approved,2010-06-02,,Nevada
18133,Approved,2006-03-12,,Oregon
18134,Approved,2009-10-05,,Washington
18135,Approved,2005-11-22,,Washington
18136,Approved,2022-07-03,,Illinois
18137,Approved,2012-07-31,,Colorado
18138,Approved,2008-02-18,,Nebraska
18139,Approved,2021-12-17,,Kansas
18140,Approved,2010-05-19,,Illinois
18141,Approved,2017-09-01,,North Carolina
18142,Approved,2008-11-06,,Texas
18143,Approved,2006-04-14,,Texas
18144,Approved,2020-05-19,,Connecticut
18145,Approved,2012-07-02,,Delaware
18146,Approved,2019-05-25,,New York
18147,Approved,2007-09-29,,Indiana
18148,Approved,2018-03-14,,Delaware
18149,Approved,2017-05-16,,North Carolina
18150,Approved,2004-09-04,,Wyoming
18151,Approved,2006-07-12,,Michigan
18152,Approved,2019-03-27,,Illinois
18153,Approved,2004-09-25,,Iowa
18154,Approved,2011-08-24,,Connecticut
18155,Approved,2008-05-02,,North Carolina
18156,Approved,2020-09-24,,Arizona
18157,Approved,2019-10-21,,Colorado
18158,Approved,2018-06-09,,Florida
18159,Approved,2011-08-06,,Georgia
18160,Approved,2017-03-18,,Ohio
18161,Approved,2021-01-28,,Ohio
18162,Approved,2022-11-27,,South Carolina
18163,Approved,2009-12-14,,Mississippi
18164,Approved,2020-09-02,,West Virginia
18165,Approved,2016-12-22,,Oregon
18166,Approved,2010-12-09,,Massachusetts
18167,Approved,2013-11-22,,Colorado
18168,Approved,2020-08-09,,Nebraska
18169,Approved,2014-10-20,,Mississippi
18170,Approved,2008-11-12,,Vermont
18171,Approved,2003-12-04,,Maryland
18172,Approved,2016-05-22,,Iowa
18173,Approved,2009-01-17,,Vermont
18174,Approved,2011-04-17,,South Carolina
18175,Approved,2012-08-10,,New Mexico
18176,Approved,2021-08-18,,Massachusetts
18177,Approved,2006-03-22,,West Virginia
18178,Approved,2013-04-25,,Connecticut
18179,Approved,2022-12-29,,Alabama
18180,Approved,2022-07-25,,Idaho
18181,Approved,2006-03-08,,Maryland
18182,Approved,2012-09-24,,Mississippi
18183,Approved,2004-05-29,,Missouri
18184,Approved,2019-09-21,,Colorado
18185,Approved,2018-11-26,,Wisconsin
18186,Approved,2012-01-23,,Tennessee
18187,Approved,2022-08-25,,Texas
18188,Approved,2016-09-21,,Utah
18189,Approved,2018-01-10,,Kentucky
18190,Approved,2009-05-11,,Hawaii
18191,Approved,2005-06-23,,New Hampshire
18192,Approved,2011-04-13,,Colorado
18193,Approved,2023-03-07,,Utah
18194,Approved,2017-12-19,,Illinois
18195,Approved,2010-07-10,,California
18196,Approved,2013-04-27,,Idaho
18197,Approved,2005-01-23,,Virginia
18198,Approved,2004-12-19,,Delaware
18199,Approved,2015-01-09,,Montana
18200,Approved,2015-12-03,,Mississippi
18201,Approved,2007-12-01,,Maine
18202,Approved,2012-06-17,,Idaho
18203,Approved,2009-03-11,,Maryland
18204,Approved,2010-04-11,,Pennsylvania
18205,Approved,2012-09-04,,Pennsylvania
18206,Approved,2012-03-29,,Maryland
18207,Approved,2018-12-27,,Florida
18208,Approved,2014-09-23,,Georgia
18209,Approved,2017-04-22,,North Carolina
18210,Approved,2017-06-05,,Oklahoma
18211,Approved,2012-12-17,,Rhode Island
18212,Approved,2009-07-08,,Texas
18213,Approved,2021-10-27,,Florida
18214,Approved,2016-02-26,,Kansas
18215,Approved,2005-06-01,,Virginia
18216,Approved,2005-11-03,,Missouri
18217,Approved,2007-04-28,,Louisiana
18218,Approved,2015-08-19,,New Mexico
18219,Approved,2010-02-02,,Rhode Island
18220,Approved,2020-06-13,,Montana
18221,Approved,2021-09-12,,Mississippi
18222,Approved,2018-12-05,,West Virginia
18223,Approved,2005-09-22,,Texas
18224,Approved,2005-09-11,,Alabama
18225,Approved,2023-04-13,,Nevada
18226,Approved,2010-03-13,,Alabama
18227,Approved,2015-02-17,,Washington
18228,Approved,2006-05-01,,North Carolina
18229,Approved,2022-01-22,,New Hampshire
18230,Approved,2008-02-03,,Oklahoma
18231,Approved,2012-10-24,,Arkansas
18232,Approved,2006-02-26,,Arizona
18233,Approved,2019-01-03,,Arizona
18234,Approved,2015-12-27,,Virginia
18235,Approved,2003-12-01,,Michigan
18236,Approved,2004-07-25,,Alaska
18237,Approved,2010-10-02,,Wisconsin
18238,Approved,2020-02-14,,Mississippi
18239,Approved,2008-08-03,,Kentucky
18240,Approved,2020-07-12,,Tennessee
18241,Approved,2010-10-31,,Idaho
18242,Approved,2007-01-01,,Vermont
18243,Approved,2018-09-13,,Kansas
18244,Approved,2019-02-10,,Hawaii
18245,Approved,2009-08-21,,Mississippi
18246,Approved,2006-03-02,,North Dakota
18247,Approved,2011-01-20,,Missouri
18248,Approved,2018-05-31,,Florida
18249,Approved,2013-04-13,,Texas
18250,Approved,2022-11-06,,Louisiana
18251,Approved,2014-12-14,,Idaho
18252,Approved,2019-04-02,,West Virginia
18253,Approved,2005-12-17,,Tennessee
18254,Approved,2022-08-17,,Vermont
18255,Approved,2017-10-03,,Nevada
18256,Approved,2007-04-07,,Idaho
18257,Approved,2010-01-21,,North Carolina
18258,Approved,2006-10-21,,Alaska
18259,Approved,2007-02-24,,Iowa
18260,Approved,2021-06-03,,Arkansas
18261,Approved,2004-03-15,,South Carolina
18262,Approved,2015-04-17,,Tennessee
18263,Approved,2017-10-13,,Texas
18264,Approved,2022-11-08,,Maryland
18265,Approved,2009-01-19,,Alabama
18266,Approved,2005-07-02,,Maryland
18267,Approved,2018-08-17,,South Carolina
18268,Approved,2004-04-29,,New Jersey
18269,Approved,2018-10-30,,North Dakota
18270,Approved,2015-05-20,,Maryland
18271,Approved,2017-05-10,,Oregon
18272,Approved,2014-07-08,,Connecticut
18273,Approved,2006-04-17,,West Virginia
18274,Approved,2017-03-30,,Pennsylvania
18275,Approved,2012-11-26,,New York
18276,Approved,2013-07-12,,Indiana
18277,Approved,2019-06-26,,New York
18278,Approved,2023-01-14,,Wisconsin
18279,Approved,2014-08-24,,Delaware
18280,Approved,2022-12-16,,New York
18281,Approved,2020-03-12,,Nevada
18282,Approved,2020-09-30,,Virginia
18283,Approved,2015-03-25,,Indiana
18284,Approved,2009-11-26,,Washington
18285,Approved,2018-02-04,,Alaska
18286,Approved,2015-06-11,,Pennsylvania
18287,Approved,2012-12-15,,Colorado
18288,Approved,2006-03-16,,Connecticut
18289,Approved,2014-04-03,,Wyoming
18290,Approved,2010-05-29,,North Dakota
18291,Approved,2008-05-20,,Wyoming
18292,Approved,2018-09-23,,Alaska
18293,Approved,2020-07-12,,Montana
18294,Approved,2021-06-19,,Alabama
18295,Approved,2006-08-02,,Kentucky
18296,Approved,2023-04-29,,Texas
18297,Approved,2012-08-22,,Wisconsin
18298,Approved,2010-06-18,,Maryland
18299,Approved,2022-12-29,,Alaska
18300,Approved,2006-05-20,,Mississippi
18301,Approved,2014-03-12,,Massachusetts
18302,Approved,2005-05-21,,Indiana
18303,Approved,2018-07-02,,Mississippi
18304,Approved,2013-12-10,,Illinois
18305,Approved,2010-02-26,,Kansas
18306,Approved,2010-12-15,,New York
18307,Approved,2020-06-14,,Wisconsin
18308,Approved,2022-01-23,,Kentucky
18309,Approved,2015-09-01,,Tennessee
18310,Approved,2012-03-04,,Indiana
18311,Approved,2019-04-29,,Arkansas
18312,Approved,2010-01-24,,Maryland
18313,Approved,2019-10-07,,Missouri
18314,Approved,2007-01-31,,Vermont
18315,Approved,2018-02-01,,North Carolina
18316,Approved,2021-07-28,,Maine
18317,Approved,2014-02-11,,Kansas
18318,Approved,2013-04-25,,Florida
18319,Approved,2009-06-21,,Michigan
18320,Approved,2020-12-01,,Rhode Island
18321,Approved,2008-02-02,,Arizona
18322,Approved,2012-08-16,,New Jersey
18323,Approved,2012-04-18,,Maine
18324,Approved,2009-09-10,,Idaho
18325,Approved,2006-02-12,,West Virginia
18326,Approved,2021-11-10,,Washington
18327,Approved,2012-05-21,,Montana
18328,Approved,2005-08-26,,Virginia
18329,Approved,2017-05-28,,Indiana
18330,Approved,2016-02-27,,Illinois
18331,Approved,2011-08-01,,California
18332,Approved,2006-08-10,,Connecticut
18333,Approved,2011-04-24,,North Carolina
18334,Approved,2005-04-29,,Wisconsin
18335,Approved,2006-04-13,,Arizona
18336,Approved,2004-11-12,,Kansas
18337,Approved,2015-04-09,,Ohio
18338,Approved,2018-11-12,,Montana
18339,Approved,2015-02-05,,Illinois
18340,Approved,2010-01-08,,Nebraska
18341,Approved,2023-02-26,,Rhode Island
18342,Approved,2007-02-21,,Kansas
18343,Approved,2016-02-08,,Arkansas
18344,Approved,2017-11-08,,Nevada
18345,Approved,2004-02-29,,Ohio
18346,Approved,2019-05-12,,Pennsylvania
18347,Approved,2009-01-15,,Colorado
18348,Approved,2019-04-06,,Virginia
18349,Approved,2018-09-25,,Kansas
18350,Approved,2017-11-28,,Delaware
18351,Approved,2015-05-24,,Georgia
18352,Approved,2018-01-21,,Virginia
18353,Approved,2007-10-26,,Connecticut
18354,Approved,2009-02-20,,Florida
18355,Approved,2015-11-10,,Connecticut
18356,Approved,2017-10-28,,Oregon
18357,Approved,2004-10-22,,Minnesota
18358,Approved,2011-09-20,,Michigan
18359,Approved,2004-07-08,,Oklahoma
18360,Approved,2009-12-01,,Colorado
18361,Approved,2003-11-22,,North Carolina
18362,Approved,2007-09-20,,Michigan
18363,Approved,2008-02-01,,Connecticut
18364,Approved,2010-06-22,,Indiana
18365,Approved,2007-02-26,,New Jersey
18366,Approved,2009-11-08,,New York
18367,Approved,2022-03-10,,North Carolina
18368,Approved,2019-11-25,,North Dakota
18369,Approved,2010-07-11,,New Jersey
18370,Approved,2011-07-24,,Delaware
18371,Approved,2005-10-28,,Massachusetts
18372,Approved,2010-11-21,,West Virginia
18373,Approved,2006-08-20,,Nebraska
18374,Approved,2009-04-05,,Mississippi
18375,Approved,2007-08-02,,North Dakota
18376,Approved,2018-09-21,,Massachusetts
18377,Approved,2004-08-27,,New Jersey
18378,Approved,2005-11-06,,Wisconsin
18379,Approved,2015-12-16,,New Hampshire
18380,Approved,2009-09-19,,Alaska
18381,Approved,2012-02-09,,Wisconsin
18382,Approved,2012-07-30,,New Hampshire
18383,Approved,2017-11-03,,Wisconsin
18384,Approved,2022-02-07,,Missouri
18385,Approved,2007-02-19,,Montana
18386,Approved,2016-11-01,,Kansas
18387,Approved,2006-11-04,,Minnesota
18388,Approved,2015-10-07,,New Hampshire
18389,Approved,2007-03-21,,Indiana
18390,Approved,2014-06-19,,Idaho
18391,Approved,2015-10-21,,Kansas
18392,Approved,2019-03-25,,Oklahoma
18393,Approved,2018-02-21,,New York
18394,Approved,2013-04-02,,Montana
18395,Approved,2009-05-03,,Pennsylvania
18396,Approved,2012-01-17,,Delaware
18397,Approved,2004-11-17,,Montana
18398,Approved,2019-03-03,,South Carolina
18399,Approved,2020-09-05,,Alaska
18400,Approved,2004-11-16,,Colorado
18401,Approved,2010-12-02,,North Carolina
18402,Approved,2006-07-29,,Texas
18403,Approved,2006-08-20,,Mississippi
18404,Approved,2020-01-24,,Kansas
18405,Approved,2015-02-10,,Oklahoma
18406,Approved,2019-12-01,,Wisconsin
18407,Approved,2019-09-29,,Indiana
18408,Approved,2016-12-22,,Montana
18409,Approved,2021-02-25,,California
18410,Approved,2007-10-21,,Nevada
18411,Approved,2011-03-12,,Ohio
18412,Approved,2019-01-18,,Nebraska
18413,Approved,2016-03-24,,Louisiana
18414,Approved,2013-01-28,,West Virginia
18415,Approved,2022-11-03,,Mississippi
18416,Approved,2016-02-12,,Nevada
18417,Approved,2009-01-01,,Hawaii
18418,Approved,2008-07-10,,North Dakota
18419,Approved,2016-05-22,,Idaho
18420,Approved,2011-03-12,,West Virginia
18421,Approved,2005-04-10,,Colorado
18422,Approved,2009-07-03,,Iowa
18423,Approved,2012-10-16,,Nevada
18424,Approved,2011-03-14,,Nevada
18425,Approved,2017-10-21,,New Jersey
18426,Approved,2016-05-29,,Utah
18427,Approved,2008-05-29,,West Virginia
18428,Approved,2004-08-25,,Maryland
18429,Approved,2014-10-12,,Minnesota
18430,Approved,2009-04-07,,South Dakota
18431,Approved,2017-09-15,,Wyoming
18432,Approved,2022-05-03,,Kentucky
18433,Approved,2009-12-10,,Pennsylvania
18434,Approved,2015-03-27,,Indiana
18435,Approved,2015-09-17,,Texas
18436,Approved,2012-01-25,,Rhode Island
18437,Approved,2009-08-22,,South Dakota
18438,Approved,2012-01-14,,New Jersey
18439,Approved,2007-02-08,,Massachusetts
18440,Approved,2005-06-17,,Iowa
18441,Approved,2009-07-09,,New Hampshire
18442,Approved,2007-07-18,,North Carolina
18443,Approved,2009-06-24,,North Carolina
18444,Approved,2015-12-30,,Colorado
18445,Approved,2014-06-26,,Maine
18446,Approved,2015-04-28,,Mississippi
18447,Approved,2006-01-30,,Maryland
18448,Approved,2018-07-21,,Maryland
18449,Approved,2003-07-19,,New Jersey
18450,Approved,2008-07-17,,Utah
18451,Approved,2022-09-21,,New York
18452,Approved,2019-06-01,,Kansas
18453,Approved,2014-12-28,,Illinois
18454,Approved,2022-05-19,,Massachusetts
18455,Approved,2011-08-23,,Idaho
18456,Approved,2018-04-19,,Nevada
18457,Approved,2008-10-05,,Virginia
18458,Approved,2020-01-10,,Missouri
18459,Approved,2017-10-05,,South Dakota
18460,Approved,2015-08-20,,Colorado
18461,Approved,2017-01-10,,Massachusetts
18462,Approved,2014-08-24,,Utah
18463,Approved,2009-08-08,,Maine
18464,Approved,2021-01-16,,Pennsylvania
18465,Approved,2007-07-11,,Massachusetts
18466,Approved,2013-09-26,,Missouri
18467,Approved,2015-08-31,,California
18468,Approved,2009-11-12,,Tennessee
18469,Approved,2007-08-15,,Arkansas
18470,Approved,2010-01-23,,Idaho
18471,Approved,2007-08-25,,Pennsylvania
18472,Approved,2010-07-16,,Georgia
18473,Approved,2003-12-27,,Arizona
18474,Approved,2004-03-04,,Kentucky
18475,Approved,2021-12-29,,Kentucky
18476,Approved,2012-02-05,,Michigan
18477,Approved,2021-12-19,,South Dakota
18478,Approved,2018-01-27,,Missouri
18479,Approved,2007-07-26,,Missouri
18480,Approved,2020-01-21,,Alaska
18481,Approved,2005-11-05,,Georgia
18482,Approved,2006-11-23,,Wyoming
18483,Approved,2017-06-25,,West Virginia
18484,Approved,2003-07-18,,North Dakota
18485,Approved,2016-03-02,,Virginia
18486,Approved,2019-05-23,,New Jersey
18487,Approved,2019-01-26,,New York
18488,Approved,2008-12-10,,Massachusetts
18489,Approved,2007-08-18,,New Mexico
18490,Approved,2013-02-13,,South Dakota
18491,Approved,2009-11-26,,Missouri
18492,Approved,2017-12-14,,Kentucky
18493,Approved,2018-07-09,,Arizona
18494,Approved,2022-02-03,,Virginia
18495,Approved,2005-12-24,,Florida
18496,Approved,2004-07-07,,Oklahoma
18497,Approved,2022-07-27,,Nebraska
18498,Approved,2018-04-27,,Arizona
18499,Approved,2018-08-23,,Ohio
18500,Approved,2013-10-21,,Alabama
18501,Approved,2022-01-17,,Colorado
18502,Approved,2011-05-08,,Ohio
18503,Approved,2023-01-29,,Ohio
18504,Approved,2013-02-16,,Massachusetts
18505,Approved,2022-09-01,,Rhode Island
18506,Approved,2005-09-22,,Nevada
18507,Approved,2016-08-02,,Indiana
18508,Approved,2008-08-21,,Massachusetts
18509,Approved,2013-11-12,,Delaware
18510,Approved,2004-03-08,,Washington
18511,Approved,2006-10-13,,Missouri
18512,Approved,2020-06-07,,Missouri
18513,Approved,2006-01-19,,Arizona
18514,Approved,2020-07-05,,West Virginia
18515,Approved,2012-04-27,,Nevada
18516,Approved,2012-04-28,,Vermont
18517,Approved,2004-04-18,,Arkansas
18518,Approved,2013-08-23,,Vermont
18519,Approved,2021-06-11,,Arizona
18520,Approved,2008-10-14,,Colorado
18521,Approved,2012-12-31,,New Jersey
18522,Approved,2014-12-26,,Tennessee
18523,Approved,2009-08-25,,Idaho
18524,Approved,2003-11-21,,Michigan
18525,Approved,2005-01-17,,Kansas
18526,Approved,2008-12-07,,Indiana
18527,Approved,2015-06-02,,Massachusetts
18528,Approved,2010-02-12,,Texas
18529,Approved,2004-02-07,,Alaska
18530,Approved,2016-06-28,,North Carolina
18531,Approved,2014-05-09,,North Dakota
18532,Approved,2012-03-23,,Nebraska
18533,Approved,2017-07-14,,Wisconsin
18534,Approved,2012-01-08,,Arizona
18535,Approved,2003-12-19,,Connecticut
18536,Approved,2004-02-14,,Wyoming
18537,Approved,2013-06-29,,Oklahoma
18538,Approved,2009-02-15,,South Dakota
18539,Approved,2019-12-15,,Georgia
18540,Approved,2013-06-08,,California
18541,Approved,2008-11-26,,Hawaii
18542,Approved,2015-05-01,,Arkansas
18543,Approved,2013-09-10,,New Hampshire
18544,Approved,2019-08-29,,Arkansas
18545,Approved,2003-11-09,,Alabama
18546,Approved,2006-05-19,,Michigan
18547,Approved,2013-09-20,,Colorado
18548,Approved,2007-05-29,,West Virginia
18549,Approved,2012-09-22,,Kentucky
18550,Approved,2014-10-03,,Hawaii
18551,Approved,2010-05-07,,New York
18552,Approved,2005-01-23,,South Dakota
18553,Approved,2007-04-21,,New Hampshire
18554,Approved,2019-04-23,,Connecticut
18555,Approved,2015-12-26,,Delaware
18556,Approved,2016-11-20,,Arkansas
18557,Approved,2020-12-26,,Hawaii
18558,Approved,2023-01-06,,Rhode Island
18559,Approved,2013-01-01,,Maine
18560,Approved,2008-02-15,,South Dakota
18561,Approved,2019-11-03,,Mississippi
18562,Approved,2008-05-27,,Oregon
18563,Approved,2020-11-29,,Missouri
18564,Approved,2006-11-17,,Arizona
18565,Approved,2009-07-02,,North Carolina
18566,Approved,2021-01-25,,Texas
18567,Approved,2009-03-15,,Massachusetts
18568,Approved,2022-01-21,,Kansas
18569,Approved,2023-05-26,,West Virginia
18570,Approved,2004-01-18,,Idaho
18571,Approved,2015-04-10,,North Dakota
18572,Approved,2011-01-09,,New Hampshire
18573,Approved,2012-06-04,,New Jersey
18574,Approved,2018-01-07,,Rhode Island
18575,Approved,2015-12-07,,North Dakota
18576,Approved,2020-12-09,,Missouri
18577,Approved,2021-10-28,,Delaware
18578,Approved,2009-04-03,,South Dakota
18579,Approved,2010-05-08,,Washington
18580,Approved,2008-12-15,,Oregon
18581,Approved,2012-02-09,,West Virginia
18582,Approved,2022-11-29,,New York
18583,Approved,2022-09-18,,Nevada
18584,Approved,2011-05-24,,Georgia
18585,Approved,2006-10-02,,Delaware
18586,Approved,2010-03-22,,Washington
18587,Approved,2015-12-04,,Massachusetts
18588,Approved,2019-07-01,,Massachusetts
18589,Approved,2021-02-26,,Oregon
18590,Approved,2006-11-14,,Kentucky
18591,Approved,2010-09-25,,Delaware
18592,Approved,2009-02-11,,Alaska
18593,Approved,2012-02-20,,Connecticut
18594,Approved,2014-10-14,,Florida
18595,Approved,2012-01-01,,Louisiana
18596,Approved,2017-07-24,,Kentucky
18597,Approved,2008-08-11,,West Virginia
18598,Approved,2015-09-24,,Minnesota
18599,Approved,2014-11-09,,Georgia
18600,Approved,2016-01-04,,California
18601,Approved,2006-04-15,,West Virginia
18602,Approved,2020-12-27,,Utah
18603,Approved,2017-12-24,,Washington
18604,Approved,2004-07-10,,Maine
18605,Approved,2007-05-04,,Texas
18606,Approved,2016-10-03,,Kentucky
18607,Approved,2019-06-11,,Virginia
18608,Approved,2022-03-15,,Nebraska
18609,Approved,2004-10-12,,Nebraska
18610,Approved,2005-06-24,,Florida
18611,Approved,2016-12-20,,Idaho
18612,Approved,2020-10-24,,Arkansas
18613,Approved,2012-12-01,,Georgia
18614,Approved,2011-04-15,,Alabama
18615,Approved,2010-08-15,,New York
18616,Approved,2016-10-03,,Missouri
18617,Approved,2011-03-09,,Virginia
18618,Approved,2003-10-21,,Wisconsin
18619,Approved,2022-04-23,,Iowa
18620,Approved,2015-05-24,,Virginia
18621,Approved,2008-11-12,,Rhode Island
18622,Approved,2021-05-19,,Idaho
18623,Approved,2016-01-20,,Iowa
18624,Approved,2010-01-30,,New York
18625,Approved,2022-09-16,,Texas
18626,Approved,2003-11-25,,Oregon
18627,Approved,2010-06-03,,Oregon
18628,Approved,2003-10-30,,Maine
18629,Approved,2006-04-17,,Alabama
18630,Approved,2021-08-12,,Wisconsin
18631,Approved,2005-08-23,,North Dakota
18632,Approved,2017-09-18,,Ohio
18633,Approved,2006-08-15,,Nevada
18634,Approved,2018-08-14,,Missouri
18635,Approved,2007-03-17,,Rhode Island
18636,Approved,2015-01-05,,Rhode Island
18637,Approved,2019-12-04,,Tennessee
18638,Approved,2023-02-01,,Texas
18639,Approved,2017-08-01,,Georgia
18640,Approved,2023-05-20,,West Virginia
18641,Approved,2018-12-16,,Alabama
18642,Approved,2014-08-01,,Pennsylvania
18643,Approved,2023-01-05,,Missouri
18644,Approved,2018-11-25,,Iowa
18645,Approved,2016-10-03,,Connecticut
18646,Approved,2022-10-21,,Pennsylvania
18647,Approved,2009-06-10,,West Virginia
18648,Approved,2021-10-03,,Missouri
18649,Approved,2010-02-26,,Arizona
18650,Approved,2021-06-10,,South Dakota
18651,Approved,2011-10-18,,South Carolina
18652,Approved,2009-01-28,,Alabama
18653,Approved,2006-12-04,,Oregon
18654,Approved,2006-11-17,,Virginia
18655,Approved,2020-07-07,,West Virginia
18656,Approved,2021-07-15,,Alaska
18657,Approved,2004-05-03,,Texas
18658,Approved,2019-11-06,,Indiana
18659,Approved,2022-02-15,,Hawaii
18660,Approved,2003-12-10,,Colorado
18661,Approved,2017-08-30,,Pennsylvania
18662,Approved,2012-10-03,,Montana
18663,Approved,2018-09-05,,Kansas
18664,Approved,2021-09-25,,Connecticut
18665,Approved,2011-01-17,,North Dakota
