LOAN_ID,EMPLOYEE_ID,ACCOUNT_NUMBER,SANCTION_DATE,LOAN_AMOUNT,LOAN_TYPE_ID,TENURE,EMI_AMOUNT,APPLICATION_ID
2842,29,132,2015-11-15,21135.9,13,180,148.52,1499
406,29,54,2007-03-22,92858.4,29,180,652.49,1500
609,29,110,2018-08-14,58887.16,29,144,501.4,1501
1218,29,6,2018-10-11,93632.72,6,180,657.93,1502
754,29,174,2012-04-19,42573.94,33,180,299.15,1503
1885,29,134,2019-12-21,82232.3,25,180,577.82,1504
986,29,133,2016-12-05,68573.42,4,180,481.84,1505
1972,29,33,2011-08-05,27379.81,26,180,192.39,1506
2958,29,49,2017-05-15,28424.4,30,144,242.02,1507
551,29,65,2012-02-10,33991,39,180,238.84,1508
3306,29,16,2020-04-24,43852.97,6,144,373.39,1509
3379,31,131,2017-06-13,15137.55,8,180,106.37,1510
89,89,181,2023-09-22,36244.98,18,144,308.61,1511
267,89,52,2006-04-15,57251.73,28,144,487.47,1512
801,89,13,2012-07-10,75726.8,5,144,644.78,1513
623,89,88,2013-04-29,79829.44,1,180,560.94,1514
1246,89,74,2021-11-10,18182.24,37,180,127.76,1515
3115,89,195,2016-08-03,92419.22,35,180,649.4,1516
1157,89,68,2022-05-22,69690.44,15,180,489.69,1517
3026,89,38,2004-09-06,11181.7,9,144,95.21,1518
3382,89,161,2020-02-03,23927.48,8,180,168.13,1519
2581,89,181,2012-01-04,16106.5,36,144,137.14,1520
2759,89,121,2013-05-03,35267.93,22,144,300.29,1521
776,97,196,2005-04-23,39207.65,22,144,333.84,1522
2619,97,197,2014-11-19,19201.4,1,144,163.49,1523
2328,97,130,2017-03-26,11974.76,36,180,84.14,1524
485,97,35,2007-07-26,63577.96,18,144,541.34,1525
2910,97,129,2022-02-16,79312.36,26,180,557.3,1526
2134,97,109,2005-08-05,99460.41,7,180,698.88,1527
3298,97,80,2008-11-06,39907.34,9,180,280.42,1528
2813,97,163,2017-04-16,42194.12,16,144,359.26,1529
3007,97,113,2004-11-08,37709.4,7,144,321.08,1530
3131,31,118,2018-04-07,53268.99,26,144,453.56,1531
3317,31,154,2017-04-25,30419.52,9,144,259.01,1532
248,31,40,2018-09-04,85564.7,22,144,728.54,1533
496,31,43,2007-07-03,96281.77,22,144,819.79,1534
83,83,76,2019-08-11,4207.6,2,180,29.57,1535
166,83,152,2019-08-28,41911.64,12,144,356.86,1536
249,83,191,2009-06-06,91162.57,40,144,776.21,1537
498,83,74,2009-09-18,59385.2,30,144,505.64,1538
1660,83,200,2015-07-10,114.92,34,180,0.81,1539
3320,83,7,2020-01-31,7161.6,18,144,60.98,1540
1162,83,87,2017-12-05,10936.7,35,180,76.85,1541
3486,83,197,2009-05-06,92141.42,31,144,784.54,1542
2905,83,140,2013-08-03,37724.23,28,144,321.2,1543
1826,83,34,2021-01-28,26038.55,31,180,182.96,1544
2739,83,23,2007-10-08,97297.1,16,144,828.44,1545
3237,83,156,2016-06-21,76664.66,22,144,652.76,1546
3071,83,182,2015-09-12,89167.79,9,180,626.55,1547
146,73,111,2008-10-17,85922.5,16,144,731.59,1548
292,73,128,2016-02-10,54986.94,25,180,386.38,1549
584,73,28,2020-01-10,42795.37,10,180,300.71,1550
2336,73,51,2021-08-02,53353.25,4,180,374.9,1551
365,73,26,2005-10-10,66735.61,9,144,568.22,1552
2920,73,56,2010-08-05,99482.1,7,180,699.03,1553
1533,73,153,2012-09-16,75444.69,35,180,530.13,1554
3066,73,148,2009-12-17,28897.49,1,180,203.05,1555
803,73,9,2023-10-20,7227.95,26,144,61.54,1556
3212,73,131,2014-12-27,31168.14,37,180,219.01,1557
2847,73,152,2014-01-06,68091.22,4,144,579.77,1558
3431,73,162,2016-11-16,69471.82,24,180,488.16,1559
47,47,76,2005-05-06,52859.88,20,144,450.08,1560
188,47,47,2013-11-06,58922.21,37,144,501.7,1561
141,47,108,2022-09-15,17401.75,37,144,148.17,1562
470,47,132,2018-08-10,16495.53,35,144,140.45,1563
705,47,126,2005-02-17,95044.3,25,144,809.26,1564
2961,47,144,2017-11-29,47902.88,25,144,407.87,1565
1645,47,40,2013-02-05,25471.94,39,180,178.98,1566
611,47,127,2016-09-15,33006.15,24,180,231.92,1567
1833,47,174,2011-01-10,54463.92,23,180,382.7,1568
3055,47,101,2015-09-30,73283.31,20,180,514.94,1569
893,47,115,2008-07-02,63906.7,13,180,449.05,1570
1786,47,169,2008-06-09,28267.83,20,180,198.63,1571
2679,47,133,2007-09-12,16122.11,35,144,137.27,1572
1457,47,159,2016-02-02,93278.19,5,180,655.44,1573
2914,47,195,2009-07-29,60596.68,17,144,515.95,1574
1739,47,24,2005-01-02,37763.9,21,180,265.36,1575
53,53,124,2018-08-02,52148.65,17,180,366.43,1576
424,53,25,2023-07-23,80556.27,31,180,566.04,1577
159,53,33,2017-06-29,93607.68,39,144,797.03,1578
2120,53,171,2019-09-19,94127.28,1,180,661.4,1579
2385,53,6,2006-07-12,59375.42,9,180,417.21,1580
795,53,38,2006-08-01,85217.63,3,144,725.59,1581
1590,53,98,2018-05-30,85192.57,22,180,598.62,1582
3180,53,84,2022-06-24,53859.6,22,144,458.59,1583
742,53,47,2022-10-15,71627.9,36,180,503.31,1584
1113,53,145,2008-08-23,41128.23,23,180,289,1585
583,53,172,2009-09-13,69129.49,4,180,485.75,1586
1166,53,138,2009-02-23,69939.87,24,180,491.45,1587
2332,53,131,2011-01-01,36602.36,21,180,257.19,1588
3498,53,190,2009-07-13,79561.82,37,180,559.06,1589
2438,53,36,2011-09-17,95631.2,20,180,671.97,1590
3074,53,122,2004-12-14,87736.83,34,144,747.04,1591
1961,53,112,2021-10-24,90335.4,14,180,634.76,1592
122,61,157,2008-07-20,60914.93,16,144,518.66,1593
1952,61,13,2020-09-19,8717.2,14,180,61.25,1594
183,61,168,2016-02-02,9457.76,34,180,66.46,1595
1098,61,54,2013-09-29,47930.24,33,180,336.79,1596
366,61,158,2015-05-05,35436.63,23,144,301.73,1597
732,61,70,2007-12-22,68073.53,6,180,478.33,1598
305,61,108,2017-11-08,19845.8,28,180,139.45,1599
854,61,157,2012-11-06,81926.89,28,180,575.67,1600
3416,61,57,2009-04-29,32956.35,3,144,280.61,1601
671,61,78,2015-08-03,63675.12,25,144,542.16,1602
1342,61,192,2021-01-03,22370.7,2,180,157.19,1603
1586,61,197,2015-03-23,29531.9,40,180,207.51,1604
3172,61,151,2022-01-31,27198.43,40,144,231.58,1605
3355,61,76,2008-11-11,11664.9,10,180,81.97,1606
3111,61,169,2016-09-28,52310.49,12,180,367.57,1607
2806,61,101,2022-11-04,67587.41,5,180,474.92,1608
2257,61,152,2014-04-29,49497.1,8,180,347.8,1609
41,41,184,2011-12-03,85536.94,39,180,601.04,1610
656,41,182,2016-10-27,67971.22,26,180,477.61,1611
328,41,117,2015-09-26,28341.46,22,144,241.31,1612
3321,41,174,2017-03-19,56308.93,15,180,395.67,1613
369,41,115,2019-12-23,66778.33,23,180,469.23,1614
123,41,132,2021-05-04,2024.74,28,144,17.24,1615
738,41,132,2014-05-09,90496.76,9,144,770.54,1616
205,41,162,2017-11-24,9438.74,13,180,66.32,1617
410,41,92,2017-10-06,58377.34,31,144,497.06,1618
820,41,5,2007-04-06,36193.43,19,144,308.17,1619
3075,41,125,2009-03-05,18670.16,8,144,158.97,1620
574,41,140,2008-12-18,67175.7,25,144,571.97,1621
3444,41,155,2004-02-10,87123.16,10,180,612.19,1622
451,41,30,2023-10-18,78667.95,34,180,552.77,1623
1353,41,108,2021-07-13,13632.41,5,180,95.79,1624
533,41,13,2007-07-28,88723.85,11,180,623.43,1625
697,41,77,2010-11-30,68696.68,8,144,584.92,1626
779,41,79,2021-05-28,18735.39,39,180,131.65,1627
1189,41,197,2007-09-23,66642.34,9,180,468.27,1628
3034,41,40,2013-01-06,95589.89,36,144,813.9,1629
1264,79,168,2009-09-06,74255.6,33,180,521.77,1630
711,79,93,2016-09-24,58015.65,25,180,407.66,1631
474,79,133,2006-11-06,94766.15,16,180,665.89,1632
2844,79,20,2005-02-28,10612.24,39,180,74.57,1633
790,79,35,2004-04-18,27631.88,38,180,194.16,1634
1106,79,188,2007-11-14,30453.31,9,180,213.99,1635
869,79,58,2016-04-06,50356.68,3,180,353.84,1636
3476,79,44,2020-04-18,27667.89,37,144,235.58,1637
2054,79,24,2014-10-09,59637.54,8,180,419.05,1638
3081,79,14,2007-08-13,84355.23,28,180,592.74,1639
1817,79,174,2019-05-03,24710.17,21,180,173.63,1640
2291,79,158,2016-06-30,76466.82,29,180,537.31,1641
2449,79,104,2023-10-27,33030.83,30,180,232.1,1642
3239,79,122,2012-07-29,41508.92,15,180,291.67,1643
3397,79,33,2020-06-30,10031.74,19,180,70.49,1644
1849,43,165,2011-09-23,44604.44,29,180,313.42,1645
134,67,119,2009-05-07,78679.95,24,144,669.92,1646
536,67,63,2023-01-20,78478.89,8,144,668.21,1647
201,67,88,2022-09-18,44719.18,26,180,314.23,1648
603,67,174,2006-08-03,83113.55,3,180,584.01,1649
1809,67,95,2021-03-21,8296.46,15,180,58.3,1650
804,67,25,2009-08-26,98714.24,32,180,693.63,1651
335,67,193,2004-10-26,57480.58,5,144,489.42,1652
1340,67,17,2009-08-11,56774.91,21,180,398.94,1653
469,67,149,2021-07-13,2990.44,11,180,21.01,1654
2211,67,150,2017-11-09,36511.65,9,180,256.56,1655
871,67,191,2011-01-09,55602.81,11,180,390.7,1656
3484,67,76,2018-11-08,49728.34,5,144,423.41,1657
3417,67,84,2017-09-22,29196.47,22,144,248.59,1658
3149,67,4,2012-12-05,45993.65,39,144,391.61,1659
2881,67,178,2004-08-28,91268.71,32,144,777.11,1660
344,43,145,2008-07-04,29231.63,28,144,248.89,1661
1161,43,70,2017-02-25,76607.98,40,180,538.3,1662
258,43,4,2009-10-08,28593.73,22,144,243.46,1663
516,43,104,2018-12-11,96053.52,38,180,674.94,1664
1032,43,48,2023-02-28,178.73,29,180,1.26,1665
1075,43,143,2005-10-07,52953.2,22,180,372.09,1666
860,43,63,2016-09-14,10759.2,24,180,75.6,1667
1720,43,156,2006-11-24,35482.56,14,180,249.32,1668
3440,43,106,2017-09-24,43450.18,10,144,369.96,1669
645,43,125,2015-04-27,95830.44,8,180,673.37,1670
3225,43,160,2011-11-16,19013.23,23,144,161.89,1671
1290,43,132,2021-03-06,40409.66,33,180,283.95,1672
2580,43,35,2019-06-09,79936.11,21,144,680.62,1673
301,43,106,2005-04-08,1942.21,9,180,13.65,1674
946,43,106,2020-04-09,16917.19,37,180,118.87,1675
1892,43,104,2007-05-26,10586.92,18,180,74.39,1676
3354,43,187,2013-01-31,46980.56,16,144,400.02,1677
731,43,68,2021-03-15,97482.44,9,144,830.02,1678
1462,43,126,2020-08-14,97309.52,37,180,683.76,1679
3268,43,123,2022-09-07,97878.24,7,180,687.76,1680
1978,43,152,2017-05-06,18722.79,4,180,131.56,1681
2967,43,151,2020-01-10,45013.58,9,180,316.3,1682
2494,43,172,2012-12-19,72991.16,21,180,512.89,1683
3182,43,164,2010-02-07,65974.9,34,144,561.75,1684
592,37,86,2011-10-05,78784.33,29,180,553.59,1685
1184,37,35,2022-05-05,48064.6,20,180,337.73,1686
2997,37,24,2016-05-02,84118.99,2,180,591.08,1687
888,37,178,2009-05-13,59322.9,36,180,416.84,1688
1332,37,176,2014-03-24,23552.4,28,180,165.5,1689
2960,37,9,2008-10-29,6556.18,10,180,46.07,1690
3330,37,153,2019-06-27,27804.32,10,144,236.74,1691
518,37,122,2006-04-13,52053.11,30,144,443.21,1692
777,37,190,2006-04-08,36604.19,12,180,257.21,1693
2331,37,83,2020-03-16,35511.33,23,180,249.53,1694
3108,37,49,2017-04-26,95553.47,37,144,813.59,1695
814,37,5,2023-03-14,93983.66,13,180,660.39,1696
3256,37,101,2017-11-22,56169.1,9,180,394.68,1697
1443,37,140,2022-11-13,19859.72,4,180,139.55,1698
3367,37,199,2007-01-30,63978.87,10,144,544.75,1699
2849,37,187,2012-12-22,56615.46,32,144,482.05,1700
629,37,110,2020-05-07,41001.44,9,180,288.1,1701
1887,37,50,2011-10-03,69749.21,4,180,490.11,1702
703,37,70,2007-09-19,61479.27,23,144,523.47,1703
851,37,186,2014-01-14,56521.16,27,144,481.25,1704
1147,37,149,2008-09-28,56711.9,29,180,398.5,1705
3441,37,192,2016-03-02,4336.89,18,180,30.47,1706
93,31,189,2007-02-23,21554.1,17,180,151.45,1707
837,31,41,2008-08-27,44156.68,6,144,375.97,1708
186,31,106,2005-11-15,17570.5,7,180,123.46,1709
1674,31,152,2008-08-04,4952.17,22,180,34.8,1710
3348,31,106,2023-11-25,74568.7,8,180,523.97,1711
2232,31,112,2022-12-14,10872.89,3,180,76.4,1712
372,31,21,2010-09-12,76154.54,28,144,648.42,1713
2480,31,98,2004-03-06,12668.79,15,180,89.02,1714
1395,31,56,2005-01-25,90368.69,30,180,634.99,1715
2325,31,41,2017-09-13,81576.46,22,180,573.21,1716
1953,31,183,2022-12-08,10465.26,4,180,73.54,1717
1085,31,196,2020-08-15,12045.37,17,180,84.64,1718
682,31,109,2007-07-30,15503.56,9,180,108.94,1719
3069,31,152,2020-01-14,53090.37,6,144,452.04,1720
2015,31,163,2022-12-24,55974.56,8,180,393.32,1721
2821,31,161,2015-10-04,8035.34,4,180,56.46,1722
2387,31,94,2015-08-10,26976.78,28,180,189.56,1723
3162,31,83,2007-04-04,85823.29,10,180,603.05,1724
1178,31,64,2004-02-13,2045.8,36,180,14.38,1725
899,31,16,2012-02-29,63731.97,11,180,447.82,1726
2945,31,21,2011-08-25,7615.25,5,144,64.84,1727
475,19,22,2020-11-17,69979.83,12,144,595.85,1728
3040,19,157,2014-07-14,40983.1,13,180,287.98,1729
1425,19,178,2013-04-11,1977.56,8,180,13.9,1730
2850,19,43,2011-07-31,60954.2,9,144,519,1731
3420,19,2,2004-03-30,96253.44,33,144,819.55,1732
133,19,117,2020-10-21,94655.3,9,144,805.95,1733
2128,19,32,2016-01-07,51368.66,19,180,360.95,1734
1197,19,80,2021-04-03,18498.81,18,180,129.99,1735
2793,19,92,2015-07-14,67123.1,38,144,571.52,1736
399,19,31,2007-01-23,29526.16,27,144,251.4,1737
3325,19,42,2006-07-28,24439.43,21,144,208.09,1738
3344,19,100,2014-04-23,73683.6,39,180,517.75,1739
494,19,70,2023-06-16,87514.36,35,180,614.94,1740
988,19,67,2018-04-22,73830,24,180,518.78,1741
1235,19,147,2011-08-20,15616.74,27,180,109.73,1742
2470,19,27,2016-06-11,26803.62,4,180,188.34,1743
2717,19,192,2016-11-29,64662.59,39,144,550.57,1744
2926,19,127,2008-11-22,5216.5,25,144,44.42,1745
2907,19,70,2011-10-28,1034.46,35,144,8.81,1746
1615,19,122,2013-09-27,30309.97,25,180,212.98,1747
3230,19,112,2010-09-22,15090.43,21,144,128.49,1748
340,17,176,2020-04-23,6291.63,27,180,44.21,1749
680,17,124,2016-02-29,34512.47,7,180,242.51,1750
1360,17,66,2013-07-24,13631.4,33,180,95.78,1751
1700,17,176,2017-01-08,46891.85,27,180,329.49,1752
255,17,157,2008-05-04,33128.5,22,180,232.78,1753
3060,17,5,2008-01-04,32671.76,30,180,229.57,1754
2040,17,1,2017-08-02,71443.76,9,180,502.01,1755
2023,17,12,2016-01-10,32250.54,39,180,226.61,1756
238,17,23,2020-12-17,71740.13,13,180,504.1,1757
3213,17,123,2019-12-19,46879.7,28,180,329.41,1758
714,17,168,2011-09-22,92448.43,34,180,649.61,1759
2142,17,183,2016-08-29,46723.14,3,180,328.31,1760
2856,17,192,2016-02-25,81119.91,3,144,690.7,1761
2975,17,43,2018-08-19,91736.27,30,144,781.09,1762
187,17,129,2013-05-17,14728.8,15,144,125.41,1763
442,17,46,2016-02-29,18968.25,6,144,161.51,1764
2652,17,64,2017-07-29,32641.52,13,144,277.93,1765
3315,17,141,2013-07-26,2694.59,31,144,22.94,1766
3094,17,37,2007-07-09,90792.22,7,144,773.05,1767
3366,17,64,2020-04-06,236.17,24,180,1.66,1768
2618,17,73,2013-11-09,98190.39,2,144,836.05,1769
2380,17,101,2008-01-18,21062.37,25,180,148,1770
735,7,62,2019-02-13,58840.82,19,180,413.46,1771
2835,7,32,2009-03-08,90189.87,5,144,767.93,1772
3150,7,135,2015-08-22,24769.41,12,180,174.05,1773
630,7,120,2012-03-23,47388.8,3,144,403.49,1774
2940,7,42,2010-04-19,66790.74,30,180,469.32,1775
3360,7,182,2015-06-11,15527.11,38,180,109.1,1776
2100,7,35,2020-12-05,98795.86,18,180,694.21,1777
420,7,165,2011-09-22,116.67,20,144,0.99,1778
672,7,32,2007-09-08,45500.22,10,144,387.41,1779
3408,71,159,2017-01-02,67874.8,6,180,476.93,1780
355,71,59,2017-02-28,40617.19,14,144,345.84,1781
2840,71,107,2019-10-04,72620.44,13,144,618.33,1782
497,71,22,2021-05-29,46123.82,12,180,324.1,1783
1988,71,47,2019-08-25,6268.68,19,180,44.05,1784
1562,71,30,2023-03-11,94271.42,11,180,662.42,1785
2414,71,154,2011-06-12,22320.5,28,180,156.84,1786
2059,71,15,2017-07-09,23717.54,23,180,166.66,1787
2627,71,91,2021-01-12,91604.59,18,144,779.97,1788
2911,71,84,2014-07-11,74861.17,5,144,637.41,1789
3053,71,191,2020-06-30,13927.2,34,144,118.58,1790
852,71,27,2011-11-10,56457.38,15,144,480.71,1791
857,1,133,2014-08-21,77265.87,15,144,657.88,1792
937,1,127,2021-07-23,92632.1,22,144,788.72,1793
941,1,167,2004-01-01,28986.98,4,144,246.81,1794
991,1,122,2007-01-26,28300.15,5,144,240.96,1795
1033,1,22,2019-12-29,86457.28,4,144,736.14,1796
1091,1,18,2014-09-25,44361.64,31,144,377.72,1797
1117,1,143,2017-05-08,29840.56,22,144,254.08,1798
1153,1,10,2011-09-06,21339.99,30,144,181.7,1799
1223,1,77,2018-08-12,73254.46,27,144,623.73,1800
1301,1,170,2005-08-03,29011.48,39,144,247.02,1801
1307,1,113,2023-07-07,81409.4,30,144,693.16,1802
1423,1,123,2005-04-25,90494.4,21,144,770.52,1803
1459,1,125,2017-10-09,91091.24,14,144,775.6,1804
1511,1,53,2007-02-15,4927.4,17,144,41.95,1805
1553,1,57,2012-11-27,57668.5,18,144,491.02,1806
1571,1,141,2010-10-03,2019.1,3,144,17.19,1807
1621,1,122,2015-01-24,53146.47,19,144,452.52,1808
1777,1,174,2010-01-07,9252.95,18,144,78.78,1809
1879,1,138,2007-10-16,39773.88,23,144,338.66,1810
1933,1,119,2010-02-04,97376.38,11,144,829.12,1811
1993,1,102,2016-04-30,41642.1,3,144,354.56,1812
2003,1,182,2004-11-26,79995.56,6,144,681.13,1813
2011,1,119,2011-11-24,7061.54,7,144,60.13,1814
2131,1,113,2005-06-04,26350.68,29,144,224.36,1815
2141,1,115,2004-03-19,79741.44,14,144,678.96,1816
2213,1,75,2016-12-17,79259.18,33,144,674.86,1817
2221,1,20,2022-02-18,54276.97,38,144,462.14,1818
2237,1,101,2004-02-05,64638.7,37,144,550.37,1819
2281,1,161,2008-05-07,25780.57,1,144,219.51,1820
2333,1,24,2007-11-28,31961.14,18,144,272.13,1821
2347,1,135,2010-09-23,67622.11,18,144,575.77,1822
2371,1,68,2006-09-20,86535.52,21,144,736.81,1823
2381,1,81,2019-10-20,22315.6,34,144,190.01,1824
2389,1,105,2010-09-02,35271.61,11,144,300.32,1825
2423,1,146,2003-12-29,51850.35,8,144,441.48,1826
2441,1,154,2021-08-20,41787.38,2,144,355.8,1827
2459,1,18,2018-01-26,41355.95,19,144,352.13,1828
2467,1,8,2006-03-17,74500.5,29,144,634.34,1829
2531,1,150,2022-03-16,72143.38,6,144,614.27,1830
2551,1,109,2009-12-19,66194.76,32,144,563.62,1831
2713,1,123,2011-11-30,90287.25,22,180,649.89,1832
2741,1,95,2011-09-01,19385.16,8,180,139.54,1833
2851,1,98,2018-01-29,74798.94,2,180,538.41,1834
2903,1,102,2016-12-08,61056.12,29,180,439.48,1835
2927,1,77,2020-02-04,9568.66,12,180,68.88,1836
2963,1,25,2003-12-15,594.2,25,180,4.28,1837
3023,1,49,2018-10-08,74683.41,17,180,537.57,1838
3137,1,114,2011-02-03,15200.86,29,180,109.42,1839
3187,1,141,2016-11-30,50059.74,19,180,360.33,1840
3323,1,191,2005-05-03,97102.77,24,180,698.95,1841
3331,1,104,2013-02-08,74497.31,3,180,536.23,1842
3391,1,149,2004-11-30,65749.71,11,180,473.27,1843
3407,1,74,2023-10-09,37028.46,8,180,266.53,1844
3433,1,51,2015-10-01,18074.89,31,180,130.1,1845
101,1,19,2016-06-11,34768.17,5,180,250.26,1846
127,1,87,2015-06-01,3719.55,10,180,26.77,1847
137,1,55,2019-05-19,53474.59,8,180,384.91,1848
151,1,31,2008-07-05,19494.88,1,180,140.32,1849
193,1,40,2021-07-12,9938.46,4,180,71.54,1850
389,1,171,2007-01-28,82320.66,20,180,592.55,1851
397,1,178,2012-07-02,54963.81,32,180,395.63,1852
457,1,58,2007-06-14,64283.75,15,180,462.72,1853
541,1,117,2007-06-17,72171.32,14,180,519.49,1854
571,1,140,2013-03-21,69520.8,31,180,500.41,1855
631,1,121,2004-10-05,2647.73,25,180,19.06,1856
647,1,31,2008-10-08,61231.67,26,180,440.75,1857
683,1,64,2008-07-24,24031.21,24,180,172.98,1858
701,1,183,2016-11-01,50300.65,2,180,362.07,1859
739,1,96,2010-12-27,17989.5,38,180,129.49,1860
743,1,198,2023-06-10,68843.33,12,180,495.54,1861
823,1,79,2014-10-24,38641.13,33,180,278.14,1862
919,1,60,2010-10-20,21697.11,16,180,156.18,1863
971,1,182,2018-04-08,46478.18,2,180,334.55,1864
977,1,34,2021-03-21,57809.8,24,180,416.12,1865
1013,1,167,2020-12-19,37419.1,39,180,269.34,1866
1019,1,41,2008-01-15,26950.15,36,180,193.99,1867
1021,1,161,2022-12-25,32406.92,39,180,233.27,1868
1069,1,84,2007-07-12,79685.51,22,180,573.58,1869
1087,1,188,2020-02-03,30598.37,33,180,220.25,1870
1097,1,28,2008-03-05,43521.76,40,180,313.27,1871
1109,1,2,2021-04-04,28999.45,35,180,208.74,1872
1123,1,195,2019-03-03,24695.73,29,180,177.76,1873
1129,1,182,2019-12-05,94308.55,37,180,678.84,1874
1151,1,43,2010-01-09,23815.6,17,180,171.43,1875
1229,1,169,2019-06-01,48108.51,24,180,346.29,1876
1249,1,163,2022-07-29,17961.84,7,180,129.29,1877
1259,1,106,2015-07-01,54689.68,16,180,393.66,1878
1291,1,130,2008-04-29,29011.96,22,180,208.83,1879
1373,1,47,2018-02-08,98184.59,39,180,706.74,1880
1381,1,4,2012-08-05,86599.88,6,180,623.35,1881
1487,1,15,2016-10-10,69104.88,14,180,497.42,1882
1489,1,115,2006-08-10,26560.68,29,180,191.18,1883
1531,1,143,2023-02-28,19841.95,18,180,142.82,1884
1543,1,189,2021-02-21,31533.25,38,180,226.98,1885
1567,1,192,2015-05-10,92011.28,20,180,662.3,1886
1579,1,108,2011-11-22,51388.9,15,180,369.9,1887
1583,1,66,2019-05-18,74222.39,17,180,534.26,1888
1607,1,187,2012-05-23,65026.34,27,180,468.06,1889
1619,1,67,2015-11-21,24976.6,7,180,179.78,1890
1709,1,30,2020-04-16,54996.12,39,180,395.86,1891
1753,1,82,2017-11-26,87264.6,16,180,628.13,1892
1783,1,61,2004-10-02,18076.16,11,180,130.11,1893
1787,1,169,2019-02-25,18802.89,17,180,135.34,1894
1847,1,158,2004-02-24,46955.8,18,180,337.99,1895
1913,1,74,2022-09-28,58197.48,17,180,418.91,1896
1949,1,42,2017-09-20,37622.17,1,180,270.81,1897
1979,1,100,2019-02-14,91642.44,1,180,659.65,1898
2017,1,79,2011-07-23,84954.59,7,180,611.51,1899
2099,1,101,2018-07-20,74486.81,35,180,536.16,1900
2143,1,72,2012-02-23,73631.58,3,180,530,1901
2153,1,157,2012-07-21,31845.14,16,180,229.22,1902
2239,1,85,2020-03-05,19588.84,11,180,141,1903
2267,1,39,2020-02-09,25405.16,36,180,182.87,1904
2287,1,108,2008-09-27,19316.58,6,180,139.04,1905
2297,1,80,2011-09-17,55231.13,26,180,397.56,1906
2357,1,184,2018-12-11,22965.43,25,180,165.31,1907
2447,1,175,2013-08-01,64948.8,37,180,467.5,1908
2579,1,103,2016-03-09,9793.9,11,180,70.5,1909
2593,1,126,2020-06-25,60008.58,9,180,431.94,1910
2647,1,3,2009-01-02,71010.43,1,180,511.14,1911
2657,1,23,2021-09-19,44415.27,18,180,319.7,1912
2543,1,24,2006-12-02,20205.34,19,144,168.21,1913
2609,1,66,2010-04-28,73632.72,38,144,612.98,1914
2617,1,110,2014-02-23,23673.75,14,144,197.08,1915
2687,1,64,2021-07-21,2023.76,33,144,16.85,1916
2689,1,146,2008-02-14,89566.99,37,144,745.63,1917
2749,1,187,2005-12-12,43644.7,17,144,363.34,1918
2789,1,184,2009-03-19,47855.49,6,144,398.39,1919
2791,1,197,2015-08-07,48539.5,19,144,404.09,1920
2879,1,72,2005-03-08,2206.88,7,144,18.37,1921
2887,1,81,2015-04-26,87632.83,39,144,729.53,1922
2939,1,18,2009-05-23,60686.72,30,144,505.21,1923
3011,1,148,2019-11-21,73231.8,7,144,609.65,1924
3109,1,59,2017-03-20,99838.18,18,144,831.14,1925
3119,1,26,2010-04-28,29277.25,3,144,243.73,1926
3203,1,42,2017-12-10,7163.75,36,144,59.64,1927
3217,1,50,2020-10-26,9002.4,27,144,74.94,1928
3221,1,141,2010-06-22,47457.49,1,144,395.08,1929
3257,1,124,2009-08-20,8543.94,27,144,71.13,1930
3299,1,15,2017-03-27,18132.46,39,144,150.95,1931
3301,1,4,2005-07-16,51661.92,27,144,430.08,1932
3307,1,131,2015-06-22,60562.8,33,144,504.18,1933
3319,1,28,2021-09-01,37232.48,29,144,309.96,1934
3457,1,159,2010-04-28,1883.38,35,144,15.68,1935
3463,1,180,2015-02-08,99854.57,9,144,831.28,1936
3491,1,106,2010-03-03,82733.65,29,144,688.75,1937
107,1,24,2021-08-08,22188.69,22,144,184.72,1938
149,1,147,2022-05-28,84384.8,16,144,702.49,1939
163,1,170,2023-10-08,41679.85,7,144,346.98,1940
173,1,137,2018-09-17,4463.69,16,144,37.16,1941
197,1,99,2009-02-13,22504.51,30,144,187.35,1942
211,1,198,2020-09-24,13361.5,27,144,111.23,1943
239,1,56,2023-05-10,84950.76,11,144,707.2,1944
251,1,86,2011-03-13,78373.9,12,144,652.45,1945
263,1,2,2018-12-16,84449.99,12,144,703.04,1946
269,1,78,2005-01-23,79746.19,13,144,663.88,1947
307,1,68,2012-03-16,89387.46,36,144,744.14,1948
349,1,162,2020-07-14,71219.63,28,144,592.89,1949
353,1,175,2014-10-01,99217.19,2,144,825.97,1950
359,1,41,2022-11-09,23963.36,38,144,199.49,1951
379,1,113,2010-08-14,99841.58,15,144,831.17,1952
439,1,160,2003-12-17,4066.79,27,144,33.86,1953
509,1,14,2005-06-02,9766.78,13,144,81.31,1954
523,1,195,2006-01-23,86514.26,3,144,720.22,1955
547,1,161,2008-07-03,69160.88,24,144,575.76,1956
563,1,162,2012-03-14,69531.64,32,144,578.84,1957
607,1,77,2019-01-09,41962.19,31,144,349.33,1958
643,1,152,2011-07-23,32461.57,11,144,270.24,1959
653,1,132,2007-08-24,34288.52,15,144,285.45,1960
677,1,165,2021-06-26,64987.76,6,144,541.01,1961
691,1,99,2018-06-01,52281.89,8,144,435.24,1962
709,1,41,2013-09-08,37567.25,33,144,312.74,1963
733,1,59,2015-06-12,91544.43,6,144,762.1,1964
859,1,159,2020-09-24,36582.25,10,144,304.54,1965
863,1,60,2010-06-23,36874.3,16,144,306.97,1966
877,1,61,2009-06-28,40018.9,5,144,333.15,1967
