exception_id,customer_id,employee_id,open_date,review_date,doc_status,description,comments
1191,2234,18663,2016-09-07,2018-03-26,Exception,CIP Exception,Please re-scan ID Verification
1192,20002,26728,2013-05-03,2014-11-05,Missing,CIP Exception,ID has Expired
1193,15124,26932,2017-03-06,2018-09-26,Missing,Identity,
1194,5340,17581,2010-01-27,2011-06-28,Exception,CIP Exception,ID has Expired
1195,6883,6890,2016-01-11,2017-07-24,Exception,CIP Exception,Please re-scan ID Verification
1196,5530,23871,2011-06-27,2013-01-21,Exception,CIP Exception,Please re-scan ID Verification
1197,2865,5375,2016-02-14,2017-09-09,Exception,CIP Exception,Please re-scan ID Verification
1198,6352,13718,2010-01-15,2011-07-03,Exception,CIP Exception,ID has Expired
1199,23428,1758,2015-03-18,2016-08-14,Missing,CIP Exception,Please re-scan ID Verification
1200,13730,20192,2014-08-03,2016-02-19,Missing,Identity,
1201,8021,16481,2014-06-23,2015-11-14,Exception,CIP Exception,Please re-scan ID Verification
1202,19842,3262,2019-02-19,2020-10-11,Missing,Identity,
1203,564,18873,2014-04-14,2015-10-13,Missing,Identity,
1204,16454,2809,2018-10-27,2020-05-31,Missing,Identity,
1205,10928,18796,2015-10-27,2017-05-26,Missing,CIP Exception,Please re-scan ID Verification
1206,5560,16045,2016-03-06,2017-10-27,Missing,Identity,
1207,2363,20524,2018-02-05,2019-09-05,Exception,Identity,
1208,22415,27055,2013-11-16,2015-05-27,Exception,CIP Exception,Please re-scan ID Verification
1209,10221,18360,2010-03-19,2011-08-05,Missing,Identity,
1210,28556,20707,2019-12-14,2021-07-05,Exception,CIP Exception,Please re-scan ID Verification
1211,3855,13603,2012-02-05,2013-08-04,Exception,Identity,
1212,9556,24209,2013-12-28,2015-07-14,Exception,CIP Exception,Please re-scan ID Verification
1213,10545,17706,2015-10-04,2017-05-06,Exception,CIP Exception,Please re-scan ID Verification
1214,14806,13288,2010-10-20,2012-03-25,Missing,Identity,
1215,19387,18944,2013-10-16,2015-03-23,Exception,Identity,
1216,16285,8358,2010-08-06,2012-03-25,Exception,Identity,
1217,9508,15663,2015-12-07,2017-07-23,Exception,CIP Exception,Please re-scan ID Verification
1218,6421,27397,2012-03-23,2013-10-24,Missing,CIP Exception,ID has Expired
1219,23909,27992,2016-06-22,2018-01-10,Missing,CIP Exception,Please re-scan ID Verification
1220,5272,6954,2012-05-30,2013-10-15,Exception,CIP Exception,ID has Expired
1221,16939,15740,2011-08-12,2013-03-06,Exception,CIP Exception,ID has Expired
1222,26059,26300,2012-11-17,2014-06-14,Exception,CIP Exception,ID has Expired
1223,17959,7365,2018-07-04,2020-02-23,Exception,CIP Exception,ID has Expired
1224,7707,25136,2013-06-01,2015-01-15,Exception,Identity,
1225,10301,17581,2018-12-12,2020-04-27,Missing,CIP Exception,ID has Expired
1226,730,4544,2010-07-05,2011-12-18,Missing,Identity,
1227,19537,2675,2010-12-05,2012-05-31,Missing,CIP Exception,ID has Expired
1228,3986,4566,2011-05-18,2012-10-16,Missing,Identity,
1229,17773,13072,2016-12-02,2018-06-09,Missing,CIP Exception,ID has Expired
1230,24783,7599,2014-06-02,2015-12-08,Exception,Identity,
1231,13860,14240,2015-07-03,2017-01-14,Missing,Identity,
1232,5175,18823,2017-08-03,2019-01-26,Exception,CIP Exception,Please re-scan ID Verification
1233,17960,3170,2016-03-24,2017-10-11,Exception,CIP Exception,Please re-scan ID Verification
1234,27259,5554,2014-09-28,2016-05-06,Missing,Identity,
1235,2875,17547,2011-06-23,2012-12-29,Exception,CIP Exception,Please re-scan ID Verification
1236,21722,18242,2020-03-14,2021-08-26,Exception,CIP Exception,Please re-scan ID Verification
1237,28150,4350,2013-05-21,2014-11-09,Exception,Identity,
1238,24126,14185,2015-08-07,2016-12-26,Missing,Identity,
1239,22036,22402,2018-04-19,2019-11-18,Missing,CIP Exception,ID has Expired
1240,10482,4745,2014-09-10,2016-03-20,Exception,Identity,
1241,8987,21440,2015-05-04,2016-10-12,Exception,Identity,
1242,4065,899,2016-11-15,2018-06-16,Exception,Identity,
1243,9657,20760,2015-07-06,2017-02-10,Missing,CIP Exception,ID has Expired
1244,18254,5169,2011-08-17,2013-01-04,Exception,CIP Exception,ID has Expired
1245,1514,310,2020-01-06,2021-06-23,Missing,Identity,
1246,3356,19112,2010-07-24,2012-02-24,Missing,CIP Exception,ID has Expired
1247,17008,18967,2014-10-03,2016-03-21,Missing,CIP Exception,Please re-scan ID Verification
1248,17920,874,2017-05-26,2018-10-24,Missing,CIP Exception,Please re-scan ID Verification
1249,26657,22158,2016-12-21,2018-06-22,Missing,CIP Exception,ID has Expired
1250,19906,20744,2010-07-25,2011-12-22,Missing,Identity,
1251,25057,13378,2019-10-19,2021-03-29,Missing,Identity,
1252,1117,21401,2010-07-28,2012-01-21,Missing,CIP Exception,ID has Expired
1253,12583,11824,2017-01-31,2018-07-20,Missing,Identity,
1254,22205,24566,2018-08-09,2020-02-10,Exception,Identity,
1255,21122,4862,2011-09-21,2013-04-07,Exception,CIP Exception,ID has Expired
1256,27760,21674,2014-11-14,2016-04-28,Missing,Identity,
1257,19948,21392,2017-02-06,2018-08-27,Missing,CIP Exception,ID has Expired
1258,20074,10810,2013-11-05,2015-05-04,Missing,Identity,
1259,6767,24851,2015-07-07,2016-12-19,Missing,Identity,
1260,1808,17528,2013-11-02,2015-03-28,Exception,Identity,
1261,1728,14273,2015-05-13,2016-12-02,Exception,CIP Exception,Please re-scan ID Verification
1262,25908,12924,2015-11-29,2017-06-24,Exception,CIP Exception,Please re-scan ID Verification
1263,17707,14002,2010-03-28,2011-08-29,Exception,CIP Exception,Please re-scan ID Verification
1264,20646,2120,2017-08-01,2019-02-06,Exception,CIP Exception,Please re-scan ID Verification
1265,26120,12950,2011-10-30,2013-05-26,Missing,Identity,
1266,26750,5583,2013-09-14,2015-05-03,Exception,Identity,
1267,16627,13831,2011-12-03,2013-07-21,Missing,Identity,
1268,4952,8115,2015-10-19,2017-04-11,Missing,Identity,
1269,15218,24453,2020-02-17,2021-10-04,Exception,CIP Exception,Please re-scan ID Verification
1270,245,6883,2017-03-29,2018-08-18,Missing,CIP Exception,ID has Expired
1271,2693,5427,2017-04-21,2018-10-28,Missing,CIP Exception,Please re-scan ID Verification
1272,2860,23607,2015-02-08,2016-09-01,Exception,CIP Exception,Please re-scan ID Verification
1273,14276,13086,2013-11-10,2015-04-29,Missing,Identity,
1274,17965,21988,2013-09-23,2015-04-11,Exception,Identity,
1275,20885,21743,2020-03-12,2021-10-02,Exception,Identity,
1276,13998,23603,2015-01-30,2016-06-20,Exception,Identity,
1277,25903,2512,2011-02-07,2012-06-21,Exception,Identity,
1278,25174,6353,2020-06-02,2022-01-10,Exception,Identity,
1279,15123,20934,2012-01-22,2013-08-02,Missing,CIP Exception,Please re-scan ID Verification
1280,26259,22351,2018-01-21,2019-07-07,Missing,Identity,
1281,15301,13213,2020-01-19,2021-08-14,Missing,CIP Exception,Please re-scan ID Verification
1282,20034,7035,2015-07-22,2017-03-09,Missing,CIP Exception,Please re-scan ID Verification
1283,16703,28303,2017-01-18,2018-06-28,Missing,Identity,
1284,17252,25277,2011-03-12,2012-09-07,Exception,CIP Exception,ID has Expired
1285,13817,24665,2020-03-08,2021-09-08,Missing,Identity,
1286,18687,27175,2012-02-28,2013-08-22,Missing,CIP Exception,ID has Expired
1287,19210,3268,2015-03-07,2016-09-20,Missing,CIP Exception,Please re-scan ID Verification
1288,3624,12234,2011-09-16,2013-02-16,Missing,Identity,
1289,20308,13088,2014-07-30,2016-02-07,Missing,CIP Exception,Please re-scan ID Verification
1290,13261,28895,2018-01-18,2019-09-04,Exception,CIP Exception,Please re-scan ID Verification
1291,23286,18886,2010-08-11,2012-02-12,Missing,CIP Exception,ID has Expired
1292,25003,18729,2012-08-15,2014-04-05,Exception,CIP Exception,Please re-scan ID Verification
1293,10213,17344,2011-10-24,2013-04-08,Missing,Identity,
1294,12122,4925,2011-02-18,2012-07-19,Exception,Identity,
1295,8575,3748,2010-04-15,2011-10-15,Exception,Identity,
1296,8194,1144,2016-05-28,2017-12-12,Exception,CIP Exception,ID has Expired
1297,10017,23855,2018-10-25,2020-04-23,Exception,CIP Exception,ID has Expired
1298,24694,17623,2015-07-22,2017-02-02,Missing,CIP Exception,ID has Expired
1299,25487,25546,2018-04-08,2019-10-09,Exception,CIP Exception,Please re-scan ID Verification
1300,11572,12410,2016-03-12,2017-09-01,Missing,Identity,
1301,17102,13905,2018-03-13,2019-08-01,Missing,CIP Exception,ID has Expired
1302,13717,2393,2011-11-24,2013-06-26,Missing,Identity,
1303,14767,1699,2015-06-04,2016-12-06,Exception,Identity,
1304,18843,19741,2019-04-28,2020-09-15,Exception,Identity,
1305,28412,11834,2014-06-20,2016-01-02,Missing,Identity,
1306,15916,15477,2016-01-08,2017-05-24,Missing,Identity,
1307,9514,20291,2012-09-02,2014-03-16,Exception,Identity,
1308,14038,23959,2010-11-05,2012-04-13,Exception,Identity,
1309,5845,15079,2011-06-06,2012-12-25,Exception,Identity,
1310,5553,25444,2018-02-23,2019-08-17,Missing,Identity,
1311,2891,3667,2019-03-11,2020-07-24,Missing,CIP Exception,ID has Expired
1312,18531,994,2018-10-08,2020-04-04,Missing,Identity,
1313,9472,19299,2016-10-23,2018-03-31,Exception,Identity,
1314,15404,4867,2012-11-03,2014-05-22,Exception,CIP Exception,ID has Expired
1315,27418,9270,2018-04-19,2019-09-04,Missing,CIP Exception,Please re-scan ID Verification
1316,19769,3309,2016-09-24,2018-02-15,Exception,CIP Exception,ID has Expired
1317,8508,270,2013-07-05,2014-12-23,Exception,CIP Exception,ID has Expired
1318,7,8934,2020-01-28,2021-08-05,Exception,CIP Exception,Please re-scan ID Verification
1319,28417,25634,2010-08-10,2012-02-16,Missing,CIP Exception,ID has Expired
1320,10461,20760,2013-08-12,2015-03-10,Exception,Identity,
1321,8461,28583,2012-01-30,2013-08-30,Exception,CIP Exception,ID has Expired
1322,5903,23449,2011-08-13,2013-02-20,Missing,CIP Exception,ID has Expired
1323,19466,12135,2011-06-20,2013-01-21,Exception,Identity,
1324,3329,6490,2016-11-01,2018-06-08,Exception,CIP Exception,ID has Expired
1325,25266,22908,2010-05-30,2011-12-01,Missing,Identity,
1326,4386,16770,2011-11-07,2013-05-08,Missing,Identity,
1327,20484,375,2015-12-14,2017-06-18,Exception,Identity,
1328,25066,22795,2014-09-27,2016-04-25,Exception,CIP Exception,Please re-scan ID Verification
1329,17763,25738,2017-05-17,2018-12-16,Exception,CIP Exception,Please re-scan ID Verification
1330,23385,24358,2016-10-10,2018-04-16,Missing,Identity,
1331,16054,2988,2017-01-14,2018-06-28,Missing,CIP Exception,Please re-scan ID Verification
1332,19114,9411,2019-03-21,2020-09-24,Exception,Identity,
1333,21424,6073,2017-04-09,2018-11-20,Missing,Identity,
1334,25322,22555,2018-12-14,2020-05-01,Missing,Identity,
1335,6042,22623,2010-05-09,2011-12-11,Exception,CIP Exception,ID has Expired
1336,14011,15696,2015-08-20,2017-03-15,Missing,CIP Exception,Please re-scan ID Verification
1337,11601,12168,2013-12-03,2015-05-26,Exception,CIP Exception,Please re-scan ID Verification
1338,2930,22670,2017-05-07,2018-10-12,Exception,Identity,
1339,12367,23059,2020-01-29,2021-09-06,Missing,CIP Exception,ID has Expired
1340,19622,25920,2016-12-21,2018-07-22,Exception,CIP Exception,ID has Expired
1341,27475,6731,2020-02-05,2021-07-16,Exception,Identity,
1342,1706,3582,2014-01-03,2015-06-01,Exception,Identity,
1343,26056,4095,2014-04-30,2015-12-14,Missing,Identity,
1344,18225,2069,2016-03-04,2017-09-23,Missing,Identity,
1345,18584,26564,2012-05-07,2013-10-04,Exception,Identity,
1346,7933,16572,2017-10-21,2019-03-27,Exception,CIP Exception,Please re-scan ID Verification
1347,21301,362,2011-06-21,2013-01-12,Missing,CIP Exception,Please re-scan ID Verification
1348,22858,8572,2011-08-22,2013-04-06,Exception,Identity,
1349,369,25888,2018-11-09,2020-03-28,Missing,Identity,
1350,2471,6671,2017-05-28,2018-11-11,Missing,Identity,
1351,16169,5663,2010-01-17,2011-06-23,Missing,CIP Exception,Please re-scan ID Verification
1352,21721,15781,2012-02-26,2013-10-06,Exception,Identity,
1353,17473,16419,2016-11-18,2018-05-16,Exception,Identity,
1354,5647,2083,2019-03-15,2020-09-24,Exception,Identity,
1355,6384,614,2016-11-28,2018-06-06,Missing,Identity,
1356,19804,26131,2014-06-01,2015-12-05,Exception,Identity,
1357,18804,25112,2017-03-15,2018-08-22,Exception,Identity,
1358,24330,44,2010-08-24,2012-02-15,Missing,Identity,
1359,14219,10055,2017-03-22,2018-09-10,Exception,CIP Exception,ID has Expired
1360,17286,14562,2013-12-28,2015-07-16,Missing,Identity,
1361,27934,18397,2019-10-06,2021-05-18,Missing,CIP Exception,ID has Expired
1362,5853,27650,2016-12-17,2018-06-30,Missing,CIP Exception,ID has Expired
1363,12278,17406,2014-06-18,2015-12-25,Missing,CIP Exception,ID has Expired
1364,27952,3253,2017-06-01,2018-11-05,Missing,Identity,
1365,9838,16097,2012-07-05,2014-02-12,Exception,CIP Exception,ID has Expired
1366,22875,10961,2020-04-07,2021-11-20,Exception,Identity,
1367,26611,8216,2014-04-26,2015-11-25,Missing,Identity,
1368,21845,20240,2014-05-19,2015-12-21,Exception,CIP Exception,ID has Expired
1369,28213,6881,2012-05-25,2013-11-19,Missing,CIP Exception,Please re-scan ID Verification
1370,12962,12111,2016-09-13,2018-04-12,Exception,Identity,
1371,8428,12728,2017-07-17,2019-02-08,Exception,CIP Exception,ID has Expired
1372,14934,26506,2014-07-12,2016-01-07,Missing,Identity,
1373,19241,68,2010-12-23,2012-06-17,Exception,Identity,
1374,4403,3160,2013-11-25,2015-04-20,Exception,CIP Exception,Please re-scan ID Verification
1375,21476,10831,2019-04-04,2020-11-21,Missing,CIP Exception,ID has Expired
1376,23524,18679,2013-11-30,2015-05-07,Exception,Identity,
1377,14212,20668,2010-01-13,2011-08-13,Missing,Identity,
1378,4885,11437,2010-01-28,2011-08-24,Exception,CIP Exception,Please re-scan ID Verification
1379,15159,21241,2019-10-20,2021-05-15,Exception,CIP Exception,Please re-scan ID Verification
1380,11006,17322,2017-03-20,2018-10-23,Exception,CIP Exception,Please re-scan ID Verification
1381,13163,19262,2015-09-26,2017-04-23,Exception,CIP Exception,ID has Expired
1382,17668,6014,2017-05-17,2018-10-07,Exception,Identity,
1383,2215,25175,2019-10-30,2021-03-23,Exception,Identity,
1384,25567,17299,2015-10-19,2017-05-13,Missing,CIP Exception,ID has Expired
1385,24438,25779,2018-05-05,2019-11-28,Exception,CIP Exception,Please re-scan ID Verification
1386,21939,7325,2016-04-11,2017-09-12,Exception,Identity,
1387,824,15565,2013-06-15,2015-01-11,Missing,CIP Exception,Please re-scan ID Verification
1388,14714,11308,2020-07-08,2022-02-27,Missing,Identity,
1389,11200,6907,2019-10-15,2021-04-22,Missing,Identity,
1390,28505,13745,2013-05-09,2014-12-10,Exception,CIP Exception,Please re-scan ID Verification
1391,22058,14194,2020-09-18,2022-03-10,Exception,CIP Exception,Please re-scan ID Verification
1392,13821,20407,2012-01-28,2013-09-09,Missing,Identity,
1393,14159,8718,2012-12-28,2014-08-07,Exception,Identity,
1394,17434,9620,2012-12-16,2014-08-01,Missing,Identity,
1395,7095,21636,2018-05-15,2019-10-08,Exception,Identity,
1396,15236,17030,2019-06-14,2020-10-31,Missing,CIP Exception,ID has Expired
1397,4008,692,2019-11-22,2021-04-11,Exception,CIP Exception,ID has Expired
1398,27038,8947,2020-06-22,2022-02-11,Missing,Identity,
1399,7409,5966,2018-04-17,2019-11-18,Missing,Identity,
1400,9649,24794,2017-10-18,2019-05-05,Missing,CIP Exception,ID has Expired
1401,3711,24244,2018-02-06,2019-06-26,Missing,Identity,
1402,15964,3671,2011-08-17,2013-04-03,Exception,Identity,
1403,13848,4510,2014-12-06,2016-07-24,Exception,CIP Exception,Please re-scan ID Verification
1404,11382,6642,2014-10-21,2016-04-30,Exception,Identity,
1405,10668,1308,2015-05-27,2016-12-07,Exception,CIP Exception,Please re-scan ID Verification
1406,21034,8221,2011-06-18,2012-11-03,Exception,CIP Exception,Please re-scan ID Verification
1407,22554,11490,2019-11-15,2021-05-11,Missing,Identity,
1408,11522,28412,2010-12-20,2012-05-08,Exception,Identity,
1409,4178,18799,2012-03-05,2013-08-27,Missing,Identity,
1410,2291,13141,2012-08-22,2014-01-30,Missing,Identity,
1411,3155,21750,2013-09-17,2015-03-23,Missing,Identity,
1412,6676,13018,2015-08-19,2017-03-27,Exception,CIP Exception,ID has Expired
1413,12729,18500,2020-08-11,2021-12-30,Missing,Identity,
1414,21070,17196,2019-05-14,2020-10-07,Exception,Identity,
1415,9761,28478,2012-07-05,2014-01-21,Exception,Identity,
1416,21563,20794,2010-08-09,2012-03-06,Exception,Identity,
1417,25898,5533,2015-07-04,2017-02-09,Missing,Identity,
1418,23506,18104,2018-04-28,2019-09-29,Exception,Identity,
1419,26037,1044,2020-07-02,2022-01-15,Exception,Identity,
1420,2514,4318,2013-12-31,2015-07-17,Exception,CIP Exception,Please re-scan ID Verification
1421,7238,7694,2018-03-08,2019-07-27,Exception,Identity,
1422,27817,5319,2015-05-10,2016-11-03,Exception,CIP Exception,ID has Expired
1423,4156,9966,2014-10-16,2016-05-31,Missing,Identity,
1424,19279,28274,2010-05-01,2011-09-28,Exception,Identity,
1425,345,15877,2012-07-26,2014-01-25,Exception,CIP Exception,Please re-scan ID Verification
1426,637,18807,2014-03-21,2015-09-02,Exception,CIP Exception,ID has Expired
1427,24998,3567,2016-08-19,2018-02-18,Missing,Identity,
1428,23180,19125,2012-06-07,2014-01-04,Missing,CIP Exception,Please re-scan ID Verification
1429,11820,22411,2011-09-30,2013-03-20,Missing,CIP Exception,Please re-scan ID Verification
1430,2070,1766,2014-12-30,2016-07-11,Exception,CIP Exception,Please re-scan ID Verification
1431,5495,15709,2016-05-01,2017-11-19,Missing,Identity,
1432,16046,17146,2020-06-03,2021-12-03,Exception,Identity,
1433,19423,21902,2011-01-12,2012-05-27,Exception,CIP Exception,Please re-scan ID Verification
1434,2907,1780,2015-01-17,2016-07-01,Exception,CIP Exception,ID has Expired
1435,2711,20615,2011-08-20,2013-01-03,Missing,CIP Exception,ID has Expired
1436,5353,2040,2020-04-29,2021-10-21,Missing,Identity,
1437,23195,17785,2016-08-25,2018-04-13,Exception,CIP Exception,ID has Expired
1438,26068,13211,2014-04-14,2015-10-12,Missing,Identity,
1439,15702,3183,2012-08-11,2014-02-13,Exception,Identity,
1440,18589,13196,2015-06-21,2016-11-21,Exception,CIP Exception,ID has Expired
1441,7910,12486,2010-07-24,2012-02-05,Missing,Identity,
1442,6466,12415,2015-12-25,2017-06-01,Missing,Identity,
1443,21650,13767,2014-09-25,2016-02-23,Missing,CIP Exception,Please re-scan ID Verification
1444,25463,7554,2019-04-13,2020-11-09,Missing,Identity,
1445,13193,12615,2020-02-12,2021-08-30,Exception,Identity,
1446,1227,11911,2010-09-28,2012-03-31,Missing,Identity,
1447,25161,22048,2017-01-02,2018-07-22,Exception,Identity,
1448,20576,13387,2013-11-25,2015-06-27,Missing,Identity,
1449,8199,9226,2011-08-12,2013-03-19,Missing,CIP Exception,Please re-scan ID Verification
1450,2738,24037,2014-04-24,2015-09-11,Missing,CIP Exception,Please re-scan ID Verification
1451,20711,23376,2013-02-20,2014-07-27,Exception,Identity,
1452,5948,19616,2013-05-08,2014-10-11,Exception,Identity,
1453,9340,5781,2017-08-16,2019-02-26,Missing,Identity,
1454,7125,3369,2015-05-11,2016-11-06,Missing,CIP Exception,ID has Expired
1455,7016,27765,2018-02-10,2019-08-14,Exception,CIP Exception,Please re-scan ID Verification
1456,11865,24311,2012-12-24,2014-05-08,Missing,Identity,
1457,15907,25327,2019-11-11,2021-05-09,Exception,CIP Exception,Please re-scan ID Verification
1458,9351,6985,2020-09-02,2022-02-16,Missing,CIP Exception,ID has Expired
1459,17559,19946,2017-03-31,2018-11-03,Missing,Identity,
1460,24162,2696,2011-08-19,2013-01-06,Missing,CIP Exception,ID has Expired
1461,2200,25220,2017-08-13,2019-02-25,Exception,CIP Exception,ID has Expired
1462,17155,3099,2011-11-14,2013-05-20,Exception,CIP Exception,Please re-scan ID Verification
1463,6715,22678,2019-05-03,2020-11-10,Missing,Identity,
1464,25748,26156,2016-04-13,2017-11-18,Exception,CIP Exception,Please re-scan ID Verification
1465,6774,12943,2011-11-24,2013-06-12,Missing,CIP Exception,Please re-scan ID Verification
1466,1457,4795,2013-09-09,2015-02-12,Missing,Identity,
1467,4173,26827,2012-01-16,2013-06-21,Exception,CIP Exception,Please re-scan ID Verification
1468,21776,5025,2014-01-08,2015-08-03,Exception,Identity,
1469,18144,8266,2013-04-29,2014-09-14,Exception,CIP Exception,Please re-scan ID Verification
1470,21325,15885,2019-01-19,2020-08-06,Missing,CIP Exception,Please re-scan ID Verification
1471,1465,27365,2013-03-29,2014-11-18,Missing,Identity,
1472,10542,3628,2012-02-28,2013-08-22,Missing,CIP Exception,ID has Expired
1473,1481,10011,2019-03-04,2020-08-26,Missing,CIP Exception,Please re-scan ID Verification
1474,21435,24042,2014-05-08,2015-10-12,Exception,Identity,
1475,22494,22269,2011-02-15,2012-08-24,Exception,CIP Exception,ID has Expired
1476,8241,965,2020-07-09,2021-11-22,Exception,Identity,
1477,28241,14037,2013-08-04,2015-02-17,Exception,CIP Exception,ID has Expired
1478,26576,14182,2018-10-30,2020-03-17,Exception,CIP Exception,ID has Expired
1479,26440,8505,2013-07-15,2015-02-17,Exception,Identity,
1480,15803,18433,2016-04-15,2017-10-17,Exception,CIP Exception,ID has Expired
1481,19756,19871,2014-01-17,2015-07-06,Exception,Identity,
1482,9748,21158,2017-04-09,2018-08-31,Missing,CIP Exception,ID has Expired
1483,1179,3636,2013-12-20,2015-06-13,Exception,CIP Exception,ID has Expired
1484,9218,12872,2018-04-11,2019-11-04,Missing,Identity,
1485,5991,2746,2010-08-13,2012-03-14,Exception,CIP Exception,ID has Expired
1486,448,7194,2013-02-19,2014-07-29,Exception,CIP Exception,ID has Expired
1487,22632,9809,2019-01-03,2020-07-20,Exception,CIP Exception,Please re-scan ID Verification
1488,75,1432,2016-08-14,2018-01-12,Missing,CIP Exception,ID has Expired
1489,27588,4819,2011-01-06,2012-06-11,Exception,Identity,
1490,2434,17597,2020-06-26,2021-12-06,Missing,CIP Exception,Please re-scan ID Verification
1491,28392,3893,2013-09-07,2015-02-25,Missing,Identity,
1492,25928,15606,2017-05-31,2018-11-20,Missing,Identity,
1493,18357,23952,2013-05-16,2014-10-01,Exception,Identity,
1494,17462,16545,2016-02-14,2017-09-21,Exception,Identity,
1495,13780,7298,2010-10-11,2012-04-07,Exception,Identity,
1496,22735,25152,2017-01-19,2018-07-06,Exception,Identity,
1497,20522,9633,2009-12-21,2011-06-02,Missing,Identity,
1498,1685,21444,2013-12-11,2015-07-30,Missing,CIP Exception,ID has Expired
1499,5314,6676,2016-09-27,2018-04-05,Missing,Identity,
1500,24551,2288,2011-02-21,2012-10-11,Exception,CIP Exception,Please re-scan ID Verification
1501,3336,11551,2020-04-11,2021-11-13,Missing,CIP Exception,ID has Expired
1502,21145,23585,2020-02-02,2021-07-18,Missing,CIP Exception,Please re-scan ID Verification
1503,578,9916,2017-02-05,2018-08-06,Missing,CIP Exception,Please re-scan ID Verification
1504,26161,26277,2019-01-20,2020-06-28,Missing,CIP Exception,ID has Expired
1505,3778,7056,2017-04-23,2018-11-08,Missing,Identity,
1506,5893,28050,2019-12-04,2021-07-25,Missing,CIP Exception,ID has Expired
1507,25340,19121,2011-07-07,2013-01-31,Exception,CIP Exception,ID has Expired
1508,1255,17413,2017-11-06,2019-05-19,Exception,CIP Exception,ID has Expired
1509,1586,1729,2012-11-18,2014-06-04,Exception,CIP Exception,Please re-scan ID Verification
1510,19735,4878,2011-11-24,2013-05-17,Missing,Identity,
1511,13770,19603,2017-09-29,2019-02-18,Exception,CIP Exception,ID has Expired
1512,7482,3343,2016-10-15,2018-03-31,Exception,Identity,
1513,28193,6303,2012-08-25,2014-01-07,Missing,CIP Exception,ID has Expired
1514,26119,26102,2015-07-19,2017-01-21,Exception,CIP Exception,ID has Expired
1515,28424,18159,2019-03-26,2020-09-12,Missing,CIP Exception,Please re-scan ID Verification
1516,14599,10825,2018-05-22,2019-12-06,Exception,Identity,
1517,21485,17072,2013-08-20,2015-01-10,Missing,CIP Exception,ID has Expired
1518,12367,20896,2019-03-28,2020-11-15,Missing,Identity,
1519,23994,20185,2015-04-26,2016-10-22,Exception,CIP Exception,ID has Expired
1520,5333,5107,2014-01-21,2015-09-04,Exception,CIP Exception,Please re-scan ID Verification
1521,5693,8128,2011-08-06,2013-03-21,Missing,Identity,
1522,25936,16591,2012-12-28,2014-06-10,Exception,Identity,
1523,22230,22976,2011-02-23,2012-07-11,Exception,CIP Exception,ID has Expired
1524,16749,12554,2019-08-08,2021-02-13,Missing,CIP Exception,ID has Expired
1525,11569,16159,2009-11-23,2011-07-03,Exception,CIP Exception,Please re-scan ID Verification
1526,25505,26532,2015-05-22,2016-10-13,Exception,Identity,
1527,28911,21696,2015-10-27,2017-05-29,Missing,CIP Exception,ID has Expired
1528,17429,26762,2017-08-05,2019-02-12,Exception,CIP Exception,Please re-scan ID Verification
1529,24168,24755,2016-03-19,2017-09-13,Missing,Identity,
1530,17660,21518,2011-07-03,2012-11-22,Exception,CIP Exception,ID has Expired
1531,9533,10950,2012-10-11,2014-03-16,Exception,CIP Exception,Please re-scan ID Verification
1532,11462,8896,2017-10-31,2019-04-25,Missing,CIP Exception,Please re-scan ID Verification
1533,11397,8983,2010-06-17,2012-01-26,Exception,Identity,
1534,24965,22168,2018-04-08,2019-09-28,Exception,Identity,
1535,14065,19037,2018-06-08,2019-11-25,Exception,CIP Exception,Please re-scan ID Verification
1536,8330,570,2019-08-25,2021-03-04,Exception,Identity,
1537,10084,4084,2012-10-30,2014-06-07,Exception,CIP Exception,ID has Expired
1538,13859,19785,2015-07-01,2017-02-17,Missing,CIP Exception,ID has Expired
1539,25896,21650,2019-10-10,2021-04-25,Exception,Identity,
1540,12095,1942,2019-02-13,2020-08-13,Missing,Identity,
1541,899,2819,2015-09-25,2017-03-08,Exception,Identity,
1542,24063,26817,2016-12-06,2018-06-06,Missing,CIP Exception,Please re-scan ID Verification
1543,5559,3010,2011-05-21,2012-10-22,Exception,CIP Exception,ID has Expired
1544,5144,24979,2017-11-30,2019-06-17,Exception,CIP Exception,ID has Expired
1545,12502,23329,2015-03-24,2016-09-20,Missing,Identity,
1546,25379,6415,2014-02-03,2015-07-29,Missing,CIP Exception,Please re-scan ID Verification
1547,23987,18711,2012-09-05,2014-03-16,Exception,CIP Exception,Please re-scan ID Verification
1548,8135,18287,2013-02-09,2014-09-21,Missing,CIP Exception,Please re-scan ID Verification
1549,27966,21824,2013-06-05,2015-01-14,Missing,CIP Exception,Please re-scan ID Verification
1550,12470,12623,2010-05-04,2011-10-08,Exception,Identity,
1551,10092,21696,2016-10-27,2018-03-13,Exception,Identity,
1552,23884,24780,2013-01-02,2014-05-30,Exception,Identity,
1553,13767,25080,2019-09-09,2021-02-18,Missing,CIP Exception,ID has Expired
1554,9970,20174,2018-08-13,2020-02-27,Exception,CIP Exception,ID has Expired
1555,4862,2941,2016-02-09,2017-08-22,Missing,CIP Exception,Please re-scan ID Verification
1556,2598,19052,2018-09-30,2020-02-22,Missing,CIP Exception,ID has Expired
1557,2729,8223,2016-01-04,2017-07-19,Missing,Identity,
1558,12047,18420,2019-08-05,2021-02-05,Exception,CIP Exception,Please re-scan ID Verification
1559,21568,16130,2019-11-25,2021-06-11,Missing,Identity,
