account_exception_id,account_id,employee_id,exception_date,exception_status,exception_type,description
815,590,19977,2013-02-24,Under investigation,Overdrawn account,Account balance dropped below zero
816,23990,22287,2010-01-07,Resolved,Overdrawn account,Account balance dropped below zero
817,6867,24573,2014-04-24,In progress,Overdrawn account,Account balance dropped below zero
818,22238,7243,2015-08-09,In progress,Overdrawn account,Account balance dropped below zero
819,409,28140,2014-09-30,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
820,9795,20622,2014-06-05,In progress,Overdrawn account,Account balance dropped below zero
821,24510,1111,2014-06-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
822,22446,19965,2014-12-05,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
823,21214,28527,2013-07-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
824,14578,25913,2009-12-08,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
825,2400,14624,2013-12-08,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
826,18698,11624,2019-12-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
827,13581,7815,2016-08-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
828,6572,17498,2019-08-06,In progress,Overdrawn account,Account balance dropped below zero
829,8011,7597,2009-11-13,Under investigation,Overdrawn account,Account balance dropped below zero
830,1279,22505,2014-12-14,Resolved,Overdrawn account,Account balance dropped below zero
831,23734,13997,2016-01-08,Resolved,Overdrawn account,Account balance dropped below zero
832,21202,4281,2014-05-25,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
833,20481,850,2019-10-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
834,3238,9151,2013-01-24,In progress,Overdrawn account,Account balance dropped below zero
835,6664,2415,2017-02-01,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
836,20982,9443,2013-08-14,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
837,17851,9869,2018-05-23,Resolved,Overdrawn account,Account balance dropped below zero
838,13558,21411,2015-04-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
839,24547,28456,2011-07-01,In progress,Account freeze,Account temporarily frozen due to suspected fraud
840,26593,22737,2020-02-17,In progress,Unauthorized transaction,Suspicious transaction detected on the account
841,23369,11374,2015-12-17,Resolved,Overdrawn account,Account balance dropped below zero
842,19062,9424,2009-11-19,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
843,246,14831,2019-12-02,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
844,28404,14464,2019-09-03,Resolved,Overdrawn account,Account balance dropped below zero
845,7051,5261,2020-01-04,Under investigation,Overdrawn account,Account balance dropped below zero
846,26814,23854,2013-09-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
847,28014,11298,2015-01-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
848,9204,16462,2015-06-26,In progress,Unauthorized transaction,Suspicious transaction detected on the account
849,26926,8571,2020-09-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
850,713,13578,2010-06-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
851,4430,5771,2019-03-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
852,26679,26495,2018-05-11,Under investigation,Overdrawn account,Account balance dropped below zero
853,13025,9936,2011-12-23,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
854,21144,26937,2020-07-29,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
855,12853,27453,2013-12-09,Resolved,Overdrawn account,Account balance dropped below zero
856,27516,19104,2014-12-25,Resolved,Overdrawn account,Account balance dropped below zero
857,10059,11216,2020-05-06,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
858,1802,21805,2013-03-29,In progress,Unauthorized transaction,Suspicious transaction detected on the account
859,5856,17820,2019-12-30,In progress,Account freeze,Account temporarily frozen due to suspected fraud
860,8522,16849,2017-09-22,In progress,Overdrawn account,Account balance dropped below zero
861,14174,19871,2020-01-01,Under investigation,Overdrawn account,Account balance dropped below zero
862,18399,9398,2016-08-16,Under investigation,Overdrawn account,Account balance dropped below zero
863,17744,15978,2011-01-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
864,13402,13126,2013-02-27,Under investigation,Overdrawn account,Account balance dropped below zero
865,9695,6879,2017-05-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
866,7038,2643,2019-10-24,Resolved,Overdrawn account,Account balance dropped below zero
867,14304,25831,2016-11-06,In progress,Unauthorized transaction,Suspicious transaction detected on the account
868,11198,17187,2016-01-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
869,6333,12909,2018-02-23,Under investigation,Overdrawn account,Account balance dropped below zero
870,23072,28090,2018-04-03,In progress,Overdrawn account,Account balance dropped below zero
871,5294,86,2011-09-28,In progress,Overdrawn account,Account balance dropped below zero
872,11878,4798,2019-01-01,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
873,2575,7075,2011-12-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
874,19925,2309,2020-05-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
875,13487,3140,2013-04-15,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
876,20005,11137,2015-09-17,Resolved,Overdrawn account,Account balance dropped below zero
877,21675,23204,2010-05-17,Resolved,Overdrawn account,Account balance dropped below zero
878,28666,6109,2009-12-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
879,28048,15228,2014-04-10,Resolved,Overdrawn account,Account balance dropped below zero
880,21134,9454,2014-03-10,Resolved,Overdrawn account,Account balance dropped below zero
881,25468,16988,2010-07-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
882,27725,23406,2015-01-03,In progress,Overdrawn account,Account balance dropped below zero
883,23338,581,2010-01-02,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
884,25695,19854,2015-08-01,Resolved,Overdrawn account,Account balance dropped below zero
885,27406,23329,2018-09-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
886,9889,1563,2013-03-31,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
887,11194,13177,2014-05-25,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
888,10647,9262,2014-11-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
889,23695,22236,2018-10-20,Resolved,Overdrawn account,Account balance dropped below zero
890,28323,13152,2019-09-05,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
891,6686,705,2014-06-30,Resolved,Overdrawn account,Account balance dropped below zero
892,8907,4375,2015-08-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
893,18079,28211,2011-01-29,In progress,Unauthorized transaction,Suspicious transaction detected on the account
894,14375,3811,2017-01-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
895,27371,15475,2017-03-31,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
896,8984,5329,2017-12-23,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
897,24006,20186,2012-08-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
898,20842,13512,2012-07-10,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
899,28430,28114,2019-01-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
900,16279,8398,2013-03-29,In progress,Unauthorized transaction,Suspicious transaction detected on the account
901,23311,15332,2015-02-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
902,2071,21036,2018-11-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
903,22041,11179,2011-05-04,In progress,Account freeze,Account temporarily frozen due to suspected fraud
904,11686,20988,2016-02-17,In progress,Overdrawn account,Account balance dropped below zero
905,27243,19663,2009-10-27,In progress,Unauthorized transaction,Suspicious transaction detected on the account
906,27974,15259,2019-07-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
907,358,11520,2018-11-27,Resolved,Overdrawn account,Account balance dropped below zero
908,27589,4621,2019-04-11,In progress,Account freeze,Account temporarily frozen due to suspected fraud
909,13401,8762,2010-10-31,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
910,1004,4854,2014-01-18,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
911,20168,20013,2014-02-14,Resolved,Overdrawn account,Account balance dropped below zero
912,1539,14096,2019-04-10,Resolved,Overdrawn account,Account balance dropped below zero
913,17512,22253,2014-10-26,In progress,Overdrawn account,Account balance dropped below zero
914,2460,18823,2019-08-12,Resolved,Overdrawn account,Account balance dropped below zero
915,27696,28544,2017-02-28,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
916,8627,2211,2017-05-27,Under investigation,Overdrawn account,Account balance dropped below zero
917,6104,15211,2014-08-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
918,23092,15693,2015-09-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
919,18553,1170,2020-01-03,In progress,Overdrawn account,Account balance dropped below zero
920,3070,19166,2013-04-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
921,2905,24039,2015-04-10,In progress,Account freeze,Account temporarily frozen due to suspected fraud
922,3086,19405,2012-07-16,Under investigation,Overdrawn account,Account balance dropped below zero
923,17936,8937,2019-09-23,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
924,23127,16347,2011-10-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
925,28006,24949,2012-05-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
926,24884,10139,2014-09-27,In progress,Unauthorized transaction,Suspicious transaction detected on the account
927,22452,10507,2018-03-31,In progress,Overdrawn account,Account balance dropped below zero
928,24846,8735,2012-11-12,In progress,Overdrawn account,Account balance dropped below zero
929,11348,19558,2012-11-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
930,9743,25173,2012-11-01,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
931,21500,8461,2018-11-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
932,1548,14356,2017-06-30,Under investigation,Overdrawn account,Account balance dropped below zero
933,15496,7298,2015-04-13,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
934,21606,19159,2012-05-02,Resolved,Overdrawn account,Account balance dropped below zero
935,5767,20594,2019-02-14,Resolved,Overdrawn account,Account balance dropped below zero
936,10533,3417,2016-09-06,In progress,Unauthorized transaction,Suspicious transaction detected on the account
937,13579,7960,2015-02-26,In progress,Overdrawn account,Account balance dropped below zero
938,14660,12743,2014-03-29,Under investigation,Overdrawn account,Account balance dropped below zero
939,12857,26106,2010-06-15,Resolved,Overdrawn account,Account balance dropped below zero
940,24676,13149,2011-01-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
941,420,8751,2009-12-07,Resolved,Overdrawn account,Account balance dropped below zero
942,8236,12890,2015-07-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
943,20942,11518,2016-10-02,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
944,9243,28989,2010-07-26,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
945,19652,7351,2015-04-10,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
946,20303,5912,2017-01-31,In progress,Unauthorized transaction,Suspicious transaction detected on the account
947,3665,1393,2013-02-10,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
948,26229,10852,2019-07-26,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
949,8516,4391,2010-03-01,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
950,26627,19007,2009-11-25,Resolved,Overdrawn account,Account balance dropped below zero
951,7674,7388,2015-09-11,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
952,23467,1192,2017-06-25,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
953,5348,7381,2019-06-19,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
954,17975,26787,2020-06-23,Under investigation,Overdrawn account,Account balance dropped below zero
955,3926,21755,2018-06-13,Under investigation,Overdrawn account,Account balance dropped below zero
956,14447,4395,2015-01-13,In progress,Overdrawn account,Account balance dropped below zero
957,20798,19302,2011-05-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
958,9835,28176,2012-06-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
959,25708,18764,2019-12-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
960,19782,28093,2012-09-13,In progress,Overdrawn account,Account balance dropped below zero
961,13151,25597,2014-11-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
962,18827,27163,2019-07-19,Resolved,Overdrawn account,Account balance dropped below zero
963,18931,22768,2011-08-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
964,13561,9831,2014-12-25,Under investigation,Overdrawn account,Account balance dropped below zero
965,16509,19096,2018-05-09,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
966,20426,1686,2020-08-06,Resolved,Overdrawn account,Account balance dropped below zero
967,5628,25498,2017-01-26,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
968,22809,25414,2015-05-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
969,19305,4374,2018-04-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
970,7429,28354,2020-08-25,Resolved,Overdrawn account,Account balance dropped below zero
971,5079,16209,2017-06-01,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
972,1423,22462,2012-12-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
973,5435,174,2009-11-09,In progress,Account freeze,Account temporarily frozen due to suspected fraud
974,4495,16674,2013-10-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
975,25759,5358,2013-03-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
976,20527,17229,2013-03-28,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
977,13693,23068,2018-01-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
978,9425,22722,2014-10-12,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
979,22084,5479,2012-12-09,In progress,Overdrawn account,Account balance dropped below zero
980,19313,7261,2014-04-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
981,7367,2632,2014-07-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
982,19427,15011,2013-01-14,Resolved,Overdrawn account,Account balance dropped below zero
983,9473,17818,2011-04-09,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
984,303,6593,2018-02-01,Under investigation,Overdrawn account,Account balance dropped below zero
985,20363,28298,2019-07-25,Under investigation,Overdrawn account,Account balance dropped below zero
986,26534,27185,2010-02-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
987,25854,11495,2017-05-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
988,12314,24479,2012-09-25,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
989,21633,22147,2014-03-28,In progress,Overdrawn account,Account balance dropped below zero
990,16274,24121,2017-01-07,In progress,Overdrawn account,Account balance dropped below zero
991,7924,7297,2018-11-23,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
992,5179,9265,2012-01-19,Resolved,Overdrawn account,Account balance dropped below zero
993,9662,2092,2014-05-10,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
994,25636,22910,2010-10-16,In progress,Overdrawn account,Account balance dropped below zero
995,16037,24048,2018-05-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
996,23848,6920,2010-02-03,Under investigation,Overdrawn account,Account balance dropped below zero
997,12209,16505,2016-03-26,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
998,197,2972,2011-09-14,Under investigation,Overdrawn account,Account balance dropped below zero
999,8088,9793,2016-05-27,In progress,Overdrawn account,Account balance dropped below zero
1000,10526,14040,2011-11-03,Under investigation,Overdrawn account,Account balance dropped below zero
1001,15248,6855,2020-01-10,Under investigation,Overdrawn account,Account balance dropped below zero
1002,3050,1116,2012-10-06,In progress,Overdrawn account,Account balance dropped below zero
1003,10671,7689,2017-07-07,Under investigation,Overdrawn account,Account balance dropped below zero
1004,25354,5357,2015-03-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1005,14700,26143,2016-02-08,In progress,Overdrawn account,Account balance dropped below zero
1006,25281,9787,2011-06-19,In progress,Overdrawn account,Account balance dropped below zero
1007,6100,13217,2017-10-04,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1008,26840,2598,2018-05-21,Resolved,Overdrawn account,Account balance dropped below zero
1009,16740,11550,2010-01-10,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1010,10751,6004,2017-12-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1011,15215,20838,2019-05-24,Resolved,Overdrawn account,Account balance dropped below zero
1012,19516,56,2017-01-31,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1013,12802,2437,2014-02-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1014,24714,17644,2012-05-07,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1015,10191,16831,2016-09-04,Resolved,Overdrawn account,Account balance dropped below zero
1016,7137,16240,2013-10-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1017,4718,10368,2012-04-18,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1018,3454,4275,2019-01-06,Resolved,Overdrawn account,Account balance dropped below zero
1019,17311,627,2014-07-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1020,25151,19079,2012-06-12,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1021,19437,11327,2013-01-31,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1022,8615,6371,2017-02-05,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1023,11811,7082,2018-04-12,In progress,Overdrawn account,Account balance dropped below zero
1024,10177,19735,2014-07-27,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1025,19268,5288,2019-09-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1026,26004,20245,2020-04-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1027,5468,20377,2016-05-31,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1028,23399,21312,2014-01-30,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1029,28657,2201,2011-09-11,Resolved,Overdrawn account,Account balance dropped below zero
1030,4931,21347,2014-10-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1031,10606,1125,2018-01-18,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1032,25907,5654,2018-03-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1033,1873,28028,2016-11-17,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1034,7212,14708,2013-07-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1035,27140,19257,2015-09-10,In progress,Overdrawn account,Account balance dropped below zero
1036,10522,4181,2019-04-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1037,7284,14994,2013-07-07,Resolved,Overdrawn account,Account balance dropped below zero
1038,25246,23060,2016-01-02,Resolved,Overdrawn account,Account balance dropped below zero
1039,11208,26192,2020-08-20,In progress,Overdrawn account,Account balance dropped below zero
1040,23618,22602,2010-11-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1041,24122,20943,2020-02-05,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1042,21199,26,2014-09-28,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1043,15432,23426,2009-12-31,Resolved,Overdrawn account,Account balance dropped below zero
1044,13320,10773,2013-10-13,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1045,11224,26622,2012-04-19,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1046,23420,4638,2011-02-19,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1047,5303,5392,2012-01-07,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1048,26086,13826,2011-07-19,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1049,13356,16252,2012-01-07,Resolved,Overdrawn account,Account balance dropped below zero
1050,18589,11954,2010-05-22,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1051,26986,25373,2014-06-11,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1052,34,20729,2016-08-27,In progress,Overdrawn account,Account balance dropped below zero
1053,19009,27444,2014-02-01,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1054,2706,2260,2013-05-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1055,7049,13819,2014-11-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1056,20202,4586,2011-01-24,Resolved,Overdrawn account,Account balance dropped below zero
1057,28124,12956,2014-07-18,Resolved,Overdrawn account,Account balance dropped below zero
1058,5032,22052,2018-04-17,In progress,Overdrawn account,Account balance dropped below zero
1059,23392,14062,2012-11-26,In progress,Overdrawn account,Account balance dropped below zero
1060,469,14770,2011-12-22,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1061,4035,18378,2015-04-03,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1062,2020,21553,2015-02-05,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1063,17392,1036,2019-10-17,Resolved,Overdrawn account,Account balance dropped below zero
1064,14992,10682,2016-04-02,Under investigation,Overdrawn account,Account balance dropped below zero
1065,13303,18896,2011-03-16,Under investigation,Overdrawn account,Account balance dropped below zero
1066,8082,14697,2016-01-13,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1067,25814,24971,2013-05-16,Under investigation,Overdrawn account,Account balance dropped below zero
1068,28965,5561,2014-10-05,In progress,Overdrawn account,Account balance dropped below zero
1069,16447,4415,2011-10-23,In progress,Overdrawn account,Account balance dropped below zero
1070,7041,10117,2017-09-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1071,17014,10456,2011-05-08,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1072,18224,17099,2016-07-10,Resolved,Overdrawn account,Account balance dropped below zero
1073,26971,23765,2016-07-10,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1074,11788,18841,2012-04-11,In progress,Overdrawn account,Account balance dropped below zero
1075,22784,16821,2015-10-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1076,1158,18241,2016-10-15,In progress,Overdrawn account,Account balance dropped below zero
1077,2597,8686,2010-04-22,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1078,25249,10970,2016-05-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1079,23079,4644,2016-06-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1080,13321,24274,2013-09-18,Under investigation,Overdrawn account,Account balance dropped below zero
1081,3799,10696,2019-10-01,Under investigation,Overdrawn account,Account balance dropped below zero
1082,9392,19711,2014-04-08,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1083,19419,8545,2019-08-18,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1084,24029,26721,2012-11-23,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1085,14451,19969,2019-01-27,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1086,26055,1735,2014-08-04,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1087,8313,20826,2018-09-06,Resolved,Overdrawn account,Account balance dropped below zero
1088,868,16404,2014-07-04,Under investigation,Overdrawn account,Account balance dropped below zero
1089,26595,20537,2018-05-07,In progress,Overdrawn account,Account balance dropped below zero
1090,9544,16973,2013-01-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1091,13571,9340,2020-05-12,Under investigation,Overdrawn account,Account balance dropped below zero
1092,18454,19767,2017-07-07,In progress,Overdrawn account,Account balance dropped below zero
1093,677,13313,2010-10-28,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1094,7412,24283,2011-03-27,Under investigation,Overdrawn account,Account balance dropped below zero
1095,6942,22590,2012-04-10,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1096,15753,6102,2013-10-10,In progress,Overdrawn account,Account balance dropped below zero
1097,27003,5523,2014-10-31,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1098,8317,14662,2016-06-15,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1099,8725,2236,2017-12-22,In progress,Overdrawn account,Account balance dropped below zero
1100,11343,9952,2011-01-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1101,10461,13584,2010-03-10,Under investigation,Overdrawn account,Account balance dropped below zero
1102,5294,2480,2019-11-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1103,3857,22537,2014-01-31,In progress,Overdrawn account,Account balance dropped below zero
1104,25404,18293,2014-05-06,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1105,19757,12863,2017-03-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1106,5501,12637,2019-12-07,Resolved,Overdrawn account,Account balance dropped below zero
1107,2644,27021,2011-08-08,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1108,11861,23150,2012-12-02,Resolved,Overdrawn account,Account balance dropped below zero
1109,6895,14375,2014-09-18,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1110,12061,12172,2019-08-24,Under investigation,Overdrawn account,Account balance dropped below zero
1111,4602,25658,2014-06-30,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1112,20261,10041,2013-06-14,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1113,2721,2132,2019-06-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1114,6901,25269,2010-11-17,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1115,26246,17224,2014-10-25,In progress,Overdrawn account,Account balance dropped below zero
1116,9202,15043,2019-11-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1117,522,14284,2017-05-08,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1118,20315,3387,2016-03-26,In progress,Overdrawn account,Account balance dropped below zero
1119,4392,26049,2019-02-11,Under investigation,Overdrawn account,Account balance dropped below zero
1120,507,16162,2015-10-24,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1121,15658,7835,2018-09-26,Under investigation,Overdrawn account,Account balance dropped below zero
1122,25098,15765,2011-05-10,In progress,Overdrawn account,Account balance dropped below zero
1123,23942,3484,2013-07-03,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1124,11077,19983,2020-01-09,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1125,8025,23219,2011-10-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1126,7684,13449,2015-05-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1127,12863,25332,2010-06-05,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1128,8051,4157,2016-04-03,Resolved,Overdrawn account,Account balance dropped below zero
1129,17400,18286,2016-07-01,In progress,Overdrawn account,Account balance dropped below zero
1130,27814,593,2012-02-14,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1131,15170,10175,2009-12-04,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1132,17717,1988,2020-08-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1133,8284,6462,2012-05-16,Resolved,Overdrawn account,Account balance dropped below zero
1134,18127,22419,2010-07-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1135,17659,22277,2020-09-14,Resolved,Overdrawn account,Account balance dropped below zero
1136,19076,15751,2013-05-08,Under investigation,Overdrawn account,Account balance dropped below zero
1137,17892,15306,2015-11-29,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1138,11617,12235,2018-03-30,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1139,20257,3531,2018-10-31,Resolved,Overdrawn account,Account balance dropped below zero
1140,16354,17396,2013-03-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1141,22352,23877,2011-09-18,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1142,4642,15592,2012-10-06,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1143,1666,4099,2010-01-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
