LOAN_APPLICATION_ID,PROPERTY_ID,LOAN_TYPE_ID,LOAN_AMOUNT,CUSTOMER_ID,ACCOUNT_ID,APPLIED_DATE,EMPLOYEE_ID
4782,4782,22,35482.56,8451,4782,2022-04-28,4782
4783,4783,23,65193.59,8455,4783,2017-02-17,4783
4784,4784,24,42176.4,8461,4784,2008-05-08,4784
4785,4785,25,50174.4,8469,4785,2004-11-01,4785
4786,4786,26,37763.9,8498,4786,2006-04-07,4786
4787,4787,27,44017.97,8509,4787,2004-07-20,4787
4788,4788,28,66998.58,8525,4788,2015-07-02,4788
4789,4789,29,64335.52,8512,4789,2010-07-06,4789
4790,4790,30,95624.89,8516,4790,2017-06-13,4790
4791,4791,31,48974.98,8533,4791,2022-11-02,4791
4792,4792,32,38429.26,8501,4792,2007-05-20,4792
4793,4793,33,45127.23,8521,4793,2017-06-11,4793
4794,4794,34,28267.83,8541,4794,2010-06-28,4794
4795,4795,35,58228.27,8552,4795,2014-12-15,4795
4796,4796,36,11696.64,8547,4796,2006-07-09,4796
4797,4797,37,63991.82,8555,4797,2006-12-12,4797
4798,4798,38,95322.55,8551,4798,2008-02-12,4798
4799,4799,39,5251.74,8570,4799,2012-09-27,4799
4800,4800,40,8296.46,8578,4800,2011-06-17,4800
4801,4801,1,45691.58,8597,4801,2009-04-06,4801
4802,4802,2,24710.17,8598,4802,2010-10-08,4802
4803,4803,3,26038.55,8627,4803,2016-07-12,4803
4804,4804,4,35189.6,8617,4804,2018-04-01,4804
4805,4805,5,54463.92,8631,4805,2010-03-18,4805
4806,4806,6,799.71,8635,4806,2010-05-11,4806
4807,4807,7,70459.7,8645,4807,2003-10-30,4807
4808,4808,8,45838.62,8659,4808,2021-03-18,4808
4809,4809,9,44604.44,8684,4809,2012-12-25,4809
4810,4810,10,9378.71,8687,4810,2017-09-07,4810
4811,4811,11,16884.7,8685,4811,2010-10-05,4811
4812,4812,12,37996.91,8698,4812,2020-10-11,4812
4813,4813,13,20094.69,8712,4813,2006-11-26,4813
4814,4814,14,8819.27,8718,4814,2015-10-16,4814
4815,4815,15,3205.28,8729,4815,2014-10-08,4815
4816,4816,16,82232.3,8717,4816,2011-12-27,4816
4817,4817,17,69749.21,8760,4817,2020-10-08,4817
4818,4818,18,10586.92,8768,4818,2011-05-21,4818
4819,4819,19,8172.31,8749,4819,2020-05-30,4819
4820,4820,20,28107.4,8779,4820,2023-02-24,4820
4821,4821,21,96012.98,8781,4821,2010-08-27,4821
4822,4822,22,5315.9,8821,4822,2022-09-14,4822
4823,4823,23,35141.92,8815,4823,2005-03-07,4823
4824,4824,24,98486.2,8825,4824,2022-09-14,4824
4825,4825,25,19556.81,8832,4825,2007-02-14,4825
4826,4826,26,8717.2,8823,4826,2012-06-21,4826
4827,4827,27,10465.26,8841,4827,2018-02-22,4827
4828,4828,28,90335.4,8833,4828,2006-11-22,4828
4829,4829,29,90732.95,8838,4829,2004-09-17,4829
4830,4830,30,27379.81,8867,4830,2006-11-03,4830
4831,4831,31,14150.65,8874,4831,2014-08-05,4831
4832,4832,32,18722.79,8892,4832,2014-09-09,4832
4833,4833,33,7289.33,8900,4833,2007-05-03,4833
4834,4834,34,6268.68,8923,4834,2013-01-25,4834
4835,4835,35,80186.4,8927,4835,2006-10-08,4835
4836,4836,36,55974.56,8919,4836,2011-08-16,4836
4837,4837,37,80567.92,8937,4837,2013-10-01,4837
4838,4838,38,65788.6,8954,4838,2022-11-08,4838
4839,4839,39,32250.54,8893,4839,2005-08-25,4839
4840,4840,40,78014.99,8955,4840,2006-09-24,4840
4841,4841,1,71443.76,8963,4841,2016-10-05,4841
4842,4842,2,91879.49,8971,4842,2019-10-12,4842
4843,4843,3,47424.62,8957,4843,2008-07-07,4843
4844,4844,4,59637.54,9001,4844,2014-06-27,4844
4845,4845,5,23717.54,8984,4845,2011-02-04,4845
4846,4846,6,55524.65,8993,4846,2007-11-17,4846
4847,4847,7,67558.5,8975,4847,2011-07-16,4847
4848,4848,8,33034.3,9009,4848,2008-02-18,4848
4849,4849,9,74837.68,9031,4849,2004-10-14,4849
4850,4850,10,14613.34,9047,4850,2022-11-04,4850
4851,4851,11,73090.13,9050,4851,2005-04-14,4851
4852,4852,12,46056.5,9053,4852,2019-05-09,4852
4853,4853,13,35706.62,9059,4853,2019-08-28,4853
4854,4854,14,751.71,9071,4854,2022-01-20,4854
4855,4855,15,29156.26,9082,4855,2022-03-19,4855
4856,4856,16,98795.86,9081,4856,2011-06-10,4856
4857,4857,17,40888.81,9091,4857,2017-11-16,4857
4858,4858,18,25849.81,9088,4858,2011-11-11,4858
4859,4859,19,18839.76,9094,4859,2010-11-03,4859
4860,4860,20,92755.82,9100,4860,2006-10-01,4860
4861,4861,21,30116.98,9117,4861,2014-10-01,4861
4862,4862,22,38689.95,9125,4862,2009-05-20,4862
4863,4863,23,94127.28,9087,4863,2013-06-28,4863
4864,4864,24,51368.66,9130,4864,2006-11-29,4864
4865,4865,25,99460.41,9150,4865,2018-09-21,4865
4866,4866,26,25068.22,9144,4866,2018-10-10,4866
4867,4867,27,46723.14,9147,4867,2010-04-23,4867
4868,4868,28,39423.43,9158,4868,2019-08-21,4868
4869,4869,29,1650.88,9165,4869,2012-05-07,4869
4870,4870,30,67901.28,9162,4870,2019-09-27,4870
4871,4871,31,25920.75,9198,4871,2009-12-04,4871
4872,4872,32,87891.96,9195,4872,2018-11-04,4872
4873,4873,33,54682.26,9214,4873,2008-11-15,4873
4874,4874,34,37949.68,9202,4874,2010-09-21,4874
4875,4875,35,6334.55,9217,4875,2022-11-01,4875
4876,4876,36,54159.57,9225,4876,2017-03-09,4876
4877,4877,37,85604.72,9229,4877,2015-05-17,4877
4878,4878,38,8619.47,9252,4878,2018-01-26,4878
4879,4879,39,36511.65,9238,4879,2012-05-11,4879
4880,4880,40,10872.89,9255,4880,2016-09-23,4880
4881,4881,1,57259.34,9233,4881,2009-02-15,4881
4882,4882,2,85843.13,9271,4882,2007-11-23,4882
4883,4883,3,26052.19,9277,4883,2021-11-14,4883
4884,4884,4,61077.15,9282,4884,2020-02-13,4884
4885,4885,5,22752.41,9299,4885,2007-03-07,4885
4886,4886,6,41448.23,9285,4886,2011-06-01,4886
4887,4887,7,91614.13,9281,4887,2015-03-10,4887
4888,4888,8,49497.1,9313,4888,2022-09-10,4888
4889,4889,9,70894.77,9314,4889,2012-11-06,4889
4890,4890,10,40486.43,9304,4890,2003-09-10,4890
4891,4891,11,29405.96,9336,4891,2013-11-02,4891
4892,4892,12,6392.47,9320,4892,2018-08-14,4892
4893,4893,13,73703.81,9331,4893,2010-08-23,4893
4894,4894,14,76466.82,9343,4894,2016-11-23,4894
4895,4895,15,17243.71,9359,4895,2011-02-01,4895
4896,4896,16,37762.81,9366,4896,2013-04-14,4896
4897,4897,17,42834.2,9380,4897,2023-02-25,4897
4898,4898,18,36040.7,9352,4898,2014-02-26,4898
4899,4899,19,6964.3,9389,4899,2004-04-09,4899
4900,4900,20,84656.24,9399,4900,2015-09-13,4900
4901,4901,21,81576.46,9416,4901,2004-08-18,4901
4902,4902,22,89821.23,9425,4902,2017-12-13,4902
4903,4903,23,11974.76,9450,4903,2004-04-19,4903
4904,4904,24,35511.33,9441,4904,2022-11-28,4904
4905,4905,25,36602.36,9433,4905,2022-02-05,4905
4906,4906,26,88023.77,9459,4906,2004-03-09,4906
4907,4907,27,53353.25,9463,4907,2005-01-30,4907
4908,4908,28,52988.77,9466,4908,2005-04-03,4908
4909,4909,29,10414.27,9483,4909,2017-04-15,4909
4910,4910,30,6950.19,9503,4910,2013-09-03,4910
4911,4911,31,58944.43,9504,4911,2018-11-08,4911
4912,4912,32,79109.66,9482,4912,2014-09-21,4912
4913,4913,33,97615.97,9523,4913,2004-05-01,4913
4914,4914,34,31076.43,9542,4914,2022-05-08,4914
4915,4915,35,18331.55,9539,4915,2016-06-08,4915
4916,4916,36,19340.26,9555,4916,2007-01-19,4916
4917,4917,37,21062.37,9563,4917,2017-10-03,4917
4918,4918,38,59375.42,9568,4918,2012-09-28,4918
4919,4919,39,33262.74,9530,4919,2004-12-04,4919
4920,4920,40,26976.78,9595,4920,2014-12-22,4920
4921,4921,1,61188.85,9592,4921,2004-12-14,4921
4922,4922,2,90944.21,9606,4922,2005-07-26,4922
4923,4923,3,72610.64,9603,4923,2015-04-26,4923
4924,4924,4,68745.93,9615,4924,2007-06-22,4924
4925,4925,5,35022.26,9643,4925,2003-11-30,4925
4926,4926,6,17478.45,9630,4926,2021-04-30,4926
4927,4927,7,50558.83,9655,4927,2006-10-13,4927
4928,4928,8,22320.5,9627,4928,2022-12-06,4928
4929,4929,9,47466.7,9668,4929,2021-11-01,4929
4930,4930,10,77573.13,9671,4930,2004-08-11,4930
4931,4931,11,95631.2,9678,4931,2010-08-30,4931
4932,4932,12,33030.83,9689,4932,2023-03-17,4932
4933,4933,13,74198.27,9654,4933,2017-06-15,4933
4934,4934,14,50646.74,9691,4934,2012-12-14,4934
4935,4935,15,26803.62,9698,4935,2006-11-13,4935
4936,4936,16,12668.79,9712,4936,2007-02-15,4936
4937,4937,17,11972.99,9710,4937,2009-08-03,4937
4938,4938,18,72991.16,9720,4938,2007-07-30,4938
4939,4939,19,10584.85,9734,4939,2008-09-24,4939
4940,4940,20,79936.11,9739,4940,2022-04-24,4940
4941,4941,21,16106.5,9740,4941,2011-07-30,4941
4942,4942,22,87915.15,9763,4942,2011-04-24,4942
4943,4943,23,6595.33,9759,4943,2019-11-17,4943
4944,4944,24,398.21,9722,4944,2012-04-13,4944
4945,4945,25,60401.6,9762,4945,2017-01-20,4945
4946,4946,26,63909.77,9780,4946,2010-05-21,4946
4947,4947,27,7807.72,9788,4947,2005-03-06,4947
4948,4948,28,98190.39,9799,4948,2021-03-15,4948
4949,4949,29,19201.4,9797,4949,2021-06-21,4949
4950,4950,30,40314.68,9807,4950,2020-01-17,4950
4951,4951,31,91604.59,9820,4951,2005-12-30,4951
4952,4952,32,48922.7,9833,4952,2011-03-20,4952
4953,4953,33,36644.48,9830,4953,2007-11-13,4953
4954,4954,34,58260.43,9844,4954,2016-11-02,4954
4955,4955,35,32641.52,9825,4955,2019-01-12,4955
4956,4956,36,39144.25,9852,4956,2005-09-12,4956
4957,4957,37,70692.54,9839,4957,2011-10-26,4957
4958,4958,38,52093.87,9878,4958,2011-03-17,4958
4959,4959,39,16122.11,9873,4959,2007-06-21,4959
4960,4960,40,73848.54,9895,4960,2008-09-23,4960
4961,4961,1,50304.39,9867,4961,2018-03-17,4961
4962,4962,2,26030.18,9908,4962,2020-02-21,4962
4963,4963,3,84309.85,9871,4963,2017-09-28,4963
4964,4964,4,74802.22,9923,4964,2012-02-29,4964
4965,4965,5,43504.52,9927,4965,2009-12-21,4965
4966,4966,6,68199.63,9938,4966,2022-02-18,4966
4967,4967,7,29819.7,9945,4967,2004-09-11,4967
4968,4968,8,69354.57,9967,4968,2022-03-27,4968
4969,4969,9,82374.13,9977,4969,2016-09-22,4969
4970,4970,10,64662.59,9968,4970,2008-09-20,4970
4971,4971,11,67507.54,9957,4971,2020-03-22,4971
4972,4972,12,31669.46,10012,4972,2022-12-07,4972
4973,4973,13,89464.2,10025,4973,2008-03-01,4973
4974,4974,14,28191.77,10023,4974,2005-01-29,4974
4975,4975,15,97297.1,10030,4975,2013-11-16,4975
4976,4976,16,85455.91,10040,4976,2016-08-01,4976
4977,4977,17,35267.93,10058,4977,2023-04-11,4977
4978,4978,18,1780.94,10056,4978,2019-10-07,4978
4979,4979,19,11909.98,10057,4979,2018-12-17,4979
4980,4980,20,67123.1,10069,4980,2017-10-04,4980
4981,4981,21,96352.19,10029,4981,2014-09-27,4981
4982,4982,22,19574.27,10071,4982,2021-07-29,4982
4983,4983,23,82926.98,10087,4983,2011-04-24,4983
4984,4984,24,20324.92,10082,4984,2005-08-15,4984
4985,4985,25,42194.12,10073,4985,2013-08-10,4985
4986,4986,26,4541.2,10099,4986,2021-08-19,4986
4987,4987,27,65074.95,10097,4987,2020-07-04,4987
4988,4988,28,52723.27,10106,4988,2011-07-08,4988
4989,4989,29,44758.4,10118,4989,2015-01-04,4989
4990,4990,30,90189.87,10137,4990,2013-10-10,4990
4991,4991,31,59905.14,10123,4991,2011-08-09,4991
4992,4992,32,72620.44,10133,4992,2020-11-01,4992
4993,4993,33,41454.79,10157,4993,2018-03-21,4993
4994,4994,34,68091.22,10167,4994,2012-09-15,4994
4995,4995,35,56615.46,10168,4995,2013-05-17,4995
4996,4996,36,60954.2,10173,4996,2016-05-22,4996
4997,4997,37,23889.1,10171,4997,2014-05-28,4997
4998,4998,38,81119.91,10186,4998,2014-04-30,4998
4999,4999,39,74615.89,10183,4999,2010-07-04,4999
5000,5000,40,54344.46,10177,5000,2006-09-09,5000
5001,5001,1,35932.13,10216,5001,2013-10-04,5001
5002,5002,2,21377.37,10211,5002,2013-08-15,5002
5003,5003,3,91268.71,10233,5003,2010-01-29,5003
5004,5004,4,47914.44,10236,5004,2006-11-23,5004
5005,5005,5,48731.37,10229,5005,2011-09-10,5005
5006,5006,6,29230.55,10261,5006,2017-05-05,5006
5007,5007,7,53602.2,10263,5007,2021-08-10,5007
5008,5008,8,77872.49,10268,5008,2009-01-05,5008
5009,5009,9,37724.23,10260,5009,2014-03-08,5009
5010,5010,10,1034.46,10298,5010,2010-09-06,5010
5011,5011,11,47112.1,10286,5011,2017-09-03,5011
5012,5012,12,74861.17,10311,5012,2019-04-04,5012
5013,5013,13,39630.92,10319,5013,2011-10-08,5013
5014,5014,14,60596.68,10323,5014,2012-10-12,5014
5015,5015,15,36761.92,10329,5015,2021-03-24,5015
5016,5016,16,72667.9,10355,5016,2015-11-05,5016
5017,5017,17,68113.1,10350,5017,2016-10-16,5017
5018,5018,18,5216.5,10364,5018,2005-09-10,5018
5019,5019,19,57289.5,10370,5019,2023-05-10,5019
5020,5020,20,37071.33,10373,5020,2019-08-27,5020
5021,5021,21,65374.84,10361,5021,2018-05-30,5021
5022,5022,22,7615.25,10394,5022,2006-09-24,5022
5023,5023,23,57010.45,10385,5023,2009-02-09,5023
5024,5024,24,80562.65,10377,5024,2007-07-17,5024
5025,5025,25,36422.3,10418,5025,2021-04-09,5025
5026,5026,26,28424.4,10406,5026,2012-07-06,5026
5027,5027,27,39413.94,10425,5027,2012-06-15,5027
5028,5028,28,47902.88,10434,5028,2003-09-25,5028
5029,5029,29,39907.9,10431,5029,2016-09-19,5029
5030,5030,30,15351.9,10440,5030,2016-10-24,5030
5031,5031,31,3380.38,10441,5031,2010-03-17,5031
5032,5032,32,91736.27,10463,5032,2004-04-13,5032
5033,5033,33,62300.22,10456,5033,2008-12-24,5033
5034,5034,34,96993.29,10462,5034,2005-06-30,5034
5035,5035,35,87921.76,10482,5035,2017-08-04,5035
5036,5036,36,37709.4,10460,5036,2017-12-02,5036
5037,5037,37,24927.66,10511,5037,2014-10-10,5037
5038,5038,38,57163.34,10512,5038,2017-12-19,5038
5039,5039,39,74332.62,10515,5039,2016-05-12,5039
5040,5040,40,72236.28,10525,5040,2004-10-27,5040
5041,5041,1,11181.7,10532,5041,2012-07-10,5041
5042,5042,2,1425.37,10553,5042,2019-07-20,5042
5043,5043,3,95589.89,10549,5043,2022-12-03,5043
5044,5044,4,13467.72,10505,5044,2003-12-03,5044
5045,5045,5,97267.38,10548,5045,2006-05-17,5045
5046,5046,6,64991.46,10568,5046,2004-08-23,5046
5047,5047,7,13927.2,10571,5047,2008-07-29,5047
5048,5048,8,42573.27,10581,5048,2022-06-20,5048
5049,5049,9,75417.42,10598,5049,2011-06-28,5049
5050,5050,10,35199.72,10599,5050,2009-01-10,5050
5051,5051,11,16228.16,10589,5051,2014-09-28,5051
5052,5052,12,53090.37,10606,5052,2017-11-28,5052
5053,5053,13,87736.83,10621,5053,2008-03-12,5053
5054,5054,14,18670.16,10622,5054,2020-08-23,5054
5055,5055,15,83284.6,10634,5055,2013-05-15,5055
5056,5056,16,62103.65,10649,5056,2019-12-29,5056
5057,5057,17,90792.22,10620,5057,2011-11-02,5057
5058,5058,18,95553.47,10640,5058,2005-12-24,5058
5059,5059,19,58585.52,10663,5059,2012-08-09,5059
5060,5060,20,56006.5,10661,5060,2008-06-11,5060
5061,5061,21,44941.97,10681,5061,2010-01-10,5061
5062,5062,22,69001.24,10697,5062,2011-10-29,5062
5063,5063,23,53268.99,10706,5063,2008-01-07,5063
5064,5064,24,53767.7,10716,5064,2003-11-22,5064
5065,5065,25,13709.2,10712,5065,2004-05-20,5065
5066,5066,26,45993.65,10723,5066,2018-06-22,5066
5067,5067,27,870.23,10724,5067,2012-11-01,5067
5068,5068,28,38021.27,10739,5068,2013-09-13,5068
5069,5069,29,67690.24,10705,5069,2021-05-04,5069
5070,5070,30,27141.79,10741,5070,2004-02-18,5070
5071,5071,31,49842.72,10753,5071,2016-05-27,5071
5072,5072,32,30616.3,10754,5072,2019-04-28,5072
5073,5073,33,11873,10768,5073,2009-02-25,5073
5074,5074,34,33244.6,10783,5074,2004-09-30,5074
5075,5075,35,15177.5,10781,5075,2009-02-15,5075
5076,5076,36,27198.43,10782,5076,2003-10-03,5076
5077,5077,37,19435.84,10764,5077,2021-03-10,5077
5078,5078,38,53859.6,10740,5078,2017-01-11,5078
5079,5079,39,65974.9,10807,5079,2015-06-30,5079
5080,5080,40,37646.34,10812,5080,2006-07-23,5080
5081,5081,1,45071.44,10824,5081,2014-02-07,5081
5082,5082,2,43629.82,10818,5082,2004-04-30,5082
5083,5083,3,19013.23,10854,5083,2019-03-02,5083
5084,5084,4,15090.43,10857,5084,2020-10-05,5084
5085,5085,5,76664.66,10875,5085,2011-05-04,5085
5086,5086,6,33256.88,10891,5086,2012-04-01,5086
5087,5087,7,73544.47,10893,5087,2016-04-08,5087
5088,5088,8,37405.23,10905,5088,2005-06-14,5088
5089,5089,9,55333.97,10892,5089,2018-03-03,5089
5090,5090,10,16476.31,10886,5090,2018-10-04,5090
5091,5091,11,18451.13,10914,5091,2020-01-22,5091
5092,5092,12,85966.92,10907,5092,2009-01-29,5092
5093,5093,13,24217.11,10882,5093,2010-10-18,5093
5094,5094,14,22737.5,10936,5094,2007-03-08,5094
5095,5095,15,74694.64,10949,5095,2021-11-22,5095
5096,5096,16,77973.6,10942,5096,2020-12-26,5096
5097,5097,17,43852.97,10959,5097,2006-08-30,5097
5098,5098,18,59602.41,10972,5098,2021-04-03,5098
5099,5099,19,2694.59,10978,5099,2010-11-04,5099
5100,5100,20,30419.52,10962,5100,2022-06-19,5100
5101,5101,21,7161.6,11001,5101,2017-01-16,5101
5102,5102,22,24439.43,10994,5102,2014-05-21,5102
5103,5103,23,27804.32,10993,5103,2012-11-15,5103
5104,5104,24,83434.82,11013,5104,2011-04-19,5104
5105,5105,25,47635.24,11020,5105,2005-06-17,5105
5106,5106,26,75023.2,11023,5106,2014-04-13,5106
5107,5107,27,58829.71,10999,5107,2012-12-07,5107
5108,5108,28,46980.56,11042,5108,2006-05-22,5108
5109,5109,29,43267.73,11052,5109,2023-05-11,5109
5110,5110,30,99782.88,11055,5110,2009-10-01,5110
5111,5111,31,80875.92,11061,5111,2007-02-04,5111
5112,5112,32,62923.25,11067,5112,2019-01-22,5112
5113,5113,33,51685.22,11080,5113,2004-03-21,5113
5114,5114,34,63978.87,11091,5114,2019-09-15,5114
5115,5115,35,88345.64,11069,5115,2015-07-01,5115
5116,5116,36,57323.51,11096,5116,2011-12-14,5116
5117,5117,37,17181.16,11087,5117,2018-03-29,5117
5118,5118,38,97792.2,11107,5118,2009-05-03,5118
5119,5119,39,32956.35,11102,5119,2004-09-14,5119
5120,5120,40,29196.47,11100,5120,2021-05-14,5120
5121,5121,1,96253.44,11127,5121,2009-06-10,5121
5122,5122,2,45562.9,11124,5122,2008-11-24,5122
5123,5123,3,21961.27,11143,5123,2018-01-29,5123
5124,5124,4,43450.18,11144,5124,2010-03-15,5124
5125,5125,5,78214.62,11164,5125,2013-09-02,5125
5126,5126,6,18600.78,11160,5126,2021-07-16,5126
5127,5127,7,30726.1,11161,5127,2023-02-17,5127
5128,5128,8,79696.3,11168,5128,2005-03-07,5128
5129,5129,9,41509.7,11128,5129,2005-04-19,5129
5130,5130,10,27667.89,11158,5130,2011-04-08,5130
5131,5131,11,49728.34,11184,5131,2004-03-31,5131
5132,5132,12,92141.42,11180,5132,2022-11-30,5132
5133,5133,13,2900.34,11192,5133,2016-01-06,5133
5134,5134,14,28902.71,11190,5134,2012-03-17,5134
5135,5135,15,51066.79,11210,5135,2018-11-30,5135
5136,5136,16,81854.71,11200,5136,2013-01-15,5136
5137,5137,17,48278.98,11222,5137,2012-12-07,5137
5138,5138,18,54370.33,11215,5138,2021-04-16,5138
5139,5139,19,26684.6,11199,5139,2014-09-14,5139
5140,5140,20,23549.9,11240,5140,2016-03-06,5140
5141,5141,21,19799.22,11253,5141,2007-11-21,5141
5142,5142,22,59606.36,11232,5142,2005-09-16,5142
5143,5143,23,77092.89,11243,5143,2018-06-11,5143
5144,5144,24,52859.88,11255,5144,2021-09-13,5144
5145,5145,25,24250.25,11263,5145,2007-04-22,5145
5146,5146,26,29815.55,11269,5146,2006-10-02,5146
5147,5147,27,19710.32,11281,5147,2008-08-30,5147
5148,5148,28,36810.11,11293,5148,2009-01-13,5148
5149,5149,29,61058.36,11304,5149,2014-12-09,5149
5150,5150,30,80470.61,11298,5150,2017-07-22,5150
5151,5151,31,18450.25,11325,5151,2010-10-27,5151
5152,5152,32,97919.23,11334,5152,2021-10-12,5152
5153,5153,33,36244.98,11339,5153,2011-12-26,5153
5154,5154,34,13387.31,11353,5154,2015-06-02,5154
5155,5155,35,3055.44,11360,5155,2015-06-26,5155
5156,5156,36,8960.93,11361,5156,2012-01-30,5156
5157,5157,37,76130.65,11357,5157,2020-09-17,5157
5158,5158,38,3065.33,11376,5158,2003-10-23,5158
5159,5159,39,60914.93,11382,5159,2021-02-14,5159
5160,5160,40,2024.74,11383,5160,2005-08-03,5160
5161,5161,1,93687.26,11396,5161,2017-09-30,5161
5162,5162,2,94655.3,11406,5162,2007-03-22,5162
5163,5163,3,78679.95,11409,5163,2023-01-11,5163
5164,5164,4,94465.68,11404,5164,2017-09-30,5164
5165,5165,5,17401.75,11430,5165,2019-01-27,5165
5166,5166,6,85922.5,11437,5166,2005-12-17,5166
5167,5167,7,93607.68,11442,5167,2006-10-31,5167
5168,5168,8,13046.78,11450,5168,2018-12-11,5168
5169,5169,9,85536.74,11441,5169,2008-06-05,5169
5170,5170,10,41911.64,11466,5170,2016-06-07,5170
5171,5171,11,10307.58,11463,5171,2009-09-20,5171
5172,5172,12,11388.9,11470,5172,2017-05-03,5172
5173,5173,13,14728.8,11472,5173,2022-07-17,5173
5174,5174,14,58922.21,11462,5174,2004-08-05,5174
5175,5175,15,62684.15,11486,5175,2015-02-25,5175
5176,5176,16,96154.23,11514,5176,2017-12-04,5176
5177,5177,17,87707.23,11529,5177,2012-11-29,5177
5178,5178,18,8531.46,11520,5178,2013-01-21,5178
5179,5179,19,99273.43,11527,5179,2008-03-29,5179
5180,5180,20,82054.52,11536,5180,2006-04-15,5180
5181,5181,21,85564.7,11546,5181,2022-09-20,5181
5182,5182,22,91162.57,11549,5182,2018-07-13,5182
5183,5183,23,61250.6,11570,5183,2022-01-08,5183
5184,5184,24,33040.81,11572,5184,2014-02-09,5184
5185,5185,25,28593.73,11585,5185,2009-11-08,5185
5186,5186,26,86865.23,11589,5186,2022-07-03,5186
5187,5187,27,57251.73,11598,5187,2004-12-09,5187
5188,5188,28,44318.99,11599,5188,2010-12-04,5188
5189,5189,29,59274.12,11622,5189,2018-07-25,5189
5190,5190,30,14877.84,11630,5190,2020-09-09,5190
5191,5191,31,30238.2,11642,5191,2017-05-02,5191
5192,5192,32,93741.22,11645,5192,2008-01-31,5192
5193,5193,33,36885.63,11653,5193,2022-04-14,5193
5194,5194,34,28341.46,11644,5194,2021-10-22,5194
5195,5195,35,3379.5,11663,5195,2004-08-06,5195
5196,5196,36,57480.58,11680,5196,2010-02-19,5196
5197,5197,37,26034.45,11678,5197,2013-02-03,5197
5198,5198,38,70626.55,11661,5198,2022-05-09,5198
5199,5199,39,29231.63,11669,5199,2010-06-13,5199
5200,5200,40,916.62,11686,5200,2012-06-18,5200
5201,5201,1,47704.45,11696,5201,2005-04-26,5201
5202,5202,2,12666.6,11703,5202,2020-11-28,5202
5203,5203,3,42433.65,11719,5203,2015-11-28,5203
5204,5204,4,40617.19,11728,5204,2013-02-13,5204
5205,5205,5,66735.61,11729,5205,2016-07-04,5205
5206,5206,6,35436.63,11720,5206,2007-11-29,5206
5207,5207,7,76154.54,11713,5207,2004-09-09,5207
5208,5208,8,76459.41,11738,5208,2010-01-02,5208
5209,5209,9,29526.16,11742,5209,2013-08-30,5209
5210,5210,10,37124.81,11756,5210,2010-06-26,5210
5211,5211,11,44638.76,11766,5211,2018-09-09,5211
5212,5212,12,58377.34,11747,5212,2013-06-16,5212
5213,5213,13,116.67,11777,5213,2003-07-20,5213
5214,5214,14,25180.35,11807,5214,2004-11-15,5214
5215,5215,15,89141.6,11786,5215,2018-01-04,5215
5216,5216,16,75782.84,11835,5216,2018-04-15,5216
5217,5217,17,48578.66,11841,5217,2022-03-03,5217
5218,5218,18,18968.25,11843,5218,2003-10-17,5218
5219,5219,19,51517.4,11858,5219,2009-02-07,5219
5220,5220,20,66079.1,11861,5220,2006-12-14,5220
5221,5221,21,97905.3,11859,5221,2015-12-05,5221
5222,5222,22,17753.6,11880,5222,2017-09-12,5222
5223,5223,23,20666.42,11868,5223,2011-04-14,5223
5224,5224,24,46646.8,11887,5224,2012-08-02,5224
5225,5225,25,16495.53,11901,5225,2017-02-07,5225
5226,5226,26,18996.3,11914,5226,2020-06-19,5226
5227,5227,27,50548.86,11932,5227,2015-06-28,5227
5228,5228,28,69979.83,11928,5228,2022-09-05,5228
5229,5229,29,12373.83,11923,5229,2008-09-20,5229
5230,5230,30,14139.66,11941,5230,2006-07-18,5230
5231,5231,31,60116.3,11935,5231,2014-08-02,5231
5232,5232,32,63577.96,11973,5232,2010-10-03,5232
5233,5233,33,66102.95,11981,5233,2004-11-13,5233
5234,5234,34,45843.95,11987,5234,2016-10-28,5234
5235,5235,35,96281.77,12008,5235,2016-03-22,5235
5236,5236,36,59385.2,12002,5236,2012-11-30,5236
5237,5237,37,23456.12,12005,5237,2014-08-25,5237
5238,5238,38,83962.3,12014,5238,2010-01-31,5238
5239,5239,39,52053.11,12020,5239,2020-08-04,5239
5240,5240,40,92759.1,12031,5240,2011-06-27,5240
5241,5241,1,66129.51,12044,5241,2022-10-07,5241
5242,5242,2,21392.52,12038,5242,2023-05-19,5242
5243,5243,3,78478.89,12030,5243,2022-10-04,5243
5244,5244,4,71200.47,12056,5244,2004-09-06,5244
5245,5245,5,3908.38,12060,5245,2020-02-26,5245
5246,5246,6,74479.5,12064,5246,2011-11-04,5246
5247,5247,7,76302.6,12065,5247,2010-06-05,5247
5248,5248,8,67175.7,12088,5248,2012-12-31,5248
5249,5249,9,83444.15,12086,5249,2008-11-27,5249
5250,5250,10,84642.43,12093,5250,2009-09-15,5250
5251,5251,11,86299.62,12089,5251,2018-10-16,5251
5252,5252,12,50328.39,12107,5252,2011-04-26,5252
5253,5253,13,58887.16,12100,5253,2004-12-04,5253
5254,5254,14,96.77,12122,5254,2006-02-08,5254
5255,5255,15,44287.4,12127,5255,2011-04-29,5255
5256,5256,16,97167.86,12137,5256,2016-11-28,5256
5257,5257,17,4540.56,12121,5257,2016-12-16,5257
5258,5258,18,38682.7,12156,5258,2017-10-28,5258
5259,5259,19,50847.3,12157,5259,2004-05-18,5259
5260,5260,20,47388.8,12163,5260,2008-05-23,5260
